Price,Close,High,Low,Open,Volume
Ticker,MA,MA,MA,MA,MA
Date,,,,,
2006-05-25,4.185673713684082,4.190223463252487,3.657914912613167,3.667014411749976,395343000
2006-05-26,4.088310718536377,4.253007633049219,4.013696313561378,4.21297105856305,103044000
2006-05-30,4.003688812255859,4.09286192444769,3.899046722218149,4.091952061142887,49898000
2006-05-31,4.089221477508545,4.127438334406673,4.035535644882306,4.035535644882306,30002000
2006-06-01,4.323071479797363,4.376757290608558,4.085579930738241,4.088309953057642,62344000
2006-06-02,4.275755882263184,4.431353730864596,4.257557321240887,4.413155169842299,37253000
2006-06-05,4.472302436828613,4.481401938017666,4.276667500144946,4.281217250739472,37188000
2006-06-06,4.394957065582275,4.606970779108668,4.349460875242132,4.547825341167313,49045000
2006-06-07,4.331263065338135,4.4040573296483485,4.253919051036522,4.397687853215607,25013000
2006-06-08,4.342182159423828,4.342182159423828,4.140178192100917,4.3312633661294555,34439000
2006-06-09,4.347640037536621,4.440452997650505,4.338540974442103,4.440452997650505,13372000
2006-06-12,4.2721171379089355,4.3904075872003245,4.212971696319245,4.367659707571052,14546000
2006-06-13,4.140178680419922,4.308515556654439,4.1219801109320855,4.203873456683288,16716000
2006-06-14,4.1055989265441895,4.135626570766863,4.043723478466525,4.085580207803824,15971000
2006-06-15,4.181123733520508,4.196592707644746,4.106509753820946,4.1310777926921665,16500000
2006-06-16,4.096500396728516,4.185673487567167,4.094680670554658,4.140177296004901,12280000
2006-06-19,4.034626483917236,4.135628690599171,4.012788028238517,4.135628690599171,11509000
2006-06-20,4.0055084228515625,4.094681532460619,3.9554624714323037,4.071023351668664,23792000
2006-06-21,4.121977806091309,4.1747533243744455,4.0036869536197,4.005506679384531,18063000
2006-06-22,4.240268230438232,4.272116034693339,4.1747533300485955,4.222069671101549,13038000
2006-06-23,4.2721171379089355,4.361290231852777,4.264837365184057,4.275756590383383,11612000
2006-06-26,4.322164058685303,4.322164058685303,4.2248017407519,4.272118104731817,8565000
2006-06-27,4.304874420166016,4.370389338091059,4.299414807514929,4.322163121246457,9826000
2006-06-28,4.273026466369629,4.313063041906968,4.231169730934819,4.2630171055413255,8756000
2006-06-29,4.3676605224609375,4.375849725944325,4.272117934973102,4.272117934973102,14470000
2006-06-30,4.3676605224609375,4.3676605224609375,4.240270116551776,4.335812704039611,25964000
2006-07-03,4.303964138031006,4.367659323500709,4.259377811923782,4.35855982533877,7029000
2006-07-05,4.331263065338135,4.353101084298375,4.2502791642657956,4.313064065372541,13266000
2006-07-06,4.2584686279296875,4.308515013123844,4.257558764653296,4.299415512583791,8097000
2006-07-07,4.196593284606934,4.263018071777724,4.162925742472025,4.25391900577977,8380000
2006-07-10,4.230263710021973,4.237543054559428,4.19659614493979,4.2038754894772445,4978000
2006-07-11,4.217523097991943,4.23026205441891,4.121980490901532,4.23026205441891,8079000
2006-07-12,4.14472770690918,4.222071730284169,4.14381784358177,4.222071730284169,7672000
2006-07-13,4.0692009925842285,4.1110577135306015,4.030983722397147,4.1110577135306015,16625000
2006-07-14,3.9991393089294434,4.065564107052932,3.9945895582362465,4.060104492998717,9663000
2006-07-17,4.002779006958008,4.01915741445796,3.980940551773956,3.9954992326379326,6458000
2006-07-18,3.9945876598358154,4.012786220071755,3.973659510814041,4.002777293969124,12483000
2006-07-19,4.120159149169922,4.13562812547657,3.9854898479216083,3.995498777166581,15840000
2006-07-20,4.14472770690918,4.165656298991962,4.103781253847207,4.131078889221856,8829000
2006-07-21,4.120159149169922,4.144727191507275,4.073753088026051,4.144727191507275,8510000
2006-07-24,4.0946807861328125,4.142907002205094,4.093770923020202,4.135627663416218,5017000
2006-07-25,4.192951202392578,4.222068979338056,4.109237756382259,4.112877641208372,6900000
2006-07-26,4.247549057006836,4.354010416948955,4.167475028912812,4.198412544085872,10338000
2006-07-27,4.23298978805542,4.292135226871049,4.23298978805542,4.26756718826886,6009000
2006-07-28,4.212972164154053,4.258468362352772,4.209332277387418,4.232080593430798,4339000
2006-07-31,4.173844814300537,4.222980896979786,4.172934951123221,4.212971968141285,4616000
2006-08-01,4.0946807861328125,4.178394266924847,4.067382723314545,4.178394266924847,7390000
2006-08-02,4.551463603973389,4.554193626335374,4.304872989074697,4.366748000033585,53372000
2006-08-03,4.548737049102783,4.5714853704430825,4.426806237629559,4.470483153447139,21689000
2006-08-04,4.554193496704102,4.686133148064432,4.548733886023385,4.576941802225781,14216000
2006-08-07,4.6497392654418945,4.667937835733936,4.572395233228686,4.595143554565772,6918000
2006-08-08,4.7834978103637695,4.7925973106942035,4.645188616112788,4.649738366278005,14073000
2006-08-09,4.808976650238037,4.959114963719714,4.731632617973156,4.822625903382292,15043000
2006-08-10,4.873579025268555,4.905426397175965,4.740729492297185,4.749828555461631,8725000
2006-08-11,4.884500026702881,4.954564704298784,4.845372869351593,4.868121186377594,9078000
2006-08-14,4.934545040130615,4.962752965242557,4.869940422130973,4.8908685747773974,6314000
2006-08-15,4.958204746246338,4.9982417716119825,4.937276587140551,4.977313178618085,8553000
2006-08-16,4.938185214996338,5.043737149148014,4.928175852687196,4.972762617620646,15344000
2006-08-17,4.864482879638672,4.935457003330249,4.8399143964172415,4.931817549436823,10216000
2006-08-18,4.863570213317871,4.881768775585285,4.77348726501098,4.831722837821884,9343000
2006-08-21,4.937276363372803,5.054656976272519,4.804426772270505,4.849922975776285,12487000
2006-08-22,5.025537490844727,5.0501059618215125,4.9318150914767624,4.9318150914767624,9761000
2006-08-23,4.968212604522705,5.072854236096831,4.9627529920880225,5.0482861970847495,10439000
2006-08-24,5.063754558563232,5.081953119847416,4.988230290595512,4.995509628331599,5420000
2006-08-25,5.004611492156982,5.081955522655914,4.9982420143903505,5.0728560207675075,8016000
2006-08-28,5.0064287185668945,5.045555862924358,4.983680842983348,4.990960180525599,3748000
2006-08-29,5.036457538604736,5.063755603105972,5.01916883673529,5.027358473029668,3211000
2006-08-30,5.0273590087890625,5.075585232973975,5.020079668775654,5.048287165563618,5801000
2006-08-31,5.086503028869629,5.111071065682794,5.027357594360919,5.027357594360919,7023000
2006-09-01,5.1456475257873535,5.232090570387443,5.092871575850688,5.092871575850688,20559000
2006-09-05,5.172946453094482,5.208433716295943,5.118350763681766,5.177496202350868,4618000
2006-09-06,5.357662677764893,5.357662677764893,5.147469099295436,5.177496753362501,15694000
2006-09-07,5.470493316650391,5.538737819246478,5.3230846530217635,5.3239945160861435,26549000
2006-09-08,5.436825275421143,5.573314701835516,5.394968541128091,5.550566391785133,15176000
2006-09-11,5.629730224609375,5.640649448363814,5.42317657182499,5.436825384574071,17064000
2006-09-12,5.650659084320068,5.655208833420657,5.549656910504374,5.549656910504374,16992000
2006-09-13,5.582417964935303,5.668861080769972,5.541471066002169,5.641563003518477,12355000
2006-09-14,5.713442802429199,5.755299531024518,5.523268014982013,5.536916825599133,13010000
2006-09-15,5.911809921264648,5.932738076633139,5.7134449904820865,5.7134449904820865,19314000
2006-09-18,5.925459861755371,6.146572716282507,5.850845424277019,5.981875296136664,23656000
2006-09-19,5.899981498718262,6.019181835858953,5.850844975126858,5.9145401794125485,17263000
2006-09-20,6.055576324462891,6.069225134905662,5.869040556934998,5.923636666481805,13476000
2006-09-21,6.283059597015381,6.333105533116341,6.097434094498743,6.144750007711905,29063000
2006-09-22,5.999161720275879,6.324006252355369,5.9218177220824835,6.278510063580869,29874000
2006-09-25,5.85994291305542,5.978233789227127,5.659758286628229,5.937286914099385,35677000
2006-09-26,6.005529880523682,6.126550314932855,5.7107130624603535,5.768948622585014,39969000
2006-09-27,6.172958850860596,6.178418463562569,5.9554859414693215,6.096524706920968,19633000
2006-09-28,6.24666166305542,6.270319835179106,6.155668860228899,6.155668860228899,13395000
2006-09-29,6.4013495445251465,6.410449041609206,6.147479563532928,6.230283164668682,20056000
2006-10-02,6.365861892700195,6.401349148132316,6.33856427091418,6.401349148132316,17393000
2006-10-03,6.340384483337402,6.451396006415063,6.223913782593804,6.223913782593804,16733000
2006-10-04,6.334927082061768,6.406811486398903,6.255763337742353,6.369504489337669,13679000
2006-10-05,6.613725662231445,6.641970104818909,6.287549531581468,6.357704900335949,25756000
