Price,Close,High,Low,Open,Volume
Ticker,DLR,DLR,DLR,DLR,DLR
Date,,,,,
2004-10-29,5.2078986167907715,5.212238631637547,5.2078986167907715,5.2078986167907715,5951800
2004-11-01,5.2078986167907715,5.212238631637547,5.2078986167907715,5.2078986167907715,764400
2004-11-02,5.2078986167907715,5.212238631637547,5.2078986167907715,5.2078986167907715,950100
2004-11-03,5.2729973793029785,5.2946970404542,5.2122388247434905,5.216578839751057,433600
2004-11-04,5.233940601348877,5.286019560829117,5.229600584587162,5.286019560829117,311200
2004-11-05,5.242619514465332,5.251299546818999,5.207900212824109,5.229599879821554,391800
2004-11-08,5.212239742279053,5.264318689877725,5.207899726507492,5.264318689877725,91100
2004-11-09,5.212239742279053,5.233939407250171,5.207899726507492,5.207899726507492,97600
2004-11-10,5.212239742279053,5.22525937570705,5.207899726507492,5.207899726507492,177500
2004-11-11,5.216580867767334,5.216580867767334,5.20790083437772,5.20790083437772,92700
2004-11-12,5.3337578773498535,5.372817195846057,5.212240319495787,5.212240319495787,354900
2004-11-15,5.377158164978027,5.403197439332065,5.294699497121033,5.346778459715912,268100
2004-11-16,5.4248948097229,5.489993381884924,5.342436590725228,5.420554794542331,252500
2004-11-17,5.429238319396973,5.468297653389121,5.3597996873606615,5.446597977406051,425000
2004-11-18,5.520373821258545,5.529053438907548,5.424895543799404,5.424895543799404,179700
2004-11-19,5.51603364944458,5.529053282493107,5.424895390331543,5.520373665089647,202600
2004-11-22,5.481315612792969,5.5247145375656315,5.429236654733713,5.472635579506376,105200
2004-11-23,5.555093288421631,5.620191871370596,5.433575740436437,5.446595374248891,204200
2004-11-24,5.550754070281982,5.620192679110453,5.511694749344279,5.533394418074865,141700
2004-11-26,5.489994525909424,5.546413493353722,5.3814966071057855,5.3814966071057855,42900
2004-11-29,5.503013610839844,5.533392890343101,5.44659465327191,5.489993564864184,174200
2004-11-30,5.537733554840088,5.57679286957259,5.4899942084396125,5.494334224273599,148800
2004-12-01,5.706991672515869,5.7156717066767015,5.494335802217176,5.494335802217176,162500
2004-12-02,5.620192050933838,5.672271001734254,5.546413433828237,5.663591383544206,212800
2004-12-03,5.706991672515869,5.728691344031142,5.598493728826314,5.598493728826314,138300
2004-12-06,5.693968296051025,5.724347567890887,5.663589024211164,5.711327939086166,126600
2004-12-07,5.6418914794921875,5.728689727168574,5.6418914794921875,5.6679311607384495,116200
2004-12-08,5.581132888793945,5.6418918733523435,5.51169428580533,5.555093619616575,112300
2004-12-09,5.5767927169799805,5.620191632472294,5.424895478040184,5.581132318808536,139200
2004-12-10,5.6288743019104,5.66359361613035,5.446597695312228,5.533395980862102,186000
2004-12-13,5.602832794189453,5.65925176499091,5.511694520415828,5.5854731427033695,215700
2004-12-14,5.5984930992126465,5.685291775512248,5.550754158357275,5.559434191541941,169400
2004-12-15,5.663589000701904,5.702648300840472,5.594150428849579,5.641889343526419,200300
2004-12-16,5.663589000701904,5.680948643664986,5.61151007181266,5.654908972277096,230000
2004-12-17,5.815487861633301,5.8805868565383115,5.6158516889206345,5.663591034628312,887700
2004-12-20,5.78944730758667,5.858885888937406,5.641890115273058,5.858885888937406,222800
2004-12-21,5.837187767028809,5.85888743289093,5.767749167379381,5.815488101166688,82700
2004-12-22,5.945684909820557,5.945684909820557,5.733029122556785,5.8154873454534926,194000
2004-12-23,6.049844264984131,6.119283286360268,5.923986685437926,5.945686353750047,107900
2004-12-27,5.902287006378174,6.093243163235837,5.867567705131326,6.075883512612413,112500
2004-12-28,5.87190580368042,5.976064094634576,5.845866541356839,5.937004787262594,111100
2004-12-29,5.830636501312256,5.914056988618042,5.685748727270088,5.685748727270088,109400
2004-12-30,5.83941650390625,5.957960830042742,5.795510949802722,5.85258800265155,48900
2004-12-31,5.91405725479126,6.010648829356998,5.835027404042468,5.835027404042468,55500
2005-01-03,5.966743469238281,5.971134109392926,5.878932759717839,5.944790687179547,189100
2005-01-04,5.993084907531738,6.045771738198351,5.949179773595405,5.9755227702143285,154400
2005-01-05,5.795511722564697,5.9974765446846,5.488174059003397,5.971133543681477,302600
2005-01-06,5.878931045532227,5.993084725266492,5.707699897859276,5.7516054491747095,93300
2005-01-07,5.821854591369629,5.892103145683054,5.74282475840982,5.892103145683054,124300
2005-01-10,5.83941650390625,6.0326000207901025,5.7516058144135895,5.795510949802722,79800
2005-01-11,5.821854591369629,5.94039892209493,5.729653259154656,5.8394167299479856,136400
2005-01-12,5.83941650390625,5.883321639295382,5.795510949802722,5.82624500516095,111600
2005-01-13,5.870150566101074,5.971133180374069,5.830635648286181,5.8394169272292356,77500
2005-01-14,5.966743469238281,6.045773317163924,5.874542119563194,5.874542119563194,28100
2005-01-18,6.0150370597839355,6.058942607879356,5.808681653678403,5.922835743755025,185900
2005-01-19,5.993084907531738,6.089676872134685,5.927226997270046,6.015037683857097,233600
2005-01-20,5.953569412231445,5.993083900520254,5.883320456051281,5.971131546597909,42100
