Date,Close_FDS,High_FDS,Low_FDS,Open_FDS,Volume_FDS
1996-06-28,3.460325002670288,3.5468335453962414,3.1791735381951054,3.200800859502903,7850250.0
1996-07-01,3.481953382492065,3.5035807126805203,3.417072505685014,3.417072505685014,663750.0
1996-07-02,3.5468339920043945,3.5900878975611725,3.438698856859785,3.438698856859785,1340100.0
1996-07-03,3.5035791397094727,3.5684599873875413,3.438698292031404,3.5684599873875413,660600.0
1996-07-05,3.438699245452881,3.438699245452881,3.352191053310729,3.438699245452881,502650.0
1996-07-08,3.2224292755126958,3.4603265768496647,3.200802315618932,3.4603265768496647,584550.0
1996-07-09,3.2008001804351807,3.2873079623027848,3.2008001804351807,3.2440544426215228,238500.0
1996-07-10,3.0710394382476807,3.222429076275849,3.0710394382476807,3.2008021177192414,520200.0
1996-07-11,2.9845309257507324,3.0277853926032603,2.876395593937995,3.0277853926032603,192600.0
1996-07-12,3.0061581134796143,3.0277854400580213,2.984530972527562,2.984530972527562,49500.0
1996-07-15,2.9845309257507324,3.07103893132403,2.9845309257507324,2.9845309257507324,342900.0
1996-07-16,2.7250068187713623,2.9629046313356184,2.681752350405061,2.9629046313356184,350550.0
1996-07-17,2.962904214859009,3.006157749013645,2.768260898020828,2.768260898020828,181800.0
1996-07-18,2.962904214859009,2.962904214859009,2.941276890902694,2.941276890902694,8100.0
1996-07-19,2.9845309257507324,2.9845309257507324,2.962904527643051,2.962904527643051,33750.0
1996-07-22,3.0277860164642334,3.0710395640971915,3.006158685768584,3.0277860164642334,206100.0
1996-07-23,2.9412777423858643,3.0494130940876807,2.9412777423858643,3.0494130940876807,11700.0
1996-07-24,2.962904214859009,2.962904214859009,2.898022614242729,2.941276890902694,54450.0
1996-07-25,3.0061581134796143,3.0061581134796143,2.962904574080928,2.962904574080928,46350.0
1996-07-26,3.0277860164642334,3.0277860164642334,3.0277860164642334,3.0277860164642334,22500.0
1996-07-29,3.1575469970703125,3.1791735761309345,3.049411874251465,3.049411874251465,79200.0
1996-07-30,3.2873098850250244,3.2873098850250244,3.135921178210628,3.1575481363269704,212400.0
1996-07-31,3.460325002670288,3.481951952725467,3.287308659723619,3.287308659723619,257400.0
1996-08-01,3.395443916320801,3.4603247619732858,3.395443916320801,3.4603247619732858,30150.0
1996-08-02,3.352191925048828,3.4603267292811086,3.352191925048829,3.4603267292811086,90000.0
1996-08-05,3.4170706272125244,3.438697945511754,3.395443680165862,3.395443680165862,25650.0
1996-08-06,3.395443916320801,3.4386981846750504,3.395443916320801,3.4386981846750504,89100.0
1996-08-07,3.2008001804351807,3.3521895412085683,3.2008001804351807,3.3521895412085683,71550.0
1996-08-08,3.17917537689209,3.2008027107081984,3.1575487855816484,3.17917537689209,233100.0
1996-08-09,3.3089375495910645,3.3305648811510227,3.222429337109615,3.222429337109615,70650.0
1996-08-12,3.330563306808472,3.3305633068084712,3.308935985471652,3.308935985471652,4950.0
1996-08-13,3.2873098850250244,3.330564543763224,3.2873098850250244,3.308937214394124,114750.0
1996-08-14,3.330563306808472,3.3305633068084712,3.287308664134833,3.287308664134833,40050.0
1996-08-15,3.3738179206848145,3.3954452489766025,3.352191334898504,3.352191334898504,252000.0
1996-08-16,3.4170706272125244,3.4170706272125244,3.3738163618666324,3.395443680165862,12150.0
1996-08-19,3.352191925048828,3.37381851464248,3.352191925048829,3.37381851464248,234900.0
1996-08-20,3.3738179206848145,3.3954452489766025,3.352191334898504,3.352191334898504,21150.0
1996-08-21,3.3738179206848145,3.3738179206848145,3.3738179206848145,3.3738179206848145,0.0
1996-08-22,3.3738179206848145,3.3954452489766025,3.3738179206848145,3.3954452489766025,13050.0
1996-08-23,3.352191925048828,3.3954458467417403,3.352191925048829,3.37381851464248,71550.0
1996-08-26,3.352191925048828,3.352191925048829,3.352191925048829,3.352191925048829,0.0
1996-08-27,3.3738179206848145,3.3738179206848145,3.352191334898504,3.352191334898504,11250.0
1996-08-28,3.5252068042755127,3.5252068042755127,3.3954443537483487,3.3954443537483487,56700.0
1996-08-29,3.438699245452881,3.5252074375950326,3.438699245452881,3.5252074375950326,326250.0
1996-08-30,3.5035791397094727,3.5035791397094727,3.4603248700048224,3.4603248700048224,47700.0
1996-09-03,3.4170706272125244,3.4603245213058496,3.395443680165862,3.4603245213058496,240750.0
1996-09-04,3.3738179206848145,3.3738179206848145,3.3738179206848145,3.3738179206848145,51300.0
1996-09-05,3.460325002670288,3.460325002670288,3.3954441525047514,3.3954441525047514,92700.0
1996-09-06,3.460325002670288,3.460325002670288,3.4170711025599303,3.4170711025599303,222750.0
1996-09-09,3.460325002670288,3.460325002670288,3.438698423867728,3.460325002670288,42750.0
1996-09-10,3.460325002670288,3.460325002670288,3.460325002670288,3.460325002670288,8100.0
1996-09-11,3.4170706272125244,3.438697945511754,3.4170706272125244,3.438697945511754,2250.0
1996-09-12,3.395443916320801,3.417070864871629,3.373816596517379,3.395443916320801,4950.0
1996-09-13,3.395443916320801,3.417070864871629,3.395443916320801,3.395443916320801,6750.0
1996-09-16,3.395443916320801,3.395443916320801,3.373816596517379,3.373816596517379,6750.0
1996-09-17,3.395443916320801,3.417070864871629,3.373816596517379,3.373816596517379,22050.0
1996-09-18,3.4170706272125244,3.4170706272125244,3.3738163618666324,3.3738163618666324,11700.0
1996-09-19,3.3738179206848145,3.417072206015652,3.3738179206848145,3.3954452489766025,93600.0
1996-09-20,3.3738179206848145,3.43869953430744,3.3738179206848145,3.3954452489766025,79650.0
1996-09-23,3.460325002670288,3.460325002670288,3.3738168311969536,3.3738168311969536,76500.0
1996-09-24,3.4170706272125244,3.4603245213058496,3.4170706272125244,3.4603245213058496,4950.0
1996-09-25,3.4170706272125244,3.4170706272125244,3.395443680165862,3.395443680165862,9450.0
1996-09-26,3.3738179206848145,3.417072206015652,3.3738179206848145,3.3954452489766025,113850.0
1996-09-27,3.330563306808472,3.395444157061071,3.3305633068084712,3.395444157061071,406350.0
1996-09-30,3.3089375495910645,3.3305648811510227,3.3089375495910645,3.3305648811510227,2250.0
1996-10-01,3.3089375495910645,3.3305648811510227,3.222429337109615,3.3089375495910645,54900.0
1996-10-02,3.3738179206848145,3.3738179206848145,3.3305643778594543,3.3305643778594543,15750.0
1996-10-03,3.460325002670288,3.481951952725467,3.3738168311969536,3.3738168311969536,51300.0
1996-10-04,3.5468339920043945,3.5468339920043945,3.4603254383855084,3.481952391163897,392400.0
1996-10-07,3.633342504501343,3.633342504501343,3.503580033535274,3.5252073595314184,72900.0
1996-10-08,3.438699245452881,3.611715258484477,3.4170719189778125,3.611715258484477,342450.0
1996-10-09,3.481953382492065,3.481953382492065,3.417072505685014,3.4386998358734693,560700.0
1996-10-10,3.5468339920043945,3.5468339920043945,3.481952391163897,3.481952391163897,58050.0
1996-10-11,3.5468339920043945,3.5468339920043945,3.525207039226006,3.5468339920043945,223200.0
1996-10-14,3.5252068042755127,3.5252068042755127,3.5035794816858914,3.5252068042755127,24300.0
1996-10-15,3.5468339920043945,3.5468339920043945,3.525207039226006,3.525207039226006,14850.0
1996-10-16,3.5468339920043945,3.568460573530118,3.5468339920043945,3.568460573530118,10350.0
1996-10-17,3.568459987640381,3.5900873081205407,3.5468334096654304,3.5468334096654304,52650.0
1996-10-18,3.763103008270264,3.763103008270264,3.568459736419989,3.568459736419989,57600.0
1996-10-21,3.9361226558685294,3.957749248541505,3.698224938925809,3.719852274104498,103500.0
1996-10-22,3.95774507522583,3.979372387599209,3.827983428500348,3.892864251863089,44100.0
1996-10-23,3.979373455047608,4.001000401969849,3.936119561203124,3.957746136872801,53550.0
1996-10-24,4.022626876831055,4.022626876831055,3.9793726208019375,4.000999563190253,9900.0
1996-10-25,4.065885066986084,4.174020645811503,4.044258099722166,4.044258099722166,39150.0
1996-10-28,4.065885066986084,4.130766711283667,4.065885066986084,4.087512405502916,110250.0
1996-10-29,4.065885066986084,4.065885066986084,4.065885066986084,4.065885066986084,18000.0
1996-10-30,4.0875091552734375,4.0875091552734375,4.044254883886814,4.044254883886814,57600.0
1996-10-31,4.152390956878662,4.152390956878662,4.065882765537102,4.08751009181202,42750.0
1996-11-01,4.152390956878662,4.17401828315358,4.130764373109153,4.17401828315358,110250.0
1996-11-04,4.152390956878662,4.17401828315358,4.152390956878662,4.152390956878662,111600.0
1996-11-05,4.174017429351807,4.174017429351807,4.152390107500791,4.152390107500791,76500.0
1996-11-06,4.238897800445557,4.238897800445557,4.174016956008042,4.174016956008042,41850.0
1996-11-07,4.2172722816467285,4.238898863965993,4.195644956822107,4.238898863965993,25650.0
1996-11-08,4.065885066986084,4.195647613075421,4.065885066986084,4.195647613075421,14400.0
1996-11-11,4.065885066986084,4.087512405502916,4.065885066986084,4.065885066986084,49500.0
1996-11-12,4.0875091552734375,4.0875091552734375,4.0875091552734375,4.0875091552734375,11250.0
1996-11-13,4.022626876831055,4.065880390355198,4.022626876831055,4.065880390355198,5850.0
1996-11-14,4.001003742218018,4.022631078448461,4.001003742218018,4.001003742218018,4500.0
1996-11-15,4.022626876831055,4.022626876831055,4.022626876831055,4.022626876831055,1350.0
1996-11-18,4.022626876831055,4.022626876831055,4.022626876831055,4.022626876831055,0.0
1996-11-19,4.022626876831055,4.022626876831055,4.022626876831055,4.022626876831055,2250.0
1996-11-20,4.022626876831055,4.022626876831055,4.022626876831055,4.022626876831055,41850.0
1996-11-21,4.044254302978516,4.044254302978516,4.0010004090574105,4.0010004090574105,11250.0
1996-11-22,4.022626876831055,4.044253447966883,4.022626876831055,4.044253447966883,101700.0
1996-11-25,4.044254302978516,4.109135886365304,4.022627727270528,4.022627727270528,102150.0
1996-11-26,4.0875091552734375,4.0875091552734375,4.065881833953816,4.065881833953816,5850.0
1996-11-27,4.065885066986084,4.065885066986084,4.044258099722166,4.044258099722166,10350.0
1996-11-29,4.065885066986084,4.087512405502916,4.065885066986084,4.087512405502916,4050.0
1996-12-02,3.8063597679138175,3.8063597679138175,3.8063597679138175,3.8063597679138175,74700.0
1996-12-03,3.698223114013672,3.763103973775287,3.698223114013672,3.763103973775287,22050.0
1996-12-04,3.784733533859253,3.784733533859253,3.7198526357736,3.7198526357736,43650.0
1996-12-05,3.763103008270264,3.806357274932868,3.698222165155225,3.741476431817829,255150.0
1996-12-06,3.763103008270264,3.763103008270264,3.763103008270264,3.763103008270264,1350.0
1996-12-09,3.763103008270264,3.806357274932868,3.763103008270264,3.806357274932868,147600.0
1996-12-10,3.763103008270264,3.763103008270264,3.763103008270264,3.763103008270264,0.0
1996-12-11,3.763103008270264,3.763103008270264,3.763103008270264,3.763103008270264,2250.0
1996-12-12,3.763103008270264,3.763103008270264,3.763103008270264,3.763103008270264,900.0
1996-12-13,3.784733533859253,3.784733533859253,3.784733533859253,3.784733533859253,4500.0
1996-12-16,3.698223114013672,3.784731298281832,3.676595789507126,3.784731298281832,35550.0
1996-12-17,3.7198522090911865,3.7198522090911865,3.698224874290487,3.698224874290487,5400.0
1996-12-18,3.676595687866211,3.676595687866211,3.676595687866211,3.676595687866211,7200.0
1996-12-19,3.633342504501343,3.6549690879920886,3.633342504501343,3.6549690879920886,10800.0
1996-12-20,3.590087890625,3.6333421673508735,3.590087890625,3.6333421673508735,145800.0
1996-12-23,3.676595687866211,3.676595687866211,3.6333421538069017,3.6333421538069017,40050.0
1996-12-24,3.698223114013672,3.698223114013672,3.698223114013672,3.698223114013672,54000.0
1996-12-26,3.676595687866211,3.6982230117748607,3.654968735210225,3.676595687866211,15300.0
1996-12-27,3.676595687866211,3.676595687866211,3.654968735210225,3.676595687866211,26550.0
1996-12-30,3.590087890625,3.6549687488348144,3.590087890625,3.6549687488348144,194850.0
1996-12-31,3.633342504501343,3.633342504501343,3.5684608977656094,3.5900882237617537,230400.0
1997-01-02,3.633342504501343,3.633342504501343,3.633342504501343,3.633342504501343,72000.0
1997-01-03,3.568459987640381,3.633341577828256,3.568459987640381,3.633341577828256,33300.0
1997-01-06,3.568459987640381,3.568459987640381,3.568459987640381,3.568459987640381,9000.0
1997-01-07,3.590087890625,3.590087890625,3.5684605666357303,3.5684605666357303,10350.0
1997-01-08,3.5468339920043945,3.611714850339561,3.5468339920043945,3.5900878975611725,279900.0
1997-01-09,3.611714839935303,3.633342163904056,3.590087887219215,3.590087887219215,310050.0
1997-01-10,3.5468339920043945,3.5900878975611725,3.5468339920043945,3.5900878975611725,6750.0
1997-01-13,3.481953382492065,3.5684615894875718,3.481953382492065,3.5684615894875718,37350.0
1997-01-14,3.460325002670288,3.460325002670288,3.4170711025599303,3.460325002670288,11700.0
1997-01-15,3.460325002670288,3.460325002670288,3.438698423867728,3.460325002670288,82350.0
1997-01-16,3.481953382492065,3.481953382492065,3.481953382492065,3.481953382492065,4050.0
1997-01-17,3.481953382492065,3.481953382492065,3.481953382492065,3.481953382492065,20250.0
1997-01-20,3.481953382492065,3.481953382492065,3.481953382492065,3.481953382492065,4950.0
1997-01-21,3.5468339920043945,3.5468339920043945,3.5035797151949515,3.5035797151949515,10350.0
1997-01-22,3.568459987640381,3.5900873081205407,3.525206460437875,3.5468334096654304,31950.0
1997-01-23,3.568459987640381,3.5900873081205407,3.568459987640381,3.5900873081205407,28800.0
1997-01-24,3.5468339920043945,3.5900878975611725,3.5468339920043945,3.5900878975611725,148500.0
1997-01-27,3.5468339920043945,3.5468339920043945,3.5468339920043945,3.5468339920043945,2700.0
1997-01-28,3.568459987640381,3.568459987640381,3.5468334096654304,3.5468334096654304,3150.0
1997-01-29,3.5468339920043945,3.5468339920043945,3.5468339920043945,3.5468339920043945,13500.0
1997-01-30,3.590087890625,3.590087890625,3.590087890625,3.590087890625,4500.0
1997-01-31,3.568459987640381,3.568459987640381,3.5468334096654304,3.5468334096654304,95400.0
1997-02-03,3.568459987640381,3.5900873081205407,3.568459987640381,3.5900873081205407,68850.0
1997-02-04,3.5468339920043945,3.5900878975611725,3.5468339920043945,3.5900878975611725,284400.0
1997-02-05,3.460325002670288,3.5035792740332647,3.460325002670288,3.5035792740332647,97650.0
1997-02-06,3.460325002670288,3.460325002670288,3.438698423867728,3.438698423867728,34200.0
1997-02-07,3.460325002670288,3.460325002670288,3.460325002670288,3.460325002670288,22950.0
1997-02-10,3.4170706272125244,3.4603245213058496,3.4170706272125244,3.438697945511754,14850.0
1997-02-11,3.395443916320801,3.4386981846750504,3.395443916320801,3.417070864871629,17100.0
1997-02-12,3.352191925048828,3.4387001396874566,3.352191925048829,3.4170728075881964,10800.0
1997-02-13,3.2873098850250244,3.373818088743151,3.2873098850250244,3.352191501879566,101700.0
1997-02-14,3.2873098850250244,3.2873098850250244,3.2873098850250244,3.2873098850250244,0.0
1997-02-18,3.244056463241577,3.287310009864104,3.244056463241577,3.287310009864104,120150.0
1997-02-19,3.2656824588775635,3.2656824588775635,3.244055875113457,3.244055875113457,21150.0
