Date,Close_CMI,High_CMI,Low_CMI,Open_CMI,Volume_CMI
1973-02-21,1.970027565956116,2.093521831284708,1.970027565956116,1.970027565956116,18400.0
1973-02-22,1.987670302391052,2.005312346495115,1.9700282582869892,1.9700282582869892,31200.0
1973-02-23,1.905340552330017,1.9876700823689684,1.905340552330017,1.9876700823689684,29600.0
1973-02-26,1.881817102432251,1.917101173102856,1.881817102432251,1.9053398162126545,21600.0
1973-02-27,1.864176034927368,1.893579442418336,1.864176034927368,1.8818180794219488,12800.0
1973-02-28,1.8582947254180908,1.8641754049289077,1.828891327864007,1.8641754049289077,44800.0
1973-03-01,1.864176034927368,1.8818180794219488,1.864176034927368,1.864176034927368,23200.0
1973-03-02,1.8627556562423704,1.8864096963216388,1.833188106143285,1.8745826762820048,52800.0
1973-03-05,1.8568439483642576,1.8686709798825016,1.8568439483642576,1.86275746412338,21600.0
1973-03-06,1.8154480457305908,1.827275068829813,1.8036210226313687,1.827275068829813,18400.0
1973-03-07,1.7622263431549072,1.821361455341313,1.7503993207176258,1.8154479441226727,141600.0
1973-03-08,1.774053692817688,1.7977077420552572,1.7503996435801188,1.7622266681989034,40000.0
1973-03-09,1.7858808040618896,1.7977078292543525,1.7740537788694268,1.7740537788694268,88000.0
1973-03-12,1.774053692817688,1.7917942297458649,1.774053692817688,1.7858807174364726,46400.0
1973-03-13,1.774053692817688,1.7799672051270805,1.7622266681989034,1.774053692817688,60000.0
1973-03-14,1.7622263431549072,1.7740533655921884,1.7503993207176258,1.7740533655921884,103200.0
1973-03-15,1.6557828187942505,1.7326584496668405,1.6557828187942505,1.7326584496668405,70400.0
1973-03-16,1.620302677154541,1.6262161905748131,1.5611675429518206,1.6262161905748131,141600.0
1973-03-19,1.6025617122650146,1.6143887359717677,1.5848211767048854,1.6143887359717677,69600.0
1973-03-20,1.590734362602234,1.590734362602234,1.567080320035658,1.590734362602234,72800.0
1973-03-21,1.6025617122650146,1.6025617122650146,1.5729941529981324,1.5907346885582618,60000.0
1973-03-22,1.620302677154541,1.620302677154541,1.5789080832126368,1.6025621368937248,82400.0
1973-03-23,1.6262152194976809,1.6262152194976809,1.6084746898304332,1.620301709608598,79200.0
1973-03-26,1.6262152194976809,1.6380422392758456,1.620301709608598,1.6262152194976809,51200.0
1973-03-27,1.7090044021606443,1.7090044021606443,1.6262152615715475,1.6262152615715475,76000.0
1973-03-28,1.756312608718872,1.774053140120073,1.7267450563835376,1.7267450563835376,70400.0
1973-03-29,1.8745838403701784,1.8804973540621976,1.7681405939138275,1.7681405939138275,63200.0
1973-03-30,1.8568439483642576,1.8745844956416235,1.8213628538095268,1.8745844956416235,40800.0
1973-04-02,1.8391021490097048,1.8686697076754557,1.8272751255434043,1.8568426842091552,24000.0
1973-04-03,1.8272746801376345,1.8391017007210493,1.7977071286790964,1.8391017007210493,49600.0
1973-04-04,1.756312608718872,1.821361223856608,1.7563126087188723,1.821361223856608,34400.0
1973-04-05,1.7503986358642578,1.7503986358642578,1.7385716180543642,1.7503986358642578,68000.0
1973-04-06,1.6439566612243652,1.7326593587724426,1.6439566612243652,1.7326593587724426,46400.0
1973-04-09,1.6143878698349,1.6616959392806112,1.5611662917084743,1.6439554132384695,360800.0
1973-04-10,1.6676111221313477,1.6676111221313477,1.6262165198089382,1.6262165198089382,77600.0
1973-04-11,1.7681403160095217,1.7681403160095217,1.691264650096064,1.691264650096064,132800.0
1973-04-12,1.833188891410828,1.845015916516704,1.774053765881446,1.774053765881446,64800.0
1973-04-13,1.821363091468811,1.850930674122525,1.821363091468811,1.8331901245302968,18400.0
1973-04-16,1.774053692817688,1.8213617912928264,1.7622266681989034,1.8213617912928264,52800.0
1973-04-17,1.774053692817688,1.7799672051270805,1.774053692817688,1.774053692817688,8000.0
1973-04-18,1.7267459630966189,1.7740540716746085,1.7090054223798723,1.7740540716746085,16800.0
1973-04-19,1.7030905485153198,1.726744583911366,1.7030905485153198,1.726744583911366,28000.0
1973-04-23,1.7030905485153198,1.738571601609389,1.7030905485153198,1.7030905485153198,27200.0
1973-04-24,1.7149181365966797,1.7326586690442316,1.7149181365966797,1.7149181365966797,108800.0
1973-04-25,1.6498703956604004,1.6971785073639245,1.6498703956604004,1.6971785073639245,56000.0
1973-04-26,1.6557828187942505,1.6735233489956174,1.6380422885928834,1.649869308727128,37600.0
1973-04-27,1.6084760427474976,1.661697676514878,1.6084760427474976,1.6557841616518356,54400.0
1973-04-30,1.6971784830093384,1.6971784830093384,1.578908205447712,1.6084757748381184,36800.0
1973-05-01,1.6676111221313477,1.709005724453757,1.6439570636613994,1.6971786952187828,111200.0
1973-05-02,1.6498703956604004,1.7090055352898053,1.6498703956604004,1.667610937549222,107200.0
1973-05-03,1.6262152194976809,1.655782768943093,1.6262152194976809,1.6498692590540105,63200.0
1973-05-04,1.6498703956604004,1.6498703956604004,1.6321298537715787,1.6321298537715787,183200.0
1973-05-07,1.632129788398743,1.64987032957699,1.632129788398743,1.64987032957699,36800.0
1973-05-08,1.6025617122650146,1.608475224118391,1.5848211767048854,1.608475224118391,13600.0
1973-05-09,1.6025617122650146,1.6025617122650146,1.5848211767048854,1.6025617122650146,16800.0
1973-05-10,1.5611673593521118,1.5848214102513862,1.5552538466272932,1.5848214102513862,56000.0
1973-05-11,1.5848219394683838,1.5966489688674017,1.5789084247688747,1.5789084247688747,23200.0
1973-05-14,1.5493396520614624,1.5670801824285785,1.5493396520614624,1.5670801824285785,33600.0
1973-05-15,1.5138587951660156,1.543426349759102,1.496118262410164,1.543426349759102,38400.0
1973-05-16,1.5138587951660156,1.5138587951660156,1.4902047514915466,1.5138587951660156,94400.0
1973-05-17,1.4902055263519287,1.5079460683323087,1.4902055263519287,1.5079460683323087,11200.0
1973-05-18,1.484291911125183,1.5020324518956036,1.4724648839449028,1.4902054247153231,24000.0
1973-05-21,1.4665502309799194,1.4842907579675797,1.4488097039922592,1.4842907579675797,64800.0
1973-05-22,1.4547234773635864,1.4902045377870887,1.4310694370812518,1.466550497504754,43200.0
1973-05-23,1.4665502309799194,1.4724637399758065,1.454723212988146,1.454723212988146,37600.0
1973-05-24,1.4724653959274292,1.478378911573724,1.4428978176959546,1.4665518802811344,16000.0
1973-05-25,1.5079452991485596,1.5315993430567725,1.4665507223091874,1.4724642332862403,57600.0
1973-05-29,1.5138587951660156,1.543426349759102,1.496118262410164,1.5079452842473984,18400.0
1973-05-30,1.4665502309799194,1.5079447939511268,1.4665502309799194,1.5079447939511268,19200.0
1973-05-31,1.4783779382705688,1.4902049617767332,1.4547238912582396,1.4665509147644042,12000.0
1973-06-01,1.4665502309799194,1.4665502309799194,1.4428961949963723,1.4665502309799194,19200.0
1973-06-04,1.4665502309799194,1.4665502309799194,1.4428961949963723,1.4665502309799194,13600.0
1973-06-05,1.4428973197937012,1.4724648878222606,1.4428973197937012,1.4665513742165488,16800.0
1973-06-06,1.4665502309799194,1.4665502309799194,1.454723212988146,1.454723212988146,138400.0
1973-06-07,1.4251563549041748,1.442896890442401,1.4192428430580994,1.442896890442401,36800.0
1973-06-08,1.448810577392578,1.46063760251415,1.442897064831792,1.442897064831792,4800.0
1973-06-11,1.431069254875183,1.4547232921458473,1.431069254875183,1.4488097828281814,23200.0
1973-06-12,1.496118664741516,1.5138592022680954,1.4488105646706382,1.4488105646706382,11200.0
1973-06-13,1.5316005945205688,1.5316005945205688,1.5138600470936896,1.5138600470936896,8800.0
1973-06-14,1.5316005945205688,1.5316005945205688,1.5316005945205688,1.5316005945205688,4800.0
1973-06-15,1.4783779382705688,1.5138590087890624,1.4665509147644042,1.5138590087890624,20800.0
1973-06-18,1.4369841814041138,1.4665517571531697,1.4369841814041138,1.4665517571531697,26400.0
1973-06-19,1.4133296012878418,1.4192431142639417,1.407416088311742,1.4192431142639417,80800.0
1973-06-20,1.407415509223938,1.4251560408528112,1.3955884881380225,1.4133290197668955,26400.0
1973-06-21,1.3896753787994385,1.395588891049649,1.3896753787994385,1.395588891049649,5600.0
1973-06-22,1.3837615251541138,1.4192425899016552,1.3837615251541138,1.389675035945371,30400.0
1973-06-25,1.407415509223938,1.4369830619387265,1.3955884881380225,1.3955884881380225,24800.0
1973-06-26,1.4251563549041748,1.4251563549041748,1.4015023075198731,1.4074158193659487,12000.0
1973-06-27,1.448810577392578,1.448810577392578,1.4015024769062898,1.425156527149434,63200.0
1973-06-28,1.4724653959274292,1.490205942866314,1.4488113333422497,1.4488113333422497,31200.0
1973-06-29,1.555253028869629,1.5670800481005769,1.4902044230994165,1.4902044230994165,22400.0
1973-07-02,1.5611673593521118,1.5729943848017491,1.5375133084528374,1.5552538466272932,23200.0
1973-07-03,1.5789076089859009,1.5789076089859009,1.5611670740534749,1.5611670740534749,47200.0
1973-07-05,1.7208328247070312,1.7208328247070312,1.6084760423378437,1.6084760423378437,40000.0
1973-07-06,1.7326587438583374,1.750399277071904,1.714918210644771,1.7208317217159597,57600.0
1973-07-09,1.6616977453231812,1.714919381294386,1.6616977453231812,1.714919381294386,24800.0
1973-07-10,1.6794363260269165,1.6912633424073875,1.6616958014562095,1.6616958014562095,20800.0
1973-07-11,1.7090044021606443,1.7503989724551932,1.6794368519502527,1.6794368519502527,32800.0
1973-07-12,1.6971784830093384,1.7030919968874196,1.6676109136189317,1.7030919968874196,15200.0
