Date,Close_HPQ,High_HPQ,Low_HPQ,Open_HPQ,Volume_HPQ
1962-01-02,0.0400359444320201,0.0423237679345889,0.0400359444320201,0.0423237679345889,2480333.0
1962-01-03,0.03960682451725,0.0400359532124086,0.0391780177094493,0.0400359532124086,507341.0
1962-01-04,0.0387489087879657,0.0408939046463775,0.038034123959448,0.0396068422734009,845568.0
1962-01-05,0.0378912836313247,0.038606068249384,0.0378912836313247,0.038606068249384,338227.0
1962-01-08,0.0384632460772991,0.0384632460772991,0.0371761839308507,0.0378912881188637,873754.0
1962-01-09,0.0390348732471466,0.0400359574487772,0.0380341109329078,0.0384632396734743,930125.0
1962-01-10,0.0393208526074886,0.0393208526074886,0.0384632412677371,0.039034874865103,450970.0
1962-01-11,0.0391780249774456,0.0394640051329144,0.0388920472241216,0.0393208541114712,422784.0
1962-01-12,0.0388920530676841,0.0397499888587064,0.0388920530676841,0.0391780308639765,535526.0
1962-01-15,0.038320105522871,0.0390348904210566,0.038320105522871,0.0388920612355745,310042.0
1962-01-16,0.0378912836313247,0.0383200905051078,0.0377481350165554,0.0383200905051078,197299.0
1962-01-17,0.0377481281757354,0.0384632345516085,0.0377481281757354,0.037891276764563,422784.0
1962-01-18,0.0376052968204021,0.0377481259154728,0.0373193191450752,0.0377481259154728,479155.0
1962-01-19,0.0397499799728393,0.0400359577052031,0.0380341111765121,0.0380341111765121,1409280.0
1962-01-22,0.0400359444320201,0.0407507287833313,0.0396068158309749,0.039749966794467,563712.0
1962-01-23,0.0394640043377876,0.0411798732253045,0.0394640043377876,0.0400359598329116,817382.0
1962-01-24,0.0388920530676841,0.0391780308639765,0.0383200974750995,0.0391780308639765,338227.0
1962-01-25,0.0388920530676841,0.0394640110624141,0.0386060752713918,0.0388920530676841,817382.0
1962-01-26,0.0388920530676841,0.0391780308639765,0.0387489044268776,0.0388920530676841,1381094.0
1962-01-29,0.0380341038107872,0.0386060591647492,0.0380341038107872,0.0386060591647492,197299.0
1962-01-30,0.0384632460772991,0.0384632460772991,0.0378912881188637,0.0380341172652861,197299.0
1962-01-31,0.0390348732471466,0.0390348732471466,0.0383200886634399,0.0390348732471466,563712.0
1962-02-01,0.0384632460772991,0.0396068353024341,0.0384632460772991,0.0390348797461438,535526.0
1962-02-02,0.0384632460772991,0.0384632460772991,0.0383200950434312,0.0384632460772991,140928.0
1962-02-05,0.0380341038107872,0.039034865937627,0.0380341038107872,0.0384632324709966,676454.0
1962-02-06,0.0381772480905056,0.0381772480905056,0.0377481195056464,0.0380340971324129,563712.0
1962-02-07,0.0373193100094795,0.0381772452275859,0.0373193100094795,0.0381772452275859,535526.0
1962-02-08,0.0371761657297611,0.0377481210060276,0.0371761657297611,0.0373193142913997,732826.0
1962-02-09,0.0374621674418449,0.0376053160954737,0.0373193382735653,0.0373193382735653,366413.0
1962-02-12,0.0377481281757354,0.038177256859158,0.0373193213796619,0.0374621504832849,310042.0
1962-02-13,0.0368902049958705,0.0377481407614125,0.0368902049958705,0.0377481407614125,197299.0
1962-02-14,0.0366042032837867,0.0373193094306958,0.0366042032837867,0.0368901808846724,394598.0
1962-02-15,0.0358894318342208,0.0363182362152081,0.03546030316375,0.0363182362152081,817382.0
1962-02-16,0.036318227648735,0.0364613786016211,0.035603443350382,0.0358894233688909,620083.0
1962-02-19,0.0364613868296146,0.0367473645105143,0.0363182358444246,0.0363182358444246,591898.0
1962-02-20,0.0367473438382148,0.0368901704535771,0.0364613663181924,0.0364613663181924,873754.0
1962-02-21,0.0373193100094795,0.0374621390695863,0.0366042038514799,0.0367473547988376,56371.0
1962-02-23,0.0374621674418449,0.0376053160954737,0.0370333604516569,0.0373193382735653,704640.0
1962-02-26,0.0380341038107872,0.0383200814877682,0.0371761707798441,0.0374621484568251,845568.0
