Date,Close_MS,High_MS,Low_MS,Open_MS,Volume_MS
2023-10-13,72.56927490234375,73.9126343547229,72.14947151479406,72.95175484136911,6442800.0
2023-10-16,73.4461898803711,73.86598614478054,72.6439065648382,73.5021608176624,7901500.0
2023-10-17,74.93880462646484,75.21866641947958,72.74652188638689,72.75584563066728,12324800.0
2023-10-18,69.85456848144531,71.89759306917341,68.47389985572758,71.3005460228043,34732300.0
2023-10-19,68.02610778808594,71.3285281103089,67.99812232120163,69.84524142654602,17486100.0
2023-10-20,68.22201538085938,69.033629533572,67.49436474887804,68.2126916365042,11270600.0
2023-10-23,66.88798522949219,67.97946826838644,66.45885812659988,67.8488646769567,12847100.0
2023-10-24,66.75739288330078,67.26115272825723,66.30961109935936,66.93464369468262,9265500.0
2023-10-25,66.60812377929688,67.07456721316119,66.35624033928744,66.46818932566518,8461700.0
2023-10-26,67.23316192626953,67.81155439514968,66.60812938049807,66.67343118203594,10903200.0
2023-10-27,65.67523193359375,67.17718024618289,65.47932656030318,67.08389298995328,11099100.0
2023-10-30,66.65729522705078,66.94058454604034,65.55247985081546,66.14738597982421,9769600.0
2023-10-31,66.87449645996094,67.06335123636391,66.35513501833086,66.82727916368623,8949000.0
2023-11-01,66.99723815917969,67.90376107968511,66.76116613296081,67.20498269494774,9429000.0
2023-11-02,69.36741638183594,69.43351627345028,67.65825689555957,67.6865843913446,11638000.0
2023-11-03,72.01142120361328,72.40802052437698,70.38724432313641,70.43445441121933,14951100.0
2023-11-06,71.69036102294922,72.48356688606547,71.16156191710338,72.40802209827392,8140300.0
2023-11-07,71.30320739746094,71.92643389290276,70.75551848631527,71.63370684234278,7657700.0
2023-11-08,71.73756408691406,71.94530860995994,70.87825850601449,71.24653026801543,8075200.0
2023-11-09,70.05674743652344,71.8320067495027,69.83955796953326,71.46373490906736,9497200.0
2023-11-10,71.13322448730469,71.18987946806138,69.92453686885219,70.50055318770009,8924000.0
2023-11-13,70.85938262939453,71.31263690049259,70.39668345971413,70.58553820528053,4868400.0
2023-11-14,73.94720458984375,74.56099334372429,72.3985725610557,72.40801746001151,12287700.0
2023-11-15,75.24089050292969,75.58083486036828,74.12663004340271,74.19272993488534,9841600.0
2023-11-16,75.22200012207031,75.80745418479646,74.63653885499707,75.52417205248135,6757600.0
2023-11-17,75.80745697021484,75.95854654314545,75.48640243425837,75.85467426284251,6080700.0
2023-11-20,75.259765625,75.73190971851781,74.9198213013194,75.57138245576506,7644600.0
2023-11-21,74.0982894897461,74.91981553849321,73.86221746114583,74.66486091751742,7394800.0
2023-11-22,74.11717987060547,74.47601400256718,73.85278032348462,74.40046921643342,4265400.0
2023-11-24,74.26825714111328,74.51377405320704,73.70168574765134,73.8999853751457,2398000.0
2023-11-27,73.60725402832031,73.98497070670112,73.26730973821222,73.90942593015568,5237800.0
2023-11-28,72.59687042236328,73.1351143800151,72.07751626215713,73.05013190455017,9197900.0
2023-11-29,74.17384338378906,75.09924181519801,73.03124828511567,73.1634552653787,7420700.0
2023-11-30,74.9198226928711,75.05202966951103,73.85277961526668,74.3815787044374,8480500.0
2023-12-01,76.38346862792969,76.46845830852541,74.35324764460516,74.67430936502126,9617100.0
2023-12-04,76.6856460571289,76.94060791287669,75.59971315511056,75.68470284180897,6713800.0
2023-12-05,75.70358276367188,76.3362541244392,75.15589388225516,76.18517175970017,6103200.0
2023-12-06,74.98593139648438,77.20500728410292,74.91038660944992,76.2796016537993,7321800.0
2023-12-07,75.87355041503906,76.08129495800586,75.18422410902754,75.31642387194336,5430400.0
2023-12-08,77.69602966308594,78.05486377933713,75.68469844967937,75.80745331851176,10343400.0
2023-12-11,78.20594787597656,78.2248304699286,77.39385945344225,77.78102107075736,6378100.0
2023-12-12,78.9424819946289,78.99914417834671,77.96986642557117,78.31925560850348,7395300.0
2023-12-13,80.8593978881836,81.3126594048352,78.65921180535992,78.81973907411985,10144600.0
2023-12-14,85.9679946899414,86.8745104562678,82.35136931907743,82.37025911665437,19849500.0
2023-12-15,86.47792053222656,86.72343029256105,85.2314603178868,85.9302316126847,16905700.0
2023-12-18,85.70358276367188,86.56288111612592,85.561938119718,86.5534434230493,9145500.0
2023-12-19,86.79896545410156,87.2144545475755,85.64693275263065,85.85467729936761,8114900.0
2023-12-20,86.06242370605469,87.16723914192703,85.8641240537966,86.3645956339261,10467000.0
2023-12-21,87.46940612792969,87.4977408232346,86.53456290457372,87.00670696546919,7748000.0
2023-12-22,87.26167297363281,88.44203318242442,87.09170081539294,87.72437215826197,5800800.0
2023-12-26,87.66770935058594,87.83768150762626,87.22389996686385,87.4505271081353,2726200.0
2023-12-27,88.44203186035156,88.47035935224359,87.25222677045822,87.52607119932595,4073200.0
2023-12-28,88.42314147949219,88.7158684995744,88.04542477994772,88.11152466204199,4089500.0
2023-12-29,88.05487060546875,88.54589727700215,87.87545355031861,88.2814977458421,4772100.0
2024-01-02,88.66867065429688,88.9047427235552,87.12947615194999,87.49775520799297,6132200.0
2024-01-03,86.78952026367188,88.0076455382439,86.18516926884081,88.0076455382439,7487900.0
2024-01-04,87.01616668701172,87.95101006961723,86.55346744573092,87.01616668701172,8735600.0
2024-01-05,88.04541778564453,88.69697886049022,86.93115757289564,87.07280222451595,6027800.0
2024-01-08,88.3003921508789,88.60256408859284,87.13891448770973,88.01710280737015,6738400.0
2024-01-09,86.93115997314453,87.6677035366913,86.55345049752312,87.58272106598042,7594100.0
2024-01-10,86.38347625732422,86.84617539678447,86.20405921771163,86.43068633845903,6929200.0
2024-01-11,85.46753692626953,85.88301888357164,84.55157611318515,85.88301888357164,9400700.0
2024-01-12,84.70264434814453,86.78008260504187,84.44768971703074,86.19462135726822,8303100.0
2024-01-16,81.18045806884766,83.24845154146423,80.07564259896232,81.90755681617851,20369000.0
2024-01-17,79.70736694335938,80.39669326485745,79.22577796514841,80.1228488342805,17198500.0
2024-01-18,79.22576904296875,80.2456018686777,78.64030785687375,80.10395721993821,15016400.0
2024-01-19,80.58555603027344,80.82162809345705,78.56477974576947,79.23523074503686,14787400.0
2024-01-22,80.9538345336914,81.93588797012039,80.67999007771401,80.69887267272905,11626500.0
2024-01-23,81.90754699707031,82.01141926342922,80.44390477861123,80.89715902786249,8555700.0
2024-01-24,82.6913070678711,83.38064053777107,82.34191788390176,82.4552350473274,12480900.0
2024-01-25,83.11624145507812,83.49395816350031,82.46468751750552,83.22955862890888,8792400.0
2024-01-26,82.84239959716797,83.56949827666828,82.76685481883514,82.98403705110879,6384400.0
2024-01-29,82.73853302001953,83.050142644473,80.94438403509324,82.53078846748583,7440300.0
2024-01-30,83.54904174804688,83.97813114129787,82.73852824425117,82.93877772101742,6569300.0
2024-01-31,83.18668365478516,84.62652860091646,83.17715350922343,83.63484784347585,8414700.0
2024-02-01,82.78620147705078,84.07347682910267,81.66102590286695,83.13901329498756,8365000.0
2024-02-02,83.21529388427734,83.59671070346565,82.00430330389426,82.45246752082146,7728600.0
2024-02-05,81.89940643310547,82.55735020758611,81.13657286052153,82.55735020758611,7788700.0
2024-02-06,82.09964752197266,82.5287441289645,81.6419532044187,81.6419532044187,7335500.0
2024-02-07,82.00430297851562,82.37618237514548,81.30821674063986,82.25222500124242,4952200.0
2024-02-08,81.67056274414062,82.22361674403525,81.20333098039812,81.69916773121786,6218200.0
2024-02-09,81.89940643310547,82.03290121706964,81.35588987698844,81.70870167741953,5664500.0
2024-02-12,82.8338851928711,83.56810657555856,81.66102973490241,81.87080935136191,7888000.0
2024-02-13,80.06861877441406,81.87080572706026,79.2295003457226,81.87080572706026,11339400.0
2024-02-14,80.09722137451172,81.01261731722998,79.80162681408027,80.6121329563383,5973700.0
2024-02-15,81.68963623046875,82.22362270264917,80.48818303663494,80.52631817222124,7993500.0
2024-02-16,82.48107147216797,82.75759848072987,81.11751127128443,81.54660064065115,9673900.0
2024-02-20,81.38450622558594,82.47153948958932,81.14612161023571,81.94709770077148,6626400.0
2024-02-21,81.48938751220703,81.5084623533951,80.60259654489107,81.06029815944011,6444000.0
2024-02-22,81.86127471923828,82.70992336025051,81.62289010603438,81.95662710953563,6782100.0
2024-02-23,82.52875518798828,83.19622918841404,81.96616372341144,82.07105353418135,5810100.0
2024-02-26,81.68963623046875,83.28204367581108,81.58474642030409,82.48107487992186,5608100.0
2024-02-27,81.51799774169922,82.43339375474838,81.1651931811541,81.97569938568421,8066700.0
2024-02-28,82.05199432373047,82.09012946342109,81.31776557355586,81.46079780962172,5624100.0
2024-02-29,82.04244232177734,82.61456388944868,81.38449851774907,82.47153167880073,7657100.0
2024-03-01,82.46199798583984,82.75759254018861,81.15564785466601,82.21407598304273,5523700.0
2024-03-04,85.8565902709961,87.00083333256973,83.48228191702484,83.79694403025961,19876000.0
2024-03-05,84.98887634277344,86.90549059464082,84.50257698887874,85.04609359464163,13883600.0
2024-03-06,81.68010711669922,83.86370376520821,80.50725162226647,82.73852810324254,25614600.0
2024-03-07,82.13780212402344,83.07227301307667,81.66103289540713,82.08059214456422,9145700.0
2024-03-08,82.99597930908203,84.2165072397432,82.4047829098904,82.5954949458814,9689300.0
2024-03-11,82.90062713623047,83.19622169910666,81.85172912295303,82.7861999143492,4737200.0
2024-03-12,83.0055160522461,83.6825274059187,82.57641943095821,83.18668339130875,5110900.0
2024-03-13,85.19866180419922,86.04731047011455,83.19623244951043,83.38693723570127,10345800.0
2024-03-14,84.96026611328125,85.24633053021323,84.15929738574421,84.86491373261069,9235300.0
2024-03-15,84.27371978759766,85.19865318437938,84.07347759988005,84.3690794459665,20363000.0
2024-03-18,83.87322998046875,84.57884630219463,83.62530797962233,84.25464676448168,5960000.0
2024-03-19,84.3118667602539,84.95073576635586,83.77788756409954,83.91138236313813,8546400.0
2024-03-20,87.1057357788086,87.22970043301085,83.82556846429624,83.95906326503635,10811700.0
2024-03-21,89.06048583984375,89.9758818084964,87.68738824940455,87.68738824940455,13659900.0
2024-03-22,87.6778564453125,89.49911835346364,87.47761424636599,89.17491150165434,5909300.0
2024-03-25,86.90548706054688,88.24997966350259,86.76245484907408,87.50621361882808,3670400.0
2024-03-26,87.03898620605469,87.6397200693126,86.71478663375493,87.17248100346292,4211900.0
2024-03-27,89.15584564208984,89.19398805332298,87.6397229889084,87.75414294768673,6394500.0
2024-03-28,89.7851791381836,90.32869573459486,89.1081604729907,89.39422490264744,6707700.0
2024-04-01,89.1844482421875,90.0521717059192,88.84117382520802,89.78518210936204,3416000.0
2024-04-02,88.40254974365234,89.41329818316375,88.24044995145167,88.5837243790067,5245400.0
2024-04-03,88.67906188964844,89.91866458947169,88.44067731467626,88.63138206468605,4821100.0
2024-04-04,87.99251556396484,90.338218973059,87.5920312130044,89.82330740400123,5466100.0
2024-04-05,88.17369842529297,88.95559963482897,87.35365480615512,87.96391880994318,4654800.0
2024-04-08,88.87930297851562,89.06047758126505,87.91622727036524,88.67906081096511,4601900.0
2024-04-09,89.70890045166016,89.7661104315334,88.51697737149328,89.26073620953004,4951600.0
2024-04-10,87.39179992675781,88.57418556141113,86.94363569368443,87.98298910662398,5994200.0
2024-04-11,82.80526733398438,87.53482398115484,81.06029767163545,87.45853916670235,24631800.0
2024-04-12,82.18547058105469,82.77665968675927,81.16518486403669,81.81359121620177,12789800.0
2024-04-15,82.94829559326172,84.98886699573428,81.5179881275144,83.72066657171085,9553900.0
2024-04-16,84.99842071533203,86.86735528930981,83.91138741490538,86.49547585889655,18291600.0
2024-04-17,85.89474487304688,87.19155774026268,85.50379061862813,85.94241743034509,9544600.0
2024-04-18,86.06637573242188,86.8768818958859,85.5705317036511,86.44779253726391,6752000.0
2024-04-19,86.44779968261719,87.36319572494796,86.16173523661085,86.16173523661085,8143000.0
2024-04-22,87.81135559082031,88.3548795111894,86.49547510050498,86.87689194948547,7294400.0
2024-04-23,89.40375518798828,89.68028217460703,87.87809532640215,87.87809532640215,6393900.0
2024-04-24,89.48958587646484,89.69936550835763,88.70768460526897,88.7839694304884,5100900.0
2024-04-25,88.25951385498047,89.29887451606614,87.39179767546642,88.67907308788706,6770600.0
2024-04-26,88.51697540283203,88.97466978148091,88.10695358137687,88.2023059706853,4606100.0
2024-04-29,88.6420669555664,89.31570907850221,87.89143506368121,87.89143506368121,4416100.0
2024-04-30,87.41988372802734,88.37261565880144,87.14080864681155,88.15127189470219,5860000.0
2024-05-01,88.09353637695312,88.99814789583284,87.31403508047543,87.84332327429824,4713600.0
2024-05-02,89.16175079345703,89.42158212651354,88.15128010925473,89.05589168017299,4449200.0
2024-05-03,90.11447143554688,90.86510341092982,89.76802477888562,89.82576344094606,5043500.0
