Date,Close_ADM,High_ADM,Low_ADM,Open_ADM,Volume_ADM
1980-03-17,0.8933194875717163,0.9667428350595468,0.8933194875717163,0.8933194875717163,1377249.0
1980-03-18,0.9218725562095642,0.9259512898573032,0.8851606696536722,0.893319058696867,2353171.0
1980-03-19,0.9341094493865968,0.9830585011968748,0.9341094493865968,0.9341094493865968,2341324.0
1980-03-20,0.958584725856781,0.9749010557325448,0.9463475936685124,0.9463475936685124,1187692.0
1980-03-21,0.9341094493865968,0.9626629381226272,0.9341094493865968,0.9585836872456628,294702.0
1980-03-24,0.9096348285675048,0.9422675154331008,0.8933189172038809,0.9341095885559004,975922.0
1980-03-25,0.8729233741760254,0.9137139863055505,0.8647649291384834,0.9096347925913898,1677875.0
1980-03-26,0.8362118005752563,0.8810816835221714,0.8362118005752563,0.8729237534233524,3360192.0
1980-03-27,0.8158168196678162,0.8402910730815153,0.7342350340043823,0.8362118772212288,3671184.0
1980-03-28,0.8933194875717163,0.8933194875717163,0.8076584930346743,0.815816943603902,2955903.0
1980-03-31,0.9341094493865968,0.9545049548516296,0.905555960650566,0.905555960650566,669373.0
1980-04-01,0.9667425751686096,0.9667425751686096,0.9422678637423616,0.9422678637423616,1218792.0
1980-04-02,0.946347713470459,0.9749011791491892,0.946347713470459,0.9667432436156695,1378730.0
1980-04-03,0.9341094493865968,0.9422673750483798,0.9218722728478492,0.9422673750483798,903357.0
1980-04-07,0.9055565595626832,0.9341100671832788,0.8973981100221772,0.9341100671832788,980365.0
1980-04-08,0.917793333530426,0.917793333530426,0.8973977648127933,0.9055562112149224,494625.0
1980-04-09,0.9096348285675048,0.913714022442998,0.9055560955657974,0.913714022442998,716762.0
1980-04-10,0.9422683119773864,0.9463475093012192,0.9137147948496356,0.9137147948496356,1473509.0
1980-04-11,0.9504268169403076,0.9545060147376097,0.942268421345704,0.942268421345704,1329860.0
1980-04-14,0.9422683119773864,0.9422683119773864,0.9300311232707914,0.9422683119773864,580518.0
1980-04-15,0.93818861246109,0.9463465378603308,0.9341094193246188,0.9422673447238594,174748.0
1980-04-16,0.9014771580696106,0.9626633553266096,0.8973979054247586,0.9381890492515288,1069219.0
1980-04-17,0.881081759929657,0.9096352666718832,0.881081759929657,0.9014773358656076,1138822.0
1980-04-18,0.881081759929657,0.8933193474500813,0.8729238291233815,0.881081759929657,808579.0
1980-04-21,0.8484492301940918,0.8729240069562065,0.8402912401166127,0.8729240069562065,527205.0
1980-04-22,0.946347713470459,0.954506109878253,0.8851614686905332,0.8851614686905332,1386135.0
1980-04-23,0.8973976969718933,0.974900195494685,0.8973976969718933,0.9463467586257932,2695262.0
1980-04-24,0.9259513020515442,0.9300304966268622,0.8810814867354064,0.897397804162814,1052929.0
1980-04-25,0.946347713470459,0.946347713470459,0.9014778582411312,0.925952125715964,567190.0
1980-04-28,0.9871378540992736,0.995296245763085,0.950426359015641,0.950426359015641,783403.0
1980-04-29,0.9871378540992736,1.0034541765528897,0.978979923309469,0.9871378540992736,284335.0
1980-04-30,1.027928590774536,1.0360865191842843,0.9952959553877998,0.9952959553877998,1135860.0
1980-05-01,1.0034542083740234,1.0360868543160888,0.9993754732867812,1.027928923267583,546457.0
1980-05-02,1.0197700262069702,1.023849220147625,0.9952957843106276,1.003453711318144,414656.0
1980-05-05,1.0605608224868774,1.0605608224868774,1.011611778137247,1.0197697025556267,894472.0
1980-05-06,1.085036039352417,1.1176688035477256,1.0564825867162395,1.0605617830568546,1706012.0
1980-05-07,1.1135891675949097,1.121747557055448,1.0850356110123192,1.0850356110123192,527205.0
1980-05-08,1.1013520956039429,1.121747609331892,1.0931941666371052,1.113589219491151,1273585.0
1980-05-09,1.093194603919983,1.101352536150031,1.076878163367277,1.101352536150031,730090.0
1980-05-12,1.1258269548416138,1.1258269548416138,1.080956611245062,1.0931943128615509,789327.0
1980-05-13,1.1299052238464355,1.1380636114166998,1.1054309828831934,1.1258264909350786,601251.0
1980-05-14,1.1135891675949097,1.1380638751026426,1.1095104337385229,1.1299054856421042,322839.0
1980-05-15,1.0891151428222656,1.1176687082421464,1.0891151428222656,1.1135895122493715,1269143.0
1980-05-16,1.0727981328964231,1.0931937541470576,1.0727981328964231,1.0891144455474389,450198.0
1980-05-19,1.085036039352417,1.089115235693032,1.0483246549090737,1.072798911204636,401327.0
1980-05-20,1.0809563398361206,1.101351966389663,1.0727984118263985,1.0850355342779066,583480.0
1980-05-21,1.0809563398361206,1.0850355342779066,1.06056128937489,1.0809563398361206,904838.0
1980-05-22,1.1135891675949097,1.1258267517857172,1.0850356110123192,1.0850356110123192,641235.0
1980-05-23,1.1258269548416138,1.1503012058896784,1.1258269548416138,1.1258269548416138,778960.0
1980-05-27,1.1584595441818235,1.1625387406795968,1.117668846607818,1.1258272396033642,938899.0
1980-05-28,1.1829339265823364,1.1829339265823364,1.1543804809494451,1.1584592154156077,1023311.0
1980-05-29,1.117668390274048,1.1829337793133492,1.117668390274048,1.1829337793133492,688625.0
1980-05-30,1.1054316759109497,1.1176688040643878,1.0931945477575118,1.1176688040643878,1994790.0
1980-06-02,1.133984923362732,1.1543805557290434,1.1054314758801775,1.1054314758801775,513877.0
1980-06-03,1.1380642652511597,1.1421434613798491,1.1176687454817518,1.1339850691224702,533129.0
1980-06-04,1.1666181087493896,1.1870136333636991,1.129906141399925,1.1380645355953083,1039601.0
