Date,Close_TFC,High_TFC,Low_TFC,Open_TFC,Volume_TFC
1980-03-18,0.5006939768791199,0.5242560757479787,0.5006939768791199,0.5006939768791199,3375.0
1980-03-19,0.4830222427845001,0.5065843365487478,0.4830222427845,0.5006938684062677,2250.0
1980-03-20,0.4830222427845001,0.5065843365487478,0.4830222427845,0.4830222427845,5625.0
1980-03-21,0.4771315455436706,0.5006936279944048,0.4771315455436706,0.4830220108577988,7875.0
1980-03-24,0.4653511941432953,0.4889130515284006,0.4653511941432953,0.4771321070362421,12375.0
1980-03-25,0.4535697698593139,0.4771318682459857,0.4535697698593139,0.4653509612490312,3375.0
1980-03-26,0.4476793706417084,0.4712414710537128,0.4476793706417084,0.4535698088469134,1125.0
1980-03-27,0.4476793706417084,0.4712414710537128,0.4476793706417084,0.4476793706417084,2250.0
1980-03-28,0.4476793706417084,0.4712414710537128,0.4476793706417084,0.4476793706417084,6750.0
1980-03-31,0.4476793706417084,0.4476793706417084,0.4476793706417084,0.4476793706417084,0.0
1980-04-01,0.4476793706417084,0.4712414710537128,0.4476793706417084,0.4476793706417084,2250.0
1980-04-02,0.4476793706417084,0.4712414710537128,0.4476793706417084,0.4476793706417084,1125.0
1980-04-03,0.4476793706417084,0.4712414710537128,0.4476793706417084,0.4476793706417084,9000.0
1980-04-07,0.4476793706417084,0.4712414710537128,0.4476793706417084,0.4476793706417084,3375.0
1980-04-08,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4476795916099906,16875.0
1980-04-09,0.4358983933925628,0.4358983933925629,0.4358983933925629,0.4358983933925629,0.0
1980-04-10,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,3375.0
1980-04-11,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,7875.0
1980-04-14,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,1125.0
1980-04-15,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,2250.0
1980-04-16,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,1125.0
1980-04-17,0.4358983933925628,0.4358983933925629,0.4358983933925629,0.4358983933925629,0.0
1980-04-18,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,11250.0
1980-04-21,0.4358983933925628,0.4358983933925629,0.4358983933925629,0.4358983933925629,0.0
1980-04-22,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,6750.0
1980-04-23,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,1125.0
1980-04-24,0.4358983933925628,0.4358983933925629,0.4358983933925629,0.4358983933925629,0.0
1980-04-25,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,11250.0
1980-04-28,0.4358983933925628,0.4358983933925629,0.4358983933925629,0.4358983933925629,0.0
1980-04-29,0.4358983933925628,0.4358983933925629,0.4358983933925629,0.4358983933925629,0.0
1980-04-30,0.4358983933925628,0.4358983933925629,0.4358983933925629,0.4358983933925629,0.0
1980-05-01,0.4358983933925628,0.4594605054344908,0.4358983933925629,0.4358983933925629,2250.0
1980-05-02,0.4417888224124908,0.4653509186418339,0.4417888224124908,0.4417888224124908,11250.0
1980-05-05,0.4417888224124908,0.4653509186418339,0.4417888224124908,0.4417888224124908,1125.0
1980-05-06,0.4417888224124908,0.4417888224124908,0.4417888224124908,0.4417888224124908,0.0
