Date,Close_PPG,High_PPG,Low_PPG,Open_PPG,Volume_PPG
1980-03-17,0.5371875762939453,0.5570834124529803,0.5347007485672495,0.5347007485672495,164800.0
1980-03-18,0.5272396206855774,0.5371875380570034,0.5197788344501807,0.5371875380570034,188800.0
1980-03-19,0.5347003936767578,0.5371872197529014,0.5297264379383051,0.5297264379383051,84800.0
1980-03-20,0.5371875762939453,0.5371875762939453,0.524752830487732,0.5347007485672495,328000.0
1980-03-21,0.529726505279541,0.5347004616503057,0.529726505279541,0.5347004616503057,249600.0
1980-03-24,0.5347003936767578,0.5347003936767578,0.522265352537543,0.5297264379383051,142400.0
1980-03-25,0.529726505279541,0.5371872880425859,0.529726505279541,0.5347004616503057,249600.0
1980-03-26,0.5272396206855774,0.5371875380570034,0.5247527931358936,0.5297267518216067,228800.0
1980-03-27,0.5247529745101929,0.5272398029194176,0.5222658425145175,0.5272398029194176,268800.0
1980-03-28,0.5272396206855774,0.5322135793712903,0.5247527931358936,0.5247527931358936,132800.0
1980-03-31,0.572005033493042,0.572005033493042,0.5322133789891782,0.5322133789891782,363200.0
1980-04-01,0.562057375907898,0.5744924253981601,0.557083416829067,0.5720052940655599,276800.0
1980-04-02,0.5446487069129944,0.5620574130460032,0.5446487069129944,0.5620574130460032,86400.0
1980-04-03,0.5471351146697998,0.5496222442568317,0.5396743330810172,0.5446482886689245,156800.0
1980-04-07,0.5396742820739746,0.5471350629576053,0.5371871527220125,0.5471350629576053,195200.0
1980-04-08,0.5446487069129944,0.5471355348235429,0.5371876160085695,0.5396747475055077,414400.0
1980-04-09,0.5371875762939453,0.544648666646767,0.5347007485672495,0.544648666646767,432000.0
1980-04-10,0.5371875762939453,0.542161535333704,0.5347007485672495,0.5371875762939453,544000.0
1980-04-11,0.55210942029953,0.55210942029953,0.5396746752391115,0.5396746752391115,372800.0
1980-04-14,0.55210942029953,0.5570833790409673,0.5496225927219859,0.55210942029953,107200.0
1980-04-15,0.5496220588684082,0.5570828379406578,0.5496220588684082,0.5521088840304734,110400.0
1980-04-16,0.55210942029953,0.5570833790409673,0.55210942029953,0.55210942029953,316800.0
1980-04-17,0.55210942029953,0.5570833790409673,0.55210942029953,0.55210942029953,108800.0
1980-04-18,0.5545960068702698,0.5570828320058419,0.5521088781486468,0.5521088781486468,96000.0
1980-04-21,0.55210942029953,0.5545965514634231,0.55210942029953,0.5545965514634231,128000.0
1980-04-22,0.562057375907898,0.562057375907898,0.5496226300040054,0.5521094577502361,99200.0
1980-04-23,0.562057375907898,0.5720052940655599,0.562057375907898,0.562057375907898,123200.0
1980-04-24,0.5695183873176575,0.5769791731077841,0.5670312563300637,0.5670312563300637,152000.0
1980-04-25,0.5744920372962952,0.5769788633625342,0.5645441258590101,0.5695180815776527,67200.0
1980-04-28,0.5670310258865356,0.5744921122307763,0.5620570695191098,0.5744921122307763,361600.0
1980-04-29,0.5769790410995483,0.5844401287689647,0.5695182570163901,0.5695182570163901,164800.0
1980-04-30,0.5844401121139526,0.5869269388753847,0.5720050675480444,0.5769790246571578,152000.0
1980-05-01,0.5919009447097778,0.5943880752621998,0.5794662027064911,0.5844401602250606,312000.0
1980-05-02,0.6192578673362732,0.6217446943204166,0.5968749065476,0.5968749065476,476800.0
1980-05-05,0.614283561706543,0.614283561706543,0.6068224778092782,0.614283561706543,828800.0
1980-05-06,0.5993620753288269,0.6068228603431771,0.5993620753288269,0.6068228603431771,216000.0
1980-05-07,0.601848840713501,0.6068227980747696,0.5943880564647304,0.599362013825999,209600.0
1980-05-08,0.6043359041213989,0.6093098609306852,0.6043359041213989,0.6043359041213989,158400.0
1980-05-09,0.594387948513031,0.6043358614288457,0.594387948513031,0.6043358614288457,129600.0
1980-05-12,0.594387948513031,0.5968747749488799,0.594387948513031,0.594387948513031,190400.0
1980-05-13,0.5968749523162842,0.5968749523162842,0.5919009943803152,0.5943881251414496,70400.0
1980-05-14,0.5968749523162842,0.5968749523162842,0.5919009943803152,0.5968749523162842,129600.0
1980-05-15,0.5919009447097778,0.5968749022283474,0.5769790721540692,0.5968749022283474,240000.0
