Date,Close_COO,High_COO,Low_COO,Open_COO,Volume_COO
2023-10-16,82.9000015258789,83.07499694824219,80.6624984741211,82.16999816894531,1686400.0
2023-10-17,82.50749969482422,83.29750061035156,81.2750015258789,82.15249633789062,1249200.0
2023-10-18,81.7125015258789,83.18000030517578,81.625,82.58000183105469,1090400.0
2023-10-19,80.94999694824219,82.9124984741211,80.77999877929688,81.62999725341797,948000.0
2023-10-20,81.11750030517578,81.98999786376953,81.09500122070312,81.3324966430664,760400.0
2023-10-23,80.5999984741211,81.75250244140625,80.54499816894531,81.11499786376953,866000.0
2023-10-24,80.37750244140625,81.22250366210938,80.25250244140625,80.25749969482422,875200.0
2023-10-25,78.80500030517578,79.99749755859375,78.41500091552734,79.99749755859375,767600.0
2023-10-26,76.96499633789062,78.69000244140625,76.88999938964844,78.57499694824219,1004000.0
2023-10-27,76.72000122070312,78.14250183105469,76.36499786376953,77.33999633789062,703600.0
2023-10-30,77.38500213623047,77.65750122070312,75.93499755859375,77.5999984741211,1140000.0
2023-10-31,77.9375,78.1449966430664,77.01000213623047,77.80249786376953,1283200.0
2023-11-01,79.2300033569336,79.44499969482422,77.59249877929688,78.00749969482422,837600.0
2023-11-02,81.83999633789062,82.1675033569336,78.62750244140625,79.25749969482422,1212000.0
2023-11-03,83.66000366210938,84.37999725341797,82.33999633789062,82.75250244140625,1120000.0
2023-11-06,83.62750244140625,84.11750030517578,82.9124984741211,83.52749633789062,1180000.0
2023-11-07,83.4375,83.5824966430664,82.81500244140625,83.44249725341797,810000.0
2023-11-08,83.1675033569336,84.9175033569336,82.6500015258789,83.84249877929688,693200.0
2023-11-09,81.41999816894531,83.38999938964844,80.98999786376953,83.38999938964844,1022400.0
2023-11-10,82.31999969482422,84.75499725341797,80.4800033569336,81.70249938964844,716000.0
2023-11-13,82.64250183105469,83.15499877929688,81.99250030517578,82.48500061035156,650800.0
2023-11-14,85.73750305175781,86.0824966430664,84.0425033569336,84.0425033569336,878000.0
2023-11-15,85.37750244140625,86.5,84.7699966430664,85.38249969482422,1195200.0
2023-11-16,85.14250183105469,86.77999877929688,85.02749633789062,86.16500091552734,870400.0
2023-11-17,84.27999877929688,86.01750183105469,83.70999908447266,86.01750183105469,1393600.0
2023-11-20,84.50250244140625,84.66500091552734,83.5999984741211,83.75,1434000.0
2023-11-21,84.34750366210938,86.24250030517578,84.125,84.71499633789062,1015200.0
2023-11-22,84.76000213623047,85.7249984741211,84.5425033569336,84.97750091552734,709200.0
2023-11-24,84.83499908447266,84.98750305175781,84.12999725341797,84.54499816894531,288400.0
2023-11-27,83.76499938964844,84.6875,83.66000366210938,84.1500015258789,1437600.0
2023-11-28,83.58499908447266,84.30500030517578,83.19499969482422,83.70249938964844,975200.0
2023-11-29,82.89749908447266,84.375,82.54750061035156,83.73999786376953,1398800.0
2023-11-30,84.2300033569336,84.37999725341797,82.21499633789062,82.97000122070312,1850800.0
2023-12-01,85.2699966430664,85.37249755859375,83.48249816894531,84.15249633789062,871200.0
2023-12-04,84.58000183105469,85.08499908447266,84.13749694824219,84.61000061035156,1087200.0
2023-12-05,83.82250213623047,84.38500213623047,82.55249786376953,84.2874984741211,892400.0
2023-12-06,85.64250183105469,86.22750091552734,84.24500274658203,84.52749633789062,1428800.0
2023-12-07,86.23750305175781,86.48750305175781,85.36000061035156,85.70249938964844,1072000.0
2023-12-08,83.75,86.50250244140625,82.69249725341797,86.0,2311200.0
2023-12-11,84.83999633789062,84.85250091552734,83.45249938964844,83.73750305175781,1359200.0
2023-12-12,85.06500244140625,85.77749633789062,84.26499938964844,85.25749969482422,1039200.0
2023-12-13,88.90249633789062,89.26000213623047,84.79000091552734,85.21499633789062,1492400.0
2023-12-14,91.8125,94.56749725341795,89.06999969482422,89.59249877929688,2863600.0
2023-12-15,90.8000030517578,91.5124969482422,90.48500061035156,91.28500366210938,2450800.0
2023-12-18,91.41999816894533,92.2925033569336,90.30999755859376,90.8625030517578,1183200.0
2023-12-19,91.3499984741211,92.9875030517578,90.81749725341795,91.44499969482422,1513600.0
2023-12-20,90.08499908447266,91.8375015258789,90.05000305175781,91.42250061035156,788400.0
2023-12-21,92.11499786376952,92.3550033569336,90.98999786376952,90.98999786376952,499600.0
2023-12-22,93.3499984741211,93.80750274658205,92.18499755859376,92.7925033569336,824800.0
2023-12-26,94.24250030517578,94.61499786376952,92.6449966430664,93.5500030517578,630800.0
2023-12-27,95.0,95.27999877929688,93.8499984741211,94.23999786376952,738400.0
2023-12-28,94.88500213623048,95.62750244140624,94.72750091552734,94.89749908447266,600000.0
2023-12-29,94.61000061035156,95.13249969482422,94.03250122070312,94.4175033569336,597600.0
2024-01-02,93.2699966430664,95.2375030517578,92.9800033569336,93.51750183105467,726400.0
2024-01-03,90.97000122070312,92.88500213623048,90.6125030517578,92.88500213623048,1134000.0
2024-01-04,91.49500274658205,91.94000244140624,90.72250366210938,90.8125,641200.0
2024-01-05,91.48249816894533,92.0875015258789,91.11750030517578,91.43499755859376,676800.0
2024-01-08,93.39250183105467,93.4175033569336,91.37750244140624,91.37750244140624,747600.0
2024-01-09,92.8324966430664,94.34500122070312,92.19750213623048,92.88249969482422,1525600.0
2024-01-10,96.21749877929688,96.24250030517578,92.29750061035156,92.5,1353600.0
2024-01-11,95.13249969482422,96.1125030517578,94.75499725341795,96.09249877929688,710400.0
2024-01-12,95.94249725341795,96.88249969482422,95.54750061035156,96.07749938964844,740800.0
2024-01-16,95.70500183105467,95.75,94.02999877929688,95.30500030517578,1174000.0
2024-01-17,94.70249938964844,95.97000122070312,93.5425033569336,94.5749969482422,749200.0
2024-01-18,96.4375,96.78250122070312,94.70249938964844,94.70249938964844,1108400.0
2024-01-19,96.875,96.97250366210938,95.65249633789062,96.52999877929688,1308800.0
2024-01-22,97.00499725341795,98.3499984741211,96.9875030517578,97.8000030517578,989600.0
2024-01-23,96.63999938964844,97.1500015258789,95.86499786376952,97.1500015258789,736000.0
2024-01-24,94.98249816894533,97.70249938964844,94.7925033569336,96.91500091552734,940800.0
2024-01-25,94.82250213623048,96.20500183105467,94.43250274658205,96.05500030517578,924000.0
2024-01-26,93.16000366210938,94.75,92.81999969482422,94.75,1462000.0
2024-01-29,94.52999877929688,94.83000183105467,92.1500015258789,92.7249984741211,942000.0
2024-01-30,93.8000030517578,95.56749725341795,93.75,94.44000244140624,899200.0
2024-01-31,93.25749969482422,95.01750183105467,93.0999984741211,94.12999725341795,964800.0
2024-02-01,95.37999725341795,95.37999725341795,93.18499755859376,93.67250061035156,1128800.0
2024-02-02,94.07250213623048,94.62249755859376,92.99500274658205,94.5124969482422,998400.0
2024-02-05,92.83999633789062,94.06999969482422,92.70249938964844,93.40249633789062,772000.0
2024-02-06,93.6750030517578,93.86000061035156,93.0199966430664,93.3375015258789,794400.0
2024-02-07,93.66000366210938,94.7074966430664,93.3125,94.19249725341795,1001200.0
2024-02-08,93.4124984741211,93.61000061035156,92.11499786376952,93.1624984741211,632800.0
2024-02-09,94.1500015258789,94.2375030517578,92.62249755859376,93.33000183105467,654400.0
2024-02-12,94.75250244140624,95.12999725341795,93.80249786376952,93.80249786376952,480800.0
2024-02-13,91.92250061035156,93.74500274658205,91.22750091552734,93.34750366210938,700800.0
2024-02-14,93.12249755859376,93.27999877929688,90.67250061035156,91.97250366210938,853600.0
2024-02-15,93.64250183105467,94.90249633789062,93.45999908447266,93.7699966430664,652000.0
2024-02-16,93.00250244140624,94.35749816894533,92.96749877929688,93.23999786376952,675600.0
2024-02-20,95.6999969482422,95.86000061035156,93.36000061035156,94.41000366210938,1299800.0
2024-02-21,98.08000183105467,98.31999969482422,95.1999969482422,95.76000213623048,1868400.0
2024-02-22,97.77999877929688,98.91999816894533,97.08000183105467,98.08000183105467,2149400.0
