Date,Close_SPGI,High_SPGI,Low_SPGI,Open_SPGI,Volume_SPGI
1973-02-21,0.3305616974830627,0.3305616974830627,0.3305616974830627,0.3305616974830627,78400.0
1973-02-22,0.3273520767688751,0.3273520767688751,0.3273520767688751,0.3273520767688751,198400.0
1973-02-23,0.3305616974830627,0.3305616974830627,0.3305616974830627,0.3305616974830627,56000.0
1973-02-26,0.333770751953125,0.333770751953125,0.333770751953125,0.333770751953125,211200.0
1973-02-27,0.3369803130626678,0.3369803130626678,0.3369803130626678,0.3369803130626678,110400.0
1973-02-28,0.333770751953125,0.333770751953125,0.333770751953125,0.333770751953125,40000.0
1973-03-01,0.3305616974830627,0.3305616974830627,0.3305616974830627,0.3305616974830627,289600.0
1973-03-02,0.3273520767688751,0.3273520767688751,0.3273520767688751,0.3273520767688751,94400.0
1973-03-05,0.3273520767688751,0.3273520767688751,0.3273520767688751,0.3273520767688751,593600.0
1973-03-06,0.333770751953125,0.333770751953125,0.333770751953125,0.333770751953125,656000.0
1973-03-07,0.3401893377304077,0.3401893377304077,0.3401893377304077,0.3401893377304077,86400.0
1973-03-08,0.3273520767688751,0.3273520767688751,0.3273520767688751,0.3273520767688751,433600.0
1973-03-09,0.3273520767688751,0.3273520767688751,0.3273520767688751,0.3273520767688751,88000.0
1973-03-12,0.3273520767688751,0.3273520767688751,0.3273520767688751,0.3273520767688751,46400.0
1973-03-13,0.3209332525730133,0.3209332525730133,0.3209332525730133,0.3209332525730133,97600.0
1973-03-14,0.3145147264003753,0.3145147264003753,0.3145147264003753,0.3145147264003753,288000.0
1973-03-15,0.3113054931163788,0.3113054931163788,0.3113054931163788,0.3113054931163788,251200.0
1973-03-16,0.3048867881298065,0.3048867881298065,0.3048867881298065,0.3048867881298065,291200.0
1973-03-19,0.2856310606002807,0.2856310606002807,0.2856310606002807,0.2856310606002807,113600.0
1973-03-20,0.2856310606002807,0.2856310606002807,0.2856310606002807,0.2856310606002807,208000.0
1973-03-21,0.2824214100837707,0.2824214100837707,0.2824214100837707,0.2824214100837707,147200.0
1973-03-22,0.2824214100837707,0.2824214100837707,0.2824214100837707,0.2824214100837707,179200.0
1973-03-23,0.2888399958610534,0.2888399958610534,0.2888399958610534,0.2888399958610534,113600.0
1973-03-26,0.2856310606002807,0.2856310606002807,0.2856310606002807,0.2856310606002807,108800.0
1973-03-27,0.2952587008476257,0.2952587008476257,0.2952587008476257,0.2952587008476257,251200.0
1973-03-28,0.3016774356365204,0.3016774356365204,0.3016774356365204,0.3016774356365204,78400.0
1973-03-29,0.3080960214138031,0.3080960214138031,0.3080960214138031,0.3080960214138031,169600.0
1973-03-30,0.3048867881298065,0.3048867881298065,0.3048867881298065,0.3048867881298065,236800.0
1973-04-02,0.3016774356365204,0.3016774356365204,0.3016774356365204,0.3016774356365204,121600.0
1973-04-03,0.2920495569705963,0.2920495569705963,0.2920495569705963,0.2920495569705963,372800.0
1973-04-04,0.2952587008476257,0.2952587008476257,0.2952587008476257,0.2952587008476257,48000.0
1973-04-05,0.2984682023525238,0.2984682023525238,0.2984682023525238,0.2984682023525238,78400.0
1973-04-06,0.2920495569705963,0.2920495569705963,0.2920495569705963,0.2920495569705963,1032000.0
1973-04-09,0.2920495569705963,0.2920495569705963,0.2920495569705963,0.2920495569705963,89600.0
1973-04-10,0.2727934718132019,0.2727934718132019,0.2727934718132019,0.2727934718132019,689600.0
1973-04-11,0.2599563300609588,0.2599563300609588,0.2599563300609588,0.2599563300609588,302400.0
1973-04-12,0.2695839703083038,0.2695839703083038,0.2695839703083038,0.2695839703083038,350400.0
1973-04-13,0.2631653845310211,0.2631653845310211,0.2631653845310211,0.2631653845310211,228800.0
1973-04-16,0.2760028541088104,0.2760028541088104,0.2760028541088104,0.2760028541088104,76800.0
1973-04-17,0.2760028541088104,0.2760028541088104,0.2760028541088104,0.2760028541088104,43200.0
1973-04-18,0.2727934718132019,0.2727934718132019,0.2727934718132019,0.2727934718132019,196800.0
1973-04-19,0.2856310606002807,0.2856310606002807,0.2856310606002807,0.2856310606002807,84800.0
1973-04-23,0.2727934718132019,0.2727934718132019,0.2727934718132019,0.2727934718132019,275200.0
1973-04-24,0.2599563300609588,0.2599563300609588,0.2599563300609588,0.2599563300609588,89600.0
1973-04-25,0.2599563300609588,0.2599563300609588,0.2599563300609588,0.2599563300609588,62400.0
1973-04-26,0.2567466795444488,0.2567466795444488,0.2567466795444488,0.2567466795444488,243200.0
1973-04-27,0.253537654876709,0.253537654876709,0.253537654876709,0.253537654876709,89600.0
1973-04-30,0.2567466795444488,0.2567466795444488,0.2567466795444488,0.2567466795444488,176000.0
1973-05-01,0.237490713596344,0.237490713596344,0.237490713596344,0.237490713596344,172800.0
1973-05-02,0.253537654876709,0.253537654876709,0.253537654876709,0.253537654876709,432000.0
1973-05-03,0.2599563300609588,0.2599563300609588,0.2535376600812379,0.2535376600812379,236800.0
1973-05-04,0.2663750052452087,0.2727936753503399,0.2631654743103768,0.2631654743103768,148800.0
1973-05-07,0.2631653845310211,0.2727935822863068,0.2631653845310211,0.2663749143709161,92800.0
1973-05-08,0.2567466795444488,0.2599562089209257,0.2567466795444488,0.2599562089209257,97600.0
1973-05-09,0.253537654876709,0.2599563247246697,0.25032812407047,0.2567467939184308,174400.0
1973-05-10,0.237490713596344,0.2503280494664166,0.237490713596344,0.2503280494664166,193600.0
1973-05-11,0.240700289607048,0.240700289607048,0.2374907591418128,0.2374907591418128,326400.0
1973-05-14,0.240700289607048,0.240700289607048,0.234281620441053,0.240700289607048,201600.0
1973-05-15,0.237490713596344,0.2407002434460623,0.234281575511026,0.2407002434460623,251200.0
1973-05-16,0.234281450510025,0.2439092513934607,0.2310719223727522,0.2374905868831064,201600.0
1973-05-17,0.2246533781290054,0.2310720460755484,0.2214442400379344,0.2310720460755484,113600.0
1973-05-18,0.2150255441665649,0.2182346818408733,0.2086068770535981,0.2182346818408733,153600.0
1973-05-21,0.2086069881916046,0.2150256587241992,0.2086069881916046,0.2150256587241992,366400.0
1973-05-22,0.2278628796339035,0.2278628796339035,0.2118160158818874,0.2118160158818874,129600.0
1973-05-23,0.2310720086097717,0.2310720086097717,0.2214442041331999,0.227862871039027,211200.0
1973-05-24,0.2503279149532318,0.2503279149532318,0.2278627851343956,0.2310719214952909,233600.0
1973-05-25,0.253537654876709,0.253537654876709,0.2471189850287482,0.25032812407047,172800.0
1973-05-29,0.2503279149532318,0.2567465794392121,0.2471187785923365,0.2535374430783169,73600.0
1973-05-30,0.2439095377922058,0.2503282098393691,0.2439095377922058,0.2503282098393691,32000.0
1973-05-31,0.2310720086097717,0.2407002048506809,0.2310720086097717,0.2407002048506809,104000.0
1973-06-01,0.2246533781290054,0.2342815759310204,0.2246533781290054,0.2310720460755484,28800.0
1973-06-04,0.2278628796339035,0.2278628796339035,0.2214442124859675,0.2246533501777594,118400.0
1973-06-05,0.2310720086097717,0.2310720086097717,0.227862871039027,0.227862871039027,89600.0
1973-06-06,0.2278628796339035,0.2310720173256953,0.2214442124859675,0.2310720173256953,64000.0
1973-06-07,0.2278628796339035,0.2278628796339035,0.2214442124859675,0.2278628796339035,92800.0
1973-06-08,0.234281450510025,0.234281450510025,0.224653257862398,0.2278627859996708,216000.0
1973-06-11,0.2214443832635879,0.234281727459603,0.2182348513322569,0.234281727459603,102400.0
1973-06-12,0.2214443832635879,0.2246535234302645,0.2182348513322569,0.2214443832635879,59200.0
1973-06-13,0.2214443832635879,0.2278630553615955,0.2214443832635879,0.2214443832635879,56000.0
1973-06-14,0.2246533781290054,0.2310720460755484,0.2246533781290054,0.2246533781290054,49600.0
1973-06-15,0.2214443832635879,0.2246535234302645,0.2182348513322569,0.2246535234302645,1856000.0
1973-06-18,0.2214443832635879,0.2214443832635879,0.2150257111655804,0.2214443832635879,652800.0
1973-06-19,0.2214443832635879,0.2214443832635879,0.2150257111655804,0.2214443832635879,137600.0
1973-06-20,0.2086069881916046,0.2214443292567938,0.2086069881916046,0.2214443292567938,116800.0
1973-06-21,0.2086069881916046,0.2118161275756225,0.2086069881916046,0.2086069881916046,80000.0
1973-06-22,0.2086069881916046,0.2182347981082171,0.2086069881916046,0.2086069881916046,179200.0
1973-06-25,0.2053974419832229,0.2118161120451986,0.2053974419832229,0.2086069728964759,947200.0
1973-06-26,0.2086069881916046,0.2118161275756225,0.2021883299016524,0.2053974570430278,156800.0
1973-06-27,0.2086069881916046,0.2086069881916046,0.2021883299016524,0.2086069881916046,128000.0
1973-06-28,0.2086069881916046,0.2118161275756225,0.1925601159778386,0.2086069881916046,292800.0
1973-06-29,0.2086069881916046,0.2118161275756225,0.1989787865104332,0.2086069881916046,124800.0
1973-07-02,0.2246533781290054,0.2246533781290054,0.2118160422359194,0.2118160422359194,59200.0
1973-07-03,0.2214443832635879,0.234281727459603,0.2150257111655804,0.2246535234302645,182400.0
1973-07-05,0.2118161022663116,0.2214443027970364,0.2118161022663116,0.2214443027970364,113600.0
1973-07-06,0.2086069881916046,0.2214443292567938,0.2086069881916046,0.2118161275756225,137600.0
1973-07-09,0.2021882236003875,0.2086068785157063,0.1989786818965977,0.2086068785157063,148800.0
1973-07-10,0.2053974419832229,0.2053974419832229,0.2021883150771417,0.2021883150771417,83200.0
1973-07-11,0.2118161022663116,0.2118161022663116,0.19897876273502,0.2053974325006658,126400.0
1973-07-12,0.1989786475896835,0.2150255086000264,0.1989786475896835,0.2118159796922437,288000.0
1973-07-13,0.2021882236003875,0.2086068785157063,0.2021882236003875,0.2021882236003875,70400.0
1973-07-16,0.2086069881916046,0.2086069881916046,0.1989787865104332,0.2021883299016524,124800.0
1973-07-17,0.2086069881916046,0.2150256587241992,0.2086069881916046,0.2086069881916046,118400.0
1973-07-18,0.2118161022663116,0.2182347720319574,0.2086069632657447,0.2086069632657447,204800.0
