Date,Close_BXP,High_BXP,Low_BXP,Open_BXP,Volume_BXP
2023-10-16,50.852840423583984,51.488951508845815,49.59854404751989,50.333204281159546,1327200.0
2023-10-17,52.10714340209961,52.51031146171204,50.19881686506224,50.22569701416453,1250500.0
2023-10-18,50.70054244995117,51.524794192179804,50.62886660226562,51.247058826629626,1016900.0
2023-10-19,48.87284851074219,50.87076659197098,48.85492954912714,50.17194417744671,1195000.0
2023-10-20,48.29049301147461,49.56270840502774,48.218817171881234,48.98931535904931,1285600.0
2023-10-23,47.47520065307617,48.31737128910315,47.34081015838286,47.708140303826696,923500.0
2023-10-24,48.21881866455078,48.69365915463364,47.53791525579627,47.8783652513274,606100.0
2023-10-25,46.73158264160156,48.18298437063042,46.42696712635427,47.82461538766994,1287100.0
2023-10-26,48.03067398071289,48.424880851647714,46.97347925380039,46.97347925380039,1473500.0
2023-10-27,46.96452331542969,48.50551988646991,46.71366468021573,48.50551988646991,1075000.0
2023-10-30,47.76189804077149,48.845969536049374,46.92868516120952,47.79773254466497,1480600.0
2023-10-31,47.99483871459961,48.55031284020257,47.15266804560852,48.406964568508506,1472400.0
2023-11-01,47.93212127685547,48.47863759899242,47.072031696619696,47.96795919712167,1687200.0
2023-11-02,50.02859878540039,50.75430139301619,48.63991164828216,49.16850908446567,1971800.0
2023-11-03,52.77908706665039,53.67501453572793,51.462072593444944,51.462072593444944,2229300.0
2023-11-06,51.4083251953125,52.743255367761535,51.35456831045904,52.2863338084308,1627100.0
2023-11-07,49.72397613525391,51.264972525359305,49.63438475253753,51.13058203359256,1077900.0
2023-11-08,49.24017333984375,50.09130512694996,48.77429064145202,50.02859047694454,995300.0
2023-11-09,46.75845718383789,49.76877427161015,46.68678475768216,49.60750704064432,1519200.0
2023-11-10,46.98243713378906,47.22433797027221,46.31049150501105,47.22433797027221,2002500.0
2023-11-13,45.88045120239258,46.86597360498824,45.36977274796373,46.3373761885821,1211700.0
2023-11-14,50.790130615234375,51.89212107069768,48.98035658845723,49.09682812470069,3141900.0
2023-11-15,51.08578872680664,52.904520538842526,50.61990599601229,50.61990599601229,2230200.0
2023-11-16,49.482078552246094,51.08578969917416,49.19538200748372,50.93348023731717,1177800.0
2023-11-17,49.34769058227539,50.41384312533973,49.14162424034502,50.30633277740953,1930700.0
2023-11-20,49.35664367675781,49.66125914843767,48.71157481492,49.66125914843767,1978100.0
2023-11-21,48.03963470458984,49.18642430289849,47.717100236868426,48.72949933439568,1420400.0
2023-11-22,48.36216354370117,48.7653315814304,48.10234376186545,48.7653315814304,1279000.0
2023-11-24,48.12026596069336,48.55927194637444,47.7977315087958,48.28153318664214,520600.0
2023-11-27,47.89628601074219,48.227781665035984,47.13474896019213,47.7618989288352,1235600.0
2023-11-28,49.50895690917969,49.598551718414384,47.2064232860819,47.752939660489766,2258600.0
2023-11-29,51.06787109375,52.9672365704584,49.76877544379156,50.01067629593768,2579600.0
2023-11-30,51.00515365600586,51.54270879744037,50.42279940470828,51.130582961161096,2216100.0
2023-12-01,56.69429397583008,56.891399129467736,50.59302957934728,51.085789045749074,3318800.0
2023-12-04,57.088504791259766,57.8410806550645,56.05818673786394,56.50615051452432,1683800.0
2023-12-05,55.52959060668945,56.6584612634366,54.75909234649211,56.4792750651617,1401700.0
2023-12-06,56.68533706665039,57.92171805499367,56.27321120976677,56.443436215603285,1367700.0
2023-12-07,57.8858757019043,58.23528687633154,56.65845599700311,56.70325168798494,1130800.0
2023-12-08,57.41103744506836,57.76044863300327,56.48822977024621,57.46479090924771,3591400.0
2023-12-11,57.41103744506836,58.17257447427562,56.748049572754006,57.33936160257285,2493400.0
2023-12-12,56.21945190429688,57.30352338371925,55.99547002420008,57.30352338371925,1266100.0
2023-12-13,61.00370407104492,61.173932494186616,55.43103699091032,55.86108180811833,2432300.0
2023-12-14,65.38480377197266,66.27177024333132,63.71837777403479,63.71837777403479,3093200.0
2023-12-15,63.98713684082031,65.32207366284503,62.47302409832671,65.10704615336078,2625200.0
2023-12-18,62.983699798583984,64.47093574812406,62.831386943650365,64.47093574812406,1130300.0
2023-12-19,63.9692268371582,64.27383891555495,63.24352089174703,63.61085445904442,1472800.0
2023-12-20,63.36896133422852,65.73420962074113,63.261447562883376,63.96923117795584,1250700.0
2023-12-21,63.83483505249024,64.47094276399523,62.84931615910762,64.47094276399523,895800.0
2023-12-22,63.49437713623047,65.2414328276056,62.85826950410456,64.39030453393742,807100.0
2023-12-26,64.56053161621094,64.96370308091065,63.386868812101326,63.72731879162591,584400.0
2023-12-27,64.26487731933594,64.63220400985236,63.68252312495333,64.59636609254132,839900.0
2023-12-28,65.35488891601562,65.36397423262426,63.54729899459669,64.0468874570807,844400.0
2023-12-29,63.73805236816406,65.15506383975064,63.70171802991144,65.07330984616564,915400.0
2024-01-02,65.49113464355469,65.73638965792783,63.4019624788754,64.08321562758796,1525000.0
2024-01-03,63.00228500366211,65.12779127370254,61.857777895913216,63.94695676703496,1398400.0
2024-01-04,62.89328384399414,63.61087126961819,62.15753271838304,62.775202468916085,1275800.0
2024-01-05,63.9106330871582,64.69180396530092,61.576205769005874,62.02128924560065,2257900.0
2024-01-08,64.5737075805664,65.19137733894439,63.32928967873402,63.58362306217232,975300.0
2024-01-09,64.78263092041016,65.04604962985461,63.19304027829263,63.70170706614937,1296100.0
2024-01-10,65.46388244628906,66.05430319917136,64.48287629658294,64.70088228322767,1183300.0
2024-01-11,63.52003860473633,65.20046151310255,63.49278958985406,64.68270944014508,1432300.0
2024-01-12,63.54729461669922,64.8098832657409,62.50270504078397,64.46471748911858,1853900.0
2024-01-16,63.11129760742188,63.53821044538301,61.53078524110134,62.629872872582304,1696300.0
2024-01-17,60.78595352172852,62.22112866360868,59.75953447801401,61.38545969367831,1547700.0
2024-01-18,60.404441833496094,61.3036939895465,59.68685439965579,60.79502722330626,992000.0
2024-01-19,62.06669998168945,62.13028332635563,59.90485240290973,60.63152513915019,1192400.0
2024-01-22,63.311126708984375,63.32929734146569,62.25745871723878,62.56629016876335,1468000.0
2024-01-23,64.0287094116211,64.58279584948133,62.94779248257127,64.0105457105726,2077100.0
2024-01-24,64.00147247314453,65.4638967008489,63.62905762581479,65.4638967008489,1753700.0
2024-01-25,64.94613647460938,65.79997601091758,64.10138225445029,65.43663959567584,1132900.0
2024-01-26,64.67362976074219,65.50022024454465,64.46471600839713,65.25496522910342,1146300.0
2024-01-29,65.59105682373047,65.9362226145878,64.28304847089699,64.88255460930095,1701200.0
2024-01-30,63.58362579345703,65.27313411894553,62.838789311364856,64.71904768262591,2474200.0
2024-01-31,60.404441833496094,63.12945424703727,59.73227404524079,63.12945424703727,3157600.0
2024-02-01,59.30535888671875,60.9040348993839,57.052682200720334,60.458944514622594,3050800.0
2024-02-02,57.85201644897461,58.17902198153392,56.18976055909141,57.32518247965167,2344400.0
2024-02-05,56.9073486328125,57.57951647631486,56.28059350856278,56.71659511476147,1604800.0
2024-02-06,57.50685501098633,57.9519384969484,56.35326583701242,56.60759925756217,1568300.0
2024-02-07,57.924686431884766,58.34252434157435,57.14351557837603,57.80660157925296,1455100.0
2024-02-08,59.10552597045898,59.43252805320539,57.69760341644119,57.7339377511981,1163700.0
2024-02-09,58.2971076965332,59.36894634635675,57.77027022304608,58.90569222794111,1334300.0
2024-02-12,59.44161605834961,59.89578486825738,58.63319613111907,58.68769417068686,1471500.0
2024-02-13,56.80743408203125,57.10718368687609,55.18150895368113,57.03451848101759,1890400.0
2024-02-14,57.42510223388672,58.00643772377202,57.01634963473836,57.77026801536059,1317600.0
2024-02-15,60.59519958496094,60.6496976225489,58.1245237050408,58.25168694775702,1289300.0
2024-02-16,61.18561935424805,61.87595784882144,58.86935577551751,59.30536085894957,1757100.0
2024-02-20,59.9775276184082,60.858616155136346,59.51427352516717,60.08653061977832,1546100.0
2024-02-21,59.695945739746094,60.18644885529653,59.19635730814871,59.73228007386824,1297900.0
2024-02-22,59.43251800537109,61.02210849939975,59.3870983620873,60.08652206029608,1390300.0
2024-02-23,59.06918716430664,59.75952561229939,58.98744011484097,59.396189222299775,824400.0
2024-02-26,58.20626831054688,59.4779421888549,57.88834810845359,58.8875214314192,936600.0
2024-02-27,58.969276428222656,59.56878258183165,58.61502531202319,58.90569307223983,842000.0
2024-02-28,57.97010040283203,59.332606686443,57.97010040283203,58.46060349653982,1130500.0
2024-02-29,58.78760528564453,60.10469191498444,58.65135327190395,59.00560434959028,2119900.0
2024-03-01,60.17736053466797,60.34086156502138,57.90651674090691,58.7058512614873,1449900.0
2024-03-04,59.77769088745117,60.25003028590879,59.0510250183812,59.94119192075336,925800.0
2024-03-05,58.6786003112793,60.27727622982808,58.59685326382885,59.24177204839871,1549800.0
2024-03-06,57.33426284790039,59.54152674663128,56.25334245488833,59.54152674663128,2761300.0
2024-03-07,57.361515045166016,57.99734852906087,56.82559577657421,57.92468333020114,1518900.0
2024-03-08,58.0791015625,59.01469159301394,57.852017175536005,58.37885115147544,1038300.0
2024-03-11,57.97918701171875,58.70585288781392,57.52501824038471,57.779351643521295,838000.0
2024-03-12,57.76118469238281,58.4333560010796,56.91643049734694,57.74301752565774,730000.0
2024-03-13,58.369773864746094,58.59685825598609,57.661268207855,57.661268207855,1193800.0
2024-03-14,56.86193084716797,58.25168622904064,56.28059535318288,58.10635582057723,1248400.0
2024-03-15,56.86193084716797,57.49776784310149,55.9808457550487,55.9808457550487,2255700.0
2024-03-18,57.07085037231445,57.47959950095819,56.70751396348358,57.25251511169709,1029300.0
2024-03-19,57.243431091308594,57.34334877320201,56.08984202177743,56.77109516374234,1171900.0
2024-03-20,58.5423469543457,58.89659801193873,56.4350077739247,56.8165078467072,1030000.0
2024-03-21,60.050201416015625,60.81320170059208,58.996526436286814,59.05103140666096,1326500.0
2024-03-22,57.47052001953125,60.45894807199626,57.41601851644967,59.85036354690011,1381900.0
2024-03-25,57.12535095214844,58.50602798118,57.01635141065809,57.74302079564868,1733100.0
2024-03-26,55.47217559814453,57.47960081344211,55.35409074282324,57.416017460199775,1761900.0
2024-03-27,58.297019958496094,58.40779715498147,56.08145489952698,56.20146558328656,1228300.0
2024-03-28,60.29102325439453,60.494117714802485,58.44472374399253,58.73089846015621,1834100.0
2024-04-01,58.42626190185547,60.46642596323064,58.27855779608947,60.32795182339966,775100.0
2024-04-02,57.33694076538086,57.66927587193998,56.67227055226261,57.66927587193998,1461700.0
2024-04-03,57.89083099365234,58.02930513031672,56.856902276934086,57.02306983231389,943600.0
2024-04-04,56.6999626159668,58.860137235447226,56.51533513588373,58.61088943302638,1525800.0
2024-04-05,56.635345458984375,56.9861440295266,55.73989086159536,56.31224382923736,1089300.0
2024-04-08,58.38010025024414,58.85090594835187,57.09691675460717,57.28154775208715,853900.0
