Date,Close_ABT,High_ABT,Low_ABT,Open_ABT,Volume_ABT
1980-03-17,0.1816565245389938,0.1854678279025655,0.1803862268218779,0.1803862268218779,7513463.0
1980-03-18,0.1829269528388977,0.1854679384092222,0.1791160142366588,0.1816566327747747,5303621.0
1980-03-19,0.1854678839445114,0.1867382036355908,0.1822919335859479,0.1829268991203753,2523497.0
1980-03-20,0.181021586060524,0.1861028424534109,0.181021586060524,0.1854678554264971,4654925.0
1980-03-21,0.1829269528388977,0.1835622855919985,0.1810216670538826,0.1810216670538826,1333034.0
1980-03-24,0.1772107779979705,0.1791160643156843,0.1753051246479456,0.1791160643156843,4106029.0
1980-03-25,0.1765754520893097,0.1810217359314969,0.1753051423369069,0.1772107958792197,8575613.0
1980-03-26,0.1765754520893097,0.1797514261790942,0.1765754520893097,0.1765754520893097,3728217.0
1980-03-27,0.1778457760810852,0.1778457760810852,0.173399859185143,0.1765754555090113,4277113.0
1980-03-28,0.1835622638463974,0.1841976181143612,0.1778456838992112,0.1778456838992112,2644682.0
1980-03-31,0.186102956533432,0.1867382893917253,0.1835623159845306,0.1835623159845306,4056129.0
1980-04-01,0.1867382973432541,0.1892789164102044,0.1854679770147117,0.1861029644579076,7584748.0
1980-04-02,0.1880086809396743,0.1886436470064119,0.1854680394276238,0.1867383601836491,4932938.0
1980-04-03,0.1880086809396743,0.1880086809396743,0.1867383601836491,0.1880086809396743,3279120.0
1980-04-07,0.1880086809396743,0.1880086809396743,0.1848327063284777,0.1880086809396743,2701710.0
1980-04-08,0.1873732805252075,0.1873732805252075,0.1829269867553515,0.1873732805252075,5004223.0
1980-04-09,0.1899137943983078,0.1899137943983078,0.1861028571992142,0.1873731767956193,1632432.0
1980-04-10,0.198171004652977,0.198171004652977,0.1924544152420295,0.1924544152420295,3079522.0
1980-04-11,0.2007116675376892,0.2038876180872512,0.199441347770214,0.199441347770214,4220085.0
1980-04-14,0.1956304907798767,0.1975357769061335,0.1937248376213455,0.1975357769061335,4597897.0
1980-04-15,0.1975356787443161,0.1975356787443161,0.1949950610136831,0.1956303935648566,2423698.0
1980-04-16,0.1943600624799728,0.2007116388183934,0.1943600624799728,0.1975356671331479,4904423.0
1980-04-17,0.1924544721841812,0.1937247921778331,0.1918195064985137,0.1937247921778331,2644682.0
1980-04-18,0.1911841481924057,0.1943600988823644,0.1911841481924057,0.192454446425911,2388055.0
1980-04-21,0.1943600624799728,0.1943600624799728,0.1918194448986776,0.1918194448986776,2530625.0
1980-04-22,0.2007116675376892,0.2007116675376892,0.1962653756305272,0.1962653756305272,2067272.0
1980-04-23,0.199441447854042,0.2013471011825498,0.1975357945255342,0.2007117682589901,4776110.0
1980-04-24,0.2019819766283035,0.2038876291034793,0.1988060259071421,0.1994413585462063,2587654.0
1980-04-25,0.199441447854042,0.2019820670738025,0.1981711274490939,0.2019820670738025,6465570.0
1980-04-28,0.2013470381498336,0.2026173581571016,0.2000767181425657,0.2000767181425657,3100907.0
1980-04-29,0.2019819766283035,0.2026173308574937,0.1994413585462063,0.201347011021382,1525504.0
1980-04-30,0.2038876265287399,0.2038876265287399,0.2019819740776291,0.2019819740776291,4298499.0
1980-05-01,0.2051579803228378,0.2070632660573245,0.2026173618520993,0.2038876602924039,5339263.0
1980-05-02,0.2057929933071136,0.2057929933071136,0.203887707134894,0.2051580274571796,3464462.0
1980-05-05,0.2051579803228378,0.2064283003532717,0.2045226475865861,0.2057929460268906,1860544.0
1980-05-06,0.2070632874965667,0.2083336076585291,0.2038876814028452,0.2051580015648075,3243478.0
1980-05-07,0.2076985836029052,0.2096038907881709,0.2045226326281979,0.2070632509131205,3264863.0
1980-05-08,0.2032523155212402,0.2102392264058254,0.2032523155212402,0.2076985864953931,3892173.0
1980-05-09,0.2045226395130157,0.2045226395130157,0.2007117011622808,0.2032523195327279,1055021.0
1980-05-12,0.2051579803228378,0.2070632660573245,0.2019820075257182,0.2045226475865861,1055021.0
1980-05-13,0.2032523155212402,0.2064282881303051,0.2032523155212402,0.2051579681750889,1603918.0
1980-05-14,0.2051579803228378,0.2064283003532717,0.2038876602924039,0.2038876602924039,3550004.0
1980-05-15,0.2083336263895034,0.2108742453517199,0.2045226871511121,0.2051580200102677,4391170.0
1980-05-16,0.2064282447099685,0.2089688624958765,0.2057928905548489,0.2083335299308804,3386048.0
1980-05-19,0.2051579803228378,0.2064283003532717,0.2045226475865861,0.2064283003532717,2708839.0
1980-05-20,0.2051579803228378,0.2057929460268906,0.2038876602924039,0.2051579803228378,1632432.0
1980-05-21,0.2057929933071136,0.2057929933071136,0.2045226945749624,0.2051580274571796,2395184.0
1980-05-22,0.2083336263895034,0.2096039466656784,0.2038876997340928,0.2057929858371535,3236349.0
1980-05-23,0.2153205722570419,0.2165908711390532,0.2096039790014174,0.2096039790014174,5353520.0
1980-05-27,0.2159556299448013,0.2172263179892111,0.214685308932874,0.2153206637501519,1917573.0
1980-05-28,0.2184963971376419,0.219131384282286,0.2153204466785807,0.2159554122331006,3628418.0
1980-05-29,0.2172259092330932,0.2204014898859301,0.2159552235797451,0.2184962062645442,3535747.0
1980-05-30,0.2165907770395279,0.2172261313107991,0.2108741862675201,0.2172261313107991,3393177.0
1980-06-02,0.2153205722570419,0.2178611916112013,0.2153205722570419,0.2165908711390532,1261748.0
1980-06-03,0.2165907770395279,0.2165907770395279,0.2134148261080159,0.2153204787094075,3364663.0
1980-06-04,0.2178611904382705,0.2184965233920189,0.2159555370192133,0.2165908699729616,3571390.0
1980-06-05,0.2159556299448013,0.2184966174109924,0.214685308932874,0.2178612841838605,7000209.0
1980-06-06,0.219766765832901,0.2204017315288911,0.2146851403336217,0.2159554603479252,3492976.0
1980-06-09,0.219766765832901,0.219766765832901,0.2178611130904131,0.219766765832901,1653817.0
1980-06-10,0.2261183708906173,0.2261183708906173,0.2184964923614848,0.2197668126463848,5225207.0
1980-06-11,0.2331050932407379,0.2362810690813221,0.2280238514300235,0.2280238514300235,8247700.0
1980-06-12,0.2286590039730072,0.2324699431127847,0.2267533508869882,0.2324699431127847,2986851.0
1980-06-13,0.2286590039730072,0.2305642900267657,0.2273886837297037,0.2286590039730072,2509240.0
1980-06-16,0.226753294467926,0.231199565344131,0.2261183072253307,0.2286589470797947,1418576.0
1980-06-17,0.2299292385578155,0.2311995367377456,0.2267532664116788,0.2267532664116788,1047893.0
1980-06-18,0.2292939871549606,0.229929341635944,0.2280236884055512,0.229929341635944,1561146.0
1980-06-19,0.2286590039730072,0.2305642900267657,0.2280236711302917,0.2292939697834622,2644682.0
1980-06-20,0.2261183708906173,0.2299293317453173,0.225483038027098,0.2286590114604173,6764968.0
1980-06-23,0.2229424268007278,0.227388699083442,0.2229424268007278,0.2261183787543639,4127414.0
1980-06-24,0.226753294467926,0.2273886271525627,0.2235776889609944,0.2235776889609944,4861652.0
1980-06-25,0.2280236631631851,0.2280236631631851,0.2254830227653476,0.2267533429642663,3157935.0
1980-06-26,0.2248480916023254,0.2292939970818615,0.2248480916023254,0.2280236982774566,1375805.0
1980-06-27,0.2216721028089523,0.2267533624511723,0.2216721028089523,0.2248480763002461,2138557.0
1980-06-30,0.214050218462944,0.2197668108286464,0.2121445653302867,0.2197668108286464,3492976.0
1980-07-01,0.2165907770395279,0.2172261313107991,0.212144506187768,0.2140501587891596,4818881.0
1980-07-02,0.2242127209901809,0.225483041293483,0.2172261968134935,0.2172261968134935,4441069.0
1980-07-03,0.2235776484012603,0.2254829336353178,0.2210370305978233,0.2242126139385375,14107346.0
1980-07-07,0.2235776484012603,0.2254829336353178,0.22230732870448,0.2235776484012603,3749603.0
1980-07-08,0.2216721028089523,0.2235777559921576,0.2204017825008638,0.2235777559921576,1803516.0
1980-07-09,0.2184963971376419,0.2235776544726238,0.2178610645510095,0.2216720021547149,6950309.0
1980-07-10,0.2159556299448013,0.2197669384229197,0.2159556299448013,0.2184966174109924,5104022.0
1980-07-11,0.2146852612495422,0.2165909150653403,0.212779974466145,0.215955581979321,7021595.0
1980-07-14,0.2153205722570419,0.2153205722570419,0.2115096324307344,0.2146852177097362,6116272.0
1980-07-15,0.2165907770395279,0.2184964296409194,0.2159554443583841,0.2159554443583841,15582950.0
