Date,Close_HRL,High_HRL,Low_HRL,Open_HRL,Volume_HRL
1980-03-17,0.1201106235384941,0.1273353119233663,0.1201106235384941,0.1201106235384941,620800.0
1980-03-18,0.1192075535655021,0.1210136010501772,0.1192075535655021,0.1201105841978372,390400.0
1980-03-19,0.1201106235384941,0.1210136406866055,0.1192075926103831,0.1192075926103831,70400.0
1980-03-20,0.1201106235384941,0.1210136406866055,0.1192075926103831,0.1201106235384941,51200.0
1980-03-21,0.1183040365576744,0.1183040365576744,0.1183040365576744,0.1183040365576744,38400.0
1980-03-24,0.1183040365576744,0.1183040365576744,0.1183040365576744,0.1183040365576744,6400.0
1980-03-25,0.1174010559916496,0.1174010559916496,0.1174010559916496,0.1174010559916496,19200.0
1980-03-26,0.1174010559916496,0.1183040729857532,0.1174010559916496,0.1174010559916496,102400.0
1980-03-27,0.1119828149676323,0.1164979522293178,0.1119828149676323,0.1164979522293178,256000.0
1980-03-28,0.1146919503808021,0.1146919503808021,0.1119828721523786,0.1119828721523786,57600.0
1980-03-31,0.1174010559916496,0.1174010559916496,0.115594994443448,0.115594994443448,96000.0
1980-04-01,0.1201106235384941,0.1201106235384941,0.1174010760141772,0.1174010760141772,460800.0
1980-04-02,0.1210135817527771,0.1210135817527771,0.1192075345561028,0.1201105650444363,51200.0
1980-04-03,0.1201106235384941,0.1201106235384941,0.1183040931622887,0.1201106235384941,729600.0
1980-04-07,0.1155949980020523,0.1183040766277567,0.1155949980020523,0.1183040766277567,160000.0
1980-04-08,0.1155949980020523,0.1155949980020523,0.1155949980020523,0.1155949980020523,19200.0
1980-04-09,0.1155949980020523,0.1183040766277567,0.1155949980020523,0.1155949980020523,268800.0
1980-04-10,0.1155949980020523,0.1174010596058536,0.1155949980020523,0.1155949980020523,32000.0
1980-04-11,0.1128859892487526,0.1155950766066336,0.1128859892487526,0.1155950766066336,96000.0
1980-04-14,0.1101762577891349,0.1119827792593698,0.1092732347587439,0.1119827792593698,153600.0
1980-04-15,0.1137889325618743,0.1137889325618743,0.1101763549548928,0.1101763549548928,198400.0
1980-04-16,0.1074672266840934,0.114691910486724,0.1074672266840934,0.1137888870213537,153600.0
1980-04-17,0.1056611463427543,0.1056611463427543,0.1047581231040399,0.1056611463427543,76800.0
1980-04-18,0.1047581657767295,0.1056611893832859,0.1047581657767295,0.1056611893832859,51200.0
1980-04-21,0.1029516905546188,0.1047582140092426,0.1029516905546188,0.1047582140092426,51200.0
1980-04-22,0.1038546562194824,0.1038546562194824,0.1020486024195006,0.1029516258744938,115200.0
1980-04-23,0.1065642535686492,0.1065642535686492,0.1047581988945809,0.1047581988945809,160000.0
1980-04-24,0.1065642535686492,0.1065642535686492,0.1047581988945809,0.1065642535686492,25600.0
1980-04-25,0.1065642535686492,0.1065642535686492,0.1047581988945809,0.1065642535686492,140800.0
1980-04-28,0.1110794097185134,0.1110794097185134,0.1083703238717116,0.1083703238717116,230400.0
1980-04-29,0.1083703264594078,0.1092733573932378,0.1083703264594078,0.1092733573932378,102400.0
1980-04-30,0.1101762577891349,0.1101762577891349,0.1092732347587439,0.1092732347587439,38400.0
1980-05-01,0.1101762577891349,0.1110792877095181,0.1101762577891349,0.1101762577891349,44800.0
1980-05-02,0.1110794097185134,0.1110794097185134,0.1083703238717116,0.1101763788062463,83200.0
1980-05-05,0.1110794097185134,0.1110794097185134,0.1092733547839787,0.1110794097185134,25600.0
1980-05-06,0.1146919503808021,0.1146919503808021,0.1119828721523786,0.1119828721523786,198400.0
1980-05-07,0.1146919503808021,0.1146919503808021,0.1137889266013269,0.1146919503808021,38400.0
