Date,Close_LH,High_LH,Low_LH,Open_LH,Volume_LH
1990-03-29,22.279207229614254,22.279207229614254,22.279207229614254,22.279207229614254,978.0
1990-03-30,24.70086097717285,24.70086097717285,23.247867636932003,23.247867636932003,17972.0
1990-04-02,21.794878005981445,21.794878005981445,21.794878005981445,21.794878005981445,47.0
1990-04-03,21.794878005981445,21.794878005981445,21.794878005981445,21.794878005981445,0.0
1990-04-04,24.70086097717285,24.70086097717285,24.70086097717285,24.70086097717285,47.0
1990-04-05,23.974363327026367,24.700860853747336,23.49003450998143,24.700860853747336,1723.0
1990-04-06,23.974363327026367,23.974363327026367,23.974363327026367,23.974363327026367,0.0
1990-04-09,24.216533660888672,24.216533660888672,24.216533660888672,24.216533660888672,233.0
1990-04-10,22.52137756347656,24.700865381788148,21.794879903577623,24.216533035034946,10197.0
1990-04-11,21.310548782348636,21.79487939739152,20.82621816730575,21.79487939739152,4749.0
1990-04-12,21.310548782348636,22.279210012434405,21.310548782348636,21.310548782348636,233.0
1990-04-16,23.732202529907227,23.732202529907227,21.310549386086254,21.310549386086254,186.0
1990-04-17,21.310548782348636,23.73220185756306,21.310548782348636,23.73220185756306,931.0
1990-04-18,21.310548782348636,21.310548782348636,21.310548782348636,21.310548782348636,93.0
1990-04-19,21.310548782348636,21.310548782348636,21.310548782348636,21.310548782348636,0.0
1990-04-20,20.826217651367188,20.826217651367188,20.826217651367188,20.826217651367188,93.0
1990-04-23,20.826217651367188,20.826217651367188,20.826217651367188,20.826217651367188,0.0
1990-04-24,20.826217651367188,20.826217651367188,20.826217651367188,20.826217651367188,1723.0
1990-04-25,20.826217651367188,20.826217651367188,20.826217651367188,20.826217651367188,0.0
1990-04-26,21.310548782348636,21.310548782348636,21.06838347482719,21.06838347482719,2933.0
1990-04-27,20.826217651367188,21.3105482544115,20.826217651367188,21.3105482544115,2514.0
1990-04-30,21.55270767211914,21.55270767211914,21.55270767211914,21.55270767211914,1117.0
1990-05-01,21.55270767211914,21.55270767211914,21.55270767211914,21.55270767211914,0.0
1990-05-02,21.310548782348636,21.310548782348636,21.310548782348636,21.310548782348636,47.0
1990-05-03,21.310548782348636,21.79487939739152,21.310548782348636,21.310548782348636,14434.0
1990-05-04,21.55270767211914,21.55270767211914,21.31054243670725,21.31054243670725,931.0
1990-05-07,21.794878005981445,21.794878005981445,21.310547421858782,21.552712713920112,4656.0
1990-05-08,21.794878005981445,21.794878005981445,21.310547421858782,21.794878005981445,4889.0
1990-05-09,21.794878005981445,21.794878005981445,21.310547421858782,21.794878005981445,4656.0
1990-05-10,21.794878005981445,21.794878005981445,21.794878005981445,21.794878005981445,0.0
1990-05-11,21.310548782348636,23.247871242520173,21.310548782348636,21.79487939739152,3026.0
1990-05-14,22.279207229614254,22.279207229614254,21.31054612052066,21.31054612052066,1071.0
1990-05-15,23.24786758422852,23.24786758422852,23.24786758422852,23.24786758422852,1024.0
1990-05-16,22.279207229614254,23.247868338707857,21.31054612052066,23.247868338707857,466.0
1990-05-17,21.310548782348636,21.310548782348636,21.310548782348636,21.310548782348636,466.0
1990-05-18,24.216533660888672,24.216533660888672,21.794880466845985,21.794880466845985,4935.0
1990-05-21,24.216533660888672,24.216533660888672,22.27921110565452,24.216533660888672,1816.0
1990-05-22,23.24786758422852,24.21652866188548,22.27920650657155,24.21652866188548,2188.0
1990-05-23,23.24786758422852,23.24786758422852,23.24786758422852,23.24786758422852,0.0
1990-05-24,22.279207229614254,22.279207229614254,22.279207229614254,22.279207229614254,140.0
1990-05-25,22.76354217529297,23.2478728232681,22.76354217529297,22.76354217529297,140.0
1990-05-29,24.216533660888672,24.216533660888672,23.2478723832716,23.2478723832716,2188.0
1990-05-30,24.216533660888672,25.18519493850575,24.216533660888672,24.216533660888672,1257.0
1990-05-31,25.185190200805664,25.185190200805664,24.21652910540781,24.21652910540781,1956.0
1990-06-01,25.185190200805664,25.185190200805664,25.185190200805664,25.185190200805664,0.0
1990-06-04,26.63818359375,26.63818359375,24.70086140081712,25.18519022858888,6472.0
1990-06-05,26.63818359375,28.091175238449654,25.669522497283563,26.63818359375,5075.0
1990-06-06,27.122514724731445,27.60684528337088,26.63818416609201,26.63818416609201,20067.0
1990-06-07,28.091176986694336,28.091176986694336,26.63818525156824,27.122515829943605,140.0
1990-06-08,26.63818359375,28.091175238449654,26.63818359375,28.091175238449654,559.0
1990-06-11,26.880353927612305,27.122519247312205,26.638188607912408,26.638188607912408,2468.0
1990-06-12,26.63818359375,26.63818359375,26.63818359375,26.63818359375,186.0
1990-06-13,29.05984306335449,29.05984306335449,26.63818976148526,26.63818976148526,3259.0
1990-06-14,27.60684967041016,28.57550922115844,27.12251903480513,28.57550922115844,2049.0
1990-06-15,27.60684967041016,28.091180306015183,27.60684967041016,27.60684967041016,559.0
1990-06-18,27.60684967041016,27.60684967041016,27.60684967041016,27.60684967041016,0.0
1990-06-19,28.57550048828125,29.05983269633267,27.60684123356216,27.60684123356216,698.0
1990-06-20,27.60684967041016,28.57550922115844,27.60684967041016,28.57550922115844,13782.0
1990-06-21,27.60684967041016,28.57550922115844,27.60684967041016,27.60684967041016,10523.0
1990-06-22,28.57550048828125,28.57550048828125,27.60684123356216,27.60684123356216,18764.0
1990-06-25,29.05984306335449,29.05984306335449,27.122520421859107,28.57551068251878,22954.0
1990-06-26,29.05984306335449,29.05984306335449,29.05984306335449,29.05984306335449,0.0
1990-06-27,28.57550048828125,28.57550048828125,28.57550048828125,28.57550048828125,93.0
1990-06-28,28.57550048828125,28.57550048828125,28.57550048828125,28.57550048828125,0.0
1990-06-29,26.63818359375,28.575504066221413,26.63818359375,28.575504066221413,4516.0
1990-07-02,27.122514724731445,27.60684528337088,27.122514724731445,27.122514724731445,20626.0
1990-07-03,27.60684967041016,28.57550922115844,27.60684967041016,27.60684967041016,1630.0
1990-07-05,28.091176986694336,28.091176986694336,28.091176986694336,28.091176986694336,279.0
1990-07-06,28.091176986694336,28.091176986694336,28.091176986694336,28.091176986694336,1397.0
1990-07-09,25.669527053833008,27.122518956450524,25.669527053833008,27.122518956450524,3539.0
1990-07-10,27.60684967041016,28.091180306015183,26.153856043133292,26.153856043133292,35572.0
1990-07-11,28.33333969116211,28.57550497296297,27.12251500261933,27.60684556622105,17786.0
1990-07-12,30.02850341796875,30.99716470755085,28.09118083880455,28.333344440738266,13782.0
1990-07-13,28.091176986694336,28.091176986694336,25.66952409481751,28.091176986694336,7217.0
