Date,Close_EXC,High_EXC,Low_EXC,Open_EXC,Volume_EXC
1973-05-02,0.2518017292022705,0.2518017292022705,0.2518017292022705,0.2518017292022705,52715.0
1973-05-03,0.2518017292022705,0.2532084382339788,0.2518017292022705,0.2518017292022705,33087.0
1973-05-04,0.2532083094120025,0.2532083094120025,0.2518016010959695,0.2518016010959695,50472.0
1973-05-07,0.2532083094120025,0.2546150026812566,0.2518016010959695,0.2532083094120025,42340.0
1973-05-08,0.2532083094120025,0.2546150026812566,0.2518016010959695,0.2532083094120025,32246.0
1973-05-09,0.2532083094120025,0.2546150026812566,0.2532083094120025,0.2532083094120025,46827.0
1973-05-10,0.2532083094120025,0.2546150026812566,0.2532083094120025,0.2532083094120025,24956.0
1973-05-11,0.2532083094120025,0.2546150026812566,0.2532083094120025,0.2532083094120025,34489.0
1973-05-14,0.2518017292022705,0.2546151322189006,0.2518017292022705,0.2532084382339788,69820.0
1973-05-15,0.2518017292022705,0.2532084382339788,0.2503950201705621,0.2518017292022705,30283.0
1973-05-16,0.2503949701786041,0.2518016789294596,0.2503949701786041,0.2518016789294596,49631.0
1973-05-17,0.2503949701786041,0.2518016789294596,0.2503949701786041,0.2503949701786041,19628.0
1973-05-18,0.2503949701786041,0.2518016789294596,0.2475815225833258,0.2503949701786041,56921.0
1973-05-21,0.2503949701786041,0.2503949701786041,0.2461748138324702,0.2503949701786041,46266.0
1973-05-22,0.2518017292022705,0.2546151322189006,0.2475815720135722,0.2503950201705621,22152.0
1973-05-23,0.2503949701786041,0.2518016789294596,0.2475815225833258,0.2518016789294596,44864.0
1973-05-24,0.2532083094120025,0.2532083094120025,0.2475814460543126,0.2503948927799365,20189.0
1973-05-25,0.2507438957691192,0.2536095618362516,0.2493110780616096,0.2536095618362516,49350.0
1973-05-29,0.2521766722202301,0.2536095203454372,0.2507438547471311,0.2507438547471311,27199.0
1973-05-30,0.2464455068111419,0.2521767791333743,0.2450126887305838,0.2521767791333743,56641.0
1973-05-31,0.2464455068111419,0.2493111429722581,0.2450126887305838,0.2464455068111419,31685.0
1973-06-01,0.2493112385272979,0.2493112385272979,0.2464456012678515,0.2464456012678515,17665.0
1973-06-04,0.2478784769773483,0.2493112959370113,0.2478784769773483,0.2493112959370113,20750.0
1973-06-05,0.2464455068111419,0.2493111429722581,0.2464455068111419,0.2478783248917,30003.0
1973-06-06,0.2507438957691192,0.2507438957691192,0.2478782603541001,0.2478782603541001,21310.0
1973-06-07,0.2507438957691192,0.2507438957691192,0.2478782603541001,0.2507438957691192,26077.0
1973-06-08,0.2478784769773483,0.2521769338563375,0.2478784769773483,0.2507441148966744,19628.0
1973-06-11,0.2493112385272979,0.2507440571570212,0.2478784198975747,0.2478784198975747,28040.0
1973-06-12,0.2507438957691192,0.2507438957691192,0.2493110780616096,0.2493110780616096,17946.0
1973-06-13,0.2507438957691192,0.2507438957691192,0.2493110780616096,0.2507438957691192,43182.0
1973-06-14,0.2521766722202301,0.2521766722202301,0.2493110372740321,0.2507438547471311,27199.0
1973-06-15,0.2493112385272979,0.2521768757867444,0.2493112385272979,0.2521768757867444,29162.0
1973-06-18,0.2478784769773483,0.2493112959370113,0.2464456580176852,0.2493112959370113,26358.0
1973-06-19,0.2478784769773483,0.2507441148966744,0.2478784769773483,0.2478784769773483,25516.0
1973-06-20,0.2493112385272979,0.2493112385272979,0.2464456012678515,0.2478784198975747,26918.0
1973-06-21,0.2464455068111419,0.2493111429722581,0.2464455068111419,0.2493111429722581,23273.0
1973-06-22,0.2464455068111419,0.2493111429722581,0.2464455068111419,0.2464455068111419,26918.0
1973-06-25,0.2450127452611923,0.2464455636723377,0.2435798961979187,0.2464455636723377,36452.0
1973-06-26,0.2421470582485199,0.2450127099842784,0.2421470582485199,0.2450127099842784,23273.0
1973-06-27,0.2421470582485199,0.2450127099842784,0.2407142400436716,0.2421470582485199,50752.0
1973-06-28,0.2435796707868576,0.2450125185241596,0.2407140519425033,0.2421468690277054,45986.0
1973-06-29,0.2464455068111419,0.2478783248917,0.2435798399979045,0.2435798399979045,24395.0
1973-07-02,0.2450127452611923,0.2464455636723377,0.2435798961979187,0.2464455636723377,22432.0
1973-07-03,0.2450127452611923,0.2450127452611923,0.2421470931128374,0.2450127452611923,30844.0
1973-07-05,0.2464455068111419,0.2464455068111419,0.2421470372434071,0.2450126887305838,23554.0
1973-07-06,0.2435796707868576,0.2464453356093617,0.2435796707868576,0.2464453356093617,28040.0
1973-07-09,0.2421470582485199,0.2450127099842784,0.2421470582485199,0.2435798611273062,24675.0
