Date,Close_CTRA,High_CTRA,Low_CTRA,Open_CTRA,Volume_CTRA
1990-02-08,0.9026958346366882,0.9092373084245676,0.8896134859324656,0.9092373084245676,9012000.0
1990-02-09,0.8961539268493652,0.9157777398378276,0.8961539268493652,0.9157777398378276,3483600.0
1990-02-12,0.8896133899688721,0.9026957372618872,0.8765304438043855,0.896154264179644,1982400.0
1990-02-13,0.8830716013908386,0.8896130721360046,0.8830716013908385,0.8896130721360046,2212800.0
1990-02-14,0.8765302896499634,0.8896132335135669,0.8765302896499634,0.8896132335135669,657600.0
1990-02-15,0.8569065928459167,0.8830718853695727,0.8438242460198139,0.8830718853695727,1494000.0
1990-02-16,0.8569065928459167,0.8634480656946932,0.8503657188685904,0.8634480656946932,638400.0
1990-02-20,0.8372824788093567,0.8569062915851327,0.8372824788093568,0.8569062915851327,1190400.0
1990-02-21,0.8372824788093567,0.8438239493583619,0.8372824788093568,0.8438239493583619,272400.0
1990-02-22,0.850365936756134,0.8503659367561341,0.8372829877063636,0.8372829877063636,38400.0
1990-02-23,0.8111177086830139,0.8372823903729595,0.8111177086830139,0.8372823903729595,1143600.0
1990-02-26,0.804576575756073,0.8176589220795172,0.804576575756073,0.8176589220795172,316800.0
1990-02-27,0.8111177086830139,0.8111177086830139,0.8045762388249394,0.8045762388249394,325200.0
1990-02-28,0.8438239693641663,0.8438239693641663,0.8111178135862056,0.8111178135862056,475200.0
1990-03-01,0.8569065928459167,0.8569065928459167,0.8372827731710374,0.8372827731710374,428400.0
1990-03-02,0.8634482622146606,0.8634482622146606,0.8503659124110279,0.8503659124110279,1364400.0
1990-03-05,0.8569065928459167,0.8634480656946932,0.8503657188685904,0.8569065928459167,241200.0
1990-03-06,0.8699896931648254,0.8699896931648254,0.8569067451420689,0.8569067451420689,430800.0
1990-03-07,0.8634482622146606,0.8765306120182934,0.8634482622146606,0.8765306120182934,202800.0
1990-03-08,0.8634482622146606,0.8634482622146606,0.8634482622146606,0.8634482622146606,793200.0
1990-03-09,0.8438239693641663,0.8569063119010998,0.8372824986600726,0.8569063119010998,171600.0
1990-03-12,0.8176589608192444,0.8307419066339703,0.8176589608192444,0.8307419066339703,1059600.0
1990-03-13,0.8372824788093567,0.8372824788093568,0.8242001365825861,0.8242001365825861,90000.0
1990-03-14,0.8307418823242188,0.8372827561687226,0.8307418823242188,0.8372827561687226,127200.0
1990-03-15,0.8307418823242188,0.8372827561687226,0.8242004096082769,0.8242004096082769,571200.0
1990-03-16,0.850365936756134,0.8503659367561341,0.8307421120530818,0.8307421120530818,302400.0
1990-03-19,0.850365936756134,0.8503659367561341,0.8438244622312489,0.8438244622312489,14400.0
1990-03-20,0.8307418823242188,0.8503657016006063,0.8307418823242188,0.8503657016006063,228000.0
1990-03-21,0.8111177086830139,0.8242000495279868,0.8111177086830139,0.8242000495279868,328800.0
1990-03-22,0.8111177086830139,0.8111177086830139,0.8111177086830139,0.8111177086830139,48000.0
1990-03-23,0.8176589608192444,0.8176589608192444,0.8176589608192444,0.8176589608192444,0.0
1990-03-26,0.8242008686065674,0.8242008686065674,0.8111185147605456,0.8111185147605456,50400.0
1990-03-27,0.8307418823242188,0.8307418823242188,0.8242004096082769,0.8242004096082769,204000.0
1990-03-28,0.8307418823242188,0.8307418823242188,0.8307418823242188,0.8307418823242188,2400.0
1990-03-29,0.8242008686065674,0.8242008686065674,0.8176593922476708,0.8242008686065674,8400.0
1990-03-30,0.8242008686065674,0.8242008686065674,0.8242008686065674,0.8242008686065674,0.0
1990-04-02,0.804576575756073,0.8111180483535085,0.804576575756073,0.8111180483535085,160800.0
1990-04-03,0.8176589608192444,0.8176589608192444,0.8111180867833369,0.8111180867833369,36000.0
1990-04-04,0.8307418823242188,0.8372827561687226,0.8242004096082769,0.8242004096082769,162000.0
1990-04-05,0.8176589608192444,0.8372827806698779,0.8176589608192444,0.8242004337266073,151200.0
1990-04-06,0.8242008686065674,0.830742344965464,0.8045770384016492,0.8176593922476708,273600.0
1990-04-09,0.8372824788093567,0.8372824788093568,0.8242001365825861,0.8242001365825861,64800.0
1990-04-10,0.8372824788093567,0.8372824788093568,0.8372824788093568,0.8372824788093568,60000.0
1990-04-11,0.8242008686065674,0.8372832224525891,0.8111185147605456,0.8372832224525891,297600.0
1990-04-12,0.8111177086830139,0.8242000495279868,0.8111177086830139,0.8242000495279868,19200.0
1990-04-16,0.804576575756073,0.8111180483535085,0.804576575756073,0.8111180483535085,289200.0
1990-04-17,0.804576575756073,0.804576575756073,0.804576575756073,0.804576575756073,0.0
1990-04-18,0.7849520444869995,0.8045758455991745,0.7849520444869995,0.8045758455991745,464400.0
1990-04-19,0.7784114480018616,0.7784114480018616,0.7718705728997677,0.7718705728997677,458400.0
1990-04-20,0.7718705534934998,0.7718705534934999,0.7718705534934999,0.7718705534934999,27600.0
1990-04-23,0.7522463798522949,0.7718701932495612,0.739163438339945,0.7718701932495612,393600.0
1990-04-24,0.7326226830482483,0.7391635559741118,0.7326226830482482,0.7391635559741118,375600.0
1990-04-25,0.7457047700881958,0.7457047700881957,0.7457047700881957,0.7457047700881957,20400.0
1990-04-26,0.7587873339653015,0.7587873339653015,0.7457049899065057,0.7457049899065057,14400.0
1990-04-27,0.7457047700881958,0.7587871102905889,0.7457047700881957,0.7457047700881957,79200.0
1990-04-30,0.7457047700881958,0.7457047700881957,0.7391633005514258,0.7457047700881957,108000.0
1990-05-01,0.7457047700881958,0.7587871102905889,0.7457047700881957,0.7457047700881957,208800.0
1990-05-02,0.7457047700881958,0.7457047700881957,0.7457047700881957,0.7457047700881957,4800.0
1990-05-03,0.7522463798522949,0.7522463798522948,0.74570490909612,0.74570490909612,188400.0
1990-05-04,0.7457047700881958,0.7457047700881957,0.7457047700881957,0.7457047700881957,42000.0
1990-05-07,0.7587873339653015,0.7653288054303611,0.7522464613715653,0.7522464613715653,52800.0
1990-05-08,0.7522463798522949,0.7522463798522948,0.7522463798522948,0.7522463798522948,30000.0
1990-05-09,0.7587873339653015,0.7587873339653015,0.7522464613715653,0.7522464613715653,73200.0
1990-05-10,0.7587873339653015,0.7587873339653015,0.7587873339653015,0.7587873339653015,48000.0
1990-05-11,0.7653292417526245,0.7784115932698068,0.758787766558201,0.758787766558201,202800.0
1990-05-14,0.7849520444869995,0.791493511148019,0.77841057782598,0.77841057782598,82800.0
1990-05-15,0.7784114480018616,0.7849529219755085,0.7784114480018616,0.7849529219755085,121200.0
1990-05-16,0.804576575756073,0.804576575756073,0.7914942294326287,0.7914942294326287,36000.0
1990-05-17,0.8242008686065674,0.830742344965464,0.8045770384016492,0.8045770384016492,133200.0
1990-05-18,0.8242008686065674,0.8242008686065674,0.8242008686065674,0.8242008686065674,0.0
1990-05-21,0.8372824788093567,0.8372824788093568,0.8242001365825861,0.8242001365825861,60000.0
1990-05-22,0.8372824788093567,0.8569062915851327,0.8372824788093568,0.850365419907367,160800.0
1990-05-23,0.8372824788093567,0.850365419907367,0.8372824788093568,0.8372824788093568,200400.0
1990-05-24,0.8372824788093567,0.8372824788093568,0.8307416071315912,0.8372824788093568,1267200.0
1990-05-25,0.8262659311294556,0.8262659311294556,0.8197080648852924,0.8197080648852924,111600.0
1990-05-29,0.8328236937522888,0.8328236937522888,0.8262658283240663,0.8262658283240663,372000.0
1990-05-30,0.83938068151474,0.83938068151474,0.83938068151474,0.83938068151474,180000.0
1990-05-31,0.83938068151474,0.8524964080383395,0.83938068151474,0.8459385447765397,306000.0
1990-06-01,0.83938068151474,0.83938068151474,0.83938068151474,0.83938068151474,196800.0
1990-06-04,0.8524972200393677,0.8524972200393677,0.845939350531217,0.845939350531217,30000.0
1990-06-05,0.8590539693832397,0.8656118349233928,0.8524967042152868,0.8524967042152868,14400.0
1990-06-06,0.8590539693832397,0.8590539693832397,0.8524967042152868,0.8524967042152868,187200.0
1990-06-07,0.8524972200393677,0.8590544891749551,0.8524972200393677,0.8590544891749551,87600.0
1990-06-08,0.8590539693832397,0.8656118349233928,0.8524967042152868,0.8524967042152868,318000.0
1990-06-11,0.8656119704246521,0.8656119704246522,0.8656119704246522,0.8656119704246522,6000.0
1990-06-12,0.8787267208099365,0.8787267208099365,0.8656115937558287,0.8656115937558287,40800.0
1990-06-13,0.8721697330474854,0.8852848642455677,0.8721697330474854,0.8852848642455677,54000.0
1990-06-14,0.8721697330474854,0.8721697330474854,0.8721697330474854,0.8721697330474854,13200.0
1990-06-15,0.8721697330474854,0.8721697330474854,0.8721697330474854,0.8721697330474854,6000.0
1990-06-18,0.8787267208099365,0.8787267208099365,0.872169457468899,0.872169457468899,70800.0
1990-06-19,0.8787267208099365,0.8787267208099365,0.872169457468899,0.872169457468899,21600.0
1990-06-20,0.8656119704246521,0.8721698369913612,0.8656119704246522,0.8721698369913612,27600.0
