Date,Close_LOW,High_LOW,Low_LOW,Open_LOW,Volume_LOW
1980-03-17,0.2698045372962951,0.276606484546197,0.2698045372962951,0.2698045372962951,217600.0
1980-03-18,0.2630026340484619,0.2720716903949606,0.2630026340484619,0.2698045646911537,272000.0
1980-03-19,0.2630026340484619,0.2652697597522688,0.260735508344655,0.2630026340484619,777600.0
1980-03-20,0.2630026340484619,0.267537456285199,0.2630026340484619,0.2630026340484619,2105600.0
1980-03-21,0.2584682404994964,0.2652695961175679,0.2584682404994964,0.2630024718122636,348800.0
1980-03-24,0.2448644191026687,0.2539334716620268,0.2448644191026687,0.2539334716620268,252800.0
1980-03-25,0.2493993490934372,0.2493993490934372,0.2471316525104862,0.2471316525104862,252800.0
1980-03-26,0.2493993490934372,0.2516664575493996,0.2471316525104862,0.2493993490934372,396800.0
1980-03-27,0.2471315860748291,0.249399282048162,0.2471315860748291,0.249399282048162,112000.0
1980-03-28,0.242597296833992,0.2493992420038854,0.2425972968339919,0.2471315463946603,1651200.0
1980-03-31,0.2493993490934372,0.2516664575493996,0.2425974010028562,0.2425974010028562,134400.0
1980-04-01,0.2584682404994964,0.2584682404994964,0.2539334210601165,0.2539334210601165,134400.0
1980-04-02,0.2675373554229736,0.2698044629742233,0.2630025348958747,0.2630025348958747,102400.0
1980-04-03,0.27207151055336,0.27207151055336,0.2698043863481416,0.2698043863481416,608000.0
1980-04-07,0.276606410741806,0.276606410741806,0.2720715901755015,0.2720715901755015,89600.0
1980-04-08,0.27207151055336,0.27207151055336,0.2698043863481416,0.27207151055336,156800.0
1980-04-09,0.2743387222290039,0.2811406505442976,0.2720715973009332,0.2720715973009332,755200.0
1980-04-10,0.2856754064559936,0.2856754064559936,0.2766063552689246,0.2766063552689246,195200.0
1980-04-11,0.2879425585269928,0.2902096832949741,0.2856754510568565,0.2856754510568565,464000.0
1980-04-14,0.2856754064559936,0.2879425135721794,0.2856754064559936,0.2879425135721794,124800.0
1980-04-15,0.2834079265594482,0.2856756235253747,0.2834079265594482,0.2856756235253747,73600.0
1980-04-16,0.28114053606987,0.2834076600748161,0.2788734120649238,0.2834076600748161,233600.0
1980-04-17,0.27207151055336,0.27207151055336,0.27207151055336,0.27207151055336,131200.0
1980-04-18,0.2675373554229736,0.2720715878233187,0.2675373554229736,0.2720715878233187,134400.0
1980-04-21,0.2539334893226623,0.2630025425127574,0.2539334893226623,0.2630025425127574,204800.0
1980-04-22,0.2562006413936615,0.2607354452349194,0.2562006413936615,0.2562006413936615,67200.0
1980-04-23,0.2584682404994964,0.2584682404994964,0.2562005453654209,0.2562005453654209,80000.0
1980-04-24,0.2584682404994964,0.2584682404994964,0.2562005453654209,0.2584682404994964,153600.0
1980-04-25,0.2607353031635284,0.2630024270832614,0.2607353031635284,0.2607353031635284,310400.0
1980-04-28,0.2698045372962951,0.2720716627699073,0.2675374291205334,0.2675374291205334,137600.0
1980-04-29,0.2698045372962951,0.2720716627699073,0.2698045372962951,0.2698045372962951,640000.0
1980-04-30,0.27207151055336,0.2743386347585783,0.2698043863481416,0.2698043863481416,422400.0
1980-05-01,0.276606410741806,0.2788735183126558,0.2743387150441972,0.2743387150441972,163200.0
1980-05-02,0.2992787659168243,0.2992787659168243,0.2811406588915622,0.2811406588915622,531200.0
1980-05-05,0.2947444915771484,0.2947444915771484,0.2924768132380005,0.2947444915771484,169600.0
1980-05-06,0.2902097105979919,0.292476835579265,0.2902097105979919,0.292476835579265,182400.0
1980-05-07,0.2970116436481476,0.299278768664344,0.2879425900522583,0.2902097150684548,499200.0
1980-05-08,0.2924768328666687,0.2970116363182514,0.2924768328666687,0.2970116363182514,80000.0
1980-05-09,0.2992787659168243,0.3015458909122075,0.2970116409214411,0.2970116409214411,710400.0
1980-05-12,0.2924768328666687,0.2992787612784979,0.2924768328666687,0.2992787612784979,473600.0
1980-05-13,0.2970116436481476,0.2970116436481476,0.2924768400846513,0.2924768400846513,67200.0
1980-05-14,0.2992787659168243,0.3015458909122075,0.2970116409214411,0.2970116409214411,92800.0
1980-05-15,0.3015458583831787,0.303813536665036,0.2992787336323598,0.2992787336323598,160000.0
1980-05-16,0.2992787659168243,0.3015458909122075,0.2992787659168243,0.3015458909122075,329600.0
1980-05-19,0.2970116436481476,0.299278768664344,0.294744518631951,0.299278768664344,67200.0
1980-05-20,0.2970116436481476,0.2970116436481476,0.2970116436481476,0.2970116436481476,35200.0
1980-05-21,0.3060806393623352,0.3060806393623352,0.2970115874814586,0.2970115874814586,115200.0
1980-05-22,0.2992787659168243,0.3038135694386889,0.2992787659168243,0.3038135694386889,131200.0
1980-05-23,0.3038135766983032,0.3060807017478593,0.2970116480185236,0.2992787730680796,480000.0
1980-05-27,0.3174169361591339,0.3174169361591339,0.3060807553933955,0.3060807553933955,1168000.0
1980-05-28,0.3106148540973663,0.3174167806365991,0.3106148540973663,0.3174167806365991,1209600.0
1980-05-29,0.3083477914333343,0.3106149162228763,0.3060806666437924,0.3106149162228763,592000.0
1980-05-30,0.3060806393623352,0.3060806393623352,0.3038135147748657,0.3060806393623352,89600.0
1980-06-02,0.3038135766983032,0.3060807017478593,0.3015458981176357,0.3060807017478593,400000.0
1980-06-03,0.3015458583831787,0.3060806614158549,0.3015458583831787,0.303813536665036,569600.0
1980-06-04,0.3015458583831787,0.303813536665036,0.3015458583831787,0.3015458583831787,313600.0
1980-06-05,0.3060806393623352,0.3060806393623352,0.3015458366563976,0.3015458366563976,2284800.0
1980-06-06,0.3083477914333343,0.3083477914333343,0.3060806666437924,0.3060806666437924,297600.0
1980-06-09,0.3038135766983032,0.3083478267974154,0.3038135766983032,0.3083478267974154,179200.0
1980-06-10,0.3083477914333343,0.3083477914333343,0.3060806666437924,0.3060806666437924,163200.0
1980-06-11,0.3106148540973663,0.3106148540973663,0.3060806054251692,0.3083477297612678,54400.0
1980-06-12,0.3015458583831787,0.3083477861666738,0.3015458583831787,0.3083477861666738,137600.0
1980-06-13,0.3038135766983032,0.3060807017478593,0.3015458981176357,0.3015458981176357,57600.0
1980-06-16,0.3038135766983032,0.3060807017478593,0.3038135766983032,0.3038135766983032,76800.0
1980-06-17,0.3060806393623352,0.3060806393623352,0.3015458366563976,0.3038135147748657,44800.0
1980-06-18,0.3174169361591339,0.3174169361591339,0.3015459509683751,0.3060807553933955,1094400.0
