Date,Close_PGR,High_PGR,Low_PGR,Open_PGR,Volume_PGR
1980-03-17,0.0283340271562337,0.0289372149542387,0.0283340271562337,0.0283340271562337,1599244.0
1980-03-18,0.0281837284564971,0.0287864227095109,0.0281837284564971,0.0283340304273945,861131.0
1980-03-19,0.0283340271562337,0.0289372149542387,0.0283340271562337,0.0283340271562337,246038.0
1980-03-20,0.0280329305678606,0.0286356248109574,0.0280329305678606,0.0283340299611756,656100.0
1980-03-21,0.0269778352230787,0.0275805273859847,0.0269778352230787,0.0275805273859847,2091319.0
1980-03-24,0.0256211590021848,0.0262243466865342,0.0256211590021848,0.0262243466865342,3280500.0
1980-03-25,0.0257719550281763,0.0263751426807991,0.0257719550281763,0.0257719550281763,328050.0
1980-03-26,0.0251692682504653,0.0257719624624913,0.0251692682504653,0.0257719624624913,1886288.0
1980-03-27,0.0230590961873531,0.0236622839883864,0.0230590961873531,0.0236622839883864,2296350.0
1980-03-28,0.0238125827163457,0.0244157703889987,0.0238125827163457,0.0238125827163457,1927294.0
1980-03-31,0.024867670610547,0.0254708583691142,0.024867670610547,0.024867670610547,2337356.0
1980-04-01,0.0251692682504653,0.0257719624624913,0.0251692682504653,0.0251692682504653,615094.0
1980-04-02,0.0265254508703947,0.0274297398696287,0.0265254508703947,0.0265254508703947,1845281.0
1980-04-03,0.0265254508703947,0.0274297398696287,0.0265254508703947,0.0265254508703947,123019.0
1980-04-07,0.0265254508703947,0.0274297398696287,0.0265254508703947,0.0265254508703947,984150.0
1980-04-08,0.0268270317465066,0.027731318433923,0.0268270317465066,0.0268270317465066,779119.0
1980-04-09,0.0289372038096189,0.0298414924647071,0.0289372038096189,0.0289372038096189,4920750.0
1980-04-10,0.0292382985353469,0.0301425851517742,0.0292382985353469,0.0292382985353469,2870438.0
1980-04-11,0.0295399073511362,0.0304441962998039,0.0295399073511362,0.0295399073511362,410063.0
1980-04-14,0.0295399073511362,0.0304441962998039,0.0295399073511362,0.0295399073511362,451069.0
1980-04-15,0.0292382985353469,0.0301425851517742,0.0292382985353469,0.0295398913316328,451069.0
1980-04-16,0.0289372038096189,0.0298414924647071,0.0289372038096189,0.0292383048990085,246038.0
1980-04-17,0.0289372038096189,0.0298414924647071,0.0289372038096189,0.0289372038096189,205031.0
1980-04-18,0.0289372038096189,0.0298414924647071,0.0289372038096189,0.0289372038096189,410063.0
1980-04-21,0.0289372038096189,0.0289372038096189,0.0289372038096189,0.0289372038096189,0.0
1980-04-22,0.0322527661919593,0.033157053177618,0.0322527661919593,0.0322527661919593,5330813.0
1980-04-23,0.0316500663757324,0.0325543531444815,0.0316500663757324,0.0322527584555494,1353206.0
1980-04-24,0.0319511778652668,0.0328554687167289,0.0319511778652668,0.0319511778652668,1230188.0
1980-04-25,0.0319511778652668,0.0328554687167289,0.0319511778652668,0.0319511778652668,738113.0
1980-04-28,0.0319511778652668,0.0328554687167289,0.0319511778652668,0.0319511778652668,164025.0
1980-04-29,0.0331570468842983,0.0340613373820097,0.0331570468842983,0.0331570468842983,1845281.0
1980-04-30,0.0334586501121521,0.0343629408402378,0.0334586501121521,0.0334586501121521,2378363.0
1980-05-01,0.0325543507933616,0.0334586374968019,0.0325543507933616,0.0334586374968019,2050313.0
1980-05-02,0.0325543507933616,0.0334586374968019,0.0325543507933616,0.0325543507933616,574088.0
1980-05-05,0.0325543507933616,0.0334586374968019,0.0325543507933616,0.0325543507933616,41006.0
1980-05-06,0.0331570468842983,0.0340613373820097,0.0331570468842983,0.0331570468842983,738113.0
1980-05-07,0.0337597541511058,0.0346640412724465,0.0337597541511058,0.0337597541511058,1066163.0
1980-05-08,0.0343629345297813,0.0352672214081122,0.0343629345297813,0.0343629345297813,738113.0
1980-05-09,0.0343629345297813,0.0352672214081122,0.0343629345297813,0.0343629345297813,410063.0
1980-05-12,0.0340613424777984,0.0349656294271074,0.0340613424777984,0.0343629372269502,369056.0
1980-05-13,0.0340613424777984,0.0340613424777984,0.0340613424777984,0.0340613424777984,0.0
1980-05-14,0.0343629345297813,0.0352672214081122,0.0343629345297813,0.0343629345297813,410063.0
1980-05-15,0.0358699187636375,0.0367742057731287,0.0358699187636375,0.0358699187636375,1230188.0
1980-05-16,0.0355683080852031,0.0364725983739081,0.0355683080852031,0.0358699027195276,1394213.0
1980-05-19,0.0352672152221202,0.0361715019418361,0.0352672152221202,0.0355683125966788,41006.0
1980-05-20,0.0352672152221202,0.0361715019418361,0.0352672152221202,0.0352672152221202,2214338.0
1980-05-21,0.0352672152221202,0.0361715019418361,0.0352672152221202,0.0352672152221202,492075.0
1980-05-22,0.0355683080852031,0.0364725983739081,0.0355683080852031,0.0355683080852031,1066163.0
1980-05-23,0.0358699187636375,0.0367742057731287,0.0358699187636375,0.0358699187636375,984150.0
1980-05-27,0.036774206906557,0.0376784976276099,0.036774206906557,0.036774206906557,943144.0
1980-05-28,0.036774206906557,0.0376784976276099,0.036774206906557,0.036774206906557,1353206.0
1980-05-29,0.0376784913241863,0.0385827782102661,0.0376784913241863,0.0376784913241863,1230188.0
1980-05-30,0.0376784913241863,0.0385827782102661,0.0376784913241863,0.0376784913241863,984150.0
1980-06-02,0.0376784913241863,0.0385827782102661,0.0376784913241863,0.0376784913241863,123019.0
1980-06-03,0.0376784913241863,0.0385827782102661,0.0376784913241863,0.0376784913241863,984150.0
1980-06-04,0.0376784913241863,0.0385827782102661,0.0376784913241863,0.0376784913241863,246038.0
1980-06-05,0.0376784913241863,0.0376784913241863,0.0376784913241863,0.0376784913241863,0.0
1980-06-06,0.0376784913241863,0.0385827782102661,0.0376784913241863,0.0376784913241863,205031.0
1980-06-09,0.0376784913241863,0.0385827782102661,0.0376784913241863,0.0376784913241863,205031.0
1980-06-10,0.0376784913241863,0.0385827782102661,0.0376784913241863,0.0376784913241863,1148175.0
1980-06-11,0.0379800871014595,0.0388843777839174,0.0379800871014595,0.0379800871014595,902138.0
1980-06-12,0.0379800871014595,0.0388843777839174,0.0379800871014595,0.0379800871014595,1517231.0
1980-06-13,0.0406929515302181,0.0415972385234029,0.0406929515302181,0.0406929515302181,2091319.0
1980-06-16,0.0406929515302181,0.0415972385234029,0.0406929515302181,0.0406929515302181,1517231.0
1980-06-17,0.0397886484861373,0.0406929351145294,0.0397886484861373,0.0406929351145294,1722263.0
1980-06-18,0.0397886484861373,0.0406929351145294,0.0397886484861373,0.0397886484861373,615094.0
1980-06-19,0.0394870638847351,0.040391350743068,0.0394870638847351,0.0397886586035448,492075.0
1980-06-20,0.0391854904592037,0.0400897778089236,0.0391854904592037,0.0394870853418992,1025156.0
1980-06-23,0.0391854904592037,0.0400897778089236,0.0391854904592037,0.0391854904592037,574088.0
1980-06-24,0.0379800871014595,0.0388843777839174,0.0379800871014595,0.0388843777839174,2747419.0
1980-06-25,0.0379800871014595,0.0388843777839174,0.0379800871014595,0.0379800871014595,410063.0
1980-06-26,0.0382811985909938,0.039185485833977,0.0382811985909938,0.0382811985909938,2952450.0
1980-06-27,0.0385827906429767,0.0394870778204492,0.0385827906429767,0.0385827906429767,984150.0
1980-06-30,0.0385827906429767,0.0394870778204492,0.0385827906429767,0.0385827906429767,41006.0
1980-07-01,0.0385827906429767,0.0394870778204492,0.0385827906429767,0.0385827906429767,492075.0
1980-07-02,0.0385827906429767,0.0394870778204492,0.0385827906429767,0.0385827906429767,820125.0
1980-07-03,0.0385827906429767,0.0385827906429767,0.0385827906429767,0.0385827906429767,0.0
