Date,Close_PRU,High_PRU,Low_PRU,Open_PRU,Volume_PRU
2023-10-16,87.03833770751953,87.58403818327409,85.88328650342793,86.03789840008581,1342300.0
2023-10-17,88.15701293945312,88.78456430604543,86.60178327947489,86.74729831384914,1119700.0
2023-10-18,86.22889709472656,87.49308987416055,85.83781542591007,87.3111943281916,1313800.0
2023-10-19,84.84646606445312,86.73821012105768,84.59180954507745,85.98333048228714,1259800.0
2023-10-20,82.29988861083984,84.86465451033776,81.91790382426714,84.60090112755093,1757000.0
2023-10-23,81.24488067626953,82.2998872511166,80.98112729784032,81.94518610674933,1555900.0
2023-10-24,81.79058074951172,82.39993846276853,81.41768585882392,81.85424488464497,1064600.0
2023-10-25,81.2266845703125,82.21803392482316,81.09935631397089,81.67234040637771,1127800.0
2023-10-26,82.13618469238281,83.09115365393981,81.27217044249431,81.27217044249431,1412200.0
2023-10-27,80.59004974365234,82.37265241408628,79.98978196807383,82.3180851395319,1469800.0
2023-10-30,82.47269439697266,82.83649240635853,81.026599217853,81.31764317645762,1905700.0
2023-10-31,83.16390228271484,83.24575318440236,82.24531395462914,82.76372381525785,1763100.0
2023-11-01,83.05476379394531,83.45494227578807,81.80875793657916,83.41856178299604,2238600.0
2023-11-02,83.37309265136719,86.17432842267861,82.41813064219524,84.98289665648163,2395900.0
2023-11-03,85.6286392211914,86.18342967623079,84.22802126411418,84.51905831111266,2006800.0
2023-11-06,83.50041961669922,85.7468649262184,82.97291977461538,85.7468649262184,2466200.0
2023-11-07,82.4999771118164,83.21847626413837,81.76329118171975,83.02748387258997,1712700.0
2023-11-08,82.48178100585938,82.79100476514648,82.12707989897403,82.6091092524916,1477700.0
2023-11-09,82.6636962890625,83.30943453395729,82.36356237641725,82.82740506515348,1247500.0
2023-11-10,83.70050048828125,83.83692559918644,82.67277760535164,83.145710125771,1156000.0
2023-11-13,83.2184829711914,83.87331804577414,82.82740129825285,82.99111006689853,1658200.0
2023-11-14,85.74687194824219,86.29256555235474,84.1916420540296,84.1916420540296,1737800.0
2023-11-15,86.04698944091797,86.71091433526573,85.62862419296215,85.97422845722062,1449000.0
2023-11-16,86.06517791748047,86.59268465140234,85.5922453918443,85.96513329763772,1192700.0
2023-11-17,87.08381652832031,87.20204793266325,86.48354877041794,86.67454810347408,1776000.0
2023-11-20,86.88108825683594,87.22205390911938,85.9964280291688,86.58620151428022,1158200.0
2023-11-21,86.82579040527344,87.3141958640941,86.25444432346511,86.65069900280798,920600.0
2023-11-22,87.65516662597656,87.7841791309474,86.61384236787086,86.97323535038306,1032400.0
2023-11-24,88.22650909423828,88.7609935099893,87.68281452110342,87.72888639998607,657600.0
2023-11-27,88.30022430419922,88.4292368020888,87.47085322444204,87.83024618722784,1063000.0
2023-11-28,88.36473083496094,88.70569645513015,87.63672771988863,88.2357183366599,1327500.0
2023-11-29,89.01901245117188,89.57192417458954,88.67805385423556,88.69648119839941,1263700.0
2023-11-30,90.10641479492188,90.29993355998911,88.88078891884145,89.20332722460803,2638500.0
2023-12-01,90.06954956054688,90.42894254317702,89.34154640759876,89.77466283042332,1774100.0
2023-12-04,90.6408920288086,90.80676624724444,89.2678264060449,89.4152662498468,1759300.0
