Date,Close_JBL,High_JBL,Low_JBL,Open_JBL,Volume_JBL
1993-05-03,0.7396635413169861,0.7517891731418547,0.7154122776672488,0.7275379094921175,859200.0
1993-05-04,0.727537989616394,0.7396636227766673,0.7032867232958476,0.7396636227766673,1188000.0
1993-05-05,0.727537989616394,0.7517892559369406,0.7032867232958476,0.7032867232958476,1298400.0
1993-05-06,0.7881659269332886,0.7881659269332886,0.7154121490625235,0.7154121490625235,1876800.0
1993-05-07,0.824542760848999,0.824542760848999,0.7760402455049402,0.7881658743409549,1213600.0
1993-05-10,0.8487942814826965,0.851825504608379,0.8124173837048666,0.8245430162974766,940000.0
1993-05-11,0.8366683721542358,0.8487940007361813,0.8002914864083994,0.8487940007361813,768800.0
1993-05-12,0.7760401964187622,0.8396995587588378,0.7760401964187622,0.836668336763978,532800.0
1993-05-13,0.8124170303344727,0.8245426576528976,0.7730089265719811,0.8245426576528976,255200.0
1993-05-14,0.8124170303344727,0.8124170303344727,0.7760401483791978,0.7760401483791978,207200.0
1993-05-17,0.8002917766571045,0.8245430426164108,0.7760405106977983,0.8124174096367577,460800.0
1993-05-18,0.8002917766571045,0.8245430426164108,0.7881661436774514,0.8245430426164108,278400.0
1993-05-19,0.8002917766571045,0.8245430426164108,0.7881661436774514,0.7881661436774514,164800.0
1993-05-20,0.824542760848999,0.824542760848999,0.8002915031769696,0.8002915031769696,515200.0
1993-05-21,0.8730452656745911,0.8730452656745911,0.8002914935350418,0.8245427509148915,838400.0
1993-05-24,0.8609197735786438,0.8609197735786438,0.8245428817372926,0.8366685123510763,405600.0
1993-05-25,0.8487942814826965,0.8609199140753064,0.8002917511122567,0.8609199140753064,303200.0
1993-05-26,0.824542760848999,0.8609196473570431,0.8002915031769696,0.8487940185210283,1228000.0
1993-05-27,0.7881659269332886,0.8487940751589261,0.7881659269332886,0.8366684455137986,1132800.0
1993-05-28,0.7517891526222229,0.8002916785978502,0.7517891526222229,0.7760404156100366,1062400.0
1993-06-01,0.727537989616394,0.776040522257487,0.727537989616394,0.776040522257487,1884000.0
1993-06-02,0.6669099926948547,0.7275381738489325,0.606281811540777,0.7275381738489325,2239200.0
1993-06-03,0.6790354251861572,0.6790354251861572,0.6305328948157174,0.6669097925935472,525600.0
1993-06-04,0.7760401964187622,0.7760401964187622,0.6547839157283306,0.6547839157283306,482400.0
1993-06-07,0.7760401964187622,0.8002914525568485,0.7275376841425896,0.8002914525568485,964000.0
1993-06-08,0.8002917766571045,0.8002917766571045,0.739663611758839,0.8002917766571045,470400.0
1993-06-09,0.824542760848999,0.824542760848999,0.7760402455049402,0.8002915031769696,627200.0
1993-06-10,0.824542760848999,0.8487940185210283,0.7760402455049402,0.824542760848999,232800.0
1993-06-11,0.7760401964187622,0.8487939648330212,0.7760401964187622,0.8245427086949348,234400.0
1993-06-14,0.7821033000946045,0.8245426239285141,0.7760401166386015,0.8245426239285141,244800.0
1993-06-15,0.8002917766571045,0.8002917766571045,0.7275379787791859,0.7760405106977983,512000.0
1993-06-16,0.7760401964187622,0.8002914525568485,0.7517889402806759,0.8002914525568485,188000.0
1993-06-17,0.7760401964187622,0.8002914525568485,0.7517889402806759,0.8002914525568485,247200.0
1993-06-18,0.7760401964187622,0.8002914525568485,0.7517889402806759,0.8002914525568485,104000.0
1993-06-21,0.7760401964187622,0.8002914525568485,0.7517889402806759,0.8002914525568485,76000.0
1993-06-22,0.7760401964187622,0.8124170806258917,0.7275376841425896,0.7760401964187622,698400.0
1993-06-23,0.8002917766571045,0.86091994155537,0.7517892447384922,0.7881661436774514,1614400.0
1993-06-24,0.8730452656745911,0.9457990378141404,0.8002914935350418,0.8609196369846661,1463200.0
1993-06-25,0.8730452656745911,0.9215477804342904,0.8487940082947413,0.8730452656745911,889600.0
1993-06-28,0.9215479493141174,0.9215479493141174,0.8730454256660061,0.8730454256660061,940000.0
1993-06-29,0.9215479493141174,0.9215479493141174,0.8730454256660061,0.9215479493141174,884800.0
