Date,Close_BMY,High_BMY,Low_BMY,Open_BMY,Volume_BMY
1972-08-17,0.323165685,0.325524458,0.321396445,0.325524458,658978.0
1972-08-18,0.323755622,0.325524674,0.320806937,0.3231659,632081.0
1972-08-21,0.321986645,0.324935181,0.321986645,0.32375585,201728.0
1972-08-22,0.327293843,0.329652655,0.320806903,0.321986384,527855.0
1972-08-23,0.32080695,0.329652704,0.32080695,0.327293892,413542.0
1972-08-24,0.317268729,0.319627504,0.313730435,0.319627504,743031.0
1972-08-25,0.316678882,0.316678882,0.313730348,0.316678882,342937.0
1972-08-28,0.315499157,0.315499157,0.312550626,0.315499157,689237.0
1972-08-29,0.317268729,0.317268729,0.313730435,0.315499507,544665.0
1972-08-30,0.315499157,0.316678618,0.314909416,0.316678618,252160.0
1972-08-31,0.323755622,0.323755622,0.315499459,0.315499459,268971.0
1972-09-01,0.323165685,0.325524458,0.323165685,0.323755406,353024.0
1972-09-05,0.32080695,0.324934966,0.32080695,0.323165914,188279.0
1972-09-06,0.317268729,0.320806986,0.316678969,0.320806986,625357.0
1972-09-07,0.317268729,0.319627504,0.316089229,0.317268729,258884.0
1972-09-08,0.317268729,0.317268729,0.316089229,0.317268729,480785.0
1972-09-11,0.314909637,0.317858321,0.314909637,0.3172686,215176.0
1972-09-12,0.312550783,0.316678778,0.311371302,0.314909575,941397.0
1972-09-13,0.31019181,0.311371291,0.309012499,0.311371291,958208.0
1972-09-14,0.31314069,0.31314069,0.311371468,0.311371468,497596.0
1972-09-15,0.311961174,0.313140656,0.30901264,0.313140656,457250.0
1972-09-18,0.31314069,0.31314069,0.310781727,0.311961209,215176.0
1972-09-19,0.313730448,0.314909779,0.30901271,0.313140726,1677704.0
1972-09-20,0.313730448,0.314909779,0.312550986,0.313730448,248798.0
1972-09-21,0.311371177,0.313140398,0.311371177,0.313140398,211814.0
1972-09-22,0.311371177,0.313140398,0.309601975,0.311371177,285781.0
1972-09-25,0.304884404,0.313140584,0.304884404,0.311371362,316040.0
1972-09-26,0.303115368,0.307243383,0.303115368,0.30488442,282419.0
1972-09-27,0.31019181,0.311371291,0.303115283,0.303115283,1385198.0
1972-09-28,0.308422893,0.310781686,0.307833153,0.310191945,137847.0
1972-09-29,0.30606392,0.309012605,0.304294868,0.308422864,524493.0
1972-10-02,0.301935732,0.304884264,0.301935732,0.304884264,524493.0
1972-10-03,0.298987389,0.301935922,0.293679911,0.301935922,1301145.0
1972-10-04,0.298987389,0.303115404,0.296628444,0.298987389,585011.0
1972-10-05,0.293679982,0.297807999,0.29250052,0.297807999,793463.0
1972-10-06,0.297218263,0.300166798,0.289551991,0.293679988,1677704.0
1972-10-09,0.301935732,0.301935732,0.297807739,0.297807739,127761.0
1972-10-10,0.300756335,0.301346057,0.298397543,0.301346057,285781.0
1972-10-11,0.300166845,0.304884584,0.299577104,0.300756586,568200.0
1972-10-12,0.298397481,0.300756273,0.297807741,0.300166532,605184.0
1972-10-13,0.301346123,0.303705086,0.297807868,0.298397609,225263.0
1972-10-16,0.298987389,0.299576978,0.297807926,0.299576978,504320.0
1972-10-17,0.312550783,0.312550783,0.297218077,0.29898728,1711325.0
1972-10-18,0.314319968,0.31549945,0.311961175,0.312550916,1243989.0
1972-10-19,0.31019181,0.316089026,0.309012499,0.314319824,699323.0
1972-10-20,0.307833165,0.31196118,0.306653702,0.310191958,833809.0
1972-10-23,0.314909637,0.315499378,0.311961104,0.311961104,790101.0
1972-10-24,0.318448186,0.318448186,0.309602299,0.314909778,780015.0
1972-10-25,0.321986645,0.323166128,0.318448349,0.318448349,500958.0
1972-10-26,0.32493481,0.329652546,0.324345051,0.324345051,1082607.0
1972-10-27,0.323165685,0.327883419,0.321396445,0.324934736,719496.0
1972-10-30,0.324345201,0.324934961,0.321396667,0.323165909,255522.0
1972-10-31,0.321028382,0.325766797,0.321028382,0.325766797,353024.0
1972-11-01,0.326951444,0.326951444,0.322213029,0.322213029,689237.0
1972-11-02,0.323397785,0.328136202,0.321620789,0.32695155,847257.0
1972-11-03,0.321028382,0.324582335,0.321028382,0.323397684,975018.0
1972-11-06,0.322212905,0.322805211,0.320435947,0.321028254,1133039.0
1972-11-08,0.321620464,0.328135871,0.320435852,0.322212809,1233902.0
1972-11-09,0.318659097,0.321620515,0.317474427,0.321620515,504320.0
1972-11-10,0.314512968,0.320435879,0.314512968,0.318659074,548028.0
1972-11-13,0.312143654,0.316289759,0.310959022,0.314512955,474061.0
1972-11-14,0.306813091,0.312143831,0.306813091,0.312143831,924586.0
1972-11-15,0.306220829,0.310959264,0.305628675,0.306813155,695961.0
1972-11-16,0.302074581,0.306812995,0.300889931,0.306220669,3624378.0
1972-11-17,0.304443836,0.305036162,0.303259186,0.303259186,1153211.0
1972-11-20,0.305036217,0.305036217,0.302666915,0.304443892,1096055.0
1972-11-21,0.302074581,0.304443864,0.302074581,0.304443864,739669.0
1972-11-22,0.304443836,0.304443836,0.302074554,0.302074554,1539856.0
1972-11-24,0.307405233,0.30918219,0.305628429,0.305628429,709410.0
1972-11-27,0.306813091,0.309182374,0.303851634,0.307405417,618632.0
1972-11-28,0.303258985,0.307405089,0.303258985,0.306812764,692599.0
1972-11-29,0.304443836,0.305628487,0.303259186,0.303259186,1065796.0
1972-11-30,0.306813091,0.307405417,0.305036285,0.305036285,1173384.0
1972-12-01,0.309774727,0.309774727,0.306220792,0.306813117,853982.0
1972-12-04,0.312736005,0.314512981,0.310366874,0.310366874,1170022.0
1972-12-05,0.314512968,0.316289773,0.314512968,0.314512968,763204.0
1972-12-06,0.316882074,0.316882074,0.31510525,0.31510525,790101.0
1972-12-07,0.321028382,0.321028382,0.315105467,0.316882292,1744947.0
1972-12-08,0.325174749,0.326951555,0.322805446,0.322805446,665702.0
1972-12-11,0.325174749,0.326359249,0.323990097,0.325174749,585011.0
1972-12-12,0.325766772,0.330505187,0.325174617,0.325174617,571562.0
1972-12-13,0.325174749,0.326951555,0.324582442,0.325766904,433715.0
1972-12-14,0.319843978,0.325174739,0.319843978,0.325174739,484147.0
1972-12-15,0.319251448,0.32162056,0.319251448,0.319843754,295868.0
1972-12-18,0.318066806,0.320435955,0.312736067,0.319251456,662340.0
1972-12-19,0.318659097,0.321028208,0.318066753,0.318066753,406818.0
1972-12-20,0.317474514,0.319251491,0.317474514,0.318659184,944759.0
1972-12-21,0.312736005,0.319251393,0.312736005,0.317474417,373197.0
1972-12-22,0.317474514,0.317474514,0.310959143,0.3127361,514406.0
1972-12-26,0.317474514,0.319251491,0.316289882,0.317474514,379921.0
1972-12-27,0.317474514,0.319251491,0.316289882,0.317474514,615270.0
1972-12-29,0.326951444,0.328728402,0.318659265,0.318659265,874154.0
1973-01-02,0.324582249,0.326951361,0.323397598,0.326951361,658978.0
1973-01-03,0.326951444,0.326951444,0.32339768,0.324582332,706048.0
1973-01-04,0.334059119,0.336428232,0.327543709,0.327543709,2985573.0
1973-01-05,0.335835785,0.339981891,0.334651286,0.334651286,1496149.0
1973-01-08,0.333466738,0.334651351,0.331689743,0.334651351,1835724.0
1973-01-09,0.33820501,0.33820501,0.332874254,0.333466598,1180108.0
1973-01-10,0.335835785,0.338797392,0.335243478,0.338205086,1428906.0
1973-01-11,0.336427987,0.339389631,0.33346657,0.33583568,1391923.0
1973-01-12,0.326951444,0.338797577,0.326359138,0.336428274,1600375.0
1973-01-15,0.321028382,0.330505212,0.321028382,0.326951448,1385198.0
1973-01-16,0.326951444,0.327543751,0.321028378,0.321028378,595097.0
1973-01-17,0.32932058,0.32932058,0.326951278,0.326951278,497596.0
1973-01-18,0.331097513,0.332282165,0.329320708,0.329320708,1543219.0
1973-01-19,0.325766772,0.331097531,0.325174617,0.331097531,1186833.0
1973-01-22,0.325174749,0.328136207,0.325174749,0.325766904,995191.0
1973-01-23,0.328136235,0.329320887,0.323990125,0.325174777,870792.0
1973-01-24,0.322212905,0.32932062,0.322212905,0.328135969,934673.0
1973-01-26,0.325766772,0.326359117,0.321620664,0.322213008,793463.0
1973-01-29,0.326004803,0.329574141,0.326004803,0.327194455,554752.0
1973-01-30,0.32540974,0.334333197,0.324814838,0.326004681,1230540.0
1973-01-31,0.327194482,0.328384325,0.324220046,0.325409889,285781.0
1973-02-01,0.323625088,0.329574111,0.323625088,0.327194426,796825.0
1973-02-02,0.323625088,0.326004773,0.322435245,0.323625088,773290.0
1973-02-05,0.323625088,0.324814931,0.321840343,0.323625088,675789.0
1973-02-06,0.329574347,0.33076419,0.323625319,0.323625319,1462527.0
1973-02-07,0.320650667,0.331358872,0.317676079,0.329574126,1792016.0
1973-02-08,0.318270862,0.32243512,0.313511664,0.320650528,605184.0
1973-02-09,0.318865985,0.326004872,0.318865985,0.318865985,1193557.0
1973-02-12,0.330763876,0.330763876,0.320055675,0.320055675,729583.0
1973-02-13,0.329574347,0.334333531,0.324815162,0.33076419,1539856.0
1973-02-14,0.328384399,0.329574243,0.325409963,0.329574243,524493.0
1973-02-15,0.323625088,0.328979171,0.323625088,0.328384268,853982.0
1973-02-16,0.32124576,0.323625294,0.320055954,0.323625294,621994.0
1973-02-20,0.323625088,0.325409833,0.321840343,0.321840343,480785.0
1973-02-21,0.318865985,0.324220088,0.318865985,0.323625186,749755.0
1973-02-22,0.314106673,0.316486339,0.309942414,0.316486339,702686.0
1973-02-23,0.309347481,0.315296503,0.308752559,0.314106661,433715.0
1973-02-26,0.310537308,0.31113223,0.308752563,0.309347485,312678.0
1973-02-27,0.30339849,0.312321949,0.302803569,0.310537337,477423.0
1973-02-28,0.301018745,0.30458808,0.300423824,0.303398257,991829.0
1973-03-01,0.297449559,0.306373173,0.297449559,0.301019069,894327.0
1973-03-02,0.299829334,0.301019178,0.292690463,0.297449666,1291059.0
1973-03-05,0.299829334,0.303398693,0.299829334,0.299829334,1018726.0
1973-03-06,0.308157772,0.309347615,0.301613978,0.301613978,521130.0
1973-03-07,0.309942424,0.312321938,0.30815766,0.30815766,507682.0
1973-03-08,0.306968212,0.308157884,0.304588525,0.308157884,658978.0
1973-03-09,0.30339849,0.305778156,0.299829133,0.305778156,463974.0
1973-03-12,0.299829334,0.305183439,0.299829334,0.303398693,2010555.0
1973-03-13,0.30042392,0.301018841,0.295664723,0.299828999,463974.0
1973-03-14,0.306373149,0.306373149,0.301019046,0.301019046,1065796.0
1973-03-15,0.306373149,0.308157742,0.305778228,0.306373149,386645.0
1973-03-16,0.309347481,0.310537304,0.306373046,0.306373046,366472.0
1973-03-19,0.306373149,0.310537409,0.304588385,0.309347585,420267.0
1973-03-20,0.304588079,0.306372842,0.303398257,0.306372842,598460.0
1973-03-21,0.302208513,0.306372942,0.302208513,0.304588179,443801.0
1973-03-22,0.30042392,0.302208512,0.30042392,0.302208512,813636.0
1973-03-23,0.30042392,0.301613743,0.298044236,0.30042392,2276163.0
1973-03-26,0.304588079,0.304588079,0.301018745,0.301018745,682513.0
1973-03-27,0.305183351,0.307562866,0.303398605,0.304588429,406818.0
1973-03-28,0.305778116,0.307562708,0.305183195,0.305183195,295868.0
1973-03-29,0.308157772,0.311132361,0.304588414,0.305778257,258884.0
1973-03-30,0.306373149,0.308752664,0.305183306,0.308157742,342937.0
1973-04-02,0.304588079,0.306372842,0.302803336,0.306372842,336213.0
1973-04-03,0.305778116,0.305778116,0.299234172,0.304588273,958208.0
1973-04-04,0.306373149,0.308752664,0.305183306,0.305778228,316040.0
1973-04-05,0.301018745,0.305183001,0.301018745,0.305183001,776653.0
1973-04-06,0.299829334,0.30220885,0.299829334,0.301019178,1075882.0
1973-04-09,0.303993374,0.305183217,0.299829115,0.299829115,897689.0
1973-04-10,0.309347481,0.311132225,0.304588281,0.304588281,1119590.0
1973-04-11,0.306968212,0.30994265,0.306968212,0.309347728,642167.0
1973-04-12,0.305778116,0.30815763,0.305778116,0.306967959,430353.0
1973-04-13,0.307562888,0.307562888,0.305183373,0.305778294,322765.0
1973-04-16,0.306968212,0.308157884,0.30637329,0.307562962,504320.0
1973-04-17,0.304588079,0.308157433,0.303993159,0.306967763,726221.0
1973-04-18,0.304588079,0.304588079,0.302208415,0.304588079,837171.0
1973-04-19,0.308157772,0.308157772,0.305183336,0.305183336,527855.0
1973-04-23,0.306968212,0.309347728,0.305183447,0.308157884,726221.0
1973-04-24,0.309347481,0.310537304,0.306967967,0.306967967,658978.0
1973-04-25,0.308157772,0.309942537,0.308157772,0.309347615,356386.0
1973-04-26,0.311132401,0.315296681,0.30756289,0.308157812,440439.0
1973-04-27,0.308752507,0.311727094,0.307562664,0.311132173,500958.0
1973-04-30,0.306743711,0.309733356,0.306743711,0.309733356,477423.0
1973-05-01,0.308537513,0.309733267,0.304949753,0.306743623,652254.0
1973-05-02,0.309733212,0.309733212,0.307341532,0.308537458,457250.0
1973-05-03,0.312124997,0.313320923,0.310331128,0.310331128,588373.0
1973-05-04,0.315114558,0.318702162,0.313320842,0.313320842,763204.0
1973-05-07,0.312124997,0.31511464,0.312124997,0.31511464,894327.0
1973-05-08,0.312124997,0.313320923,0.312124997,0.312124997,437077.0
1973-05-09,0.315114558,0.316908446,0.312124916,0.312124916,628719.0
1973-05-10,0.315114558,0.316908446,0.315114558,0.315114558,339575.0
1973-05-11,0.313320994,0.315114711,0.313320994,0.315114711,426991.0
1973-05-14,0.307341427,0.313320864,0.307341427,0.313320864,672426.0
1973-05-15,0.305547565,0.305547565,0.300764053,0.305547565,1102779.0
1973-05-16,0.302557856,0.307341366,0.300763967,0.305547478,729583.0
1973-05-17,0.297774255,0.302557784,0.297774255,0.302557784,551390.0
1973-05-18,0.286413401,0.29777431,0.286413401,0.29777431,699323.0
1973-05-21,0.281630099,0.286413613,0.278042492,0.286413613,558114.0
1973-05-22,0.276846379,0.282825815,0.276846379,0.281629909,511044.0
1973-05-23,0.282825857,0.286413462,0.27684642,0.27684642,548028.0
1973-05-24,0.295980632,0.295980632,0.284619697,0.284619697,453888.0
1973-05-25,0.291196913,0.298970083,0.291196913,0.295980442,699323.0
1973-05-29,0.28940326,0.29119713,0.28940326,0.29119713,342937.0
1973-05-30,0.287609369,0.287609369,0.284619554,0.287609369,376559.0
1973-05-31,0.286413401,0.286413401,0.286413401,0.286413401,158020.0
1973-06-01,0.2846196,0.286413488,0.2846196,0.286413488,137847.0
1973-06-04,0.282825857,0.284619573,0.282825857,0.284619573,208452.0
1973-06-05,0.2846196,0.2846196,0.281629977,0.282825883,564838.0
1973-06-06,0.2846196,0.286413488,0.282825883,0.2846196,342937.0
1973-06-07,0.286413401,0.286413401,0.282825797,0.284619513,480785.0
1973-06-08,0.286413401,0.287609327,0.286413401,0.286413401,416904.0
1973-06-11,0.287609369,0.291196954,0.286413443,0.286413443,188279.0
1973-06-12,0.295980632,0.295980632,0.287609513,0.287609513,497596.0
1973-06-13,0.292990953,0.294186706,0.292990953,0.294186706,396732.0
1973-06-14,0.286413401,0.291196912,0.286413401,0.291196912,611908.0
1973-06-15,0.281630099,0.284619723,0.281630099,0.284619723,1055709.0
1973-06-18,0.276846379,0.278042305,0.276846379,0.278042305,578287.0
1973-06-19,0.276846379,0.27983602,0.276846379,0.276846379,615270.0
1973-06-20,0.275052577,0.279836089,0.273258861,0.276846447,1048985.0
1973-06-21,0.273258746,0.278042255,0.273258746,0.275052461,447164.0
1973-06-22,0.272063166,0.276846682,0.272063166,0.273259093,1435630.0
1973-06-25,0.2618981,0.272063113,0.257114586,0.272063113,766566.0
1973-06-26,0.265485495,0.265485495,0.258908249,0.261897891,396732.0
1973-06-27,0.272063166,0.272063166,0.263692042,0.26548576,386645.0
1973-06-28,0.272063166,0.273259093,0.268475558,0.272063166,369835.0
1973-06-29,0.275052577,0.276846447,0.270269046,0.272062935,780015.0
1973-07-02,0.276846379,0.276846379,0.272062868,0.27505251,379921.0
1973-07-03,0.275052577,0.276846447,0.275052577,0.276846447,578287.0
1973-07-05,0.276846379,0.276846379,0.273258794,0.27505251,295868.0
1973-07-06,0.272063166,0.276846682,0.272063166,0.276846682,806912.0
1973-07-09,0.281630099,0.281630099,0.272063052,0.272063052,376559.0
1973-07-10,0.281630099,0.281630099,0.279836209,0.281630099,598460.0
1973-07-11,0.286413401,0.286413401,0.281629891,0.281629891,655616.0
1973-07-12,0.291196913,0.295980442,0.286413402,0.286413402,2255991.0
1973-07-13,0.28940326,0.29119713,0.287609543,0.29119713,265608.0
1973-07-16,0.291196913,0.295980442,0.287609328,0.289403043,467336.0
1973-07-17,0.302557856,0.303753609,0.291196927,0.291196927,803550.0
1973-07-18,0.305547565,0.305547565,0.300764053,0.302557942,702686.0
1973-07-19,0.307341427,0.308537352,0.302557915,0.305547538,551390.0
1973-07-20,0.316908449,0.318702165,0.310331049,0.310331049,628719.0
1973-07-23,0.315114558,0.323485693,0.313320842,0.316908446,1287697.0
1973-07-24,0.318702251,0.318702251,0.308537416,0.315114645,897689.0
1973-07-25,0.319898069,0.324681561,0.318702143,0.318702143,1159936.0
1973-07-26,0.324681669,0.326475578,0.31870225,0.319898176,648891.0
1973-07-27,0.319898069,0.323485673,0.318702143,0.323485673,517768.0
1973-07-30,0.320282757,0.323287399,0.318480145,0.321484614,605184.0
1973-07-31,0.320282757,0.323287399,0.320282757,0.320282757,258884.0
1973-08-01,0.31367287,0.320282736,0.311870104,0.320282736,675789.0
1973-08-02,0.311869949,0.31487457,0.311869949,0.313672714,763204.0
1973-08-03,0.31487456,0.31487456,0.310067328,0.311869939,305954.0
1973-08-06,0.31487456,0.31487456,0.311869939,0.31487456,238711.0
1973-08-07,0.311869949,0.318479966,0.311869949,0.31487457,3745415.0
1973-08-08,0.30225572,0.308865742,0.297448484,0.308865742,759842.0
1973-08-09,0.305260062,0.31006747,0.299251125,0.302255594,514406.0
1973-08-10,0.299251258,0.307062964,0.297448492,0.305260198,289143.0
1973-08-13,0.294444054,0.297448524,0.292641268,0.297448524,332851.0
1973-08-14,0.292641014,0.297448266,0.292641014,0.294443798,907776.0
1973-08-15,0.292641014,0.294443798,0.292641014,0.292641014,406818.0
1973-08-16,0.283026397,0.297448107,0.283026397,0.292640857,830447.0
1973-08-17,0.283026397,0.284228234,0.283026397,0.283026397,561476.0
1973-08-20,0.278219402,0.283026656,0.278219402,0.283026656,154658.0
1973-08-21,0.274614125,0.278219504,0.274614125,0.278219504,588373.0
1973-08-22,0.273412257,0.274614115,0.269806859,0.274614115,635443.0
1973-08-23,0.278219402,0.278219402,0.273412167,0.273412167,551390.0
1973-08-24,0.283026397,0.286030844,0.281223614,0.281223614,309316.0
1973-08-27,0.283026397,0.283026397,0.279421004,0.283026397,252160.0
1973-08-28,0.284228325,0.284228325,0.283026488,0.283026488,154658.0
1973-08-29,0.287833959,0.292641194,0.287833959,0.287833959,3768950.0
1973-08-30,0.289035618,0.290838229,0.287833762,0.287833762,403456.0
1973-08-31,0.292641014,0.294443798,0.290838249,0.290838249,275695.0
1973-09-04,0.292641014,0.292641014,0.292641014,0.292641014,595097.0
1973-09-05,0.292641014,0.292641014,0.287833781,0.292641014,561476.0
1973-09-06,0.287833959,0.29444398,0.287833959,0.292641194,1627272.0
1973-09-07,0.284228325,0.289035576,0.281223704,0.28783372,827084.0
1973-09-10,0.286031067,0.287833852,0.284228456,0.284228456,467336.0
1973-09-11,0.274614125,0.28302676,0.274614125,0.28302676,393369.0
1973-09-12,0.278219402,0.278219402,0.278219402,0.278219402,151296.0
1973-09-13,0.283026397,0.283026397,0.278219148,0.278219148,400094.0
1973-09-14,0.283026397,0.283026397,0.281223614,0.283026397,349662.0
1973-09-17,0.283026397,0.284228234,0.281223614,0.283026397,168107.0
1973-09-18,0.27942127,0.283026667,0.27942127,0.283026667,1539856.0
1973-09-19,0.281223923,0.283026708,0.276416688,0.279421311,548028.0
1973-09-20,0.289035618,0.289035618,0.28302653,0.28302653,1126314.0
1973-09-21,0.287833959,0.289035816,0.284228561,0.289035816,971656.0
1973-09-24,0.283026397,0.283026397,0.278219148,0.283026397,709410.0
1973-09-25,0.278219402,0.279421259,0.276416636,0.279421259,625357.0
1973-09-26,0.269806653,0.278219281,0.268003888,0.278219281,3705070.0
1973-09-27,0.274614125,0.278219504,0.273412268,0.273412268,1311232.0
1973-09-28,0.284228325,0.28783372,0.276416472,0.276416472,1237265.0
1973-10-01,0.292470664,0.292470664,0.284615118,0.285823701,356386.0
1973-10-02,0.294283509,0.294283509,0.292470626,0.292470626,658978.0
1973-10-03,0.294283509,0.29730484,0.292470626,0.294283509,497596.0
1973-10-04,0.289449364,0.296096482,0.289449364,0.294283579,467336.0
1973-10-05,0.289449364,0.292470695,0.287636461,0.289449364,443801.0
1973-10-08,0.294283509,0.296096412,0.285823664,0.289449295,541303.0
1973-10-09,0.299117744,0.303951958,0.294283511,0.294283511,1069158.0
1973-10-10,0.297304839,0.300930625,0.297304839,0.299117742,581649.0
1973-10-11,0.299117744,0.300930628,0.297304841,0.297304841,309316.0
1973-10-12,0.296096563,0.30093078,0.296096563,0.299117895,1008640.0
1973-10-15,0.289449364,0.294283579,0.289449364,0.294283579,228625.0
1973-10-16,0.292470664,0.294283548,0.28763643,0.289449333,517768.0
1973-10-17,0.290657997,0.29428361,0.290657997,0.292470726,258884.0
1973-10-18,0.289449364,0.290657966,0.289449364,0.290657966,1721412.0
1973-10-19,0.296096563,0.296096563,0.289449443,0.289449443,998553.0
1973-10-22,0.294283509,0.296096412,0.289449295,0.296096412,437077.0
1973-10-23,0.290657997,0.29428361,0.287636491,0.29428361,578287.0
1973-10-24,0.289449364,0.290657966,0.289449364,0.290657966,773290.0
1973-10-25,0.292470664,0.292470664,0.289449333,0.289449333,988467.0
1973-10-26,0.294283509,0.299117743,0.292470626,0.292470626,1533132.0
1973-10-29,0.297304839,0.299117742,0.294283508,0.294283508,578287.0
1973-10-30,0.292470664,0.299117782,0.290657935,0.297304878,578287.0
1973-10-31,0.289449364,0.292470695,0.287636461,0.292470695,810274.0
1973-11-01,0.287636369,0.289449272,0.287636369,0.289449272,985105.0
1973-11-02,0.289449364,0.289449364,0.285823732,0.287636461,477423.0
1973-11-05,0.285823673,0.289449305,0.28461509,0.289449305,282419.0
1973-11-06,0.279780835,0.289449282,0.279780835,0.285823651,1378474.0
1973-11-07,0.280989379,0.284615009,0.279780777,0.279780777,363110.0
1973-11-08,0.282802314,0.284615217,0.280989584,0.280989584,1045623.0
1973-11-09,0.279780835,0.284615068,0.279780835,0.282802165,682513.0
1973-11-12,0.280989379,0.280989379,0.279780777,0.279780777,218539.0
1973-11-13,0.282802314,0.282802314,0.279780982,0.280989584,457250.0
1973-11-14,0.280989379,0.282802107,0.279780777,0.282802107,561476.0
1973-11-15,0.279780835,0.284615068,0.279780835,0.280989437,823722.0
1973-11-16,0.268299431,0.274946545,0.2646738,0.274946545,396732.0
1973-11-19,0.258631051,0.269508099,0.256818322,0.268299497,601822.0
1973-11-20,0.259839594,0.261652477,0.256818265,0.258630993,699323.0
1973-11-21,0.269508153,0.269508153,0.258631102,0.259839705,890965.0
1973-11-23,0.263465494,0.268299711,0.261652745,0.268299711,433715.0
1973-11-26,0.258631051,0.263465284,0.258631051,0.263465284,608546.0
1973-11-27,0.258631051,0.259839652,0.256818322,0.258631051,978380.0
1973-11-28,0.258631051,0.259839652,0.256818322,0.258631051,642167.0
1973-11-29,0.258631051,0.261652536,0.258631051,0.258631051,554752.0
1973-11-30,0.256818503,0.258631233,0.256818503,0.258631233,806912.0
1973-12-03,0.255005568,0.258631182,0.253796966,0.256818453,675789.0
1973-12-04,0.256818503,0.258631233,0.255005618,0.255005618,537941.0
1973-12-05,0.25198406,0.255005389,0.25198406,0.255005389,534579.0
1973-12-06,0.25198406,0.255005389,0.25198406,0.25198406,1529770.0
1973-12-07,0.25198406,0.255005389,0.25198406,0.25198406,712772.0
1973-12-10,0.248962745,0.251984232,0.248962745,0.251984232,453888.0
