Date,Close_PLTR,High_PLTR,Low_PLTR,Open_PLTR,Volume_PLTR
2023-10-16,17.360000610351562,17.459999084472656,16.670000076293945,17.209999084472656,44987300.0
2023-10-17,17.84000015258789,18.030000686645508,16.90999984741211,17.0,54401300.0
2023-10-18,17.200000762939453,18.21999931335449,17.190000534057617,17.809999465942383,44208300.0
2023-10-19,17.059999465942383,17.579999923706055,16.969999313354492,17.440000534057617,46303200.0
2023-10-20,16.110000610351562,16.940000534057617,15.8100004196167,16.850000381469727,63875500.0
2023-10-23,16.200000762939453,16.34000015258789,15.210000038146973,15.899999618530272,55967200.0
2023-10-24,16.639999389648438,16.93000030517578,16.299999237060547,16.3799991607666,39833800.0
2023-10-25,15.59000015258789,16.6299991607666,15.579999923706056,16.56999969482422,46706500.0
2023-10-26,15.289999961853027,15.90999984741211,15.050000190734863,15.600000381469728,49351800.0
2023-10-27,15.06999969482422,15.600000381469728,14.960000038146973,15.479999542236328,39913600.0
2023-10-30,14.6899995803833,15.289999961853027,14.5600004196167,15.270000457763672,46886400.0
2023-10-31,14.800000190734863,15.010000228881836,14.550000190734863,14.579999923706056,40195400.0
2023-11-01,14.920000076293944,14.960000038146973,14.479999542236328,14.800000190734863,54419100.0
2023-11-02,17.969999313354492,18.299999237060547,17.209999084472656,17.479999542236328,170406800.0
2023-11-03,18.88999938964844,19.07900047302246,17.760000228881836,18.020000457763672,109302000.0
2023-11-06,18.540000915527344,19.07999992370605,17.93000030517578,18.989999771118164,79952600.0
2023-11-07,18.799999237060547,19.170000076293945,18.530000686645508,18.86000061035156,56289100.0
2023-11-08,18.489999771118164,18.93000030517578,18.149999618530277,18.850000381469727,46063100.0
2023-11-09,18.270000457763672,18.8700008392334,18.15999984741211,18.65999984741211,48454200.0
2023-11-10,19.670000076293945,19.71999931335449,18.059999465942383,18.155000686645508,92748000.0
2023-11-13,19.709999084472656,19.8799991607666,19.299999237060547,19.59000015258789,74877500.0
2023-11-14,19.940000534057617,20.100000381469727,19.5,20.0,83230500.0
2023-11-15,19.950000762939453,20.3700008392334,19.61100006103516,19.899999618530277,75533500.0
2023-11-16,19.770000457763672,19.875,19.290000915527344,19.799999237060547,49942800.0
2023-11-17,20.489999771118164,20.57999992370605,19.65900039672852,19.68000030517578,69497400.0
2023-11-20,21.34000015258789,21.600000381469727,20.559999465942383,20.649999618530277,90270000.0
2023-11-21,19.799999237060547,21.850000381469727,19.71999931335449,21.11000061035156,106643300.0
2023-11-22,19.690000534057617,20.440000534057617,19.32999992370605,20.26000022888184,68326000.0
2023-11-24,19.200000762939453,19.600000381469727,18.93000030517578,19.3799991607666,39800400.0
2023-11-27,19.07999992370605,19.5,18.6200008392334,19.1299991607666,58808200.0
2023-11-28,19.709999084472656,19.799999237060547,19.030000686645508,19.11000061035156,54170700.0
2023-11-29,19.84000015258789,20.309999465942383,19.780000686645508,19.94499969482422,62782100.0
2023-11-30,20.049999237060547,20.229999542236328,19.68000030517578,19.940000534057617,55501000.0
2023-12-01,20.270000457763672,20.290000915527344,19.549999237060547,19.93000030517578,61493700.0
2023-12-04,18.399999618530277,19.899999618530277,18.270000457763672,19.75,104948500.0
2023-12-05,18.299999237060547,18.549999237060547,17.959999084472656,18.25,54460800.0
2023-12-06,17.1299991607666,17.829999923706055,17.049999237060547,17.690000534057617,96111000.0
2023-12-07,17.219999313354492,17.479999542236328,17.079999923706055,17.219999313354492,56455000.0
2023-12-08,17.770000457763672,17.920000076293945,17.09000015258789,17.18000030517578,57542100.0
2023-12-11,17.770000457763672,18.280000686645508,17.700000762939453,17.969999313354492,50929600.0
2023-12-12,17.5,17.8799991607666,17.229999542236328,17.690000534057617,46231900.0
2023-12-13,17.8700008392334,17.899999618530273,17.219999313354492,17.649999618530273,52682600.0
2023-12-14,18.209999084472656,18.57999992370605,17.719999313354492,18.170000076293945,67462800.0
2023-12-15,18.200000762939453,19.149999618530277,18.040000915527344,18.670000076293945,93307100.0
2023-12-18,17.84000015258789,18.575000762939453,17.770000457763672,18.209999084472656,60188100.0
2023-12-19,17.950000762939453,18.190000534057617,17.84000015258789,17.979999542236328,43530300.0
2023-12-20,17.25,17.920000076293945,17.190000534057617,17.8700008392334,58666900.0
2023-12-21,17.59000015258789,17.739999771118164,17.420000076293945,17.530000686645508,30493600.0
2023-12-22,17.40999984741211,17.700000762939453,17.325000762939453,17.700000762939453,33693800.0
2023-12-26,17.68000030517578,17.7450008392334,17.329999923706055,17.440000534057617,31750700.0
2023-12-27,17.469999313354492,17.90999984741211,17.450000762939453,17.780000686645508,32918400.0
2023-12-28,17.559999465942383,17.84000015258789,17.420000076293945,17.459999084472656,38990000.0
2023-12-29,17.170000076293945,17.639999389648438,17.100000381469727,17.520000457763672,38943500.0
2024-01-02,16.579999923706055,16.950000762939453,16.5,16.950000762939453,41626700.0
2024-01-03,16.09000015258789,16.3799991607666,16.010000228881836,16.1200008392334,46865200.0
2024-01-04,16.25,16.579999923706055,15.949999809265137,16.049999237060547,39937700.0
2024-01-05,15.979999542236328,16.128000259399414,15.663999557495115,15.699999809265137,57700000.0
2024-01-08,16.670000076293945,16.889999389648438,16.139999389648438,16.219999313354492,49090000.0
2024-01-09,16.389999389648438,16.6299991607666,16.280000686645508,16.510000228881836,35794500.0
2024-01-10,16.790000915527344,17.030000686645508,16.399999618530273,16.5,41254400.0
