Date,Close_NEE,High_NEE,Low_NEE,Open_NEE,Volume_NEE
1973-02-21,0.3548223674297333,0.3560459675127276,0.3535989167028674,0.3535989167028674,92800.0
1973-02-22,0.3597166538238525,0.3609402545353696,0.3548225496901947,0.3548225496901947,35200.0
1973-02-23,0.3646106421947479,0.3646106421947479,0.357269488325055,0.3597165396149526,92800.0
1973-02-26,0.363387256860733,0.374398914976054,0.363387256860733,0.3646107080485754,284800.0
1973-02-27,0.3670577704906463,0.3682813710703764,0.3621636668841044,0.3633872674638345,280000.0
1973-02-28,0.3719517886638641,0.3719517886638641,0.3646106349402352,0.3670576861814449,113600.0
1973-03-01,0.374398797750473,0.374398797750473,0.3719517467847836,0.3719517467847836,144000.0
1973-03-02,0.374398797750473,0.3756223979113867,0.370728295980008,0.374398797750473,124800.0
1973-03-05,0.3756224513053894,0.3780695026189223,0.3743988509705432,0.3743988509705432,129600.0
1973-03-06,0.3780695796012878,0.3805166314130884,0.3756225277894872,0.3756225277894872,132800.0
1973-03-07,0.3817402422428131,0.3829638433383841,0.3792931894079233,0.3792931894079233,169600.0
1973-03-08,0.3792930543422699,0.3805166550021186,0.3792930543422699,0.3805166550021186,92800.0
1973-03-09,0.3780695796012878,0.3817400826408939,0.3780695796012878,0.3792930308290933,211200.0
1973-03-12,0.3792930543422699,0.3817401063057684,0.3780696030386201,0.3780696030386201,89600.0
1973-03-13,0.3903048634529114,0.3903048634529114,0.3817401068894711,0.3817401068894711,176000.0
1973-03-14,0.3817402422428131,0.3915284535823724,0.3817402422428131,0.3903050018430536,176000.0
1973-03-15,0.374398797750473,0.3829635508084548,0.374398797750473,0.3817399506475411,115200.0
1973-03-16,0.3597166538238525,0.3743989662248261,0.3572696017570236,0.3743989662248261,438400.0
1973-03-19,0.3560461401939392,0.357269591514175,0.3523754875208301,0.357269591514175,312000.0
1973-03-20,0.3572693169116974,0.3584929166476572,0.3535988164159901,0.3560458665318237,870400.0
1973-03-21,0.3535989820957184,0.357269484311249,0.3535989820957184,0.357269484311249,270400.0
1973-03-22,0.3499282300472259,0.3523752806069968,0.3487047794453972,0.3523752806069968,158400.0
1973-03-23,0.3462578952312469,0.3499283981561914,0.343810843495889,0.3499283981561914,761600.0
1973-03-26,0.3364695310592651,0.3425870828608658,0.3340224804674018,0.3425870828608658,257600.0
1973-03-27,0.3425871729850769,0.3425871729850769,0.3327989680426461,0.3364696195741349,273600.0
1973-03-28,0.3376930654048919,0.3499283213978228,0.3376930654048919,0.3425871678020643,473600.0
1973-03-29,0.3364695310592651,0.3376929816771392,0.3291283792836751,0.3376929816771392,108800.0
1973-03-30,0.334022581577301,0.336469632909896,0.3340225815773011,0.336469632909896,75200.0
1973-04-02,0.3315756618976593,0.3352461656758544,0.3254579564590411,0.3340227142018626,166400.0
1973-04-03,0.3254578113555908,0.3327989649951905,0.3254578113555908,0.3315755140666672,126400.0
1973-04-04,0.3425871729850769,0.3474812754562923,0.325457814335823,0.325457814335823,750400.0
1973-04-05,0.3425871729850769,0.3462578245165657,0.3389166708097426,0.3425871729850769,150400.0
1973-04-06,0.3450343012809753,0.3474813530631099,0.3425872494988407,0.3425872494988407,145600.0
1973-04-09,0.3450343012809753,0.3474813530631099,0.3425872494988407,0.3450343012809753,99200.0
1973-04-10,0.360940158367157,0.360940158367157,0.3450342494926066,0.3450342494926066,200000.0
1973-04-11,0.3682813346385956,0.369504785741108,0.3621636310575099,0.3621636310575099,409600.0
1973-04-12,0.3695047497749328,0.3756224527605448,0.3695047497749328,0.3695047497749328,305600.0
1973-04-13,0.3670577704906463,0.3719518740971883,0.3670577704906463,0.3695048222939173,140800.0
1973-04-16,0.3792930543422699,0.3792930543422699,0.3670577945247773,0.3670577945247773,78400.0
1973-04-17,0.3719517886638641,0.379292942387493,0.3719517886638641,0.379292942387493,270400.0
1973-04-18,0.3768459856510162,0.3768459856510162,0.3719518819412628,0.3719518819412628,945600.0
1973-04-19,0.3768459856510162,0.3817400893607697,0.375622534401674,0.3768459856510162,176000.0
1973-04-23,0.3768459856510162,0.3805166381114275,0.3768459856510162,0.3768459856510162,545600.0
1973-04-24,0.3731754422187805,0.3792929965167694,0.3731754422187806,0.3768459449263386,592000.0
1973-04-25,0.3707284927368164,0.3731755450012303,0.3707284927368164,0.3731755450012303,72000.0
