Date,Close_MCD,High_MCD,Low_MCD,Open_MCD,Volume_MCD
2023-10-16,238.46641540527344,238.99117036619808,236.6822630964584,237.7794661033955,2774700.0
2023-10-17,239.61129760742188,239.8593569420765,237.93209649015745,238.6094954479296,2627500.0
2023-10-18,244.27682495117188,245.2881628385437,240.75621375425584,241.24281128905628,4559200.0
2023-10-19,246.5189666748047,250.5070751029673,244.4962907874746,244.4962907874746,5646200.0
2023-10-20,246.2613525390625,248.38899405948695,245.73661213588912,247.07233880305037,3779200.0
2023-10-23,243.05560302734372,245.43128929995692,242.85523675264784,244.8302050341977,3409800.0
2023-10-24,245.45993041992188,245.9274566173609,242.9888286667644,242.9888286667644,2468000.0
2023-10-25,246.1850128173828,247.52073934910695,245.14505326351704,246.2708778319235,2759100.0
2023-10-26,244.0860137939453,247.625711028262,243.94289087450184,246.49985731528855,2702600.0
2023-10-27,244.01922607421875,247.4730583751998,243.1700824750124,244.772954391494,3209000.0
2023-10-30,248.20770263671875,250.0300268040164,242.91248929028777,248.16000955371376,6305100.0
2023-10-31,250.13499450683597,251.58520781923696,247.8260727596901,251.36575557887787,3990600.0
2023-11-01,249.94418334960935,251.2990106003889,247.90240676768204,250.92689970088185,3543000.0
2023-11-02,254.60012817382807,255.1439690375597,251.41345597492548,251.48977072510436,4109700.0
2023-11-03,255.5733184814453,256.279339175403,253.30256865134083,255.27755148172483,3126500.0
2023-11-06,256.5655822753906,256.7563837253189,255.0294748293556,255.70690295907204,3090600.0
2023-11-07,256.3366394042969,257.405220824405,255.8023195775829,256.4606472590173,2360800.0
2023-11-08,255.21075439453125,257.66278449643767,255.0104026818562,256.4892376603138,2223300.0
2023-11-09,254.65740966796875,256.02175804630684,253.7319366813821,255.92634275679785,2501700.0
2023-11-10,255.4969940185547,255.821382679582,253.0354137133246,255.05808955070395,2664900.0
2023-11-13,256.8422546386719,257.338373303615,254.99130895345365,255.12486704466167,2591900.0
2023-11-14,259.0271911621094,259.189400091462,256.985443405334,257.6055992097285,2647800.0
2023-11-15,257.9776611328125,260.563249428963,256.6705270309546,259.92399321515927,2575900.0
2023-11-16,263.444580078125,263.4827520124393,258.58824235703497,258.62641429134925,3593700.0
2023-11-17,263.09161376953125,264.3987188510806,262.5191511256673,263.8548778835769,2604800.0
2023-11-20,266.2210388183594,266.9556812438879,262.3951098137836,262.7099773651952,3499400.0
2023-11-21,267.59490966796875,267.7857402318083,265.6485485600987,267.0224470931062,2940800.0
2023-11-22,268.9879150390625,269.44589098260366,268.291444534294,268.3391376232074,2285000.0
2023-11-24,269.56988525390625,269.61757833526514,268.1291931503414,269.0546660386156,1218000.0
2023-11-27,268.9020080566406,270.86744052646486,268.1864371346176,269.6843725860498,3703900.0
2023-11-28,269.1405334472656,270.5239822188342,268.4345127836087,268.57762114561274,2199600.0
2023-11-29,267.5090637207031,269.50311805336673,266.66945576660095,269.25504412602066,2433400.0
2023-11-30,270.5132141113281,270.93553342791984,266.8851285577838,269.15029846415,5030400.0
2023-12-01,274.4676513671875,275.33147574260425,271.62661791139425,271.86657075407214,4967400.0
2023-12-04,274.6308288574219,275.8497787386389,273.53662984834483,273.53662984834483,3522900.0
2023-12-05,275.0243835449219,277.155166154629,273.74781790197386,275.03396174154534,3005300.0
2023-12-06,275.33154296875,275.8210562604925,272.0106030167458,275.2067920646373,2765100.0
2023-12-07,275.2643127441406,276.56964215585657,274.1605355198858,275.93616313271724,3131900.0
2023-12-08,274.0549621582031,276.329710608218,273.59424211738053,275.78261105182634,3623600.0
2023-12-11,277.5294189453125,277.68299226127886,274.08370004957817,274.08370004957817,3353000.0
2023-12-12,279.7082824707031,279.97702852122256,276.9152274682748,277.50069842825104,2252200.0
2023-12-13,284.0369873046875,284.07538796311115,279.8330085864611,279.9673962453838,3312300.0
2023-12-14,278.364501953125,283.4035119890333,276.4353008859106,282.7604547303353,4626800.0
2023-12-15,275.7250061035156,280.0249716543562,274.23731017278493,278.73882791302026,6328500.0
2023-12-18,278.5660705566406,278.9115885976658,276.0033612545607,277.0495521558235,2490100.0
2023-12-19,279.04595947265625,279.99616331945737,277.95176049296754,278.98837313594817,2054200.0
2023-12-20,277.3759155273437,279.9482326041037,277.11677696760046,279.0460074523898,2398500.0
2023-12-21,279.6794738769531,279.8138322492436,277.66386396362697,278.8924214541395,2313100.0
2023-12-22,279.9769897460937,280.7160339598883,278.82520437988427,279.01717837129206,1700300.0
2023-12-26,281.09039306640625,281.27275960198585,279.199592455302,279.5163173748687,1381500.0
2023-12-27,282.71246337890625,282.7892647013291,280.7064608746615,280.74486153587293,1892100.0
2023-12-28,283.9505920410156,284.5552778903861,282.1845426360508,282.63565515136537,1907100.0
2023-12-29,284.5936889648437,284.9200213274892,283.4419035628204,283.9409949484334,2227800.0
2024-01-02,285.10235595703125,285.3327012952305,283.1923115574082,283.1923115574082,4458400.0
2024-01-03,282.55889892578125,286.0141966162853,282.42451126680027,285.06399268050865,3114800.0
2024-01-04,280.015380859375,285.32313696470936,279.2283577377835,283.4515222265229,4615400.0
2024-01-05,277.3759155273437,278.6620594201625,275.65787403495284,277.5870752286198,3407300.0
2024-01-08,280.1689453125,280.26493231192666,275.964966641242,276.9151998571103,3097000.0
2024-01-09,279.18035888671875,279.18035888671875,275.9649845890866,277.9902020315596,2176400.0
2024-01-10,282.27099609375,282.5589571547142,279.18040150260765,279.30518169991285,2199700.0
2024-01-11,282.3284912109375,283.0963578342403,278.9691516231691,282.6164521788448,2047400.0
2024-01-12,281.67584228515625,283.8642110243672,281.0711564389988,283.58585752717505,1714800.0
2024-01-16,279.3915100097656,282.4245176908963,278.32613336555494,281.67586593544206,2859000.0
2024-01-17,279.45867919921875,280.5912495745827,278.4700746696861,278.47968215644755,2008200.0
2024-01-18,282.53009033203125,282.64529231300696,279.6026770641243,280.3513288392982,2221200.0
2024-01-19,288.4521179199219,288.9800024717348,284.60326484544544,286.0237962575678,4250900.0
2024-01-22,286.4173278808594,290.2373878575729,285.77424134468123,288.8552570766072,3250200.0
2024-01-23,287.9913635253906,288.144936845486,285.188730984219,285.48627013843003,1874000.0
2024-01-24,288.3656921386719,289.9013959854203,287.2811007476974,287.9433728485382,3209700.0
2024-01-25,285.2655639648437,289.2007969213558,284.1905797855496,288.6536973436758,3219600.0
2024-01-26,280.5144958496094,284.0849955146929,279.97700379603725,283.461094656868,4210500.0
2024-01-29,280.5624694824219,280.9943963311661,276.72322386200915,279.9194122440297,3899700.0
2024-01-30,282.8084411621094,283.06760900293057,278.5372977347781,280.39933431264933,2524200.0
2024-01-31,280.9560241699219,285.4863356331487,279.9290188324269,284.0082177178556,3476200.0
2024-02-01,286.1005554199219,286.1485635622772,278.6140385775845,279.97698358791666,3380600.0
2024-02-02,285.11199951171875,286.1870130156916,281.56071447220563,284.1714029710366,3971600.0
2024-02-05,274.477294921875,279.7274649812136,271.94337851048886,275.47550708009885,7581900.0
2024-02-06,273.2103271484375,273.2391203206894,270.22532755754963,271.5978509200906,5927200.0
2024-02-07,275.7825927734375,278.85400092644545,272.69199893750385,273.59422398403296,3954700.0
2024-02-08,280.1977233886719,281.3686944199084,272.7784003197053,274.69802304034755,4605000.0
2024-02-09,277.8365783691406,280.75441292461176,277.30869387023284,280.4088656249993,3323000.0
2024-02-12,277.8078308105469,279.4875008624322,277.15516604882623,277.3855114256403,2392300.0
2024-02-13,275.5713806152344,278.24926207488124,274.1892794298277,277.0303123910686,2756100.0
2024-02-14,276.5888977050781,276.73286357438434,275.07237910539163,275.7730520575124,2139300.0
2024-02-15,280.1305847167969,280.3609594065914,275.73466070913133,276.3297391831129,2401400.0
2024-02-16,280.2840881347656,281.89659339643094,277.6350288377547,279.1035389700609,2837500.0
2024-02-20,280.8888244628906,283.6242930459234,280.11137950544537,280.2649528575622,2264000.0
2024-02-21,282.09820556640625,283.3363706208566,280.50491493839115,281.31115309513564,2076400.0
2024-02-22,284.0273742675781,284.74723274633794,281.4646651951018,282.18452367386163,3146600.0
2024-02-23,285.7838439941406,286.73404790579923,283.2115564752123,284.1041740462322,2199000.0
2024-02-26,285.17919921875,286.67650287334754,284.4881337403877,286.2253902792622,2595300.0
2024-02-27,281.9541931152344,284.87199854583605,281.53187377559925,284.87199854583605,2811200.0
2024-02-28,283.32672119140625,284.20015305469843,280.95598593136134,282.2133364851585,2507300.0
2024-02-29,282.1298217773437,284.51404583337643,281.5796094280032,283.9831577854154,3601700.0
2024-03-01,280.6336364746094,282.5062671605658,279.4752978898496,281.27071975044987,3028900.0
2024-03-04,280.8363647460937,281.1259346936382,278.4810976468088,279.32087995246474,2832000.0
2024-03-05,282.3807373046875,283.31705251589915,278.8864566580326,281.43475994500085,2969600.0
2024-03-06,282.7572326660156,284.8905058464476,282.0043213840324,283.14333572845754,2348000.0
2024-03-07,281.0003662109375,284.6780802659374,280.92315739904654,283.9830831278435,2237700.0
2024-03-08,282.39044189453125,283.28816765595144,278.7996272221821,279.9676280897887,2482300.0
2024-03-11,284.5815734863281,285.1896997206433,281.7340085489947,282.0042836022713,2893300.0
2024-03-12,284.0892944335937,286.0680909085114,283.3460453512308,285.4117128001047,2233100.0
2024-03-13,273.0368957519531,283.2784496896321,272.7859449970826,282.1104785099324,5441300.0
2024-03-14,271.9461975097656,272.70874147836975,268.1816116714077,272.6122378068428,4659300.0
2024-03-15,269.4461364746094,274.35936917484355,268.71252006605346,272.1006354228824,5071700.0
2024-03-18,268.9055480957031,270.56581765300126,268.41327924717297,269.7646545943288,3319400.0
2024-03-19,273.04656982421875,274.5234352596962,268.9055434236554,269.50403699207254,4055400.0
2024-03-20,274.5716857910156,274.716470727731,271.598630954203,273.6546654288693,2867300.0
2024-03-21,273.6836853027344,275.6624819606571,272.8246081756465,274.62000071899774,3653300.0
2024-03-22,272.8149108886719,274.5137995384148,272.32261259635493,274.0215012460978,2556100.0
2024-03-25,268.94415283203125,270.8360782167198,267.9982048685728,270.27623326637325,2985500.0
2024-03-26,268.94415283203125,269.7453453055659,267.5445257272791,269.523322080585,2572100.0
2024-03-27,272.22607421875,272.49634927528274,268.44222342729176,268.44222342729176,2605000.0
2024-03-28,272.15850830078125,273.5388404755353,271.48280597834946,272.4480781773836,3453900.0
2024-04-01,270.4886169433594,271.772416197225,268.9634996039136,271.7241643632186,2408800.0
2024-04-02,268.0947265625,270.7395927686612,267.814818797384,270.2762514470963,2907700.0
2024-04-03,265.9711608886719,268.30710356118607,265.59469051924606,266.96539026570565,2748000.0
2024-04-04,260.7103881835937,266.646806850775,260.5463083913308,266.646806850775,4095100.0
2024-04-05,257.428466796875,261.22197978869247,257.10991044801483,260.0636707269641,6816000.0
2024-04-08,258.26824951171875,259.3590119040296,256.6369369979079,257.9593553114981,3753200.0
2024-04-09,260.0829772949219,260.305000534206,256.2798019823287,256.97479923381206,3934900.0
2024-04-10,259.3397216796875,259.648586427634,255.9033251921628,257.698746987355,3817500.0
2024-04-11,259.2914428710937,260.5076954066433,257.872491398877,260.1408872160634,2519200.0
2024-04-12,258.1041564941406,258.91498163484187,257.3222588843447,258.60608745044976,2708400.0
2024-04-15,256.9844665527344,259.1949190092181,256.810695143038,258.55783572772907,3686700.0
2024-04-16,256.2121887207031,257.7180109710713,255.94191368750293,256.8878910325883,2912900.0
2024-04-17,260.57525634765625,260.73933613423065,256.29907788113934,257.2450552933949,3383100.0
2024-04-18,261.5694885253906,261.8687205704051,259.5134538912273,261.5694885253906,3402700.0
2024-04-19,262.5444030761719,262.7664263096535,261.0868619365356,262.56372737511896,3017100.0
2024-04-22,266.0097045898437,266.89776799087065,262.8629371938211,264.2432693942164,3129300.0
2024-04-23,267.2646179199219,267.7665489463981,264.7162847291005,267.20670393447364,3275700.0
2024-04-24,267.1391296386719,267.40940472521663,263.41319241289256,265.97115831372224,4071600.0
2024-04-25,266.0290222167969,270.1024720485638,265.1795779739231,267.3996922341681,4179800.0
2024-04-26,263.6062316894531,266.52134368298294,260.980689627879,261.8108391957774,3636500.0
2024-04-29,264.0502014160156,264.899645674553,263.13321049064416,264.32047645666205,3148900.0
2024-04-30,263.5579528808594,267.25493277009576,253.509464861506,255.15041007094584,6894400.0
2024-05-01,264.8996887207031,266.8302334555395,260.6717910381676,261.9556197831877,4843200.0
2024-05-02,263.7896423339844,266.7144165502952,263.2394299918625,264.9769379999669,3084000.0
2024-05-03,260.93243408203125,265.0830934891858,259.5521016630418,264.6197816046439,2642100.0
2024-05-06,259.94781494140625,262.438233936642,259.6968641782304,261.6467035919377,2481300.0
2024-05-07,258.2103576660156,261.27028402482443,257.7180593333233,260.66215772156335,3160000.0
