Date,Close_FE,High_FE,Low_FE,Open_FE,Volume_FE
1997-11-10,7.19435453414917,7.355022501413047,7.176502537786517,7.355022501413047,947200.0
1997-11-11,7.230058193206787,7.265762184284352,7.176502206590441,7.194354202129223,514700.0
1997-11-12,7.319319248199463,7.390727240864824,7.176503262868742,7.212207259201422,344700.0
1997-11-13,7.390725135803223,7.408577128884874,7.301465170394971,7.301465170394971,1007700.0
1997-11-14,7.426430702209473,7.426430702209473,7.337170717807917,7.39072670844885,1394900.0
1997-11-17,7.462133884429932,7.497837874307587,7.390725904674621,7.408577899613449,706600.0
1997-11-18,7.444284915924072,7.533544926906375,7.408580911531151,7.426432913727611,625800.0
1997-11-19,7.497837066650391,7.497837066650391,7.426429094587054,7.426429094587054,342400.0
1997-11-20,7.569249629974365,7.604953637662923,7.479989610752969,7.479989610752969,558800.0
1997-11-21,7.676361083984375,7.676361083984375,7.569249068859012,7.640657078942588,640800.0
1997-11-24,7.676361083984375,7.712065089026163,7.569249068859012,7.6049530739008,330800.0
1997-11-25,7.74776554107666,7.783469529745216,7.640653575070992,7.658505569405269,1021000.0
1997-11-26,7.676361083984375,7.765621096588845,7.676361083984375,7.765621096588845,488700.0
1997-11-28,7.712062835693359,7.712062835693359,7.676358841083668,7.712062835693359,244200.0
1997-12-01,7.819174289703369,7.81917428970337,7.694210317036878,7.71206231313209,836200.0
1997-12-02,7.74776554107666,7.819173518413772,7.729913546742382,7.783469529745216,437800.0
1997-12-03,7.74776554107666,7.783469529745216,7.676357563739548,7.783469529745216,338400.0
1997-12-04,7.819174289703369,7.908434270179436,7.729914309227304,7.783470297512943,1405800.0
1997-12-05,7.801324367523193,7.96199237509232,7.747768365000151,7.747768365000151,362500.0
1997-12-08,7.801324367523193,7.837028369205221,7.747768365000151,7.819176368364207,312900.0
1997-12-09,7.765618801116943,7.801322795604837,7.694210812141155,7.765618801116943,365300.0
1997-12-10,7.801324367523193,7.854880370046235,7.765620365841165,7.837028369205221,354100.0
1997-12-11,7.74776554107666,7.801321524079494,7.694209558073826,7.783469529745216,199600.0
1997-12-12,7.765618801116943,7.801322795604837,7.7120628093851025,7.783470798360891,680500.0
1997-12-15,7.854879856109619,7.872731855782596,7.7656198577447375,7.7656198577447375,489500.0
1997-12-16,7.837027549743652,7.872731547692371,7.819175550769294,7.854879548718012,310200.0
1997-12-17,7.837027549743652,7.872731547692371,7.801323551794935,7.872731547692371,386100.0
1997-12-18,7.944139957427978,7.944139957427978,7.81917595809765,7.837027958001983,1640900.0
1997-12-19,8.086954116821289,8.086954116821289,7.908434158392564,7.944138150078309,2164100.0
1997-12-22,8.176216125488281,8.229772126310257,8.06910412384433,8.086956124118322,851400.0
1997-12-23,8.140512466430664,8.211920470522161,8.086956463362041,8.12266046540779,493200.0
1997-12-24,8.176216125488281,8.194068125762273,8.122660124666305,8.15836412521429,92200.0
1997-12-26,8.069101333618164,8.176213298223715,8.015545351315389,8.15836130412279,215300.0
1997-12-29,8.158364295959473,8.211920297902314,8.033400291426178,8.069104292721404,280800.0
1997-12-30,8.22977066040039,8.22977066040039,8.14051067492967,8.176214669117957,268600.0
1997-12-31,8.283329010009766,8.283329010009766,8.15836499477255,8.176216996949293,482900.0
1998-01-02,8.247624397277832,8.265476398137741,8.14051239211838,8.211920395558014,317200.0
1998-01-05,8.104804992675781,8.256546936371253,8.051249012547967,8.19406495955547,734200.0
1998-01-06,8.158364295959473,8.176216296607087,8.069104292721404,8.069104292721404,1507800.0
1998-01-07,8.122659683227539,8.122659683227539,8.015547687404759,8.122659683227539,724000.0
1998-01-08,8.104804992675781,8.12265698605172,8.015545025796092,8.086952999299843,461600.0
1998-01-09,8.086954116821289,8.15836210019278,8.033398129292673,8.086954116821289,863900.0
1998-01-12,8.211920738220215,8.211920738220215,7.961992715752642,7.961992715752642,679200.0
1998-01-13,8.122659683227539,8.211919679746524,8.104807683923744,8.211919679746524,1065600.0
1998-01-14,8.122659683227539,8.122659683227539,8.033399686708556,8.122659683227539,348700.0
1998-01-15,8.069101333618164,8.104805321820015,8.069101333618164,8.08695332771909,638200.0
1998-01-16,8.104804992675781,8.140508979427656,8.069101005923905,8.140508979427656,488700.0
1998-01-20,8.140512466430664,8.140512466430664,7.99769645824767,8.104808464384917,344700.0
1998-01-21,8.140512466430664,8.211920470522161,8.069104462339167,8.140512466430664,464300.0
1998-01-22,8.140512466430664,8.140512466430664,8.069104462339167,8.12266046540779,421800.0
1998-01-23,8.086954116821289,8.140510104349907,8.051250125135544,8.122658108507034,320800.0
1998-01-26,8.176216125488281,8.176216125488281,8.06910412384433,8.06910412384433,1019500.0
1998-01-27,8.176216125488281,8.247624126584249,8.15836412521429,8.176216125488281,415700.0
1998-01-28,8.265473365783691,8.28332536009424,8.140509405609857,8.158361399920404,325800.0
1998-01-29,8.408292770385742,8.42614477202138,8.211920752393718,8.265476757300632,1813100.0
1998-01-30,8.283329010009766,8.426145027423727,8.283329010009766,8.390441023070236,283500.0
1998-02-02,8.283329010009766,8.461849031777216,8.247625005656275,8.426145027423727,1120100.0
1998-02-03,8.408292770385742,8.408292770385742,8.211920752393718,8.211920752393718,2424000.0
1998-02-04,8.408292770385742,8.462539820517264,8.354045720254222,8.354045720254222,544800.0
1998-02-05,8.462535858154297,8.516782882886055,8.372124150268034,8.408288833422539,854100.0
1998-02-06,8.552948951721191,8.643360674255241,8.46253722918714,8.46253722918714,415100.0
1998-02-09,8.498703956604004,8.552951003135519,8.480621607760165,8.53486865429168,553000.0
1998-02-10,8.462535858154297,8.516782882886055,8.426371174999792,8.462535858154297,329000.0
1998-02-11,8.462535858154297,8.48061819973155,8.426371174999792,8.444453516577044,407900.0
1998-02-12,8.498703956604004,8.516786305447843,8.390209863540974,8.444456910072489,436400.0
1998-02-13,8.571032524108887,8.589114871206164,8.444456094427954,8.498703135719783,241300.0
1998-02-17,8.462535858154297,8.625276932349571,8.408288833422539,8.571029907617813,336100.0
1998-02-18,8.444453239440918,8.516782603376173,8.444453239440918,8.462535580424731,320700.0
1998-02-19,8.462535858154297,8.462535858154297,8.390206491845285,8.444453516577044,510000.0
1998-02-20,8.408292770385742,8.480622170561103,8.354045720254222,8.480622170561103,392600.0
1998-02-23,8.390210151672363,8.426374850601986,8.31788075381312,8.426374850601986,553700.0
1998-02-24,8.317879676818848,8.390209065312925,8.245550288324772,8.372126718189406,367100.0
1998-02-25,8.390210151672363,8.426374850601986,8.299798404348309,8.390210151672363,268300.0
1998-02-26,8.335956573486328,8.39020357938754,8.281709567585116,8.354038908786732,396700.0
1998-02-27,8.372129440307617,8.372129440307617,8.281717675293496,8.29980002829632,452600.0
1998-03-02,8.354046821594238,8.426376231305012,8.335964469166546,8.372129174021932,345700.0
1998-03-03,8.408292770385742,8.408292770385742,8.299798670122701,8.354045720254222,368100.0
1998-03-04,8.480623245239258,8.480623245239258,8.335964426557139,8.37212913122767,281500.0
1998-03-05,8.408292770385742,8.462539820517264,8.372128070298062,8.444457470473424,389700.0
1998-03-06,8.589116096496582,8.589116096496582,8.408292599728233,8.408292599728233,380900.0
1998-03-09,8.625275611877441,8.64335795068641,8.49869924021467,8.534863917832604,419800.0
1998-03-10,8.751855850219727,8.7699381970177,8.607197075835929,8.625279422633904,308900.0
1998-03-11,8.661442756652832,8.769936820410487,8.643360412693223,8.751854476450879,279000.0
1998-03-12,8.697610855102539,8.733775557202758,8.643363801952212,8.661446153002322,284400.0
1998-03-13,8.661442756652832,8.697607444572052,8.607195724774005,8.697607444572052,669000.0
1998-03-16,8.769936561584473,8.769936561584473,8.589113127324998,8.661442501028787,275300.0
1998-03-17,8.860349655151367,8.87843200138637,8.733773231506348,8.769937923976354,386300.0
1998-03-18,8.806098937988281,8.842263615351683,8.751851921943178,8.842263615351683,247600.0
1998-03-19,8.824186325073242,8.824186325073242,8.697609881885716,8.769939277992874,455000.0
1998-03-20,8.914595603942871,8.968842636015545,8.76993685174907,8.824183883821746,528200.0
1998-03-23,8.896512985229492,8.950760015627234,8.860348298297666,8.878430641763579,261700.0
1998-03-24,8.860349655151367,8.93267904009138,8.80610261644636,8.93267904009138,671300.0
1998-03-25,8.968841552734375,8.986923894574566,8.824182818012853,8.932676869053996,326700.0
1998-03-26,8.932677268981934,9.02308898223074,8.878430241032651,8.986924296931218,785200.0
1998-03-27,8.824186325073242,8.950762768260768,8.824186325073242,8.950762768260768,364100.0
1998-03-30,8.769936561584473,8.86034827871421,8.751854218158524,8.78801890501042,359500.0
1998-03-31,8.914595603942871,9.149666076257796,8.788019195773296,8.788019195773296,722600.0
1998-04-01,8.950765609741211,8.986930319275519,8.86035383590544,8.950765609741211,214900.0
1998-04-02,9.041172981262209,9.041172981262209,8.93267890548706,8.950761251449585,180500.0
1998-04-03,9.023093223571776,9.095422628169548,8.96884617012345,9.005010872422336,1067300.0
1998-04-06,8.950765609741211,9.13158915741275,8.914600900206903,9.077342093111287,462900.0
1998-04-07,8.896512985229492,8.950760015627234,8.860348298297666,8.93267767216132,397400.0
1998-04-08,8.842266082763672,8.986924832583938,8.788019051581074,8.860348426491205,309800.0
1998-04-09,8.968841552734375,8.968841552734375,8.806100476172663,8.824182818012853,459800.0
1998-04-13,8.914595603942871,9.02308966808822,8.860348571870196,9.02308966808822,326800.0
1998-04-14,9.041172981262209,9.077337673187255,8.914596559524536,8.93267890548706,528400.0
1998-04-15,9.203911781311035,9.22199412272815,9.005006025722782,9.04117070855701,471500.0
1998-04-16,9.023093223571776,9.149669681617874,8.986928521272894,9.149669681617874,426300.0
1998-04-17,9.113500595092772,9.113500595092772,8.968841855488126,9.04117122529045,214900.0
1998-04-20,8.950765609741211,9.059259738344132,8.86035383590544,9.04117738357698,220100.0
1998-04-21,8.932677268981934,8.950759611631694,8.769936185134085,8.878430241032651,400900.0
1998-04-22,8.896512985229492,8.950760015627234,8.878430641763579,8.896512985229492,204000.0
1998-04-23,8.697610855102539,8.860352014553522,8.661446153002322,8.824187312453304,688400.0
1998-04-24,8.679523468017578,8.806099851926167,8.643358786900837,8.679523468017578,233800.0
1998-04-27,8.552948951721191,8.63884008812854,8.48061957369395,8.60719598524162,431200.0
1998-04-28,8.589116096496582,8.607198446173417,8.516786697789241,8.571033746819747,353800.0
1998-04-29,8.571032524108887,8.60719721830344,8.51678548281706,8.571032524108887,249300.0
1998-04-30,8.751855850219727,8.7699381970177,8.625279422633904,8.643361769431879,393000.0
1998-05-01,8.806098937988281,8.806098937988281,8.643357889852973,8.78801659930658,452500.0
1998-05-04,8.806098937988281,8.878428292715084,8.706646075238927,8.878428292715084,2110900.0
1998-05-05,8.732870101928711,8.787793813261596,8.696254294373453,8.769485909483967,456400.0
1998-05-06,8.806099891662598,8.824407791645264,8.714560391749265,8.732868291731931,717700.0
1998-05-07,8.67795181274414,8.80610721926146,8.659643897527381,8.7877993040447,499000.0
1998-05-08,8.769485473632812,8.78779337650052,8.677945959294265,8.677945959294265,245300.0
1998-05-11,8.824406623840332,8.934254009199341,8.787790828720663,8.787790828720663,534700.0
1998-05-12,8.806099891662598,8.861023591610598,8.696252491766598,8.824407791645264,336100.0
1998-05-13,8.714563369750977,8.787794994706866,8.677947557273031,8.787794994706866,642100.0
1998-05-14,8.732870101928711,8.751178005706338,8.659638486818197,8.714562198151082,317300.0
1998-05-15,8.714563369750977,8.769487088467894,8.714563369750977,8.751179182228922,597000.0
1998-05-18,8.67795181274414,8.76949138882794,8.659643897527381,8.714567643177661,580500.0
1998-05-19,8.659640312194824,8.71456403510515,8.641332404558048,8.677948219831599,688400.0
1998-05-20,8.659640312194824,8.696256127468375,8.641332404558048,8.659640312194824,754000.0
1998-05-21,8.604717254638672,8.714564708953208,8.604717254638672,8.65964098179594,207400.0
1998-05-22,8.586406707763672,8.659638321475942,8.531482997479468,8.586406707763672,195300.0
1998-05-26,8.494874954223633,8.586414555023458,8.476567034063669,8.549798714703527,198700.0
1998-05-27,8.366711616516113,8.47655903380079,8.348403713635335,8.45825113092001,758900.0
1998-05-28,8.53148078918457,8.60471238394152,8.421633397049145,8.439941295738384,407400.0
1998-05-29,8.696256637573242,8.696256637573242,8.513177550466436,8.549793367887798,283300.0
1998-06-01,8.879334449768066,8.897642355850062,8.732871201112099,8.751179107194094,575900.0
1998-06-02,8.934259414672852,8.952567323309475,8.861027780126353,8.897643597399602,349700.0
1998-06-03,8.915947914123535,9.062411124211806,8.915947914123535,8.970871617906637,330000.0
1998-06-04,9.044105529785156,9.062413435715897,8.934258094200722,8.934258094200722,455700.0
1998-06-05,9.09903049468994,9.09903049468994,9.007490952489842,9.044106769369884,314400.0
1998-06-08,9.025799751281738,9.099031392265768,8.989183930789723,9.099031392265768,231400.0
1998-06-09,9.062410354614258,9.135641953439425,9.007486655495384,9.044102454907966,274800.0
1998-06-10,9.208876609802246,9.245492421372036,9.08072126930798,9.099029175092875,406800.0
1998-06-11,9.153952598571776,9.208876314163208,8.970873546600341,9.17226050376892,329000.0
1998-06-12,9.135643005371094,9.153950907185465,8.989179790856127,9.153950907185465,316100.0
1998-06-15,8.861024856567383,9.190567103299228,8.861024856567383,9.09902759031816,2090100.0
1998-06-16,8.989181518554688,9.007489423887792,8.897641991889161,8.952565707888477,614100.0
1998-06-17,8.970873832702637,8.989181738483662,8.915950115359559,8.989181738483662,476500.0
1998-06-18,8.9525728225708,9.044112421983591,8.915956982805685,9.044112421983591,275500.0
1998-06-19,8.915947914123535,9.007487420428705,8.915947914123535,9.007487420428705,464600.0
1998-06-22,8.934259414672852,9.0441068664926,8.861027780126353,8.861027780126353,212800.0
1998-06-23,8.934259414672852,9.025798957855974,8.897643597399602,8.970875231946101,307000.0
1998-06-24,8.879334449768066,8.989181886260042,8.824410731522079,8.989181886260042,201700.0
1998-06-25,8.915947914123535,9.025795321689738,8.8427163090794,8.915947914123535,1055000.0
1998-06-26,8.9525728225708,8.9525728225708,8.861033223158012,8.915956982805685,140200.0
1998-06-29,8.970873832702637,9.007489644264687,8.915950115359559,8.970873832702637,538500.0
1998-06-30,9.00749397277832,9.08072563109359,8.915954399884232,8.989186058199502,386800.0
1998-07-01,9.062410354614258,9.062410354614258,8.9708708560828,9.025794555201676,773500.0
1998-07-02,9.025799751281738,9.025799751281738,8.897644379559685,9.00749184103573,398600.0
1998-07-06,8.897639274597168,8.934255074081108,8.49486548027384,8.897639274597168,655200.0
1998-07-07,8.824406623840332,8.934254009199341,8.787790828720663,8.915946111639505,1207600.0
