Date,Close_LNT,High_LNT,Low_LNT,Open_LNT,Volume_LNT
2023-10-16,46.84215927124024,47.1591013866585,46.2082750404037,46.57182555832606,1472600.0
2023-10-17,46.62776184082031,47.02860053809594,46.45996873237965,46.562509360426,1204000.0
2023-10-18,46.44132614135742,46.907417333908974,46.105739913761326,46.52522269825644,1375300.0
2023-10-19,46.09641647338867,46.71165666285865,45.99387584914478,46.45996700953093,1006300.0
2023-10-20,45.5091438293457,46.36675347413463,45.45321160599199,46.20828061929591,1552100.0
2023-10-23,45.210845947265625,45.73286936619588,44.71679041813099,45.2481340963307,1569800.0
2023-10-24,46.087100982666016,46.301502528447735,45.527792911582736,45.630333554346606,1728400.0
2023-10-25,46.180320739746094,46.39472228262413,45.900666707991874,46.012527609494775,1120100.0
2023-10-26,46.413360595703125,46.99131266369645,46.27353181919165,46.292175893126085,1458400.0
2023-10-27,45.6116828918457,46.46928895114045,45.44388978355004,46.28285532502836,2170000.0
2023-10-30,45.614501953125,46.36721579606976,45.42632259508313,45.86854354809812,1280600.0
2023-10-31,45.90618515014648,46.10377188251514,45.41692020150281,45.87795591036302,1480300.0
2023-11-01,46.574214935302734,46.941162721123405,45.46396063556577,46.02849513848636,2072400.0
2023-11-02,47.2892951965332,47.72210883792936,46.574217875083,46.574217875083,2319600.0
2023-11-03,48.07963943481445,49.6697511853641,48.0702320823952,49.6697511853641,2645800.0
2023-11-06,47.45866394042969,48.23019627602556,47.32693943277531,48.00438385982482,1885800.0
2023-11-07,47.04467010498047,47.60920471055084,46.98821520873403,47.46807285376999,1577000.0
2023-11-08,46.67771911621094,46.837669260993714,45.76505142894397,46.828261906863126,2104700.0
2023-11-09,45.7368278503418,47.05407643094666,45.708602197447455,46.81885308556471,2232700.0
2023-11-10,45.69919204711914,46.14141309266675,45.48278699631722,46.10377649533856,1716200.0
2023-11-13,44.79593276977539,45.68037122274575,44.7677071179516,45.586283323850935,1907300.0
2023-11-14,46.216678619384766,46.44249459420176,45.56746352427356,45.6239184152836,1601300.0
2023-11-15,46.40486145019531,46.92235209397945,46.01909530600459,46.04732095899648,1974700.0
2023-11-16,46.55540084838867,47.04466580345135,46.46131295247103,46.81884982833659,1658900.0
2023-11-17,46.3201789855957,46.837669607969744,46.02850075626115,46.75298906327412,4120900.0
2023-11-20,46.20727157592773,46.29195211840012,45.45455763685277,46.15081668453842,1989500.0
2023-11-21,46.188453674316406,46.33899646342052,45.78386925561976,46.20727197160733,1370600.0
2023-11-22,46.611854553222656,46.64949114632114,45.95322853089144,46.37663123019173,1601200.0
2023-11-24,46.80944442749024,46.81885178178524,46.38604169974868,46.68712728631528,692800.0
2023-11-27,47.00703048706055,47.12934762645662,46.33899707590774,46.80003639257095,2042700.0
2023-11-28,47.15757751464844,47.77856703235157,46.81885530695153,46.98821641079999,1857100.0
2023-11-29,46.98820877075195,47.60919818748531,46.80944034096703,47.27988697755966,1478800.0
2023-11-30,47.58097457885742,47.66565512064544,46.7718057549326,47.148164516040055,2341400.0
2023-12-01,48.44660568237305,48.49364963738043,47.308121871541694,47.72211728974353,2267900.0
2023-12-04,48.361915588378906,48.67240850156248,47.95733119451623,48.14550697742846,1448200.0
2023-12-05,48.22078704833984,48.46541775459503,47.985563696884526,48.46541775459503,2166200.0
2023-12-06,49.02054214477539,49.02995308824916,48.30546477737043,48.3901453225179,1797700.0
2023-12-07,48.75709533691406,49.23695297729731,48.66300743330578,49.01113698372458,1694800.0
2023-12-08,48.34309768676758,48.78531508728781,48.10787436698466,48.64418324895188,1831600.0
2023-12-11,48.46541595458984,48.84177473862979,48.04201680907412,48.30546580436806,1661800.0
2023-12-12,48.35250854492188,48.62536847706065,48.07024125856806,48.62536847706065,1326000.0
2023-12-13,50.224884033203125,50.24370232941315,48.11728151757905,48.40895972499998,1583500.0
2023-12-14,49.10521697998047,50.6670996172448,49.03935474021569,50.42246895372176,2401900.0
2023-12-15,47.62801742553711,48.91704381953299,47.29870620909908,48.76650103641517,4050200.0
2023-12-18,47.85383605957031,48.2396021871176,47.58097612834282,47.938516604115975,2112900.0
2023-12-19,48.21137237548828,48.2584163207938,47.6186086148145,48.11728089565429,2605800.0
2023-12-20,47.27988815307617,48.39954988388443,47.242251559799485,48.20196315301646,1476200.0
2023-12-21,47.58097457885742,47.778561313288414,46.96939248936359,47.392795198303695,1383000.0
2023-12-22,47.929107666015625,48.48423490588021,47.73152091688333,47.98556256114917,1468500.0
2023-12-26,47.919700622558594,48.24901187325048,47.684477275143415,47.684477275143415,799900.0
2023-12-27,47.83501815795898,48.03260490046007,47.65624971320419,47.86324380996677,1244700.0
