Date,Close_SBUX,High_SBUX,Low_SBUX,Open_SBUX,Volume_SBUX
1992-06-26,0.2526958286762237,0.2615102257099403,0.2409425520447312,0.2468188092613435,224358400.0
1992-06-29,0.2703253924846649,0.276202412550899,0.2497569767591733,0.2556339744078089,58732800.0
1992-06-30,0.2615101635456085,0.2791404329834432,0.2585720244269378,0.2762023162823632,34777600.0
1992-07-01,0.2673872411251068,0.2703253811445928,0.2556339636840375,0.2644491235232184,18316800.0
1992-07-02,0.2673872411251068,0.2703253811445928,0.2615102437230097,0.2703253811445928,13996800.0
1992-07-06,0.2673872411251068,0.2673872411251068,0.2615102437230097,0.2644491235232184,5753600.0
1992-07-07,0.2673872411251068,0.2673872411251068,0.2615102437230097,0.2673872411251068,10662400.0
1992-07-08,0.2615101635456085,0.2673871591458551,0.2585720244269378,0.2673871591458551,15500800.0
1992-07-09,0.2703253924846649,0.2703253924846649,0.2615102546932892,0.2644491346167831,3923200.0
1992-07-10,0.273263543844223,0.276202423888351,0.264449145471791,0.2703254035808792,11040000.0
1992-07-13,0.2791405618190765,0.2791405618190765,0.2703254230315853,0.273263563506337,5996800.0
1992-07-14,0.2791405618190765,0.2879557230241689,0.276202443761926,0.2791405618190765,17062400.0
1992-07-15,0.2879557311534881,0.2879557311534881,0.2791405696995337,0.2820787102572324,4992000.0
1992-07-16,0.3070542216300964,0.3114621705521907,0.2850167411965323,0.2879556204047864,17062400.0
1992-07-17,0.3232154846191406,0.3290917417658296,0.2997089316358671,0.3085233285646984,15667200.0
1992-07-20,0.3261535763740539,0.3290917159254932,0.3144003008052863,0.3217456272662903,19744000.0
1992-07-21,0.3290917575359344,0.3349687771625095,0.3232155001076547,0.3290917575359344,7782400.0
1992-07-22,0.3261535763740539,0.3290917159254932,0.3173384403567255,0.3261535763740539,10892800.0
1992-07-23,0.3320298194885254,0.3320298194885254,0.3202765451936843,0.3261535410225714,10387200.0
1992-07-24,0.3349688053131103,0.3379069230653695,0.3232155272705163,0.3261536450227755,7052800.0
1992-07-27,0.342314064502716,0.3496601308136994,0.3349687379723445,0.3379068551339366,11430400.0
1992-07-28,0.3290917575359344,0.3496601717227057,0.3232155001076547,0.3467220542173643,18009600.0
1992-07-29,0.3129312396049499,0.3290917013684398,0.3055851512706942,0.3290917013684398,30848000.0
1992-07-30,0.3114622235298157,0.3144003410396569,0.3026470639668015,0.3085233438216779,11737600.0
1992-07-31,0.3129312396049499,0.3144002868980936,0.3055851512706942,0.3114621698942132,6886400.0
1992-08-03,0.3158693611621856,0.3202765703579271,0.3085232951396272,0.3085232951396272,4832000.0
1992-08-04,0.3217455148696899,0.3232153463301466,0.3099922434067379,0.3173383294997042,6822400.0
1992-08-05,0.3085233569145202,0.3202766344861509,0.3026470768102715,0.3202766344861509,9516800.0
1992-08-06,0.3085233569145202,0.3085233569145202,0.2997089591757449,0.3055852168623958,3673600.0
1992-08-07,0.3202765882015228,0.3202765882015228,0.2997089158634449,0.3085233123284116,8825600.0
1992-08-10,0.3202765882015228,0.3261535848195931,0.3114621917365561,0.3144003089464819,5888000.0
1992-08-11,0.3232154846191406,0.3261536019836872,0.3173384652741928,0.3261536019836872,4147200.0
1992-08-12,0.3085233569145202,0.3202766344861509,0.3026470768102715,0.3173384944340265,12736000.0
1992-08-13,0.3085233569145202,0.3129313067734378,0.3026470768102715,0.3085233569145202,48320000.0
1992-08-14,0.2908937335014343,0.311462166362041,0.287955616530874,0.305585147805171,17849600.0
1992-08-17,0.2967699766159057,0.2967699766159057,0.2879555819282349,0.2938318375808187,2681600.0
1992-08-18,0.2938318252563476,0.2938318252563476,0.2879555698502372,0.2879555698502372,2860800.0
1992-08-19,0.2938318252563476,0.2938318252563476,0.2879555698502372,0.2879555698502372,2380800.0
1992-08-20,0.2908937335014343,0.3011779611405341,0.2850167373621571,0.2938318728895874,2489600.0
1992-08-21,0.285016804933548,0.2908938024661356,0.285016804933548,0.2908938024661356,2048000.0
1992-08-24,0.2879557311534881,0.2908938492935851,0.2820787102572324,0.2879557311534881,6905600.0
1992-08-25,0.285016804933548,0.2879556847990104,0.2820786648488246,0.2820786648488246,4128000.0
1992-08-26,0.2820786833763122,0.2879557037125124,0.2703254049022992,0.2820786833763122,19385600.0
1992-08-27,0.2879557311534881,0.2908938492935851,0.2820787102572324,0.2850168508149312,6169600.0
1992-08-28,0.2938318252563476,0.2938318252563476,0.2850166911579436,0.2879555698502372,3417600.0
1992-08-31,0.292362779378891,0.2967699881020982,0.2879555930732748,0.2938318489532934,4441600.0
1992-09-01,0.2967699766159057,0.3026469720489645,0.2908936985457317,0.2938318375808187,2387200.0
1992-09-02,0.324684590101242,0.3261536377357504,0.2967700846041807,0.302647082175753,11692800.0
1992-09-03,0.3349688053131103,0.3408450632352277,0.3232155272705163,0.3232155272705163,16480000.0
1992-09-04,0.3379068672657013,0.3408450069503747,0.3320298705333111,0.3349687499986229,4249600.0
1992-09-08,0.3658206164836883,0.373166682807151,0.3349687385413807,0.3408449952921415,17139200.0
1992-09-09,0.3614134490489959,0.3672897288992859,0.340845034846777,0.349660171985314,25299200.0
1992-09-10,0.3584753572940826,0.3614134750127031,0.3496601971046734,0.3555364773771114,8889600.0
1992-09-11,0.3672897815704345,0.3761049199731054,0.355536502821275,0.355536502821275,13036800.0
1992-09-14,0.3849200308322906,0.3878581709685366,0.3702286352055057,0.3731667529241531,13068800.0
1992-09-15,0.3614134490489959,0.3863890731389324,0.3614134490489959,0.3790430059629679,18099200.0
1992-09-16,0.3496602475643158,0.3584754090258453,0.3437832490806116,0.346722129421694,14963200.0
1992-09-17,0.3349688053131103,0.3555364814476798,0.3290917851926336,0.3525983412778217,13459200.0
1992-09-18,0.3202765882015228,0.3349687434827785,0.3144003089464819,0.3290917244471135,17260800.0
1992-09-21,0.3467219471931457,0.3525982028075753,0.314400243510808,0.3232154003393074,24012800.0
1992-09-22,0.3614134490489959,0.364351588974141,0.340845034846777,0.346722054477766,19206400.0
1992-09-23,0.3584753572940826,0.3614134750127031,0.3437831994690817,0.3614134750127031,26912000.0
1992-09-24,0.3614134490489959,0.364351588974141,0.352598311910459,0.3614134490489959,5459200.0
1992-09-25,0.3584753572940826,0.3672897552851412,0.3555364773771114,0.3584753572940826,12102400.0
1992-09-28,0.3775739073753357,0.3790429772265334,0.3584753043643131,0.3614134216491133,7532800.0
1992-09-29,0.3628825545310974,0.3790430430643114,0.36141348442473,0.3731667626388417,9593600.0
1992-09-30,0.35553640127182,0.3672896766639711,0.35553640127182,0.3614133976493955,11123200.0
1992-10-01,0.3467219471931457,0.3614133372184847,0.3437830683966659,0.3614133372184847,4556800.0
1992-10-02,0.3379068672657013,0.34672202610036,0.3290917308486377,0.3437831466350481,5926400.0
1992-10-05,0.3408450782299042,0.3408450782299042,0.3173385211106004,0.3202766614097151,12755200.0
1992-10-06,0.343783289194107,0.3467221698781054,0.3349688889025519,0.3467221698781054,6022400.0
1992-10-07,0.3349688053131103,0.3437832034050857,0.3349688053131103,0.3437832034050857,3692800.0
1992-10-08,0.343783289194107,0.343783289194107,0.3349688889025519,0.3379070073880006,2470400.0
1992-10-09,0.3364378213882446,0.3437831482161144,0.3349687515391516,0.3437831482161144,2432000.0
1992-10-12,0.3496602475643158,0.3496602475643158,0.3349688498175427,0.3349688498175427,4134400.0
1992-10-13,0.35553640127182,0.35553640127182,0.3437831258796689,0.3496601222572445,4390400.0
1992-10-14,0.3496602475643158,0.3584754090258453,0.346722129421694,0.3555365286847629,4742400.0
1992-10-15,0.3525982797145843,0.3555364193714467,0.3408450037240982,0.3467220228184544,2950400.0
1992-10-16,0.3643516004085541,0.3672897404259064,0.346722065358913,0.35259832297602,8774400.0
1992-10-19,0.3819817900657654,0.3819817900657654,0.3614133798043321,0.3672896585287618,14745600.0
1992-10-20,0.3761048913002014,0.3878581691533327,0.3761048913002014,0.3849200290308374,8032000.0
1992-10-21,0.37022864818573,0.3790430464859023,0.37022864818573,0.3790430464859023,3366400.0
1992-10-22,0.3790429830551147,0.3790429830551147,0.3702285862299838,0.3761048433075392,5772800.0
1992-10-23,0.3761048913002014,0.3819818889083421,0.3731667511777061,0.3790430314226967,5785600.0
1992-10-26,0.3731667101383209,0.3819818468995034,0.3702285927565465,0.3819818468995034,7436800.0
1992-10-27,0.3467219471931457,0.3731666106454039,0.3408449293806561,0.3731666106454039,19462400.0
1992-10-28,0.3320298194885254,0.3496600896122534,0.3290916802555483,0.3437830937833664,22240000.0
1992-10-29,0.3525982797145843,0.3525982797145843,0.3349687468279683,0.3408450037240982,21280000.0
