Date,Close_CFG,High_CFG,Low_CFG,Open_CFG,Volume_CFG
2023-10-16,24.205766677856445,24.31533537350776,23.61226464198328,23.8131417450527,4577100.0
2023-10-17,24.74448585510254,24.97275601660429,23.76748984252514,23.76748984252514,6290100.0
2023-10-18,23.3657341003418,24.351861138060983,23.037024507247686,23.475302803664405,11393000.0
2023-10-19,22.717443466186523,23.75835648425241,22.680921149560557,23.383993595630724,8792200.0
2023-10-20,21.694795608520508,22.64439854194451,21.512178789003592,22.59874520784681,9384500.0
2023-10-23,21.53043937683105,22.114810373634214,21.52130836231064,21.78610255871391,9768000.0
2023-10-24,21.53043937683105,21.966892466467108,21.238253878429475,21.64000980951312,6029800.0
2023-10-25,21.43000030517578,21.56696378363369,20.98715741393425,21.110423499608583,6842400.0
2023-10-26,21.676532745361328,22.05546202175195,21.549614600558296,21.566964051111672,5115100.0
2023-10-27,20.882152557373047,21.57152759354577,20.79084415575445,21.5395699142137,4891900.0
2023-10-30,21.356956481933597,21.398045182069207,20.8638938218694,21.119555296879284,6635400.0
2023-10-31,21.784648895263672,21.84973292235113,21.20818707616225,21.44992901492048,6150600.0
2023-11-01,21.542909622192383,21.942713579094168,21.44993166910246,21.8125437354055,5418700.0
2023-11-02,23.15142250061035,23.24440045712024,21.849736429693024,21.94271438620291,6679900.0
2023-11-03,24.332239151000977,24.67625706770146,24.08119919341471,24.183475125781055,8175900.0
2023-11-06,24.025413513183597,24.527491663012984,23.72788545796513,24.443813449214,4116200.0
2023-11-07,23.997520446777344,24.160232326981383,23.58842024300029,23.83016046641075,4946800.0
2023-11-08,23.904539108276367,24.0672509655105,23.69069106284433,24.016113003905684,3879200.0
2023-11-09,23.26299476623535,24.11373884093288,23.170016816267733,23.95102875854472,7525500.0
2023-11-10,23.4024600982666,23.45824615720096,22.886434176254987,23.4303540144372,3800100.0
2023-11-13,23.197912216186523,23.476844310512984,22.99336035850058,23.2444003074386,3732000.0
2023-11-14,24.71344757080078,25.31315355431617,24.109093487290732,24.146283607469293,5212400.0
2023-11-15,25.401477813720703,25.573485862116687,24.72274181872524,24.73203979072054,5517500.0
2023-11-16,25.178333282470703,25.513053200301638,24.825019192965662,25.410777275762864,4843500.0
2023-11-17,25.819881439208984,25.82917941255568,25.27131342560365,25.42937542568328,4791100.0
2023-11-20,25.643220901489254,25.70830493493305,25.16903494916132,25.63392292908201,4384600.0
2023-11-21,24.992380142211918,25.52235399518608,24.769234096784064,25.2992061763511,4619400.0
2023-11-22,24.88080596923828,25.317800050749057,24.70414803270968,25.29920410513405,2764100.0
2023-11-24,24.983081817626957,25.07140989890815,24.601872027354,24.806423881657583,1559000.0
2023-11-27,24.54608726501465,24.80642519637736,24.40662121276597,24.713447237075886,4823600.0
2023-11-28,24.71344757080078,24.834317678139957,24.2950476349977,24.49959950290458,4616500.0
2023-11-29,25.32710075378418,25.55954477880798,24.880808651356208,24.908702572785646,5287700.0
2023-11-30,25.354990005493164,25.56883804351217,25.094652106987304,25.45726415175056,7219900.0
2023-12-01,26.5172119140625,26.54510405904884,25.090005897633414,25.26201396087477,7566800.0
2023-12-04,26.63808250427246,26.74035843352483,26.005834529634196,26.052324394479367,5361600.0
2023-12-05,27.019290924072266,27.26568277783716,26.21038677141473,26.34055484807065,9472700.0
2023-12-06,26.740354537963867,27.95836044495494,26.70316265150588,27.335410534037656,6707000.0
2023-12-07,27.11226463317871,27.284272675149666,26.75430070506144,26.89841660549517,3254800.0
2023-12-08,27.530668258666992,27.79565427998205,27.07507822599537,27.27033033710877,4002800.0
2023-12-11,27.51207160949707,27.69337764329798,27.112267651163297,27.33541367533418,3222700.0
2023-12-12,27.25173568725586,27.51207362119475,27.205247593848632,27.419095660973213,3587300.0
2023-12-13,29.325136184692383,29.39022022159856,27.17735232634645,27.214544217953986,8223800.0
2023-12-14,31.26836585998535,32.29111797541285,30.4036739519109,30.48735392839597,13602000.0
2023-12-15,31.203283309936523,31.556595630264237,30.85926364203978,30.98943525916536,12213300.0
2023-12-18,30.645416259765625,31.61238415576557,30.61752411460866,31.575192264346967,5814100.0
2023-12-19,31.19398498535156,31.305557115443797,30.282804904834524,30.673312680378437,4805600.0
2023-12-20,30.10614585876465,31.249769836629333,30.08754991439119,30.98013396343479,4894600.0
2023-12-21,30.59892463684082,30.71979649659197,30.11544074464978,30.45016063515231,4937000.0
2023-12-22,30.73838996887207,31.231170019819533,30.561730292635595,30.803473992702365,3662900.0
2023-12-26,31.17538833618164,31.277664264299013,30.640769970354626,30.8127762614484,2854900.0
2023-12-27,31.277666091918945,31.324154185557607,30.84996995554055,31.045222076911443,2343100.0
2023-12-28,31.212581634521484,31.33345351381874,31.082413555346356,31.10100950191625,2404300.0
2023-12-29,30.81277656555176,31.193984589778992,30.673312291408536,31.101008407016845,2620900.0
2024-01-02,31.156795501708984,31.4682731903011,30.375783437056995,30.49665532297611,4231400.0
2024-01-03,29.88300132751465,30.7012052349849,29.855109181323723,30.68260928858625,5697500.0
2024-01-04,30.05035781860352,30.39902379287272,29.63288897871479,29.901593811454536,4969600.0
2024-01-05,31.0266227722168,31.16144071194809,29.83651067915959,29.98527469079174,7532400.0
2024-01-08,31.2404727935791,31.305556831109616,30.603578491057085,30.794180730449572,4112600.0
2024-01-09,30.98944091796875,31.13820496074902,30.71980498204996,30.887164973529583,3855600.0
2024-01-10,31.0266227722168,31.101006551439777,30.5617347925146,30.849966616782933,4300600.0
2024-01-11,30.319995880126957,30.896456006118548,30.01316809813555,30.77558413319945,5952900.0
2024-01-12,29.41811180114746,30.496651809326096,29.26934778439227,30.45945991843381,5477800.0
2024-01-16,29.009010314941406,29.2321563298678,28.54226203667072,28.916032365370352,6150900.0
2024-01-17,29.50179100036621,29.87370280580443,28.74867296382696,29.371622932506984,9114900.0
2024-01-18,29.380922317504883,29.752832367416183,28.767270291799484,29.64125846573929,5931400.0
2024-01-19,30.301403045654297,30.357190888148043,29.343733030397548,29.4831990898176,5226800.0
2024-01-22,30.840669631958008,30.924349617668337,30.25491327879984,30.478057542817965,5189600.0
2024-01-23,30.756990432739254,31.231174611332143,30.557088459639143,30.868562554735146,6250000.0
2024-01-24,31.31485366821289,31.57983966691556,31.017325653768268,31.03592159802277,4338500.0
2024-01-25,31.2404727935791,31.872720769716107,30.9243488055106,31.612384619594057,5382000.0
2024-01-26,31.23117446899414,31.53799868978792,31.06381451335616,31.249770413711005,2953200.0
2024-01-29,31.854122161865234,31.877367979103912,31.196773437737978,31.240470182989807,6261700.0
2024-01-30,32.29654312133789,32.36243493340091,31.79293936295084,31.957668893108387,5494500.0
2024-01-31,30.781024932861328,31.967081166671356,30.743371442052243,31.129310745759067,10906900.0
2024-02-01,29.35022735595703,30.98811486078935,28.818383418544517,30.931638210106424,14839400.0
2024-02-02,30.178586959838867,30.19270612282889,28.644241143505663,28.644241143505663,7396500.0
2024-02-05,29.69851303100586,30.432741803180992,29.52907769367785,30.432741803180992,5447800.0
2024-02-06,29.68910026550293,30.037386095179237,29.256094077424805,29.64203339972414,9771600.0
2024-02-07,29.47259521484375,29.92442813299963,28.48892019812604,29.92442813299963,7250800.0
2024-02-08,29.529075622558597,29.670272624803992,28.89839400347301,29.3596385016972,4082000.0
2024-02-09,29.651445388793945,29.830295879570173,29.072536432367563,29.406703084420496,4282500.0
2024-02-12,30.329195022583008,30.69630759549425,29.6420331513102,29.65144652438707,4495100.0
2024-02-13,28.945459365844727,29.51024917596906,28.46538811700991,29.41611724171212,10326700.0
2024-02-14,29.47259521484375,29.49142196047885,29.02546988080529,29.312571467780003,5308000.0
2024-02-15,29.87736320495605,30.338607730400707,29.482010498086726,29.73616619437788,7717300.0
2024-02-16,29.70792388916016,29.93383944855325,29.21844107485041,29.52907519344308,4401600.0
2024-02-20,29.529075622558597,29.700394340744012,29.152547889347808,29.2937466870105,3347800.0
2024-02-21,29.359638214111328,29.500835214973662,28.98311228000601,29.331398095771952,3953200.0
2024-02-22,29.25609397888184,29.999734296925787,29.13372371910386,29.463182801358933,4405700.0
2024-02-23,29.321983337402344,29.529073937937305,29.086654415279664,29.256091526474744,4066000.0
2024-02-26,28.64423942565918,29.44529899512785,28.51716158011764,29.11489731488679,4666400.0
2024-02-27,29.14313507080078,29.166669401137067,28.69130393685441,28.92663287687865,3934600.0
2024-02-28,28.93604850769043,29.46318487175814,28.804264865527863,28.879570060394684,4139100.0
2024-02-29,29.547901153564453,29.95266721792846,29.161961835314436,29.180788581428416,6841400.0
2024-03-01,29.773815155029297,29.957373226862277,28.74778268161353,29.256092232040416,4843600.0
2024-03-04,30.056211471557617,30.489215844482477,29.872655191930026,30.09386316704717,6365500.0
2024-03-05,31.62820816040039,31.745872630626337,29.83971036746681,29.867948691253947,9525100.0
2024-03-06,31.590559005737305,31.99532508014967,30.94104881660201,31.684689147809355,9633300.0
2024-03-07,31.90118789672852,32.30595392736035,31.59996716567706,31.863534407638493,6199500.0
2024-03-08,32.30595779418945,32.74837736686627,32.145935832654736,32.37184961256666,7328000.0
2024-03-11,32.23065185546875,32.5789376666804,31.84471255363029,32.01414607978189,5650000.0
2024-03-12,32.02356719970703,32.418918152264254,31.788238225803397,32.23065784580948,4079900.0
2024-03-13,32.28712463378906,32.6071720841182,32.042384155694585,32.12710270404153,3613600.0
2024-03-14,31.214031219482425,32.20147127472585,30.997529020300668,31.98590987424685,7500200.0
2024-03-15,31.52466583251953,31.73175285433999,31.006939300881903,31.006939300881903,20052600.0
2024-03-18,31.70351219177246,31.75999242492028,31.12930905602316,31.56231340432009,3789900.0
2024-03-19,31.552906036376957,32.023563936219986,31.468187470771817,31.5811443613004,5215100.0
2024-03-20,32.795440673828125,32.89898598023082,31.27992175102784,31.317575242598743,5320800.0
2024-03-21,33.6143798828125,33.887362274042474,32.8613281060006,32.94604665531907,4725700.0
2024-03-22,33.08725357055664,34.05680774718643,33.08725357055664,33.74617179302252,3934500.0
2024-03-25,33.219032287597656,33.65674423664321,33.09666023979071,33.11548698490212,2446400.0
2024-03-26,32.776615142822266,33.572028125273214,32.76720356499802,33.5296670479773,5140900.0
2024-03-27,33.71792984008789,33.75558333184616,32.85192107465539,32.898986143935915,4122300.0
2024-03-28,34.16035079956055,34.21682744869182,33.590855178866754,33.79323821686825,3765300.0
2024-04-01,33.548492431640625,34.245067659884185,33.501427362761845,34.05680379353447,3913500.0
2024-04-02,32.98370361328125,33.29433593291914,32.61659105787534,33.22844411994036,5173700.0
2024-04-03,32.8707389831543,33.43553049687731,32.729543797849075,32.98369944039933,11086100.0
2024-04-04,32.0988655090332,33.539081042484355,32.08945393153844,33.379055498396625,6662100.0
2024-04-05,31.98591041564941,32.22123936537388,31.79294254410945,31.93884534387148,5621400.0
2024-04-08,32.88956832885742,32.931929401385204,32.09886301973726,32.20240831832259,8242000.0
2024-04-09,32.93663787841797,33.14372489037046,32.52716425677142,33.05900633385167,3586100.0
2024-04-10,31.825883865356445,32.329487601532925,31.430529419580303,32.25888820862637,5238000.0
2024-04-11,31.599971771240234,32.023564608153954,31.063422041427817,31.929430871709304,4118700.0
2024-04-12,31.19520378112793,31.515251283871905,31.02576665668496,31.129311965048405,3453900.0
2024-04-15,31.063417434692383,32.11768999067863,30.75278153674497,31.609382252599584,3850200.0
2024-04-16,30.508041381835938,30.931634160677334,30.17858232653396,30.82808886020117,6218300.0
2024-04-17,31.08224868774414,31.722343730148843,30.7151360938898,31.32698922003541,6680400.0
2024-04-18,30.96929168701172,31.46818791888253,30.738666727403448,31.08224857914882,5066500.0
2024-04-19,31.995323181152344,32.00473475846705,30.93163540286374,31.08224577574079,8001400.0
2024-04-22,32.5224609375,32.55070285393256,31.85412756556597,32.070629773762846,4888700.0
2024-04-23,32.917816162109375,33.03077305777839,32.32478617588586,32.4753965670562,4208700.0
2024-04-24,33.4355354309082,33.524961575048486,32.65424164508895,32.67306839074136,4248200.0
2024-04-25,32.94605255126953,33.52025575598236,32.60717829335148,33.36023020492783,3078100.0
2024-04-26,33.08725357055664,33.51555041515946,33.06842682265261,33.29434061583092,3168300.0
2024-04-29,32.927223205566406,33.36022757168993,32.82367790261633,33.17196730178195,3859000.0
2024-04-30,32.49848175048828,33.0034408636093,32.46990025637888,32.67950393730249,4824900.0
2024-05-01,33.06060791015625,33.75611880669332,32.55564515608853,32.63186732065454,4859400.0
2024-05-02,33.336910247802734,33.49887690766455,33.00344370510052,33.40360282944856,4209200.0
2024-05-03,33.718013763427734,34.137228474677975,33.657990433594385,33.860928530349135,3647300.0
2024-05-06,34.070533752441406,34.108644843229186,33.679904158050775,34.01337075073339,2462300.0
2024-05-07,33.88951110839844,34.332542538585024,33.860929607894015,34.24202960768954,2455400.0
2024-05-08,34.25156021118164,34.337308349706234,33.64179728588398,33.65132324150951,3485200.0
2024-05-09,34.3182487487793,34.442107964117646,33.97525623521051,34.05147840910281,3675100.0
2024-05-10,34.35635757446289,34.58501681214335,34.203916871184894,34.46115760495715,6154800.0
2024-05-13,34.242027282714844,34.72793456513941,34.18009949100219,34.54690871563978,3276200.0
2024-05-14,34.70888137817383,34.794629514161265,34.39447033472868,34.546911061542616,2070500.0
2024-05-15,35.099510192871094,35.51872127373577,34.8327398354548,35.089984237737745,2783800.0
2024-05-16,34.79462432861328,35.156672363766866,34.77556878629224,35.03281315591665,2046500.0
2024-05-17,35.40439224243164,35.47108483292098,34.85655713386332,35.09951079034509,5027700.0
2024-05-20,34.76604080200195,35.53777023133245,34.67076309596106,35.442496159764424,3816400.0
2024-05-21,34.84226608276367,35.11856603210381,34.680299402823735,34.680299402823735,5488500.0
2024-05-22,34.21344757080078,34.8756123082452,34.194392025938704,34.6993512441262,5300700.0
2024-05-23,33.46076202392578,34.34682466174133,33.30832133540228,34.28013208766684,3425800.0
2024-05-24,33.67990493774414,33.82281971426999,33.47982715818695,33.58463084304274,2349500.0
2024-05-28,33.02250289916992,33.87045464626491,32.851006631839084,33.6513213345585,4331900.0
2024-05-29,32.58423614501953,32.62234723415648,31.998289961577893,32.35557324467137,3803100.0
2024-05-30,32.78430938720703,32.984387125856,32.488953938863546,32.965331583917106,3084700.0
2024-05-31,33.622737884521484,33.68943046967343,32.851004726297525,32.889115813376726,7351200.0
2024-06-03,33.07966995239258,34.03242538987418,32.765258913476345,33.984784710421245,3849200.0
2024-06-04,32.5556526184082,33.222582173341245,32.431797024307855,32.6414007559635,5428700.0
2024-06-05,32.49848175048828,32.77478164178849,32.28410964124937,32.73667055999409,3703300.0
2024-06-06,32.45084762573242,32.76525499255086,32.265060628414005,32.56517724689611,3224200.0
2024-06-07,32.53659439086914,32.78430916545332,32.05068716089632,32.06974270270633,3702300.0
2024-06-10,32.755733489990234,33.041559398979786,31.269433674981517,32.3174632194344,12071800.0
2024-06-11,32.3651008605957,32.536597116780754,31.91253988225666,32.37462681506231,6270700.0
2024-06-12,33.49888229370117,34.12293596564108,33.27021938095541,33.27021938095541,7147700.0
2024-06-13,32.860538482666016,33.451245869413725,32.712858910123764,33.260694044325305,4897000.0
2024-06-14,32.46037292480469,32.72714324696138,32.11738043376148,32.4032062981398,3156400.0
2024-06-17,32.870059967041016,32.87958592148641,32.07927127256213,32.43179337308739,4937000.0
2024-06-18,33.1273078918457,33.341676417277824,32.53660052230996,32.72714870737244,6284200.0
2024-06-20,33.04155349731445,33.22257569263099,32.841475760205704,32.96533133014561,3691700.0
2024-06-21,33.1273078918457,33.241637529777925,32.74144309227842,33.07967084558008,7288600.0
