Date,Close_COR,High_COR,Low_COR,Open_COR,Volume_COR
2023-10-16,183.62185668945312,186.4715958627444,183.5235836168435,186.19644925267625,1228000.0
2023-10-17,184.2016143798828,185.52822578419745,182.95361842861456,183.45479006748937,1046900.0
2023-10-18,186.2652587890625,186.7467578992738,184.4473117561701,185.32188819492492,1149700.0
2023-10-19,186.59934997558597,187.7097727323388,184.7519241489952,186.33402467202183,1195800.0
2023-10-20,185.4791259765625,187.2675941501627,184.7716017534204,187.2675941501627,1122400.0
2023-10-23,185.5478973388672,185.90164441261092,183.76925069447265,184.24094344819557,987200.0
2023-10-24,185.734619140625,187.08088845333856,184.91900050427088,185.6363610484469,964100.0
2023-10-25,185.8426971435547,188.14215821431392,185.1450092714773,186.84502555930277,1099500.0
2023-10-26,185.33172607421875,187.1693157433755,184.6340231816056,185.10570098549832,1144100.0
2023-10-27,184.3883514404297,185.6363475760249,183.7004848676331,184.81090768866903,922700.0
2023-10-30,182.197021484375,184.7421356049652,180.54612651806752,184.7421356049652,1276700.0
2023-10-31,181.9414978027344,182.9241686307143,179.58309381332933,182.63920068812155,1725800.0
2023-11-01,183.9854431152344,185.45944926259585,181.74495497079425,181.94148612490255,1588000.0
2023-11-02,188.84967041015625,190.6381384943581,180.81143032454585,182.8750450379531,2572700.0
2023-11-03,191.78787231445312,195.53184593817284,190.35318123798797,191.46358912732583,1568600.0
2023-11-06,193.46826171875,195.48272517371788,190.47111231796808,192.7509011282494,1423000.0
2023-11-07,192.6722717285156,195.1485913585353,192.41676772309307,195.1485913585353,1141000.0
2023-11-08,193.3797912597656,194.6179661353933,192.64278811736528,193.54685850041963,893500.0
2023-11-09,193.4092712402344,194.79482565236356,191.82717067547077,193.34047708793904,882500.0
2023-11-10,194.650634765625,196.03978862270856,192.4141729739822,192.8575205893629,2681700.0
2023-11-13,195.9314422607422,196.70977744154027,193.72455068309392,194.6802189228153,2986100.0
2023-11-14,191.4979248046875,195.5275011429441,191.13339684816543,194.7097636720179,3241100.0
2023-11-15,190.3649444580078,192.8969618149181,188.2861216319116,191.09401548437577,2737200.0
2023-11-16,194.00038146972656,194.17771450062344,191.35997442092724,191.7048086920965,1207500.0
2023-11-17,192.1186370849609,195.1038639354615,191.6161783691961,194.2959882532521,1261200.0
2023-11-20,193.0447540283203,193.4585462208597,191.68514037188956,191.68514037188956,804800.0
2023-11-21,195.8920135498047,196.70975095581989,194.44373363031403,194.93634543875797,1215000.0
2023-11-22,196.72946166992188,197.58661651362732,195.4191273751141,196.41419790249557,999100.0
2023-11-24,198.3255157470703,198.50284878091944,196.53240156044845,198.19743186707757,552900.0
2023-11-27,198.7984313964844,200.73932323360495,197.7934990413963,199.23193221763296,1139100.0
2023-11-28,198.3255157470703,200.36492080293175,197.8230420845259,199.0151692675713,1224200.0
2023-11-29,196.5718231201172,198.38463099365543,196.05950262252784,197.7343797890212,1664900.0
2023-11-30,200.36492919921875,200.6407906189791,196.40434094409355,196.4437432754937,6174500.0
2023-12-01,201.07427978515625,202.78857425150989,199.47822237279465,200.4831546484722,1254700.0
2023-12-04,200.74917602539065,201.91174781060167,199.6851326236675,201.2812052429125,1246800.0
2023-12-05,200.71961975097656,201.5472190824832,199.51764563694996,201.0644540585477,981300.0
2023-12-06,197.704833984375,200.42404592811752,195.77380399098868,200.10878216796723,1550400.0
2023-12-07,197.25164794921875,198.4142047249073,196.49302147412988,197.81321765329787,1130800.0
2023-12-08,198.76889038085935,198.9363766133652,196.60140115040892,197.53736070068055,1441800.0
2023-12-11,199.8526306152344,200.37479796587917,198.2959753881597,199.4782408040852,804800.0
2023-12-12,200.93638610839844,201.94131856924784,199.11373114279277,199.16298030493527,831500.0
2023-12-13,200.7097930908203,202.68024068446016,199.75412480523923,200.9068348435199,1298600.0
2023-12-14,198.5225830078125,198.82799996095468,192.936366222956,196.72946859045743,3627700.0
2023-12-15,197.36985778808597,197.6555660350803,193.724533249494,196.19743922630755,3210000.0
2023-12-18,197.11370849609372,198.81814124989984,196.42403989475832,198.77872388411595,1076800.0
2023-12-19,198.89697265625,199.07430571275535,196.7984412876761,197.113720099225,1010000.0
2023-12-20,196.83786010742188,200.08910171553225,196.7984577693389,199.69501820141323,1141300.0
2023-12-21,199.28118896484372,199.68511923008177,196.8673940644972,197.6260054398532,765000.0
2023-12-22,200.0398101806641,200.76888111880467,199.2713369098252,199.9806991649565,642500.0
2023-12-26,201.07427978515625,201.5767534396545,199.4388050103576,199.70481959019088,734000.0
2023-12-27,201.21224975585935,201.27136077773207,200.26644333925265,200.650680014747,799000.0
2023-12-28,200.48318481445312,202.40436810605803,200.22701702002496,201.96102042850632,775500.0
2023-12-29,202.34524536132807,202.4930229008415,200.58168654542607,201.2614932938285,1086400.0
2024-01-02,205.4585418701172,205.61618126864624,201.50780028190172,201.97085661925544,1248000.0
2024-01-03,207.2221221923828,209.6851816749624,206.26645391047617,208.16792861503305,1140400.0
2024-01-04,207.55706787109372,208.37480531771013,204.5619945417081,205.7442599340098,1139900.0
2024-01-05,208.2368621826172,208.97577988788763,207.21223624596925,208.4536125788287,1075500.0
2024-01-08,207.27137756347656,209.31078291089096,205.4979718048631,208.867435229568,1138600.0
2024-01-09,210.4634704589844,210.52258147241636,206.22702080761624,207.4585503651813,1254600.0
2024-01-10,212.93641662597656,212.97581896181995,209.86250826393984,210.857593885513,1605200.0
2024-01-11,215.69500732421875,216.17777232660677,213.42900494698992,213.79353288825683,1463700.0
2024-01-12,216.1876220703125,216.86742880598848,215.0644676910757,216.1482197382867,1309300.0
2024-01-16,215.76400756835935,217.47830235555588,214.8083393002082,216.46352306600517,1352400.0
2024-01-17,215.4782867431641,217.86252634518712,215.00536853285467,215.76399500773684,2151700.0
2024-01-18,217.5275421142578,217.8329741004883,213.69502238153797,215.37976158520445,1045400.0
2024-01-19,215.05462646484372,218.03985305140552,214.83787604975896,217.74428293689712,1401100.0
2024-01-22,214.9364013671875,216.6211254392149,214.73935963809876,215.0546233979767,1175100.0
2024-01-23,214.6309814453125,215.50782990587768,213.26152115222044,214.00043890101085,890900.0
2024-01-24,214.16793823242188,215.58666280229156,213.91177044249923,215.2516753103405,977100.0
2024-01-25,215.60633850097656,215.66544951424592,212.1186534182064,214.89697627510472,1063900.0
2024-01-26,214.46348571777344,216.5521701641524,213.96102704764724,215.9413212534251,972800.0
2024-01-29,215.21226501464844,215.22211183954235,213.6063455910341,214.73936185329296,916400.0
2024-01-30,217.27137756347656,217.5472389919927,214.7196518330419,216.73936338942977,1529900.0
2024-01-31,229.24185180664065,231.5866891103147,224.6310119355369,224.6310119355369,3511700.0
2024-02-01,233.419189453125,233.52756465786095,225.23198318317893,229.212280184417,2071900.0
2024-02-02,231.51773071289065,233.96108136438977,230.70984003484816,233.7246222561849,1267200.0
2024-02-05,230.7492828369141,234.15814891434223,230.0990314926684,233.82317641578763,1209800.0
2024-02-06,231.5374298095703,233.92166949842817,229.79359458300152,232.8576410697821,2251000.0
2024-02-07,234.1581268310547,235.8428660580186,232.15812382145484,232.4339852687568,1662200.0
2024-02-08,227.4047088623047,230.98875153065276,225.4300240617594,230.54445046365996,2744900.0
2024-02-09,227.77003479003903,228.71787511604896,225.8743390723689,227.76015172341064,1590400.0
2024-02-12,227.06900024414065,228.22418904075508,225.51888051498517,226.97027504383007,1282800.0
2024-02-13,228.26368713378903,229.1029191169992,226.48646783750723,228.9745748523018,1462700.0
2024-02-14,228.6487579345703,229.0338208732234,226.7431792423078,228.2636949959172,1197400.0
2024-02-15,230.12977600097656,231.67002778534655,228.90546596090428,229.0634443658781,1119900.0
2024-02-16,228.78697204589844,231.1960898061829,228.19456060575845,230.84064595522867,1076500.0
2024-02-20,229.4188537597656,231.4922785828485,228.3130352224668,228.7869553005024,1547600.0
2024-02-21,230.5148162841797,231.3836823604639,229.1522790401246,230.95911732204377,1109700.0
2024-02-22,231.43304443359372,233.5262204929743,229.8829247539856,230.2581196738616,1269200.0
2024-02-23,234.2667388916016,235.05661583628023,231.5219281847216,232.36116019760237,975200.0
2024-02-26,235.32318115234372,236.8239458005632,234.60242542744825,236.0143178108497,1553500.0
2024-02-27,233.51632690429688,234.76038787070897,231.8082289074345,234.25683364500952,1222100.0
2024-02-28,233.1411590576172,233.94090396821463,230.91963872122463,233.94090396821463,1065400.0
2024-02-29,232.6178741455078,233.61508454021208,231.74900801743323,233.0917942764352,1646200.0
2024-03-01,234.0297698974609,235.58977271087525,232.3512908160264,233.76318322876588,1190000.0
2024-03-04,232.81532287597656,237.39659065402756,232.69683155252517,234.47405074781395,1326000.0
2024-03-05,232.3315277099609,233.45709739477425,231.47254468002808,233.23001287095323,1422500.0
2024-03-06,231.70950317382807,233.54596060854004,231.57127584285624,232.55861822569813,1209000.0
2024-03-07,234.62217712402344,235.2935627181906,231.7193880848495,233.1214124717714,1341600.0
2024-03-08,234.4641876220703,235.4021598356892,233.7039297988504,234.2864581660228,877400.0
2024-03-11,234.6715087890625,235.1849309994108,233.57557330769345,233.64467943401368,849000.0
2024-03-12,234.43458557128903,235.1849603835135,233.19052448561345,234.6518021079737,666600.0
2024-03-13,231.79837036132807,236.0143113964581,231.26519704950752,235.47128515030775,1447400.0
2024-03-14,234.6715087890625,234.888725298608,232.01557067807005,232.94365977763536,1280200.0
2024-03-15,235.2145538330078,235.32316208952136,231.42316298577657,232.2821459727897,2150200.0
2024-03-18,236.2808990478516,237.8112827273156,234.33583338280707,235.1059592225492,1122400.0
2024-03-19,239.2824249267578,239.52926051464772,236.2216576106632,237.169512897046,1165700.0
2024-03-20,238.80848693847656,240.7436845536297,238.69987867845805,239.45026849882183,967400.0
2024-03-21,239.2626800537109,240.5560961572253,237.2879952994846,238.8381149974148,801300.0
2024-03-22,239.43051147460935,240.50671098259537,238.9170892522411,239.84519343918248,720800.0
2024-03-25,238.99609375,240.2302717232324,238.57154375871963,239.43052680708163,703300.0
2024-03-26,239.7267303466797,240.9707763087144,238.54192251631585,238.9960915695583,829200.0
2024-03-27,241.5434417724609,241.58292883918924,239.78597352289088,240.89179217907449,674300.0
2024-03-28,239.91433715820312,241.5434461052428,236.75482939989055,241.5434461052428,1574300.0
2024-04-01,239.92417907714844,240.2598718436408,237.20898775014365,239.31203167170375,635000.0
2024-04-02,240.0130615234375,241.4249689961825,238.6110371167544,239.4305331204673,961400.0
2024-04-03,242.6887664794922,243.62673875233887,239.3416763247912,240.6548435330364,1125200.0
2024-04-04,238.9763336181641,243.52798241339823,238.83810629303184,243.52798241339823,1026900.0
2024-04-05,240.14141845703125,240.73382992014265,238.8183832638183,239.64774725965484,744600.0
2024-04-08,237.31761169433597,239.67735934644944,237.30774369430952,239.13431803201985,813200.0
2024-04-09,235.55029296875,238.1667444065621,233.8125606336144,238.1667444065621,807600.0
2024-04-10,234.7900238037109,237.3867240497306,234.61229433903372,235.2738119337197,712200.0
2024-04-11,232.65737915039065,235.42194108097297,232.29206725730688,235.42194108097297,810700.0
2024-04-12,231.03811645507807,233.2497688054613,230.14951434112592,232.02545883309128,822300.0
2024-04-15,231.2454833984375,233.8224478128928,231.20598126340772,233.35839565302012,986000.0
2024-04-16,235.2441864013672,236.73508301415285,233.62494552580543,234.4740605621152,1981500.0
2024-04-17,235.59962463378903,236.2315231295248,233.24976010639745,236.19203606476256,1028600.0
2024-04-18,234.29635620117188,236.3697662165436,232.4105285879901,236.3697662165436,1443300.0
2024-04-19,236.1031951904297,236.87332106454105,233.9803999707437,235.658879053662,1411200.0
2024-04-22,233.8520355224609,235.98468349292628,231.7588595504317,233.01278852059775,2287100.0
2024-04-23,234.6814117431641,235.69837318511077,233.259636311334,234.4246930834092,1430900.0
2024-04-24,234.9381103515625,235.76747431398013,232.8548173799536,234.582666501148,926800.0
2024-04-25,236.7252197265625,237.9988999202658,235.23433805486457,236.00446395845952,831200.0
