Date,Close_ARE,High_ARE,Low_ARE,Open_ARE,Volume_ARE
1997-05-28,7.512845993041992,7.647003957203457,7.378688028880528,7.378688028880528,1862700.0
1997-05-29,7.646998405456543,7.646998405456543,7.512840538694148,7.512840538694148,296800.0
1997-05-30,7.87059211730957,7.9153113907033745,7.557557203552939,7.557557203552939,220400.0
1997-06-02,7.87059211730957,7.960030664097179,7.691715023734353,7.9153113907033745,66800.0
1997-06-03,7.915314197540283,7.915314197540283,7.736437040533723,7.781156329785363,180000.0
1997-06-04,7.8258771896362305,7.960035084315709,7.7811578914097375,7.960035084315709,99900.0
1997-06-05,7.8258771896362305,7.8258771896362305,7.602280698503767,7.691719294956752,291600.0
1997-06-06,7.691718578338623,7.691718578338623,7.691718578338623,7.691718578338623,0.0
1997-06-09,7.691718578338623,7.691718578338623,7.691718578338623,7.691718578338623,0.0
1997-06-10,7.781161308288574,7.781161308288574,7.691722672561119,7.691722672561119,57600.0
1997-06-11,7.6022796630859375,7.736437539493336,7.557560370950138,7.646998955221736,146600.0
1997-06-12,7.646998405456543,7.73643698329814,7.557559827614946,7.602279116535744,73300.0
1997-06-13,7.6022796630859375,7.646998955221736,7.602279663085937,7.602279663085937,134200.0
1997-06-16,7.7364397048950195,7.7364397048950195,7.602281790937302,7.602281790937302,73200.0
1997-06-17,7.646998405456543,7.691717694377341,7.646998405456543,7.646998405456543,53300.0
1997-06-18,7.691718578338623,7.7364378723987315,7.646999284278515,7.691718578338623,54100.0
1997-06-19,7.691718578338623,7.7364378723987315,7.691718578338623,7.691718578338623,44100.0
1997-06-20,7.7364397048950195,7.781159009547592,7.691720400242447,7.691720400242447,37800.0
1997-06-23,7.646998405456543,7.825875561139736,7.646998405456543,7.73643698329814,80800.0
1997-06-24,7.691718578338623,7.691718578338623,7.602279990218406,7.691718578338623,116000.0
1997-06-25,7.7364397048950195,7.7364397048950195,7.602281790937302,7.691720400242447,127400.0
1997-06-26,7.7364397048950195,7.781159009547592,7.691720400242447,7.7364397048950195,52100.0
1997-06-27,7.781161308288574,7.825880626152301,7.647003354697392,7.691722672561119,44500.0
1997-06-30,7.8258771896362305,7.8258771896362305,7.646999996730259,7.7811578914097375,60300.0
1997-07-01,8.049477577209473,8.09419689708286,7.736442338095771,7.736442338095771,121300.0
1997-07-02,8.049477577209473,8.049477577209473,7.915319617589315,8.049477577209473,77300.0
1997-07-03,8.138914108276367,8.138914108276367,8.004756183414669,8.094194799989134,46000.0
1997-07-07,8.138914108276367,8.228352724850833,8.094194799989134,8.138914108276367,122200.0
1997-07-08,8.138914108276367,8.138914108276367,8.004756183414669,8.138914108276367,50400.0
1997-07-09,8.138914108276367,8.1836334165636,8.049475491701902,8.138914108276367,97000.0
1997-07-10,8.138914108276367,8.1836334165636,8.094194799989134,8.138914108276367,99000.0
1997-07-11,8.183629989624023,8.183629989624023,7.960033541820088,8.138910700063237,136100.0
1997-07-14,8.407227516174316,8.541385402070715,8.183631039680318,8.183631039680318,106600.0
1997-07-15,8.496664047241211,8.58610261615954,8.317786909404553,8.317786909404553,85400.0
1997-07-16,8.586104393005371,8.67554298043251,8.496665805578232,8.586104393005371,68800.0
1997-07-17,8.541383743286133,8.630822316514259,8.451945170058005,8.496664456672068,53000.0
1997-07-18,8.541383743286133,8.541383743286133,8.496664456672068,8.496664456672068,126500.0
1997-07-21,8.586104393005371,8.586104393005371,8.496665805578232,8.541385099291801,111800.0
1997-07-22,8.586104393005371,8.586104393005371,8.496665805578232,8.586104393005371,38800.0
1997-07-23,8.675546646118164,8.675546646118164,8.541388708291596,8.58610802090045,180000.0
1997-07-24,8.586104393005371,8.63082368671894,8.586104393005371,8.586104393005371,47600.0
1997-07-25,8.675546646118164,8.675546646118164,8.58610802090045,8.630827333509307,25500.0
1997-07-28,8.675546646118164,8.764985271335878,8.630827333509307,8.675546646118164,96800.0
1997-07-29,8.720260620117188,8.720260620117188,8.586102764423076,8.675541334885818,19900.0
1997-07-30,8.76498031616211,8.809699603489467,8.720261028834752,8.720261028834752,59600.0
1997-07-31,8.809700012207031,8.94385788041323,8.809700012207031,8.809700012207031,83500.0
1997-08-01,8.854418754577637,8.943857327856199,8.809699467938355,8.854418754577637,18700.0
1997-08-04,9.212175369262695,9.212175369262695,8.809701688081315,8.809701688081315,25700.0
1997-08-05,9.122737884521484,9.167457187876982,8.899141367743997,9.167457187876982,393700.0
1997-08-06,9.07801914215088,9.12273844826985,9.03329983603191,9.12273844826985,59700.0
1997-08-07,9.122737884521484,9.21217649123248,9.122737884521484,9.167457187876982,23800.0
1997-08-08,9.30161190032959,9.30161190032959,9.078015460417822,9.122734748400177,25500.0
1997-08-11,9.167454719543455,9.346331884802842,9.167454719543455,9.346331884802842,9600.0
1997-08-12,9.122737884521484,9.256895794587978,9.122737884521484,9.21217649123248,44600.0
1997-08-13,9.122737884521484,9.21217649123248,9.122737884521484,9.122737884521484,47300.0
1997-08-14,9.167454719543455,9.256893302173149,9.12273542822861,9.12273542822861,8800.0
1997-08-15,9.122737884521484,9.122737884521484,9.122737884521484,9.122737884521484,2800.0
1997-08-18,9.122737884521484,9.167457187876982,9.122737884521484,9.122737884521484,4900.0
1997-08-19,9.30161190032959,9.346331188311945,9.122734748400177,9.122734748400177,22600.0
1997-08-20,9.30161190032959,9.346331188311945,9.30161190032959,9.30161190032959,68800.0
1997-08-21,9.30161190032959,9.391050476294298,9.30161190032959,9.346331188311945,43200.0
1997-08-22,9.346333503723145,9.39105280278402,9.256894905601392,9.301614204662268,22000.0
1997-08-25,9.391051292419434,9.480489876156762,9.346332000550769,9.391051292419434,16300.0
1997-08-26,9.167454719543455,9.346331884802842,9.167454719543455,9.301612593487995,19200.0
1997-08-27,9.212175369262695,9.256894667171736,9.167456071353651,9.212175369262695,3900.0
1997-08-28,9.346333503723145,9.39105280278402,9.212175606540516,9.212175606540516,8300.0
1997-08-29,9.346333503723145,9.39105280278402,9.301614204662268,9.346333503723145,4600.0
1997-09-02,9.346333503723145,9.39105280278402,9.256894905601392,9.346333503723145,14600.0
1997-09-03,9.65937042236328,9.65937042236328,9.346335269786692,9.346335269786692,19000.0
1997-09-04,9.882967948913574,9.882967948913574,9.614652076997368,9.614652076997368,31100.0
1997-09-05,10.196000099182127,10.196000099182127,9.79352641105652,9.79352641105652,51700.0
1997-09-08,9.83824634552002,10.15128145651384,9.83824634552002,10.106562154943292,90400.0
1997-09-09,9.65937042236328,9.65937042236328,9.65937042236328,9.65937042236328,0.0
1997-09-10,9.346333503723145,9.659368597149278,9.301614204662268,9.614649298088402,41300.0
1997-09-11,9.435766220092772,9.435766220092772,9.346327677722226,9.346327677722226,102800.0
1997-09-12,9.346333503723145,9.435772101844895,9.301614204662268,9.346333503723145,21500.0
1997-09-15,9.569927215576172,9.614646501630268,9.301611499251608,9.301611499251608,9500.0
1997-09-16,9.748807907104492,9.79352720943066,9.569930697799824,9.569930697799824,9700.0
1997-09-17,9.65937042236328,9.882966959917988,9.61465111485234,9.838247652407045,41100.0
1997-09-18,9.65937042236328,9.748809037385165,9.65937042236328,9.748809037385165,3400.0
1997-09-19,9.525209426879885,9.659367306131712,9.525209426879885,9.569928719963826,50600.0
1997-09-22,9.65937042236328,9.65937042236328,9.480493192319516,9.525212499830458,51900.0
1997-09-23,9.70408821105957,9.748807511571366,9.61464961003598,9.748807511571366,111200.0
1997-09-24,9.569927215576172,9.74880435979255,9.480488643467984,9.704085073738456,60700.0
1997-09-25,9.70408821105957,9.793526812083162,9.480491708500594,9.569930309524183,18700.0
1997-09-26,9.748807907104492,9.79352720943066,9.704088604778324,9.704088604778324,4200.0
1997-09-29,9.927685737609863,10.0171243478586,9.748808517112389,9.748808517112389,8000.0
1997-09-30,10.196000099182127,10.196000099182127,9.927684307098389,9.927684307098389,12100.0
1997-10-01,10.37487506866455,10.37487506866455,10.151278623219197,10.151278623219197,9900.0
1997-10-02,10.240717887878418,10.374875764138835,10.240717887878418,10.374875764138835,8100.0
1997-10-03,10.240717887878418,10.330156472052028,10.240717887878418,10.285437179965225,4200.0
1997-10-06,10.196000099182127,10.285438696543377,10.196000099182127,10.240719397862753,5400.0
1997-10-07,10.285439491271973,10.285439491271973,10.151281584864076,10.19600088700004,46900.0
1997-10-08,10.017123222351074,10.15128112265042,9.972403922251292,10.15128112265042,10900.0
1997-10-09,10.061838150024414,10.061838150024414,10.01711886935764,10.061838150024414,12500.0
1997-10-10,10.151278495788574,10.195997784316276,10.10655920726087,10.10655920726087,17600.0
1997-10-13,10.196000099182127,10.196000099182127,10.151280800501508,10.151280800501508,3600.0
1997-10-14,10.151278495788574,10.195997784316276,10.151278495788574,10.195997784316276,5600.0
1997-10-15,10.106562614440918,10.15128191804464,10.106562614440918,10.106562614440918,2300.0
1997-10-16,10.196000099182127,10.196000099182127,10.106561501820885,10.151280800501508,5400.0
1997-10-17,9.927685737609863,10.196001568356076,9.927685737609863,10.151282263231709,14100.0
1997-10-20,9.793523788452148,9.88296236186267,9.793523788452148,9.88296236186267,9800.0
1997-10-21,9.748807907104492,9.79352720943066,9.704088604778324,9.748807907104492,3100.0
1997-10-22,9.882967948913574,9.882967948913574,9.793529324941506,9.83824863692754,87700.0
1997-10-23,9.793523788452148,9.793523788452148,9.704085215041626,9.793523788452148,77700.0
1997-10-24,9.882967948913574,9.882967948913574,9.704090700969438,9.704090700969438,4400.0
1997-10-27,9.748807907104492,9.79352720943066,9.659369302452156,9.79352720943066,199500.0
1997-10-28,9.65937042236328,9.65937042236328,9.525212499830458,9.65937042236328,14300.0
1997-10-29,9.972402572631836,9.972402572631836,9.659367514298102,9.704086808345778,7900.0
1997-10-30,9.972402572631836,9.972402572631836,9.972402572631836,9.972402572631836,500.0
1997-10-31,9.793523788452148,10.017120221978454,9.793523788452148,9.927681648567932,5600.0
1997-11-03,9.927685737609863,9.927685737609863,9.838247127361123,9.882966432485494,80700.0
1997-11-04,10.017123222351074,10.017123222351074,9.793526721852167,9.88296532205173,24300.0
1997-11-05,10.464313507080078,10.464313507080078,10.06183991065392,10.06183991065392,68900.0
1997-11-06,10.464313507080078,10.509032795571873,10.374874930096489,10.374874930096489,38600.0
1997-11-07,10.330158233642578,10.374877533355315,10.330158233642578,10.374877533355315,6900.0
1997-11-10,10.106562614440918,10.374878436063243,10.106562614440918,10.374878436063243,29500.0
1997-11-11,9.972402572631836,10.106560454774868,9.972402572631836,10.06184116072719,2300.0
1997-11-12,9.927685737609863,10.0171243478586,9.882966432485494,10.0171243478586,28000.0
1997-11-13,9.83824634552002,9.927684948661112,9.83824634552002,9.927684948661112,6800.0
1997-11-14,9.83824634552002,9.927684948661112,9.793527043949474,9.83824634552002,3700.0
1997-11-17,9.972402572631836,9.972402572631836,9.882963984536485,9.882963984536485,6800.0
1997-11-18,10.106562614440918,10.106562614440918,10.017124007233477,10.017124007233477,2700.0
1997-11-19,10.240717887878418,10.240717887878418,10.106560011618004,10.106560011618004,13200.0
1997-11-20,10.777349472045898,10.911507349291284,10.374875840309745,10.374875840309745,61700.0
1997-11-21,10.911506652832031,10.911506652832031,10.777348784149671,10.866787363271245,62400.0
1997-11-24,11.04567050933838,11.04567050933838,10.822073940323431,10.86679325412642,17800.0
1997-11-25,11.3587007522583,11.40342004655853,11.045665692156694,11.090384986456923,17400.0
1997-11-26,11.2245454788208,11.40342269760679,11.2245454788208,11.40342269760679,94200.0
1997-11-28,11.135102272033691,11.269260130732892,11.135102272033691,11.269260130732892,12600.0
1997-12-01,10.822070121765137,10.956228015836606,10.687912227693667,10.956228015836606,60200.0
