Date,Close_FOX,High_FOX,Low_FOX,Open_FOX,Volume_FOX
2019-03-13,35.49396896362305,35.58451341943386,34.40741822364538,34.95069186660942,306000.0
2019-03-14,36.18212127685547,36.80688986014576,35.60262838236311,35.765611190695346,279700.0
2019-03-15,37.14190673828125,37.169069387000725,36.67106792086075,36.71634015340985,164200.0
2019-03-18,36.99703598022461,37.784783931886246,36.64390770720561,37.784783931886246,581700.0
2019-03-19,35.810882568359375,37.4859828463384,35.3581533236164,37.4859828463384,2540200.0
2019-03-20,34.04523468017578,36.08342450852058,33.9184710559979,36.08251609344813,5147900.0
2019-03-21,35.2042236328125,35.23138627957345,34.26254606586975,34.40741927201096,8865500.0
2019-03-22,33.91847610473633,35.16800985800273,33.09450897088353,35.095571516804576,4902500.0
2019-03-25,33.00395584106445,34.23537968601265,32.91340793831866,34.018068173472074,4035100.0
2019-03-26,33.239376068115234,33.8188688746102,33.01301147470004,33.01301147470004,3350900.0
2019-03-27,32.77759552001953,33.6558878393412,32.65083189377,33.2755969605926,2871300.0
2019-03-28,32.297698974609375,33.02206844673729,32.18904493541004,32.72326552137709,2220600.0
2019-03-29,32.48785400390625,32.75043436045189,32.044177791035544,32.48785400390625,2679200.0
2019-04-01,32.732322692871094,32.904358546208165,32.54217380291469,32.75042882139104,4338400.0
2019-04-02,32.32486724853516,33.013014148469495,31.88119108972561,32.78664953672072,1491200.0
2019-04-03,32.14377212524414,32.49690033678903,31.962679760489188,32.397299363471326,2831600.0
2019-04-04,32.6236572265625,32.65987638285242,32.044164542119304,32.19809422932701,2223200.0
2019-04-05,33.48386001586914,33.58346101868865,32.542182203458125,32.5874578985947,2116200.0
2019-04-08,33.36614990234375,33.44764131908262,33.185060935413496,33.44764131908262,1929000.0
2019-04-09,33.40236282348633,33.565345626449094,33.13072596989838,33.329927941086204,1793900.0
2019-04-10,32.53312683105469,33.54723946651726,32.469745007216424,33.42047581884073,843600.0
2019-04-11,32.967742919921875,33.04923432079268,32.17093849519069,32.578395499544705,978200.0
2019-04-12,33.456687927246094,33.574398484115754,32.524063444432024,33.02206831809228,3175200.0
2019-04-15,33.48386001586914,33.49291653651669,33.02207763031119,33.42047818753865,891200.0
2019-04-16,33.692108154296875,33.755489969583444,33.43858089315061,33.60156369075889,1869000.0
2019-04-17,34.597564697265625,34.63378386230271,33.664943648883835,33.664943648883835,2122100.0
2019-04-18,34.33498764038086,34.74244469153498,34.33498764038086,34.71528203947482,2315200.0
2019-04-22,33.719276428222656,34.2987693219066,33.60156585480245,34.26255015253882,1665000.0
2019-04-23,34.04523468017578,34.24443663476943,33.565342830345315,33.70116297285002,5455100.0
2019-04-24,33.909420013427734,34.19010992539952,33.80076596537575,33.96374531042877,1230800.0
2019-04-25,34.08145523071289,34.117674397393,33.53818154671071,33.93658201804232,1422800.0
2019-04-26,34.325931549072266,34.35309419873845,33.86414923449688,34.226330561562854,2505700.0
2019-04-29,35.06841278076172,35.23139561260202,34.12673496436231,34.17201065969065,1716800.0
2019-04-30,34.86014938354492,35.113676637402044,34.30781919131352,34.94164078000611,1810000.0
2019-05-01,35.07746505737305,35.131790358713175,34.488915629820234,35.00502671685262,1475000.0
2019-05-02,33.35708999633789,35.131787759168965,33.04923398000597,35.08651552671867,2627700.0
