Date,Close_DHR,High_DHR,Low_DHR,Open_DHR,Volume_DHR
1978-12-29,0.0444025136530399,0.0444025136530399,0.0413407943880052,0.0413407943880052,737965.0
1979-01-02,0.0444025136530399,0.0444025136530399,0.0444025136530399,0.0444025136530399,0.0
1979-01-03,0.0459339916706085,0.0474648546079209,0.0459339916706085,0.0459339916706085,190442.0
1979-01-04,0.0474648475646972,0.0474648475646972,0.0459339848545467,0.0459339848545467,199965.0
1979-01-05,0.0505271665751934,0.0505271665751934,0.0474648623096702,0.0474648623096702,376124.0
1979-01-08,0.0505271665751934,0.0505271665751934,0.0489963033894798,0.0505271665751934,338035.0
1979-01-09,0.048996265977621,0.0505271279944212,0.0474648260671661,0.0505271279944212,923646.0
1979-01-10,0.048996265977621,0.0505271279944212,0.048996265977621,0.048996265977621,566566.0
1979-01-11,0.0474648475646972,0.0489962881687642,0.0474648475646972,0.0489962881687642,161876.0
1979-01-12,0.048996265977621,0.048996265977621,0.0474648260671661,0.0474648260671661,657027.0
1979-01-15,0.0474648475646972,0.0489962881687642,0.0474648475646972,0.0489962881687642,219009.0
1979-01-16,0.0474648475646972,0.0489962881687642,0.0474648475646972,0.0474648475646972,504673.0
1979-01-17,0.0474648475646972,0.0474648475646972,0.0474648475646972,0.0474648475646972,199965.0
1979-01-18,0.048996265977621,0.048996265977621,0.0474648260671661,0.0474648260671661,99982.0
1979-01-19,0.048996265977621,0.048996265977621,0.0474648260671661,0.048996265977621,704637.0
1979-01-22,0.0505271665751934,0.0505271665751934,0.0489963033894798,0.0489963033894798,666549.0
1979-01-23,0.048996265977621,0.0505271279944212,0.048996265977621,0.0505271279944212,61894.0
1979-01-24,0.0474648475646972,0.0489962881687642,0.0474648475646972,0.0489962881687642,438018.0
1979-01-25,0.0474648475646972,0.0474648475646972,0.0474648475646972,0.0474648475646972,195204.0
1979-01-26,0.0474648475646972,0.0489962881687642,0.0474648475646972,0.0474648475646972,180920.0
1979-01-29,0.0474648475646972,0.0489962881687642,0.0474648475646972,0.0474648475646972,214248.0
1979-01-30,0.0474648475646972,0.0489962881687642,0.0474648475646972,0.0474648475646972,176159.0
1979-01-31,0.0474648475646972,0.0489962881687642,0.0474648475646972,0.0474648475646972,271381.0
1979-02-01,0.0459339916706085,0.0474648546079209,0.0459339916706085,0.0474648546079209,409451.0
1979-02-02,0.0444025136530399,0.0459339576967288,0.0444025136530399,0.0459339576967288,138071.0
1979-02-05,0.0444025136530399,0.0459339576967288,0.0444025136530399,0.0444025136530399,195204.0
1979-02-06,0.0444025136530399,0.0459339576967288,0.0444025136530399,0.0444025136530399,99982.0
1979-02-07,0.0428716950118541,0.0428716950118541,0.0428716950118541,0.0428716950118541,161876.0
1979-02-08,0.0428716950118541,0.0444025538579776,0.0428716950118541,0.0428716950118541,204726.0
1979-02-09,0.0428716950118541,0.0428716950118541,0.0413408318206622,0.0428716950118541,242814.0
1979-02-12,0.0474648475646972,0.0474648475646972,0.0413408188301788,0.0428716815403293,733204.0
1979-02-13,0.0474648475646972,0.0474648475646972,0.0444025399054127,0.0474648475646972,485628.0
1979-02-14,0.0444025136530399,0.0474648195017784,0.0444025136530399,0.0474648195017784,176159.0
1979-02-15,0.0459339916706085,0.0459339916706085,0.0444025464942261,0.0444025464942261,114265.0
1979-02-16,0.0459339916706085,0.0474648546079209,0.0459339916706085,0.0459339916706085,352319.0
1979-02-20,0.0474648475646972,0.0474648475646972,0.0444025399054127,0.0459339848545467,204726.0
1979-02-21,0.0459339916706085,0.0459339916706085,0.0444025464942261,0.0459339916706085,433257.0
1979-02-22,0.048996265977621,0.0505271279944212,0.045933964050366,0.045933964050366,1047434.0
1979-02-23,0.0520585887134075,0.0535894468692746,0.0505271439735699,0.0505271439735699,1128372.0
1979-02-26,0.048996265977621,0.0505271279944212,0.048996265977621,0.0505271279944212,285664.0
1979-02-27,0.048996265977621,0.0505271279944212,0.0474648260671661,0.048996265977621,561805.0
1979-02-28,0.0520585887134075,0.0535894468692746,0.0474648410778653,0.0489962814726364,1118850.0
1979-03-01,0.0535894483327865,0.0535894483327865,0.0535894483327865,0.0535894483327865,280903.0
1979-03-02,0.0520585887134075,0.0520585887134075,0.0505271439735699,0.0520585887134075,309469.0
1979-03-05,0.0505271665751934,0.0520586120000713,0.0505271665751934,0.0520586120000713,252336.0
1979-03-06,0.0520585887134075,0.0520585887134075,0.0505271439735699,0.0505271439735699,176159.0
1979-03-07,0.0535894483327865,0.0535894483327865,0.0520585901351121,0.0520585901351121,318991.0
1979-03-08,0.0566517636179924,0.0581832042697873,0.0520585974504765,0.0535894558632698,2071062.0
1979-03-09,0.0581832118332386,0.0581832118332386,0.0566517709823659,0.0566517709823659,999823.0
1979-03-12,0.0597140714526176,0.0612455165629639,0.0581832085813162,0.0581832085813162,1804443.0
1979-03-13,0.0581832118332386,0.0597140747901016,0.0581832118332386,0.0597140747901016,623699.0
1979-03-14,0.0566517636179924,0.0581832042697873,0.0551209008601319,0.0581832042697873,547522.0
1979-03-15,0.0566517636179924,0.0581832042697873,0.0551209008601319,0.0566517636179924,199965.0
1979-03-16,0.0612455233931541,0.0612455233931541,0.056651774133926,0.056651774133926,1195027.0
