Date,Close_GEN,High_GEN,Low_GEN,Open_GEN,Volume_GEN
1989-06-23,0.2594751715660095,0.2651159361652706,0.2481936423674874,0.2481936423674874,23190400.0
1989-06-26,0.2763974666595459,0.2820382312852509,0.2594751727824309,0.2594751727824309,7321600.0
1989-06-27,0.2651158571243286,0.2763973829594064,0.2651158571243286,0.2763973829594064,3054400.0
1989-06-28,0.2594751715660095,0.2763974653637928,0.2594751715660095,0.2651159361652706,2972800.0
1989-06-29,0.2538343667984009,0.2651158942116631,0.2538343667984009,0.259475130505032,977600.0
1989-06-30,0.2538343667984009,0.2651158942116631,0.2538343667984009,0.2538343667984009,1406400.0
1989-07-03,0.2651158571243286,0.2651158571243286,0.2538343312892508,0.2538343312892508,94400.0
1989-07-05,0.2538343667984009,0.2538343667984009,0.2538343667984009,0.2538343667984009,137600.0
1989-07-06,0.2594751715660095,0.2651159361652706,0.2538344069667484,0.2538344069667484,161600.0
1989-07-07,0.2622956931591034,0.2651159029630662,0.2538343751774038,0.259475139070235,1040000.0
1989-07-10,0.2594751715660095,0.2707567007645317,0.2594751715660095,0.2622957260081144,419200.0
1989-07-11,0.2651158571243286,0.2763973829594064,0.2651158571243286,0.2651158571243286,2067200.0
1989-07-12,0.2651158571243286,0.2763973829594064,0.2651158571243286,0.2651158571243286,91200.0
1989-07-13,0.2651158571243286,0.2763973829594064,0.2651158571243286,0.2651158571243286,59200.0
1989-07-14,0.2651158571243286,0.2707566200418675,0.2651158571243286,0.2651158571243286,219200.0
1989-07-17,0.2707567512989044,0.2707567512989044,0.2707567512989044,0.2707567512989044,577600.0
1989-07-18,0.2707567512989044,0.2707567512989044,0.2594752199947834,0.2707567512989044,316800.0
1989-07-19,0.2820382416248321,0.2876790064573288,0.2651159471273422,0.2707567119598388,3595200.0
1989-07-20,0.2933197021484375,0.298960465651292,0.2820381751427283,0.2820381751427283,1297600.0
1989-07-21,0.2876789569854736,0.2933197208479339,0.2820381931230133,0.2933197208479339,337600.0
1989-07-24,0.2820382416248321,0.2876790064573288,0.2763974767923355,0.2876790064573288,233600.0
1989-07-25,0.2820382416248321,0.2876790064573288,0.2820382416248321,0.2820382416248321,446400.0
1989-07-26,0.2876789569854736,0.2876789569854736,0.2820381931230133,0.2820381931230133,587200.0
1989-07-27,0.2876789569854736,0.2876789569854736,0.2820381931230133,0.2876789569854736,683200.0
1989-07-28,0.2820382416248321,0.2933197712898254,0.2820382416248321,0.2876790064573288,75200.0
1989-07-31,0.2876789569854736,0.2933197208479339,0.2820381931230133,0.2820381931230133,1432000.0
1989-08-01,0.2820382416248321,0.2876790064573288,0.2820382416248321,0.2876790064573288,576000.0
1989-08-02,0.2820382416248321,0.2876790064573288,0.2820382416248321,0.2820382416248321,48000.0
1989-08-03,0.2876789569854736,0.2876789569854736,0.2820381931230133,0.2820381931230133,2366400.0
1989-08-04,0.2933197021484375,0.2933197021484375,0.2763974116398738,0.2876789386455829,3584000.0
1989-08-07,0.3046013414859772,0.3102421070690508,0.2989605759029035,0.2989605759029035,537600.0
1989-08-08,0.3102420270442962,0.3215235553004524,0.3046012629162181,0.3046012629162181,414400.0
1989-08-09,0.3158827722072601,0.3158827722072601,0.3102420084178448,0.3102420084178448,201600.0
1989-08-10,0.3215235769748688,0.3215235769748688,0.3215235769748688,0.3215235769748688,12800.0
1989-08-11,0.3102420270442962,0.3271643194285306,0.3102420270442962,0.3215235553004524,27200.0
1989-08-14,0.3328050971031189,0.3328050971031189,0.3158828040300789,0.3158828040300789,284800.0
1989-08-15,0.327164351940155,0.3328051166287784,0.3215235872515317,0.3328051166287784,240000.0
1989-08-16,0.3215235769748688,0.3328051059915308,0.3215235769748688,0.3271643414831998,489600.0
1989-08-17,0.3187033534049988,0.3271643276677345,0.3187033534049988,0.3215235633976011,526400.0
1989-08-18,0.3158827722072601,0.3215235359966755,0.3102420084178448,0.3187033262444174,75200.0
1989-08-21,0.3130625188350677,0.3187032818385388,0.3102419651909066,0.3158827281943776,512000.0
1989-08-22,0.3046013414859772,0.3158828726521245,0.3046013414859772,0.313062662003092,934400.0
1989-08-23,0.3046013414859772,0.3102421070690508,0.2989605759029035,0.3046013414859772,828800.0
1989-08-24,0.3158827722072601,0.3328050635755062,0.3046012446284294,0.3046012446284294,2080000.0
1989-08-25,0.3215235769748688,0.3328051059915308,0.3215235769748688,0.3215235769748688,172800.0
1989-08-28,0.3215235769748688,0.3328051059915308,0.3215235769748688,0.3215235769748688,99200.0
1989-08-29,0.327164351940155,0.327164351940155,0.327164351940155,0.327164351940155,64000.0
1989-08-30,0.3158827722072601,0.3328050635755062,0.3158827722072601,0.3271642997860908,4800.0
1989-08-31,0.327164351940155,0.327164351940155,0.327164351940155,0.327164351940155,16000.0
1989-09-01,0.3215235769748688,0.3328051059915308,0.3215235769748688,0.3271643414831998,36800.0
1989-09-05,0.327164351940155,0.327164351940155,0.3158828225629083,0.3215235872515317,65600.0
1989-09-06,0.3158827722072601,0.3158827722072601,0.3158827722072601,0.3158827722072601,30400.0
1989-09-07,0.3158827722072601,0.3158827722072601,0.3158827722072601,0.3158827722072601,8000.0
1989-09-08,0.3158827722072601,0.3158827722072601,0.3158827722072601,0.3158827722072601,24000.0
1989-09-11,0.327164351940155,0.327164351940155,0.3158828225629083,0.3158828225629083,81600.0
1989-09-12,0.3328050971031189,0.3328050971031189,0.3271643327454389,0.3271643327454389,105600.0
1989-09-13,0.3384458422660827,0.3553681343793869,0.3384458422660827,0.3384458422660827,88000.0
1989-09-14,0.3384458422660827,0.3440866063038508,0.3384458422660827,0.3384458422660827,32000.0
1989-09-15,0.3440865278244018,0.3440865278244018,0.3440865278244018,0.3440865278244018,1600.0
1989-09-18,0.3384458422660827,0.3440866063038508,0.3384458422660827,0.3440866063038508,44800.0
1989-09-19,0.3356256484985351,0.3440866228188277,0.3356256484985351,0.3384458585103224,140800.0
1989-09-20,0.3497273623943329,0.3497273623943329,0.3384458345751608,0.3384458345751608,347200.0
1989-09-21,0.3497273623943329,0.3497273623943329,0.3384458345751608,0.3497273623943329,569600.0
1989-09-22,0.3384458422660827,0.3497273703416188,0.3384458422660827,0.3497273703416188,24000.0
1989-09-25,0.3384458422660827,0.3384458422660827,0.3384458422660827,0.3384458422660827,1600.0
1989-09-26,0.361008882522583,0.3666496463119983,0.3440865911543369,0.3440865911543369,1230400.0
1989-09-27,0.3553681671619415,0.3553681671619415,0.3469071924672255,0.3553681671619415,3297600.0
1989-09-28,0.3666495978832245,0.3666495978832245,0.3525478624147581,0.3553680717945099,483200.0
1989-09-29,0.361008882522583,0.3666496463119983,0.3553681187331676,0.3666496463119983,468800.0
1989-10-02,0.361008882522583,0.361008882522583,0.3553681187331676,0.361008882522583,808000.0
1989-10-03,0.3581887781620025,0.3638295436111285,0.3581887781620025,0.3610089887440653,1067200.0
1989-10-04,0.3638294041156769,0.3722903769028529,0.3553680870436323,0.35818864082927,2308800.0
1989-10-05,0.3948534727096557,0.3948534727096557,0.3722904171262468,0.3722904171262468,3340800.0
1989-10-06,0.4061349332332611,0.4061349332332611,0.3892126443485419,0.394853407310115,321600.0
1989-10-09,0.4061349332332611,0.4061349332332611,0.3976739609333258,0.4061349332332611,2980800.0
1989-10-10,0.3948534727096557,0.4061350005013602,0.3948534727096557,0.4061350005013602,59200.0
1989-10-11,0.4004941582679748,0.4004941582679748,0.3920331862216341,0.3948533954754682,174400.0
1989-10-12,0.4004941582679748,0.4004941582679748,0.4004941582679748,0.4004941582679748,0.0
1989-10-13,0.3892127573490143,0.4061350511467975,0.3892127573490143,0.4004942865475364,9129600.0
1989-10-16,0.3779312968254089,0.3779312968254089,0.3666497655768893,0.3779312968254089,124800.0
1989-10-17,0.3779312968254089,0.3779312968254089,0.3779312968254089,0.3779312968254089,35200.0
