Date,Close_BG,High_BG,Low_BG,Open_BG,Volume_BG
2023-10-16,97.13250732421876,97.50851768378166,95.44046429208618,96.83170047092864,1058100.0
2023-10-17,98.81514739990234,98.9843517018738,96.50269338749324,96.50269338749324,852600.0
2023-10-18,98.99374389648438,101.2403965693227,98.4203297326084,98.66473753322788,1233000.0
2023-10-19,97.43331146240234,99.08775269529534,97.0385038231736,99.02194425028966,920600.0
2023-10-20,95.50626373291016,98.2135325323287,95.48746644260352,97.4239100752313,1302800.0
2023-10-23,95.35586547851562,96.23948157362038,94.58504747072578,95.60966834677524,1198400.0
2023-10-24,94.67904663085938,95.97627481516524,93.64502354147344,95.6002644630792,1034400.0
2023-10-25,96.05147552490234,96.4368809250198,94.33123305513234,94.94224896301684,1244800.0
2023-10-26,99.99957275390624,101.77621438155882,97.6119151781856,98.69294229064434,1876100.0
2023-10-27,99.0971450805664,100.27217290737582,98.06312202733426,99.5295544602162,1007700.0
2023-10-30,100.07477569580078,100.85499594551162,98.91855225414363,99.95257537559836,973900.0
2023-10-31,99.6235580444336,100.56358026455854,98.87153739961347,100.21576946126416,1042600.0
2023-11-01,99.69876098632812,100.83618708752964,99.03134602637354,100.19697164856176,902700.0
2023-11-02,99.14414978027344,100.64818397512023,98.58953291266698,99.5859613938411,1056900.0
2023-11-03,99.69876098632812,100.97719186426392,99.65176417528394,99.90556703596492,855500.0
2023-11-06,99.0971450805664,99.8209662380894,98.42032790483609,99.71756321558613,793000.0
2023-11-07,98.34513092041016,98.85274379883184,97.36750691439067,98.63653552454456,677000.0
2023-11-08,96.59669494628906,98.82454323939882,95.98567900813534,97.79052012887772,1142700.0
2023-11-09,97.64012145996094,98.561339322067,96.3898900467301,98.36393549447284,1206500.0
2023-11-10,98.26053619384766,98.55194083062106,97.14190728989588,97.63072293355609,804400.0
2023-11-13,97.8375244140625,98.40153636955334,96.76589954708956,97.92212298007564,938700.0
2023-11-14,99.8303680419922,100.300379204472,98.65534013579264,98.81514938160468,787300.0
2023-11-15,100.3849868774414,101.47540906607004,99.73636916574424,99.83036996569132,1041000.0
2023-11-16,100.19863891601562,100.28376598613823,99.47975682969285,100.26485126497926,1102500.0
2023-11-17,101.02156066894533,101.2958637917126,100.17025396341404,100.66211605071872,730900.0
2023-11-20,101.87286376953124,102.544455406363,100.3405188618535,101.61747535711974,955000.0
2023-11-21,102.34581756591795,102.4971642024614,101.29587372886368,101.87287015162704,839500.0
2023-11-22,103.6133270263672,103.75521270306469,101.25805077296762,102.09043567746488,1037600.0
2023-11-24,102.16609954833984,103.94437917748984,101.97691625804434,103.85925210931032,367000.0
2023-11-27,101.72152709960938,102.86605893533412,101.48505340090746,102.15663783922837,901400.0
2023-11-28,102.5444564819336,103.11199190615976,101.63639114324636,102.06204812386936,703100.0
2023-11-29,102.25123596191406,102.96065712800034,101.83504711843504,102.25123596191406,603700.0
2023-11-30,103.92546844482422,103.95384413530628,101.25804529043656,102.15664249985818,1751100.0
2023-12-01,103.3011703491211,104.4646241296335,103.04578192816231,103.69844443354792,1034500.0
2023-12-04,101.91070556640624,103.96330280398584,101.3526310883275,102.59175098932624,1225300.0
2023-12-05,100.35942840576172,101.79719242227772,100.34051368665672,101.79719242227772,1061200.0
2023-12-06,98.57170104980467,100.73780111344794,98.11767556495836,100.1986413398148,1211300.0
2023-12-07,98.4676513671875,99.6405589477392,97.2379924055687,98.2406386263141,1191000.0
2023-12-08,98.84600830078124,99.70677604756216,98.20279953704978,98.5811589068809,700900.0
2023-12-11,99.31896209716795,99.80137050514652,98.0041687953053,98.9595246418418,958000.0
2023-12-12,98.73249816894533,99.8770300288387,98.19333841318388,99.8770300288387,1103300.0
2023-12-13,99.44190979003906,99.65946875198276,95.41240345957002,97.82443067711488,1616100.0
2023-12-14,99.6121826171875,101.09723721727656,98.9500591203089,100.2648523616856,1500200.0
2023-12-15,99.11085510253906,100.05674989407557,98.16496031100256,99.61217818739668,2730800.0
2023-12-18,98.11766052246094,99.48920495244307,97.6163302689202,99.44190733074556,1946400.0
2023-12-19,99.5743408203125,99.84865117389629,98.3068452726542,99.00680539275498,1495800.0
2023-12-20,96.08399963378906,98.84601083617352,96.00832631456088,98.84601083617352,1125400.0
2023-12-21,95.7529296875,96.42451410080866,94.74082258341453,96.09344516167252,1460100.0
2023-12-22,96.14075469970705,97.19069859027344,95.36512118940264,95.75294155285744,741100.0
2023-12-26,96.94475555419922,97.56904958309671,95.81914565503048,96.39614205751894,484900.0
2023-12-27,96.49073028564452,96.78395536347104,96.05561954491326,96.5474816641646,665300.0
2023-12-28,96.121826171875,97.15284797552503,95.59212020966012,97.0866356323237,869700.0
2023-12-29,95.4880828857422,96.0650793255882,94.91108644589616,96.0650793255882,745800.0
2024-01-02,96.00831604003906,96.6136880958696,95.4880710467765,95.4880710467765,976600.0
2024-01-03,94.84485626220705,96.15965650493452,94.61784355995786,95.71508485126895,1230500.0
2024-01-04,93.59628295898438,95.29889640168598,93.1422575186668,95.29889640168598,1668700.0
2024-01-05,92.7165985107422,94.45704857129644,91.24100503725369,93.50169287075636,2053200.0
2024-01-08,93.79493713378906,93.83276657731534,91.02346492446564,92.13962114022128,1750100.0
2024-01-09,91.4396514892578,93.5868367947773,90.90049172479168,93.38819974645872,1631600.0
2024-01-10,89.7748794555664,90.78698660880517,88.92357268728038,90.78698660880517,2221200.0
2024-01-11,90.16268920898438,90.5977999372944,89.35868009761577,89.55731713337006,1444200.0
2024-01-12,89.7559585571289,91.19372271945586,89.63299482896603,90.88157569803695,1223700.0
2024-01-16,89.67082977294922,89.85054487735005,88.25198757538107,89.15058474719905,1341800.0
2024-01-17,89.38705444335938,90.3613248873975,89.02761703405145,89.29246641107879,909600.0
2024-01-18,89.00870513916016,89.68028962570274,88.1384835974378,89.2830155153432,1006900.0
2024-01-19,87.66552734375,89.1505818401148,87.60877596701134,89.04653283835766,1802400.0
2024-01-22,83.95762634277344,87.2020458678604,83.62656459870432,85.76428169846767,4338300.0
2024-01-23,85.3008041381836,85.80212729091465,84.14681118161482,84.44949726722258,2004600.0
2024-01-24,84.28868103027344,85.98183348431185,84.03328540865532,85.52780083288197,1744700.0
2024-01-25,83.66439819335938,85.33863615112634,83.28604601941906,84.94136203852592,1517700.0
2024-01-26,83.52251434326172,84.54407525018406,83.1063183188756,84.17517685278898,1468500.0
2024-01-29,84.19409942626953,84.39273647124405,83.22928267455933,83.85357671585471,1603200.0
2024-01-30,85.41429901123047,85.62238979476916,83.12522822626235,84.23193057096762,1712700.0
2024-01-31,83.32386779785156,85.13999126206794,83.30495307753672,84.94135422404206,1317700.0
2024-02-01,85.5088882446289,85.60347627785816,84.20354884961047,84.34543450775652,1448300.0
2024-02-02,85.57510375976562,86.04805116003703,84.59137230120854,85.31025437027037,1370800.0
2024-02-05,84.18463897705078,85.5467298271166,83.98600193085032,84.84676246438568,1854300.0
2024-02-06,85.1589126586914,85.85887283088746,84.40220110449715,84.56300149789537,2197800.0
2024-02-07,83.19144439697266,86.35073676731338,81.44154046821072,82.55769661582504,3610000.0
2024-02-08,81.81990051269531,83.50359210847323,81.45100211661384,83.26711840756948,2291600.0
2024-02-09,83.7495346069336,83.87249834492047,82.11313326840354,82.71850542197868,2690000.0
2024-02-12,85.77375793457031,86.08590501308366,83.68333087381566,83.68333087381566,2264300.0
2024-02-13,83.83464813232422,85.99129419951923,83.44683504190948,84.98864086873614,2218200.0
2024-02-14,84.67649841308594,84.88459642151217,83.7211498712812,83.88195025357255,1849600.0
2024-02-15,86.3946762084961,86.42326361991583,84.1933510133196,84.53641449125749,2385700.0
2024-02-16,87.36668395996094,87.47150931476021,85.96584264623468,86.34702509364564,1659500.0
2024-02-20,87.35716247558594,87.81458291933019,86.54715422543904,86.85209876445144,2055400.0
2024-02-21,88.68175506591797,88.79611198036903,87.00456394333801,87.57633397469256,1843000.0
2024-02-22,89.79670715332031,90.11117591733516,87.52867580585395,88.27197750880687,2263200.0
2024-02-23,89.24401092529297,90.36849526497402,89.19636038792336,89.46318594811018,1816900.0
2024-02-26,88.81517791748047,89.42506698958282,88.10999504107174,89.42506698958282,1072600.0
2024-02-27,88.73893737792969,89.70141414608526,88.58646149161767,89.21541361697913,1265500.0
2024-02-28,89.32976531982422,89.49177277037673,88.01469348710472,88.68175732896593,1195900.0
2024-02-29,89.93013000488281,90.05401121246896,88.26246313057783,89.78718567585227,2301400.0
2024-03-01,88.72940826416016,90.05401166360787,88.5007016988359,89.97777371834957,1799100.0
2024-03-04,85.85148620605469,88.60552558685569,85.1367718396222,88.07186724934643,2013800.0
2024-03-05,87.13797760009766,88.14810490817693,85.83243007760898,86.03254922710862,1651200.0
2024-03-06,87.5572738647461,88.54834534605295,86.8616226049845,87.1475039952678,1507300.0
2024-03-07,88.1385726928711,88.89140602327295,87.50962783775147,88.04327889911968,1824200.0
2024-03-08,87.86222076416016,89.32976853960129,87.1189189505947,88.15764099373295,1224400.0
2024-03-11,89.3964614868164,90.04446940361335,87.86220755543616,87.91938964281073,1491600.0
2024-03-12,89.2630615234375,90.0826012788835,88.83423579415913,89.72048193572512,1381100.0
2024-03-13,90.31130981445312,91.33096875044096,89.19635707771381,89.77765871388408,2428000.0
2024-03-14,89.77765655517578,90.18742643196006,88.61505331079009,90.06354522100696,1912900.0
2024-03-15,91.06413269042967,91.4739025297753,89.57752921301308,89.57752921301308,6291100.0
2024-03-18,92.14097595214844,92.4649762996754,89.99683291090726,90.3113016980804,1820000.0
2024-03-19,93.16064453125,93.1987635061982,91.80744636716749,92.33157318464144,1553400.0
2024-03-20,92.82711029052734,93.2178170507849,91.98850740332908,92.4363962598189,1164300.0
2024-03-21,95.40008544921876,95.63832359942248,92.88429116470344,93.47511712411982,2074800.0
2024-03-22,94.55194854736328,95.81937712174977,93.9134721150154,95.67643279215456,1341400.0
2024-03-25,95.23807525634766,95.90513909872638,94.67582950024224,94.81877382945213,1059200.0
2024-03-26,95.16184997558594,95.51444506516722,94.275603741083,95.49538194116198,1154300.0
2024-03-27,97.60139465332033,97.8015138086306,95.49537047168256,95.82890239719973,1711700.0
2024-03-28,97.69669342041016,98.79259032038722,97.5442247911822,97.59187532744464,1357300.0
2024-04-01,97.4775161743164,98.54482563631736,97.21069062642889,98.08740521818812,1072800.0
2024-04-02,99.0117645263672,99.2214152360868,97.48704200629324,97.51562941753674,1517500.0
2024-04-03,98.86882019042967,99.1356457226113,97.89681185598944,98.90693916223428,1057300.0
2024-04-04,100.51744079589844,101.49898078473856,98.90694861782998,99.58354407353092,1485800.0
2024-04-05,101.83251190185548,102.06121848223296,100.01236900887947,100.35543251467128,1260500.0
2024-04-08,101.5084991455078,102.49957063792328,101.1177923932728,102.05168179063016,1003500.0
2024-04-09,102.0230941772461,102.64251476759128,100.97484786228928,101.432268269599,1236400.0
2024-04-10,102.57581329345705,102.69017021837249,100.82238406745998,101.39415415113506,1191900.0
2024-04-11,100.93672943115234,102.70922170451304,100.59366594144056,102.65204687971132,1245700.0
2024-04-12,98.88788604736328,101.25121164523412,98.84024278062448,100.7080289653436,1536500.0
2024-04-15,99.04034423828124,100.62224145786656,98.31609837112958,99.91705871036228,977500.0
2024-04-16,99.05941009521484,99.40247357902716,98.06834588692443,99.10706062869735,1396900.0
2024-04-17,100.46025848388672,100.63179023781596,99.52636903395614,100.0695517096569,2028800.0
2024-04-18,101.4989776611328,101.63239043587224,100.15531108210574,100.66037476796949,1341300.0
2024-04-19,104.36735534667967,105.08206972678612,101.37508505693673,101.89921184386172,2625000.0
2024-04-22,104.58654022216795,104.97725424948858,103.63358769166985,104.36735794115503,1599000.0
2024-04-23,104.46266174316406,104.83431265814411,102.96652652196325,104.091010828184,2059600.0
2024-04-24,100.8128433227539,102.2422720369561,97.6013908608175,100.06000999415336,3629800.0
2024-04-25,99.16423797607422,101.80392055644704,97.93492833953808,101.39415067760166,1996600.0
2024-04-26,97.89680480957033,99.04987635947388,97.08678944031456,98.98316998122986,1396000.0
2024-04-29,98.61153411865234,98.68776479791794,97.210692692026,98.0111693526976,1246200.0
2024-04-30,96.9724578857422,98.43047418955452,95.96232319339764,98.43047418955452,1476700.0
2024-05-01,96.2005615234375,98.08741085987644,96.14338669430192,96.82951372573424,1579300.0
2024-05-02,96.59127044677734,97.29645329364978,95.94326242600374,96.85809599583985,1001400.0
2024-05-03,96.39115142822266,97.105865837324,95.58114321866468,96.62938956458976,995500.0
2024-05-06,97.4489288330078,97.49657209776508,96.0004368999098,96.0004368999098,685000.0
2024-05-07,99.44058990478516,99.88847873397646,97.97304221208512,98.11598653827708,1025600.0
2024-05-08,100.403076171875,100.93672724634196,98.97364741916658,98.97364741916658,1056900.0
2024-05-09,100.43167114257812,101.30838576531649,99.73601983535464,100.612734458093,1212400.0
2024-05-10,101.0415496826172,101.1368434759532,99.0975257626708,100.89860535738796,1169000.0
2024-05-13,102.5472183227539,102.9474566247863,101.27025820188082,101.52755944636633,1545100.0
2024-05-14,98.57341766357422,102.89982326949816,98.5162355645995,102.76640321885796,1995800.0
2024-05-15,96.95338439941406,99.107059064818,96.62938404228764,98.57340799639776,1593000.0
2024-05-16,99.32624053955078,100.11718557519674,97.4584472741699,97.59186731065464,1433100.0
2024-05-17,98.88499450683594,99.76747361777616,98.23273847426292,99.76747361777616,701300.0
2024-05-20,98.10803985595705,99.23031428263134,97.88742555918928,98.88499794854776,743400.0
2024-05-21,99.09602355957033,100.07442226059943,98.07926288275472,98.07926288275472,707100.0
2024-05-22,98.92337799072266,99.4509467023885,98.18478911258592,98.53969963845164,778100.0
2024-05-23,98.1943817138672,100.2279032942463,98.10804896323476,98.60684252241124,1417400.0
2024-05-24,99.53726959228516,99.9401435609861,98.50132782215564,98.6164283976171,933100.0
2024-05-28,102.07917022705078,102.20387226418008,99.29745857029108,99.56604363277248,1695100.0
2024-05-29,101.83937072753906,102.36693939717502,101.0624126124342,101.75304530061403,1758700.0
2024-05-30,100.85138702392578,102.5204111726657,100.36218764098312,102.01203080055836,1247600.0
2024-05-31,103.20145416259766,103.49881439391382,100.85139136532368,100.9377241157688,2330200.0
2024-06-03,103.89208221435548,104.15107313583124,102.34775279374664,102.72184428637163,1227800.0
2024-06-04,102.44367980957033,103.63309872802292,102.19428304147388,103.37410780625488,1386100.0
2024-06-05,99.48931121826172,102.81777272338336,98.19437854611282,102.386123620537,1773800.0
2024-06-06,100.83219909667967,101.56119372589792,98.83703972386294,99.7195115286184,1208300.0
2024-06-07,99.88258361816406,101.10078501339498,99.51808627407192,100.49647773357984,1084900.0
2024-06-10,101.43649291992188,101.78180922595588,99.29745065299991,100.17033557052864,1262000.0
2024-06-11,101.59957122802734,101.72427327277468,99.58523070462684,100.9185326724974,1030400.0
2024-06-12,101.1103744506836,102.33816262424236,100.88015867949524,101.9257018486067,914700.0
2024-06-13,98.93296813964844,100.71710021462016,98.43418191097238,100.27586427281574,1368000.0
2024-06-14,98.63561248779295,98.92337123233672,98.06967451592546,98.43417917115384,760700.0
2024-06-17,98.77948760986328,99.50848222555932,97.60924978177964,98.12722426231804,1028400.0
2024-06-18,98.26151275634766,99.00969567488724,97.3214833726733,98.35743232981784,1139700.0
2024-06-20,99.1248016357422,100.69791346276722,98.46295142000656,99.30705395800008,1678400.0
2024-06-21,101.5516128540039,101.58038799655812,99.2878756092689,99.73870569113828,4155300.0
2024-06-24,103.7577896118164,103.90167263878372,100.87057151012776,101.1487360925512,1287300.0
2024-06-25,102.38612365722656,103.68105632983948,102.15591519320974,103.68105632983948,1067900.0
2024-06-26,102.8177719116211,104.07433527682764,102.088769910357,102.1942836467845,1097700.0
2024-06-27,103.2494125366211,103.70024262027268,102.50122955447377,103.40288972177694,813300.0
2024-06-28,102.41488647460938,104.02636016517316,101.004853398786,103.63308772473373,1969000.0
2024-07-01,102.94247436523438,103.82494630142544,102.42449979794075,103.16309600837994,737100.0
2024-07-02,105.87764739990234,106.31888333106708,102.76980757445784,102.94246574910449,1683000.0
2024-07-03,104.92803192138672,107.02870517636376,104.8896626246982,105.92561168070291,745800.0
2024-07-05,104.16065979003906,105.35008602327464,102.89450228223588,104.32373112920838,1778500.0
2024-07-08,105.88723754882812,107.01910613577148,104.25658276410056,104.2853579057542,1253900.0
2024-07-09,105.4651870727539,107.40279629872906,105.36926749046292,105.65703355553092,1124200.0
2024-07-10,106.65461730957033,106.88482577933758,105.19661325858864,105.95439042802596,828200.0
2024-07-11,105.99275207519533,107.79606504156254,104.75536974744632,106.83685461554268,1219200.0
2024-07-12,106.56827545166016,107.5658551596537,105.7241729225247,107.16298854244324,1228200.0
2024-07-15,105.8296890258789,107.10544066050588,104.67863211322344,106.58746614754016,1081200.0
