Date,Close_ROL,High_ROL,Low_ROL,Open_ROL,Volume_ROL
1980-03-17,0.0999728962779045,0.1056857079611277,0.0999728962779045,0.0999728962779045,2478623.0
1980-03-18,0.1005443707108497,0.1022579530016909,0.0925464410833909,0.0999728313470735,5261440.0
1980-03-19,0.0988301783800125,0.1016868368460195,0.0988301783800125,0.1005442808758676,2084296.0
1980-03-20,0.0994018241763114,0.1016869462476931,0.0988302847082969,0.0988302847082969,1622371.0
1980-03-21,0.0994018241763114,0.1005443890483011,0.0988302847082969,0.0994018241763114,4134793.0
1980-03-24,0.0914039462804794,0.1016870054219719,0.0914039462804794,0.0994018820208182,3019413.0
1980-03-25,0.0891188085079193,0.093117522537383,0.0845485624426153,0.0914039315405712,4743183.0
1980-03-26,0.0896898210048675,0.0942600664002392,0.0896898210048675,0.0896898210048675,5520569.0
1980-03-27,0.0822634175419807,0.0879762274412818,0.0719803627922782,0.0879762274412818,9362434.0
1980-03-28,0.0914039462804794,0.0914039462804794,0.0845485760770184,0.0845485760770184,7311937.0
1980-03-31,0.094260074198246,0.0971167367569211,0.0914039257037936,0.0914039257037936,3717934.0
1980-04-01,0.0948315858840942,0.0965451685931793,0.0942600463808191,0.0942600463808191,968916.0
1980-04-02,0.0959741324186325,0.0976877147990506,0.0942600283016452,0.0948315676952985,2253293.0
1980-04-03,0.0936890169978141,0.0971167040083663,0.0936890169978141,0.0959741467865808,2467356.0
1980-04-07,0.0851200446486473,0.0914038697931563,0.0851200446486473,0.0914038697931563,1791368.0
1980-04-08,0.0879762098193168,0.0879762098193168,0.0845485230317949,0.0851200624738228,5013578.0
1980-04-09,0.0908323600888252,0.0908323600888252,0.0874051946380993,0.0879762200827277,3920731.0
1980-04-10,0.0902613699436187,0.0902613699436187,0.0862626560876807,0.0902613699436187,6421886.0
1980-04-11,0.095402680337429,0.0965452384338346,0.091403964850722,0.091403964850722,4123527.0
1980-04-14,0.0931174531579017,0.0948315492692382,0.0931174531579017,0.0948315492692382,2106829.0
1980-04-15,0.0936890169978141,0.0948315818921975,0.0925464597760286,0.0931174851911955,1025249.0
1980-04-16,0.0908323600888252,0.0954026122295579,0.0891187773634623,0.0936890218315968,4619252.0
