Date,Close_LHX,High_LHX,Low_LHX,Open_LHX,Volume_LHX
1981-12-31,3.12518310546875,3.134682078846916,3.039691731416664,3.08718690513179,180779.0
1982-01-04,3.0586953163146973,3.125188866179069,3.0396973345390834,3.08719259580298,80864.0
1982-01-05,2.98270034790039,3.0396945478008184,2.98270034790039,3.0111972944383143,152413.0
1982-01-06,2.925705671310425,3.001697823187955,2.887709441959395,2.944703632573675,364098.0
1982-01-07,2.9447033405303955,2.954202320219952,2.887709155568559,2.925705381151284,362405.0
1982-01-08,2.887709856033325,2.906707820020728,2.8687115852213485,2.887709856033325,270533.0
1982-01-11,2.726227045059204,2.887711032012472,2.726227045059204,2.811718531466852,453853.0
1982-01-12,2.802218198776245,2.8022181987762456,2.716726753458304,2.764221966765543,175699.0
1982-01-13,2.764221429824829,2.811716633906285,2.735724184646158,2.7737204092762218,154953.0
1982-01-14,2.75472092628479,2.75472092628479,2.7262236968726183,2.74522195208884,262913.0
1982-01-15,2.75472092628479,2.75472092628479,2.7072257484807185,2.7357226710685683,393734.0
1982-01-18,2.75472092628479,2.75472092628479,2.7167247226766684,2.7357226710685683,83827.0
1982-01-19,2.7167270183563232,2.7832202007401428,2.6977290539108267,2.7452242718491497,574090.0
1982-01-20,2.6027398109436035,2.7262272500862874,2.583741530966075,2.659734037226744,791279.0
1982-01-21,2.4412543773651123,2.6312352245593416,2.431755396370309,2.5362448009622267,296782.0
1982-01-22,2.3937599658966064,2.4887504212528437,2.3937599658966064,2.4412551935747246,690940.0
1982-01-25,2.336765050888061,2.3652621482373606,2.2797707027771867,2.3272659161634444,483489.0
1982-01-26,2.355762720108032,2.4127570611203955,2.336764759849501,2.37476083377882,330652.0
1982-01-27,2.460254669189453,2.469753658587376,2.3652641615606007,2.4222584047729496,201948.0
1982-01-28,2.6787302494049072,2.6787302494049072,2.4792504351378994,2.58373983243733,270957.0
1982-01-29,2.6977298259735107,2.707228810914771,2.6027393629115654,2.659733579383799,206181.0
1982-02-01,2.545743703842163,2.6407339653879505,2.526745590168103,2.5837397777780264,266300.0
1982-02-02,2.6027398109436035,2.6217377840964096,2.545745431248102,2.583741530966075,202371.0
1982-02-03,2.5647435188293457,2.602739927067286,2.5647435188293457,2.5837416462421325,37680.0
1982-02-04,2.5552446842193604,2.5647436717860725,2.526747568106848,2.5457456966526486,347163.0
1982-02-05,2.6122372150421143,2.650233445154557,2.574240984929672,2.6122372150421143,174852.0
1982-02-08,2.5647435188293457,2.640735875068124,2.5457455448289275,2.593240633242341,85521.0
1982-02-09,2.545743703842163,2.574240797647125,2.526745590168103,2.5552426839730646,120237.0
1982-02-10,2.574242353439331,2.621737589623,2.5552442282833936,2.593240325182919,80864.0
1982-02-11,2.5837411880493164,2.5837411880493164,2.545745093374224,2.5647430640055995,76207.0
1982-02-12,2.593239545822144,2.6217368016977853,2.5742415797881204,2.602738835663762,234547.0
1982-02-16,2.5552446842193604,2.5742428127651613,2.526747568106848,2.5552446842193604,246825.0
1982-02-17,2.593239545822144,2.6122378186807738,2.5742415797881204,2.593239545822144,215919.0
1982-02-18,2.593239545822144,2.6217368016977853,2.583740562805132,2.602738835663762,185859.0
1982-02-19,2.526746988296509,2.583741207443123,2.5172478494971786,2.555244097869816,530483.0
1982-02-22,2.5077483654022217,2.5837406936228007,2.5077483654022217,2.545744606218667,106689.0
1982-02-23,2.536244630813598,2.536244630813598,2.479250441843798,2.5077475363286985,127434.0
1982-02-24,2.5077483654022217,2.5077483654022217,2.4412550206795984,2.479251261496044,372989.0
1982-02-25,2.4982495307922363,2.526746636396754,2.48875039331585,2.507748514856302,265876.0
1982-02-26,2.4697511196136475,2.498248365336257,2.4602521399809434,2.4792502526586,163844.0
1982-03-01,2.3462655544281006,2.450755183716795,2.232276937664241,2.3462655544281006,578323.0
1982-03-02,2.203778982162476,2.317767555495442,2.184780861038261,2.251274208266852,591025.0
1982-03-03,2.144050359725952,2.182337028501392,2.09619210104912,2.144050359725952,327688.0
1982-03-04,2.1631951332092285,2.1631951332092285,2.086621899301877,2.1249085935480707,160034.0
1982-03-05,2.201480865478516,2.201480865478516,2.1536225958758286,2.1823375267204472,295089.0
1982-03-08,2.1631951332092285,2.2780550613627737,2.153623536940198,2.2206251745785197,144793.0
1982-03-09,2.2589104175567627,2.278053753691005,2.153622300695848,2.220623899873224,116850.0
1982-03-10,2.230195999145508,2.25891093260157,2.220624406188481,2.2397677466875168,108383.0
1982-03-11,2.211053371429444,2.239768468727448,2.1919101793441502,2.2206251220571223,72396.0
1982-03-12,2.191910743713379,2.2206256938198248,2.1727673921140576,2.2014823422205034,213378.0
1982-03-15,2.2397682666778564,2.2589114570362416,2.1823382318476456,2.220624921734453,127011.0
1982-03-16,2.2589104175567627,2.278053753691005,2.230195490647872,2.2589104175567627,168078.0
1982-03-17,2.2397682666778564,2.2589114570362416,2.2397682666778564,2.2493398618570493,147756.0
1982-03-18,2.2589104175567627,2.278053753691005,2.239767236007467,2.2589104175567627,726503.0
1982-03-19,2.2780568599700928,2.287628618381405,2.2206269278428543,2.2589134977326277,487299.0
1982-03-22,2.287625551223755,2.297197142216699,2.268482214652916,2.287625551223755,499153.0
1982-03-23,2.29719877243042,2.3163421225863923,2.287627174644964,2.3067703702158755,374259.0
1982-03-24,2.306769609451294,2.3259129532938583,2.2876264201937397,2.306769609451294,110500.0
1982-03-25,2.287625551223755,2.316340478787538,2.258910469075021,2.287625551223755,110500.0
1982-03-26,2.2780568599700928,2.3067718260337124,2.2780568599700928,2.2972002222075587,27519.0
1982-03-29,2.2493395805358887,2.2971978596163334,2.2493395805358887,2.278054517067156,135902.0
1982-03-30,2.2493395805358887,2.2684829230850663,2.230196237986711,2.2493395805358887,115157.0
1982-03-31,2.211053371429444,2.26848341144042,2.211053371429444,2.239768468727448,83827.0
1982-04-01,2.2780568599700928,2.2780568599700928,2.211055169431542,2.249341893906473,196867.0
1982-04-02,2.29719877243042,2.29719877243042,2.268483824488992,2.287627174644964,226926.0
1982-04-05,2.2589104175567627,2.278053753691005,2.2589104175567627,2.268482162916358,111346.0
1982-04-06,2.2493395805358887,2.258911174517978,2.2014813014554444,2.230196237986711,142252.0
1982-04-07,2.287625551223755,2.287625551223755,2.249338878082077,2.268482214652916,422947.0
1982-04-08,2.2780568599700928,2.287628618381405,2.249341893906473,2.268485256143939,203218.0
1982-04-12,2.325913906097412,2.3354856592322384,2.2589122524939182,2.2971989558630783,119390.0
1982-04-13,2.431201934814453,2.479060230271644,2.297198645700299,2.39291523661468,444962.0
1982-04-14,2.3642008304595947,2.440774089770507,2.3642008304595947,2.4024875374075942,138019.0
1982-04-15,2.4407730102539062,2.4503447600500112,2.392914725028439,2.4216296652467157,248095.0
1982-04-16,2.4886300563812256,2.4886300563812256,2.440771794984564,2.4694868754905146,134208.0
1982-04-19,2.4790613651275635,2.4982047229908284,2.412059689898697,2.459918007264298,119814.0
1982-04-20,2.459916114807129,2.47905945794308,2.4503445205316554,2.4694878636676063,123624.0
1982-04-21,2.4216294288635254,2.4694878640023936,2.373771148309661,2.4216294288635254,188823.0
1982-04-22,2.4216294288635254,2.450344520863847,2.4216294288635254,2.440772772002072,462743.0
1982-04-23,2.431201934814453,2.44077353207187,2.421630182971984,2.431201934814453,334462.0
1982-04-26,2.4694886207580566,2.479060217967969,2.431201922748302,2.4599168689630924,293819.0
1982-04-27,2.431201934814453,2.4886318275290606,2.431201934814453,2.4599168811717567,293819.0
1982-04-28,2.412057876586914,2.450344563530677,2.412057876586914,2.431201220058796,67316.0
1982-04-29,2.316340684890747,2.421628813521255,2.306768938461178,2.364198953283699,121931.0
1982-04-30,2.306769609451294,2.3450562971364226,2.2971980148225164,2.3259129532938583,240898.0
1982-05-03,2.335484981536865,2.335484981536865,2.3067698850498126,2.3259132311795048,66469.0
1982-05-04,2.335484981536865,2.335484981536865,2.2971982892774805,2.3163416354071726,142676.0
1982-05-05,2.306769609451294,2.335484702507645,2.2971980148225164,2.3163413586650807,200677.0
1982-05-06,2.3642008304595947,2.3737724299040512,2.306770770037596,2.345057476985595,142676.0
1982-05-07,2.4024875164031982,2.4120591157639724,2.3642008097899305,2.3929157624573385,97798.0
1982-05-10,2.3833446502685547,2.421631210122772,2.3833446502685547,2.402488007488222,129128.0
1982-05-11,2.3833446502685547,2.402488007488222,2.34505793582922,2.3737728943661622,209145.0
1982-05-12,2.306769609451294,2.3833429848215517,2.2971980148225164,2.3450562971364226,218882.0
1982-05-13,2.2589104175567627,2.2876254990506006,2.2493388267821146,2.268482162916358,205758.0
1982-05-14,2.2397682666778564,2.268483206800453,2.2397682666778564,2.2589114570362416,195174.0
1982-05-17,2.1727659702301025,2.249339171931899,2.1727659702301025,2.211052493788515,155377.0
1982-05-18,2.1057653427124023,2.1249086907108405,2.086621994713964,2.1057653427124023,489839.0
1982-05-19,2.0674781799316406,2.0961931181536757,2.057906585385965,2.077049929062325,486029.0
1982-05-20,2.0291922092437744,2.086622101595743,2.010048860264768,2.0483354036377297,221423.0
1982-05-21,2.048334836959839,2.0579065860938157,2.029191647861904,2.048334836959839,132938.0
1982-05-24,2.0291922092437744,2.0483354036377297,2.0196204574617456,2.0387638064407523,356901.0
1982-05-25,2.057906150817871,2.0674777433423133,2.0387628111840117,2.057906150817871,186283.0
1982-05-26,2.0004758834838867,2.057905895253425,1.9909042921481088,2.029190966661134,193480.0
1982-05-27,1.9813332557678225,2.0291916933402927,1.9430467221288623,1.990905005116321,289162.0
1982-05-28,1.971762418746948,1.990905770215669,1.9526190672782275,1.971762418746948,51651.0
1982-06-01,1.9621912240982056,1.9813344249212728,1.9621912240982056,1.9717628245097396,56732.0
1982-06-02,1.979183316230774,2.0178014245976708,1.9598741840854397,1.988837804341555,116003.0
1982-06-03,1.9405629634857176,1.9984901416561076,1.9309084857651877,1.9695265525709125,361135.0
1982-06-04,1.9115993976593015,1.959872098696504,1.9019447638976976,1.930908509258904,179932.0
1982-06-07,1.930909276008606,1.9598728769474365,1.9116001567414964,1.940563757680327,234124.0
1982-06-08,1.930909276008606,1.950218239352048,1.9116001567414964,1.930909276008606,187553.0
1982-06-09,1.8150554895401,1.921255456864703,1.795746362047336,1.863328230310144,499577.0
1982-06-10,1.834364414215088,1.8440190556765244,1.80540080167824,1.8247099286773825,459356.0
1982-06-11,1.863328456878662,1.8922920736777271,1.8150557102389688,1.8536738139964717,317104.0
1982-06-14,1.7957463264465332,1.882637164555754,1.7860916849296875,1.8343644247427209,304403.0
1982-06-15,1.7571276426315308,1.7957458874097862,1.7474731593988135,1.7764367650206585,116850.0
1982-06-16,1.6992003917694092,1.7764367236013905,1.670236630899188,1.728163996715941,538527.0
1982-06-17,1.6895462274551392,1.699200869098566,1.679891741735446,1.6895462274551392,139712.0
1982-06-18,1.6026546955108645,1.6798910156567013,1.5736909390229676,1.631618296075095,317951.0
1982-06-21,1.6798912286758425,1.7281639543786869,1.5930002600412474,1.6605821072099671,203218.0
1982-06-22,1.7764368057250977,1.7764368057250977,1.699200470322523,1.737818560061962,265876.0
1982-06-23,1.834364414215088,1.8440190556765244,1.766782703603686,1.80540080167824,325148.0
1982-06-24,1.863328456878662,1.8729829438370995,1.844019327038034,1.863328456878662,356478.0
1982-06-25,1.834364414215088,1.8729826682133723,1.795746316140534,1.834364414215088,75783.0
1982-06-28,1.834364414215088,1.8536735412142304,1.815055443139676,1.834364414215088,159610.0
1982-06-29,1.872982382774353,1.9116006308872884,1.8536732587178852,1.8826368668407336,198561.0
1982-06-30,1.901945948600769,1.9309097120032133,1.872982341122028,1.901945948600769,354361.0
1982-07-01,1.8922902345657349,1.9019447121410105,1.8729811234915823,1.892290234565735,140982.0
1982-07-02,1.8536735773086548,1.8826371904094776,1.8536735773086548,1.8729827046837813,84251.0
1982-07-06,1.882636547088623,1.9019456678655773,1.853672943885032,1.8826365470886235,71973.0
1982-07-07,1.82470977306366,1.8729825084828855,1.8150552883493012,1.8440188984160937,101609.0
1982-07-08,1.8440172672271729,1.8440172672271729,1.7860899424114798,1.815053682781116,379763.0
1982-07-09,1.8536735773086548,1.8536735773086548,1.824709964207832,1.8440190915829584,409399.0
1982-07-12,1.9695266485214236,1.979181282635908,1.9405630580251936,1.9598721703305508,292549.0
1982-07-13,1.9405629634857176,1.9598720748503824,1.8922902630358585,1.9309084857651877,105843.0
1982-07-14,1.9695266485214236,1.979181282635908,1.9405630580251936,1.9405630580251936,292549.0
1982-07-15,1.9598729610443115,2.027454803417254,1.9502183230346488,1.9888365632259517,479255.0
1982-07-16,1.9888375997543333,1.9888375997543335,1.9309103652009456,1.95987398247764,375953.0
1982-07-19,1.9888375997543333,2.027455860072429,1.979183112636688,2.0081467299133817,113040.0
1982-07-20,2.046764612197876,2.056419097532357,1.988837232419811,2.027455485605188,220576.0
1982-07-21,2.0564186573028564,2.095036902221001,2.046764174035167,2.075727779761929,66892.0
