Date,Close_DRI,High_DRI,Low_DRI,Open_DRI,Volume_DRI
1995-05-09,3.114042997360229,3.1938900767768383,2.9144250432589858,2.9144250432589858,2629321.0
1995-05-10,3.3136589527130127,3.393506495086247,3.193888150272296,3.193888150272296,4705896.0
1995-05-11,3.393509149551392,3.4334324408476053,3.313661544719896,3.313661544719896,3039098.0
1995-05-12,3.3535845279693604,3.433431602177406,3.3535845279693604,3.3935083206330883,1584909.0
1995-05-15,3.3535845279693604,3.3935083206330883,3.3535845279693604,3.3535845279693604,1119421.0
1995-05-16,3.3535845279693604,3.3935083206330883,3.3136607353056324,3.3535845279693604,1203826.0
1995-05-17,3.2737390995025635,3.3535862138505483,3.233815286768737,3.3535862138505483,1458888.0
1995-05-18,3.3136589527130127,3.35358272389963,3.2737356926455305,3.2737356926455305,420349.0
1995-05-19,3.3136589527130127,3.35358272389963,3.2737356926455305,3.35358272389963,414476.0
1995-05-22,3.5532028675079346,3.6330504617895576,3.433431987204968,3.473355784345779,1283868.0
1995-05-23,3.593125581741333,3.633049366849789,3.4733547375352773,3.5132785226437337,1303502.0
1995-05-24,3.5132789611816406,3.593126030245988,3.51327896118164,3.593126030245988,989708.0
1995-05-25,3.4334309101104736,3.513278479343281,3.393507636613377,3.513278479343281,510628.0
1995-05-26,3.4733543395996094,3.4733543395996094,3.4334305590651453,3.4733543395996094,613659.0
1995-05-30,3.5532028675079346,3.6330504617895576,3.353584904042812,3.433431987204968,1501510.0
1995-05-31,3.5132789611816406,3.593126030245988,3.433431380997916,3.473355171089778,2194037.0
1995-06-01,3.4733543395996094,3.513278120134073,3.393507289649936,3.4733543395996094,1504531.0
1995-06-02,3.4334309101104736,3.4733546947268774,3.393507636613377,3.4334309101104736,834657.0
1995-06-05,3.5132789611816406,3.5532022401541257,3.3935081020254305,3.433431380997916,3204050.0
1995-06-06,3.5132789611816406,3.5532022401541257,3.473355171089778,3.473355171089778,2015158.0
1995-06-07,3.5132789611816406,3.593126030245988,3.473355171089778,3.51327896118164,1190066.0
1995-06-08,3.5532028675079346,3.6330504617895576,3.5132795814865907,3.5132795814865907,1448149.0
1995-06-09,3.5132789611816406,3.593126030245988,3.51327896118164,3.51327896118164,1782918.0
1995-06-12,3.5132789611816406,3.5532022401541257,3.51327896118164,3.5532022401541257,2554648.0
1995-06-13,3.5532028675079346,3.553202867507935,3.473355784345779,3.473355784345779,1734422.0
1995-06-14,3.5532028675079346,3.593126664648746,3.5132795814865907,3.5132795814865907,1136201.0
1995-06-15,3.593125581741333,3.6729726408389327,3.5532017966328766,3.5532017966328766,1744826.0
1995-06-16,3.5532028675079346,3.6330504617895576,3.553202867507935,3.593126664648746,1245609.0
1995-06-19,3.633049964904785,3.633049964904785,3.5132791009826327,3.5532023815437523,1539098.0
1995-06-20,3.593125581741333,3.6729726408389327,3.5532017966328766,3.593125581741333,2288343.0
1995-06-21,3.4733543395996094,3.5931251700837468,3.4733543395996094,3.5931251700837468,1784260.0
1995-06-22,3.4334309101104736,3.513278479343281,3.393507636613377,3.4733546947268774,2418056.0
1995-06-23,3.4733543395996094,3.5931251700837468,3.4733543395996094,3.4733543395996094,1266417.0
1995-06-26,3.4334309101104736,3.553201752840378,3.4334309101104736,3.4733546947268774,1429858.0
1995-06-27,3.5532028675079346,3.593126664648746,3.433431987204968,3.433431987204968,1263900.0
1995-06-28,3.593125581741333,3.593125581741333,3.4733547375352773,3.4733547375352773,1961125.0
1995-06-29,3.5532028675079346,3.6330504617895576,3.5132795814865907,3.5132795814865907,1098109.0
1995-06-30,3.4733543395996094,3.5931251700837468,3.4733543395996094,3.5931251700837468,1102137.0
1995-07-03,3.5132789611816406,3.51327896118164,3.433431380997916,3.433431380997916,299866.0
1995-07-05,3.5532028675079346,3.593126664648746,3.473355784345779,3.473355784345779,938528.0
1995-07-06,3.4733543395996094,3.5931251700837468,3.4733543395996094,3.5532013895492827,1517116.0
1995-07-07,3.5532028675079346,3.593126664648746,3.393508701183624,3.473355784345779,1615785.0
1995-07-10,3.4334309101104736,3.553201752840378,3.4334309101104736,3.513278479343281,627251.0
1995-07-11,3.4334309101104736,3.513278479343281,3.393507636613377,3.393507636613377,1358877.0
1995-07-12,3.3535845279693604,3.433431602177406,3.3535845279693604,3.433431602177406,1030317.0
1995-07-13,3.3535845279693604,3.3535845279693604,3.233813661097587,3.3136607353056324,2453798.0
1995-07-14,3.3535845279693604,3.3535845279693604,3.233813661097587,3.273737453761315,1149961.0
1995-07-17,3.3136589527130127,3.393506495086247,3.3136589527130127,3.35358272389963,947421.0
1995-07-18,3.3535845279693604,3.3935083206330883,3.3136607353056324,3.3136607353056324,4018067.0
1995-07-19,3.3136589527130127,3.35358272389963,3.2737356926455305,3.35358272389963,1287728.0
1995-07-20,3.3136589527130127,3.35358272389963,3.2737356926455305,3.3136589527130127,1097103.0
1995-07-21,3.3136589527130127,3.35358272389963,3.2737356926455305,3.3136589527130127,960007.0
1995-07-24,3.393509149551392,3.4334324408476053,3.273738253423682,3.273738253423682,1604374.0
1995-07-25,3.393509149551392,3.4733562432633533,3.353585347135644,3.353585347135644,898087.0
1995-07-26,3.4334309101104736,3.4334309101104736,3.3535838519969734,3.393507636613377,1296286.0
1995-07-27,3.4733543395996094,3.513278120134073,3.393507289649936,3.393507289649936,1643976.0
1995-07-28,3.393509149551392,3.4733562432633533,3.393509149551392,3.4334324408476053,651751.0
1995-07-31,3.4733543395996094,3.4733543395996094,3.393507289649936,3.393507289649936,731793.0
1995-08-01,3.3535845279693604,3.433431602177406,3.3535845279693604,3.433431602177406,1008502.0
1995-08-02,3.3535845279693604,3.433431602177406,3.3535845279693604,3.3535845279693604,1249469.0
1995-08-03,3.3535845279693604,3.3935083206330883,3.3535845279693604,3.3535845279693604,979975.0
1995-08-04,3.2737390995025635,3.3935100265843743,3.273739099502563,3.3535862138505483,1071093.0
1995-08-07,3.3535845279693604,3.3535845279693604,3.273737453761315,3.273737453761315,1070086.0
1995-08-08,3.3535845279693604,3.433431602177406,3.3136607353056324,3.3535845279693604,1603535.0
1995-08-09,3.2737390995025635,3.3935100265843743,3.273739099502563,3.3535862138505483,1522486.0
1995-08-10,3.19389009475708,3.313660970115974,3.153966810383746,3.27373768574264,1727207.0
1995-08-11,3.1539647579193115,3.2737355553365286,3.114040988407201,3.193888016312308,1148618.0
1995-08-14,3.1539647579193115,3.193888016312308,3.114040988407201,3.1539647579193115,991218.0
1995-08-15,3.1539647579193115,3.193888016312308,3.114040988407201,3.1539647579193115,1258194.0
1995-08-16,3.19389009475708,3.23381389024986,3.114043014890966,3.153966810383746,1688108.0
1995-08-17,3.2737390995025635,3.273739099502563,3.193891474034911,3.193891474034911,1783253.0
1995-08-18,3.393509149551392,3.4334324408476053,3.313661544719896,3.313661544719896,1335216.0
1995-08-21,3.2737390995025635,3.47335714093236,3.273739099502563,3.3935100265843743,1349815.0
1995-08-22,3.5132789611816406,3.593126030245988,3.3935081020254305,3.3935081020254305,2717250.0
1995-08-23,3.393509149551392,3.553203336975315,3.393509149551392,3.4733562432633533,1014040.0
1995-08-24,3.3535845279693604,3.433431602177406,3.3535845279693604,3.3935083206330883,822743.0
1995-08-25,3.3136589527130127,3.393506495086247,3.3136589527130127,3.35358272389963,1359716.0
1995-08-28,3.3136589527130127,3.35358272389963,3.2338119214589134,3.35358272389963,474382.0
1995-08-29,3.2737390995025635,3.3136624011167224,3.233815286768737,3.273739099502563,598221.0
1995-08-30,3.2338130474090576,3.313660106464334,3.1938892623217634,3.2338130474090576,1036861.0
1995-08-31,3.2737390995025635,3.3136624011167224,3.233815286768737,3.233815286768737,1533393.0
1995-09-01,3.19389009475708,3.27373768574264,3.19389009475708,3.23381389024986,612485.0
1995-09-05,3.2338130474090576,3.2737368324963523,3.1938892623217634,3.2338130474090576,731290.0
1995-09-06,3.4733543395996094,3.5532013895492827,3.313659728581008,3.313659728581008,2635194.0
