Date,Close_CSX,High_CSX,Low_CSX,Open_CSX,Volume_CSX
1980-11-03,0.1262378096580505,0.1262378096580505,0.1232496961234785,0.1262378096580505,4460400.0
1980-11-05,0.1273582130670547,0.1355748871755568,0.1273582130670547,0.1273582130670547,8208000.0
1980-11-06,0.12474375218153,0.1273581904259061,0.1232496954227385,0.1273581904259061,2613600.0
1980-11-07,0.1239966750144958,0.12437035977209,0.1228762939262883,0.12437035977209,1987200.0
1980-11-10,0.1243704631924629,0.1251171601439928,0.1239967781241305,0.1239967781241305,3261600.0
1980-11-11,0.1284786313772201,0.1303460372980575,0.1251171583891434,0.1251171583891434,6663600.0
1980-11-12,0.1329604387283325,0.1344545053682968,0.1292256279547432,0.1292256279547432,8607600.0
1980-11-13,0.136321946978569,0.136321946978569,0.1337075075770832,0.1337075075770832,6080400.0
1980-11-14,0.1359481513500213,0.1378155555820759,0.1344544222261953,0.1363218264582499,6264000.0
1980-11-17,0.1348277330398559,0.1348277330398559,0.1340807003885864,0.1348277330398559,7797600.0
1980-11-18,0.1370689570903778,0.138562687279712,0.1344545181353484,0.1348278665345574,8704800.0
1980-11-19,0.1370689570903778,0.1389363626544908,0.1366952720986704,0.1370689570903778,17442000.0
1980-11-20,0.1348277330398559,0.1374421694062977,0.1344543850103037,0.1370688213767455,4428000.0
1980-11-21,0.1359481513500213,0.1359481513500213,0.1348277703590873,0.1348277703590873,15076800.0
1980-11-24,0.1355748772621154,0.1359482255989137,0.13370746239324,0.1359482255989137,10303200.0
1980-11-25,0.1359481513500213,0.1363218264582499,0.1344544222261953,0.1355748032171294,7128000.0
1980-11-26,0.1352011710405349,0.135948204188926,0.134827822762534,0.135948204188926,8812800.0
1980-11-28,0.1359481513500213,0.1359481513500213,0.1355748032171294,0.1355748032171294,4633200.0
1980-12-01,0.1348277330398559,0.1359481137206776,0.1337073523590342,0.1359481137206776,12592800.0
1980-12-02,0.1329604387283325,0.1344545053682968,0.13184006666152,0.1344545053682968,6534000.0
1980-12-03,0.1340807974338531,0.1344544823260368,0.131466359175128,0.1329604159421195,6166800.0
1980-12-04,0.1355748772621154,0.1359482255989137,0.1340808107300383,0.1340808107300383,8143200.0
1980-12-05,0.1329604387283325,0.1348278537320547,0.1322134150252779,0.1348278537320547,7808400.0
1980-12-08,0.1303460448980331,0.1322134605446827,0.1277316052911381,0.1322134605446827,8748000.0
1980-12-09,0.1310930252075195,0.131466373548112,0.1284785866629625,0.130345991933889,7365600.0
1980-12-10,0.1310930252075195,0.1337074637520764,0.1310930252075195,0.1310930252075195,9925200.0
1980-12-11,0.1258640140295028,0.1292254822665588,0.1247436336088742,0.1292254822665588,9774000.0
1980-12-12,0.1284786313772201,0.1292256649108398,0.1254908434522346,0.125864191922763,5778000.0
1980-12-15,0.1314663738012313,0.1314663738012313,0.1299726438435399,0.1299726438435399,11383200.0
1980-12-16,0.1295988708734512,0.1314662747408769,0.1284784901012824,0.1314662747408769,61732800.0
1980-12-17,0.1310930252075195,0.131466373548112,0.1288522619790735,0.1295989682771855,5929200.0
1980-12-18,0.1337074935436248,0.1355749088475597,0.1314664028403199,0.1314664028403199,8964000.0
1980-12-19,0.1340807974338531,0.1352011789255868,0.1333337738588204,0.1337074491340782,2062800.0
1980-12-22,0.1370689570903778,0.1374423054895867,0.1352012149337663,0.1352012149337663,5032800.0
1980-12-23,0.1400567889213562,0.1404301374391265,0.1374423491360796,0.1374423491360796,7657200.0
1980-12-24,0.1445385813713073,0.1452852780808204,0.1396830524385775,0.140056727768865,7808400.0
1980-12-26,0.1449118107557296,0.1475262472530612,0.1426710492819041,0.144538462707486,3596400.0
1980-12-29,0.1415504962205886,0.1467793749280583,0.1415504962205886,0.1449119690791634,5659200.0
1980-12-30,0.1419241428375244,0.1419241428375244,0.1393097041917556,0.14155045789002,2667600.0
1980-12-31,0.1426711678504943,0.1426711678504943,0.1408037624899022,0.1419241441579216,4752000.0
1981-01-02,0.1430444717407226,0.1445385378952621,0.1422974482803774,0.1426711234982663,3261600.0
1981-01-05,0.1456589251756668,0.1460322734334013,0.1419241058457628,0.1430444775944124,6717600.0
1981-01-06,0.1464059948921203,0.1486467583307573,0.1456589711653435,0.1456589711653435,12387600.0
1981-01-07,0.1434178799390792,0.1464059940631226,0.1344545088766633,0.1464059940631226,24094800.0
1981-01-08,0.1415504962205886,0.1456590025840033,0.1415504962205886,0.1434179116864136,15411600.0
1981-01-09,0.1396830826997757,0.1437915792206063,0.1389363762115674,0.1415504884461057,17280000.0
1981-01-12,0.1408036947250366,0.1426710991868994,0.1400566617750624,0.1400566617750624,19839600.0
1981-01-13,0.1396830826997757,0.1404301065466562,0.1385627008003262,0.1404301065466562,14245200.0
1981-01-14,0.1393097043037414,0.1408037612931153,0.1393097043037414,0.1396830526590873,8294400.0
1981-01-15,0.141177162528038,0.141177162528038,0.1396831049790472,0.1396831049790472,4903200.0
1981-01-16,0.1445385813713073,0.1452852780808204,0.1422974910823207,0.1422974910823207,8985600.0
1981-01-19,0.1486467272043228,0.1490204024772387,0.1464059642348986,0.1464059642348986,10864800.0
1981-01-20,0.1490204781293869,0.1538756818059572,0.1482734541797996,0.1486468026667699,12117600.0
1981-01-21,0.1497670412063598,0.1501407163109036,0.1467792463959122,0.1490203353310176,12636000.0
1981-01-22,0.1486467272043228,0.1501407839619507,0.1475263457196107,0.1497671086890349,4557600.0
1981-01-23,0.1482733786106109,0.1505141319586317,0.1475263454248267,0.1486467269073,7689600.0
1981-01-26,0.1464059948921203,0.1475263766114389,0.1464059948921203,0.1475263766114389,5983200.0
1981-01-27,0.1501407325267791,0.1501407325267791,0.1464059140792002,0.1464059140792002,5562000.0
1981-01-28,0.1523816436529159,0.1531286676974272,0.1497672037511066,0.1501408792612064,5421600.0
1981-01-29,0.1531285643577575,0.1535019222571384,0.1512611593776202,0.1523815408173793,5313600.0
1981-01-30,0.1568634659051895,0.1583575330005334,0.1538756779240011,0.1538756779240011,17226000.0
1981-02-02,0.1523816436529159,0.15611646575058,0.1508879129226497,0.15611646575058,10897200.0
1981-02-03,0.1535019278526306,0.1535019278526306,0.1516345131874963,0.1523815463720311,13478400.0
1981-02-04,0.1553694456815719,0.1564901549511598,0.1527553325267562,0.1535020392778366,22474800.0
1981-02-05,0.1538755297660827,0.1557429435409526,0.1538755297660827,0.1553692588306317,12560400.0
1981-02-06,0.1546227037906646,0.1572371431644271,0.1535019948454748,0.1538756702801021,29484000.0
1981-02-09,0.1486467272043228,0.1546226368762797,0.1482733789068877,0.1546226368762797,5691600.0
1981-02-10,0.1486467272043228,0.1497671086890349,0.1471529974221756,0.1486467272043228,8434800.0
1981-02-11,0.1452853381633758,0.1490204869840435,0.1441649560433154,0.1486468114992231,6652800.0
1981-02-12,0.137442335486412,0.1434179211159903,0.1366953019324554,0.1434179211159903,9860400.0
1981-02-13,0.1355748772621154,0.1393096973829393,0.1329604291272015,0.1374422825140639,9212400.0
1981-02-17,0.1409240812063217,0.1416814705139376,0.1371354959097425,0.1375145270943138,12042000.0
1981-02-18,0.1454697251319885,0.1454697251319885,0.1424391826752106,0.1424391826752106,6620400.0
1981-02-19,0.1428181082010269,0.1462273281601311,0.1424390772943342,0.1454696175090238,6771600.0
1981-02-20,0.1394086927175521,0.1439546687460738,0.1386509715190243,0.1428182576523458,4849200.0
1981-02-23,0.1416814923286438,0.1431969247297036,0.1375145482674353,0.1394086705033526,5162400.0
1981-02-24,0.1447122544050216,0.1466063850508838,0.143575512645749,0.143575512645749,11232000.0
1981-02-25,0.1424390226602554,0.1454695617125479,0.1416813122997764,0.1447121732507004,6739200.0
1981-02-26,0.1439545899629593,0.1462274011520387,0.1435755588670667,0.1435755588670667,5562000.0
1981-02-27,0.1428181082010269,0.1462273281601311,0.1409239778908745,0.1439545181055642,9050400.0
1981-03-02,0.1413027048110962,0.1424391051836307,0.1390298845570078,0.1424391051836307,6836400.0
1981-03-03,0.1420605331659317,0.1439546654143492,0.141681511625894,0.141681511625894,8218800.0
1981-03-04,0.1424390226602554,0.1447121732507004,0.1424390226602554,0.1424390226602554,3952800.0
