Date,Close_WEC,High_WEC,Low_WEC,Open_WEC,Volume_WEC
1980-03-17,0.4621874690055847,0.4650943476622338,0.4592805903489355,0.4592805903489355,183600.0
1980-03-18,0.4680013656616211,0.4709082454937018,0.4592807760646119,0.4621876558966927,73800.0
1980-03-19,0.4767218232154846,0.4767218232154846,0.4680012360339171,0.4680012360339171,164700.0
1980-03-20,0.4883491396903991,0.4883491396903991,0.4767218718915685,0.4767218718915685,87300.0
1980-03-21,0.4941629469394684,0.497069826842631,0.4941629469394684,0.4941629469394684,104400.0
1980-03-24,0.4767218232154846,0.4970696770086709,0.4767218232154846,0.4941627979817419,129600.0
1980-03-25,0.470907986164093,0.4738148643953524,0.4680011079328336,0.4738148643953524,299700.0
1980-03-26,0.4767218232154846,0.4796287022424136,0.4709081150608461,0.4709081150608461,114300.0
1980-03-27,0.4738151133060455,0.4767219431651526,0.4709082335477064,0.4767219431651526,54000.0
1980-03-28,0.470907986164093,0.470907986164093,0.4621874013695207,0.470907986164093,144000.0
1980-03-31,0.4738151133060455,0.4738151133060455,0.4680013537893673,0.4709082335477064,184500.0
1980-04-01,0.4883491396903991,0.4883491396903991,0.4738150424670547,0.4738150424670547,120600.0
1980-04-02,0.5086972713470459,0.5086972713470459,0.4941629224507313,0.4941629224507313,90900.0
1980-04-03,0.5319517254829407,0.5319517254829407,0.5116036759431047,0.5116036759431047,25200.0
1980-04-07,0.5290451645851135,0.5319520448069703,0.5290451645851135,0.5319520448069703,34200.0
1980-04-08,0.5319517254829407,0.5319517254829407,0.5203242614745759,0.5290448470060469,68400.0
1980-04-09,0.5464857220649719,0.5493926000290547,0.5319516316397656,0.5319516316397656,168300.0
1980-04-10,0.56102055311203,0.5755546562606093,0.56102055311203,0.56102055311203,183600.0
1980-04-11,0.5581134557723999,0.5668338444146752,0.5581134557723999,0.5610203351518674,174600.0
1980-04-14,0.5581134557723999,0.5610203351518674,0.5522997469126902,0.5581134557723999,351900.0
1980-04-15,0.5406721234321594,0.555206416341183,0.5406721234321594,0.555206416341183,85500.0
1980-04-16,0.5697405934333801,0.5813680084923628,0.5435790342987041,0.5435790342987041,323100.0
1980-04-17,0.5697405934333801,0.5697405934333801,0.5581133280720395,0.5697405934333801,307800.0
1980-04-18,0.5668337345123291,0.5755543210606878,0.5639268556964709,0.5697406133281873,48600.0
1980-04-21,0.5581134557723999,0.5668338444146752,0.5581134557723999,0.5668338444146752,44100.0
1980-04-22,0.56102055311203,0.56102055311203,0.5552067920944106,0.5581136726032203,216900.0
1980-04-23,0.5639269351959229,0.5668338144215775,0.5581134262407276,0.5610203054663823,579600.0
