Date,Close_NWSA,High_NWSA,Low_NWSA,Open_NWSA,Volume_NWSA
2013-06-19,13.87534999847412,14.270533845146591,13.348437644574762,13.418692513427462,31981500.0
2013-06-20,13.436256408691406,14.375916728395094,13.39234690706905,14.375916728395094,9274200.0
2013-06-21,13.71727466583252,13.875348522690391,13.524073378284454,13.787529527212904,8323500.0
2013-06-24,13.63823699951172,13.910475200759372,13.348435502621228,13.734838056811192,4279700.0
2013-06-25,13.805092811584473,13.822656107096517,13.480163888324078,13.655801030964296,3577300.0
2013-06-26,13.52407455444336,13.778748658471706,13.330874087597085,13.778748658471706,14755100.0
2013-06-27,13.611893653869627,13.936822627687317,13.041072642096086,13.471383917894856,12121700.0
2013-06-28,13.392345428466797,13.849002854914794,13.392345428466797,13.611892074835104,16988100.0
2013-07-01,12.988380432128906,13.690929914876724,12.953252999866718,12.988380432128906,25839400.0
2013-07-02,13.172801971435549,13.278184286706528,12.900563695524031,12.900563695524031,30520100.0
2013-07-03,13.058634757995604,13.251836046220276,12.935688331397358,13.12888961962203,8542600.0
2013-07-05,13.752401351928713,14.007075420019838,13.076198138378054,13.128888862808513,12427000.0
2013-07-08,14.015860557556152,14.086116268030173,13.611894619227304,13.726058997179386,15345100.0
2013-07-09,13.796311378479004,14.024640093146068,13.611892160863912,13.866566238760562,9936400.0
2013-07-10,13.515292167663574,13.673365187238767,13.3045267457233,13.61189239282086,16327000.0
2013-07-11,13.286965370178224,13.69971336917036,13.137673558574772,13.69971336917036,17029600.0
2013-07-12,13.111326217651367,13.278181303297863,13.084980016625074,13.234271805758048,10426300.0
2013-07-15,12.882997512817385,13.199144387900407,12.637105498863916,13.11132623024046,20636400.0
2013-07-16,13.418692588806152,13.471384159493718,12.795179996107809,12.795179996107809,9328500.0
2013-07-17,13.954387664794922,14.01586046887859,13.427475283350466,13.488948087434132,13411100.0
2013-07-18,13.585546493530272,14.138804133991217,13.462600072037628,13.998293579069342,10825700.0
2013-07-19,14.024640083312988,14.121240306756404,13.401127570623322,13.48016449776066,11658700.0
2013-07-22,13.813876152038574,14.16515049101127,13.708493850346766,14.130023894618086,6141600.0
2013-07-23,13.743619918823242,13.93682120481583,13.64701969457895,13.778747349230622,9298400.0
2013-07-24,13.796311378479004,13.954385232864508,13.541637300582355,13.743619814515837,6205200.0
2013-07-25,13.67336654663086,13.936822722120738,13.567984243935728,13.752403483028232,7069700.0
2013-07-26,13.954387664794922,14.024642537320297,13.445039420233885,13.6470219693683,5884800.0
2013-07-29,13.62067413330078,13.93682100237497,13.524073072955677,13.93682100237497,9020200.0
2013-07-30,14.007078170776367,14.015860239074083,13.576766874237808,13.699713317893451,12798200.0
2013-07-31,13.989513397216797,14.23540458360336,13.901694398503848,14.050986193813438,7681500.0
2013-08-01,14.235404014587402,14.296878483734874,13.998294067546636,13.998294067546636,10303300.0
2013-08-02,14.349569320678713,14.463732842810316,14.156368869760598,14.182713396017416,8258600.0
2013-08-05,14.050990104675291,14.34079170858388,13.954389849207187,14.34079170858388,8754100.0
2013-08-06,14.209061622619627,14.270534425991809,13.892913862410396,14.042205674174948,6232000.0
2013-08-07,14.007078170776367,14.182715349210053,13.91926000031159,14.182715349210053,4755000.0
2013-08-08,14.165149688720703,14.32322355105742,13.971949231980318,14.11245895961116,7110400.0
2013-08-09,14.03342342376709,14.191497301820876,14.01586012481896,14.130024499246236,4293800.0
2013-08-12,13.98072910308838,14.103674676699718,13.82265526558362,13.945601676698868,4882400.0
2013-08-13,13.901693344116213,14.007075632076504,13.875347981502133,13.971948202756405,3615400.0
2013-08-14,13.963168144226074,14.059769216877442,13.752403537993432,13.90169534345091,3940500.0
2013-08-15,14.138805389404297,14.217842321845708,13.787530227165153,13.866567159606562,5160000.0
2013-08-16,14.03342342376709,14.27053424084777,14.01586012481896,14.086115833123849,6373200.0
2013-08-19,13.787529945373535,14.10367683117366,13.778747878058637,14.09489476385876,6123600.0
2013-08-20,13.787529945373535,13.901694307955143,13.629456921225492,13.901694307955143,4265600.0
2013-08-21,13.840221405029297,13.857784702019623,13.603110614379668,13.708492908833716,5040000.0
2013-08-22,13.796311378479004,13.892911601990148,13.726056518197446,13.840220875530978,3731700.0
2013-08-23,13.831439018249512,13.866566448922685,13.673365161468237,13.79631158757634,3981300.0
2013-08-26,13.92803955078125,13.9631669822301,13.796311892224072,13.86656675512177,4125000.0
2013-08-27,13.813876152038574,14.050986958973208,13.778748718141305,13.831440287739252,9059500.0
2013-08-28,13.840221405029297,13.884130903761156,13.769966542059931,13.840221405029297,11099300.0
2013-08-29,13.849002838134766,13.95438512776339,13.734838481661091,13.813874570754567,2795500.0
2013-08-30,13.787529945373535,13.857784808884675,13.690929717421728,13.831439444444008,5386300.0
2013-09-03,13.85778522491455,14.077332726858025,13.778748291715711,13.95438629327049,3783600.0
2013-09-04,14.077333450317385,14.121242115458562,13.84022263853532,13.866568005120849,4992000.0
2013-09-05,14.261751174926758,14.288097377762062,13.945604278439674,14.02464121193746,3521200.0
2013-09-06,14.217843055725098,14.349570724924105,14.121241983308671,14.323224521081023,3358700.0
2013-09-09,14.349569320678713,14.349569320678713,14.191495463105698,14.191495463105698,3668900.0
2013-09-10,14.533990859985352,14.551554997975268,14.270535490170182,14.384699037087852,4292100.0
