Date,Close_ZBH,High_ZBH,Low_ZBH,Open_ZBH,Volume_ZBH
2023-12-21,117.54670715332033,119.03016537851708,116.9965461420598,118.4505329282261,1971100.0
2023-12-22,118.4407196044922,118.96140173853848,117.80215170139712,118.18529544136628,1337800.0
2023-12-26,119.52354431152344,120.01573483250012,118.3225982387033,118.34229006527192,1870700.0
2023-12-27,119.23806762695312,119.88776269077772,118.91322760527184,119.30697399642868,1058600.0
2023-12-28,119.7302474975586,120.17322341363314,119.01165363827972,119.04118386397197,662200.0
2023-12-29,119.79916381835938,120.48823501945044,119.34634946290404,119.56291448295462,849600.0
2024-01-02,119.49400329589844,120.48823016139326,118.8344698597773,119.12977963956868,1087400.0
2024-01-03,118.58837127685548,119.4054092473396,117.85008558285352,119.04118560128234,2325500.0
2024-01-04,118.32259368896484,118.99197307216345,117.5350933918219,118.02728389387288,2099400.0
2024-01-05,118.10603332519533,119.4054159188294,117.8205619396702,117.85009216744336,1391000.0
2024-01-08,120.06495666503906,120.862302904262,118.63759965072668,118.74588216595836,1427600.0
2024-01-09,119.96652221679688,122.32903074731256,118.7754220380963,119.73026535556014,2921800.0
2024-01-10,121.30528259277344,121.73840515673083,119.72042846883458,119.79917324667947,1680000.0
2024-01-11,120.46854400634766,122.86059013536756,120.28151672341338,121.30527386404648,1643100.0
2024-01-12,121.14777374267578,122.801534182781,120.4390181954548,121.75809268838972,1735800.0
2024-01-16,120.7244873046875,120.77370935962206,119.27744600829274,120.00589336812229,1450400.0
2024-01-17,120.32088470458984,120.66541652897776,119.26759740704362,120.12400401191782,1128400.0
2024-01-18,121.8958969116211,122.59480649676593,120.56698410859276,121.27573209603864,1801600.0
2024-01-19,121.43323516845705,122.11246043045062,120.1141607838842,121.98448609979636,1562900.0
2024-01-22,120.67526245117188,122.2207478215944,120.56698745124292,121.75808755277122,1405400.0
2024-01-23,119.18885803222656,123.04762990354624,118.54900885468186,122.32902844040775,1996300.0
2024-01-24,118.63758850097656,119.415250350813,117.59414709978796,119.1691551139115,2376200.0
2024-01-25,120.05509948730467,120.05509948730467,118.10602941647352,118.10602941647352,1127600.0
2024-01-26,119.78932189941406,121.18714106568676,119.67119348006383,120.92135399970644,982800.0
2024-01-29,121.00010681152344,121.00995272407027,119.051036700171,119.3561923970463,1261100.0
2024-01-30,120.45870208740234,121.27573258530224,119.99604182953964,120.95089257274893,1448600.0
2024-01-31,123.63825225830078,125.45935560861638,122.08292847382825,122.08292847382825,2460100.0
2024-02-01,125.26248168945312,125.26248168945312,122.20105619233446,123.47090857787964,1434500.0
2024-02-02,124.34700775146484,125.4101410350478,123.63825222907624,124.92779644740092,1058500.0
2024-02-05,123.4020004272461,124.90810212712825,123.19528132238294,124.11075593548026,1180000.0
2024-02-06,125.60700988769533,125.62670171276464,123.29371611728148,123.29371611728148,1828600.0
2024-02-07,125.55780029296876,126.48312084168796,125.25263707421584,125.8629560014906,2073600.0
2024-02-08,121.11824035644533,122.58496595829676,117.26930700291686,118.78525465935456,4306800.0
2024-02-09,120.88200378417967,123.35279497256208,119.27745776206498,121.9648215073621,3355600.0
2024-02-12,123.88435363769533,124.05169661373604,120.92136457439648,120.9902784577171,1836800.0
2024-02-13,121.23636627197266,123.66778100744853,120.39963642271124,123.04762368774544,1317600.0
2024-02-14,119.93697357177734,122.24042894290044,119.69087832970436,121.49229730413396,1754500.0
2024-02-15,122.4570083618164,122.55544496817824,120.25199683633814,120.25199683633814,1571100.0
2024-02-16,122.76214599609376,123.99262216978994,122.08292074493968,122.21089507355164,1455400.0
2024-02-20,123.02794647216795,123.9729513753966,120.66543045898072,122.98857032908784,1388800.0
2024-02-21,126.3453140258789,126.83750455185356,122.46685027792458,123.13622218342796,2217300.0
2024-02-22,126.5323257446289,127.10326852082876,125.0951379118344,126.0007666194563,1410600.0
2024-02-23,127.16233825683594,127.48718580943856,126.07952810195684,126.62094068962789,1023500.0
2024-02-26,124.89825439453124,127.18201793765807,124.87857007969195,126.85717041607904,1659700.0
2024-02-27,124.39623260498048,125.0754504040286,124.11076120702585,124.64232786077952,840200.0
2024-02-28,122.1912078857422,124.03200301512597,121.77776967814717,123.9729425598212,1415700.0
2024-02-29,122.41761779785156,122.89011645682622,120.98042248560492,122.2798050631314,2415800.0
2024-03-01,122.0730972290039,122.96888008737024,121.70887353349192,122.11247337259154,740100.0
2024-03-04,123.54966735839844,124.49467226264684,120.57683238960846,121.8270005254992,1658500.0
2024-03-05,122.83106231689452,124.38638612896116,122.4766845493292,123.95325607744104,1308300.0
2024-03-06,123.86466217041016,124.82935133796695,122.88028117726104,123.0673084590023,753100.0
2024-03-07,125.37075805664062,126.13857399394485,124.26824869191394,124.65215666056604,1057900.0
2024-03-08,124.76044464111328,126.14841793248728,124.42575870923264,124.99670148621472,1395200.0
2024-03-11,126.04013061523438,126.35513973002112,124.19934303964108,124.72106374310296,1079800.0
2024-03-12,126.20750427246094,126.41421588681332,125.13452499506994,125.626715532717,1073000.0
2024-03-13,124.61278533935548,126.46342639849208,124.49466442765288,126.23702297757488,847000.0
2024-03-14,123.76622772216795,124.95732784333248,123.09684833479449,124.287948455959,1203900.0
2024-03-15,123.2149658203125,123.71700222442834,122.43730394263687,122.43730394263687,2672400.0
2024-03-18,123.99263763427734,124.33716950383652,123.14606932037104,123.3134122984096,972300.0
2024-03-19,124.68170928955078,124.77029998048378,122.9590424259149,124.0320141817827,949300.0
2024-03-20,124.55372619628906,125.36091831243162,123.9138770469762,124.26825480628082,1069200.0
2024-03-21,125.08528900146484,125.5085731170925,124.16981440302506,125.00653672175952,747000.0
2024-03-22,125.21326446533205,125.65624043657488,123.91388180143592,125.2821708372723,1419200.0
2024-03-25,125.91217041015624,126.47325973874706,125.61685312225842,125.9220088122504,1242400.0
2024-03-26,125.872802734375,126.60124258054222,125.85311090840148,126.36498573024654,1080400.0
2024-03-27,130.78421020507812,130.80393905631476,126.7406534777099,126.75052542768032,1806700.0
2024-03-28,130.1629180908203,132.0564820587634,129.78816009788,131.09983564623417,1425300.0
2024-04-01,127.9636001586914,129.797992254244,127.894556696306,129.797992254244,745000.0
2024-04-02,126.70123291015624,127.51980731906946,125.81362255858492,127.4704927067336,1057000.0
2024-04-03,128.22003173828125,128.70329089173137,126.7308266635056,126.7308266635056,1369900.0
2024-04-04,125.8037567138672,129.08791121550323,125.67554925733324,129.08791121550323,1032900.0
2024-04-05,125.5769271850586,126.30674431060066,124.41317307942356,125.77417058288692,791700.0
2024-04-08,124.94573974609376,125.87279274854842,124.84711052246055,125.55719879624088,1106400.0
2024-04-09,127.6184310913086,127.71706032339672,124.8076785612926,125.60652417559936,1203700.0
2024-04-10,125.96156311035156,126.1785353729658,124.64987263134988,126.05032038631902,823300.0
2024-04-11,125.7643051147461,126.78013042577862,125.23174644014694,126.78013042577862,1086600.0
2024-04-12,122.7661590576172,125.3500820059845,122.00675622632929,124.6597226360435,1048600.0
2024-04-15,122.29278564453124,125.56707605597518,122.25333545591695,124.26524992912049,1052800.0
2024-04-16,120.38933563232422,122.60835755294288,119.72856202180688,122.25331344369567,1628500.0
2024-04-17,119.62995910644533,121.17834323310367,118.38730452904214,121.17834323310367,1521600.0
2024-04-18,117.68707275390624,119.77787989180946,116.99670580182128,119.77787989180946,1442300.0
2024-04-19,117.7856903076172,118.49577856505788,117.35174581154716,118.24922056035504,1301600.0
2024-04-22,119.11711120605467,119.73844224136514,117.53914135924536,118.6042738274743,918300.0
2024-04-23,119.84691619873048,119.94554542386616,118.6141261280688,118.96917027036764,742800.0
2024-04-24,119.50172424316406,120.73451418755012,119.34393104294604,119.87649720184314,978700.0
2024-04-25,118.1012725830078,119.67924215231533,117.13476198935874,119.04805432459231,1078800.0
2024-04-26,117.706787109375,118.28866789914292,117.02629214932146,117.84485898673964,1099200.0
2024-04-29,120.0343017578125,120.0836163699944,117.75610813285316,117.75610813285316,1195000.0
2024-04-30,118.62399291992188,119.73843998159992,118.60427158911372,119.2650452743144,1429000.0
2024-05-01,117.91389465332033,119.53131451959077,115.3201072209806,116.46413241998393,2710500.0
2024-05-02,116.82904815673828,122.25332445108349,115.98088798876512,120.31044610175783,2931700.0
2024-05-03,119.98499298095705,120.2414078925038,117.7067918637145,117.84486374665607,1847600.0
2024-05-06,118.90013122558594,120.56686576543282,117.9336280490387,120.32030775773256,1293800.0
2024-05-07,119.75816345214844,120.49783752250488,118.93958900844244,119.46229081426438,1358500.0
2024-05-08,119.1861343383789,119.62007882123208,118.34783865279222,119.45242118898534,1256700.0
2024-05-09,119.7680206298828,119.98499288128312,118.89027472147484,119.47214800990906,667800.0
2024-05-10,119.63980865478516,120.53728344005448,119.3242146969181,119.71870902534027,772700.0
2024-05-13,117.94348907470705,120.56686998003175,117.47010189701236,119.9159532052597,1180900.0
2024-05-14,118.31824493408205,118.85081107509968,116.70082518329616,118.2985160819967,1348700.0
2024-05-15,119.31436920166016,119.52147705090412,118.42675875893306,118.91987483551986,1153900.0
2024-05-16,119.5609130859375,120.48796608361224,119.038203786178,119.40311234842068,970800.0
2024-05-17,118.5253677368164,119.62995033847882,117.91390115876791,119.62995033847882,1185800.0
2024-05-20,117.4109344482422,118.43660921022992,117.30244831535532,118.3971665476836,1152700.0
2024-05-21,117.36161041259766,118.02238406033642,117.31229580184268,117.7363758715346,776600.0
2024-05-22,117.68707275390624,118.47605388212038,117.1742278724313,117.4701004982325,954500.0
2024-05-23,114.2549819946289,117.42078598625456,114.18594605179668,117.09533512681898,1030800.0
2024-05-24,114.8072738647461,114.92561689238973,113.85062759474302,114.42263645184468,1084200.0
2024-05-28,114.72837829589844,115.832953396661,114.04787576106897,114.90590036914293,1211000.0
2024-05-29,113.55475616455078,115.25107647248048,113.03205438871616,113.61392767899144,1930600.0
2024-05-30,112.86439514160156,114.6198869389824,112.79535920095242,113.87034849453946,1731100.0
2024-05-31,113.56461334228516,113.60406352417836,112.18388707343388,112.79535360624948,3003100.0
2024-06-03,111.56256866455078,114.22539210531,111.3949035028627,112.923566141595,1662800.0
2024-06-04,111.87815856933594,112.94328339256316,111.19765609321205,111.45407851563382,1186700.0
2024-06-05,111.08917236328124,112.2627908562005,110.5664706048946,111.86829654960675,918100.0
2024-06-06,111.80914306640624,112.29239471962272,110.52703824432504,110.95111837553458,902300.0
2024-06-07,111.77953338623048,112.30224267659096,111.0497237992214,111.56256866257613,1070300.0
2024-06-10,111.32586669921876,111.69077525207652,109.90569771985842,111.27655961327784,1214500.0
2024-06-11,107.7261199951172,111.18778874733744,104.70824508954088,111.18778874733744,3036000.0
2024-06-12,105.97062683105467,109.47175348839784,105.32958204182135,108.8011154183056,2996500.0
2024-06-13,105.49724578857422,106.21719098642367,104.70825712240816,105.52683154679356,1471000.0
2024-06-14,105.71421813964844,105.82270426944918,104.55046399443891,105.21123767642264,1611400.0
2024-06-17,105.5564193725586,105.68463435982524,104.65895208346063,104.65895208346063,1579200.0
2024-06-18,105.2210922241211,105.9706231104619,104.45183248456703,105.5761363384311,1753200.0
2024-06-20,104.7871551513672,105.33944269072484,103.92913056041937,104.1165170574243,1887600.0
2024-06-21,106.37499237060548,106.57223577615916,104.54060010641258,105.23095955020403,3318000.0
2024-06-24,106.96672821044922,108.34745459784546,106.1876039809588,106.76948480840124,1600000.0
2024-06-25,106.73003387451172,107.6176442262088,106.0791171084827,106.65113350450454,1339000.0
2024-06-26,106.85853576660156,107.9458008265078,106.36432369018256,106.45327824422064,2006000.0
2024-06-27,107.12539672851562,107.3823890951866,106.1765105374348,106.86841190292176,2052500.0
2024-06-28,107.27367401123048,108.31152240662315,106.1369847070094,107.29344671764292,2774600.0
2024-07-01,104.7334213256836,107.64927707324746,104.59504254889916,105.77126969264457,2677200.0
2024-07-02,105.0398178100586,105.45496163174292,104.15024222049306,104.6444542329525,1853500.0
2024-07-03,105.3462371826172,106.08755522098808,104.9805175688998,105.2375099337033,635900.0
2024-07-05,106.75968170166016,106.9079468145281,104.94097756322869,105.58345469160518,1045000.0
2024-07-08,105.15843963623048,107.13528784075189,104.9113336106653,106.59165156807752,1651100.0
2024-07-09,104.53573608398438,105.76137987004203,104.15025128400592,105.3956602342082,1360400.0
2024-07-10,105.66253662109376,105.79102903787442,104.3182792567831,104.42700650985805,732800.0
2024-07-11,106.93760681152344,108.02487182367226,105.87010696348896,105.87010696348896,1140700.0
2024-07-12,107.43181610107422,108.30162658018996,106.31489205988586,107.07598282755475,1177400.0
2024-07-15,105.29682159423828,107.33297289337796,105.12879130162683,106.9277229205458,1822600.0
2024-07-16,106.21605682373048,106.89807189119112,105.07936755832192,105.37589781575988,1211700.0
2024-07-17,109.7645034790039,111.00991246260077,105.84045844679964,106.2160569042384,2237000.0
2024-07-18,110.1005630493164,112.55185820560274,109.08248740372812,109.21097982562064,2278200.0
2024-07-19,109.22086334228516,110.74303736528792,108.33128014168906,110.74303736528792,1510700.0
2024-07-22,109.05282592773438,110.11043934680303,108.47953817580786,109.56680310944569,1355700.0
2024-07-23,108.72664642333984,109.47785081922088,108.17313136378388,109.1022448507418,978200.0
2024-07-24,109.2702865600586,109.76449860684116,108.24232459782156,109.04294570046456,925300.0
2024-07-25,109.35923767089844,111.6622675463648,108.81560142009664,108.81560142009664,1600300.0
2024-07-26,110.00172424316406,110.9802620373578,108.95399706031176,109.50751216958048,1399400.0
2024-07-29,109.50750732421876,110.45639355858468,108.5882726063834,109.87322695727666,1202800.0
2024-07-30,110.08080291748048,110.54535594451995,108.73654543823426,109.23075752498424,1226600.0
2024-07-31,110.0610122680664,111.77098912752292,108.84525495586664,110.21916372976084,1592800.0
2024-08-01,109.8336944580078,112.10706548240184,108.98364908421073,110.54535351276736,1129900.0
2024-08-02,109.08248901367188,110.63431461638092,107.56031492867736,109.93253437985165,1190000.0
2024-08-05,105.80091857910156,108.28186522874016,105.38578225907274,107.8864940730128,1676900.0
2024-08-06,108.30162048339844,109.616226250947,105.71194681436408,106.00847703929637,1891500.0
2024-08-07,104.58515167236328,108.81560561640023,104.2985077782572,105.46484851861968,3051000.0
2024-08-08,107.4416961669922,107.58996128953622,104.77295412550924,104.77295412550924,2011200.0
2024-08-09,106.8288803100586,107.29344085133764,106.14686525659978,107.04633482223838,1174700.0
2024-08-12,105.7613754272461,106.98701916181724,105.0101710229902,106.7497994966596,1542500.0
2024-08-13,108.04463958740234,108.6278137473532,105.52416257237832,105.73173073542188,1452300.0
2024-08-14,107.37250518798828,108.89467917742714,106.51258106393792,108.31151258944251,1166000.0
2024-08-15,108.6278076171875,108.97375453607069,107.6492698920387,107.73822443928984,1151800.0
2024-08-16,109.36913299560548,109.64589054923609,108.55862549951102,108.57839066430846,963200.0
2024-08-19,110.47615814208984,110.7924535518832,109.3691279783518,109.3691279783518,1003300.0
2024-08-20,110.34767150878906,111.20760323412442,110.04126243541708,110.5058229925151,958000.0
2024-08-21,110.8319854736328,111.18781873319143,109.7842583988641,110.70349306254435,826900.0
2024-08-22,112.1070556640625,112.19601775128976,111.14828311425524,111.47446486562669,1164500.0
2024-08-23,113.71820068359376,114.00483704895316,112.24544328075334,112.68035231687564,788400.0
2024-08-26,113.30305480957033,115.02291821779389,112.90769119216856,113.98506986942029,913500.0
2024-08-27,113.34259033203124,114.02460537775563,113.19432520803758,113.34259033203124,914300.0
2024-08-28,112.8681411743164,113.81702732789252,112.54195943809675,113.3920046979606,687000.0
2024-08-29,113.34259033203124,114.0048326726485,112.59139344166428,113.5896963583282,801500.0
2024-08-30,114.12344360351562,114.58800412863094,113.28328464202576,113.6193452101908,1584900.0
2024-09-03,114.82522583007812,115.35897574874215,113.66877144351142,113.9949532062079,1428700.0
2024-09-04,113.15479278564452,115.2107091551643,112.6012701690516,114.65719407964868,1144900.0
2024-09-05,103.26067352294922,107.90626407296747,102.92460538614344,107.40217317937564,4928800.0
2024-09-06,103.59673309326172,104.28863452521196,102.83564981330206,104.28863452521196,2518100.0
2024-09-09,103.6165008544922,105.07936430854744,103.32985695878789,103.86360688102236,1926200.0
2024-09-10,103.9426727294922,104.090930298442,102.78621090414646,103.49787739941252,1635300.0
2024-09-11,103.93278503417967,104.01186076398176,102.20304303541184,103.40892152112512,1258600.0
2024-09-12,103.92291259765624,104.09094289017692,102.89495059581824,103.93279895047444,1436700.0
2024-09-13,105.02994537353516,106.69049813781908,103.982210715603,103.982210715603,1460500.0
2024-09-16,106.1864013671875,106.34454530183103,105.02006062751646,105.60322722681327,1261100.0
2024-09-17,105.01017761230467,106.54223803246222,103.28043538229092,106.1864047418589,1924800.0
2024-09-18,105.04972076416016,105.89976616322012,104.03164506416644,104.95087985426254,1462500.0
2024-09-19,105.1090087890625,106.50269030511552,105.07935727443618,106.26547064702795,1733800.0
2024-09-20,105.18809509277344,105.5043905157013,103.79442097774304,104.34793608259736,3920000.0
2024-09-23,106.32479095458984,106.4434045734474,105.079374350359,106.03814703149268,1292900.0
2024-09-24,106.56200408935548,106.71026921852804,105.553814784922,106.35443592494498,1374700.0
2024-09-25,105.26716613769533,106.93760527171057,105.18809040022155,106.93760527171057,1312600.0
2024-09-26,106.46316528320312,106.73992284120848,105.65265777429693,105.65265777429693,1211700.0
2024-09-27,106.96725463867188,108.91445127364229,106.93760312298436,107.51088335545646,1166200.0
2024-09-30,106.93753814697266,107.2347274818361,106.26391553807574,107.22481915525032,1024800.0
2024-10-01,106.333251953125,107.21491157511754,105.68935436489238,106.848379093117,1561000.0
2024-10-02,104.69873046875,106.18466189154653,104.56994490842462,106.03606723769924,1474400.0
2024-10-03,103.21280670166016,104.75817307748636,102.8462742026948,104.3322057357088,1910100.0
2024-10-04,103.69821166992188,104.2133312897456,102.78684211908978,103.7279290921257,1449200.0
2024-10-07,101.32070922851562,103.5694230101202,101.13248883011718,103.27223370294772,1423100.0
2024-10-08,100.81549835205078,101.82593602957208,100.68672033966963,101.62780728994112,1462400.0
2024-10-09,102.4896469116211,102.6778673185841,100.51831325400047,100.7560601758538,1412300.0
2024-10-10,101.85565948486328,102.85618889521352,101.62781331025,102.5094730276186,1090300.0
2024-10-11,102.5292739868164,104.04492291475869,102.29152706188232,102.29152706188232,975000.0
2024-10-14,103.8468017578125,104.20342592420448,101.99433775782292,102.78683758488036,1110700.0
2024-10-15,103.61895751953124,104.9761110421945,102.52927590553293,102.53918423196016,1485700.0
2024-10-16,104.4709014892578,104.57987041612638,103.13356450058986,103.85671367943849,968200.0
2024-10-17,103.9656753540039,104.78789263289735,103.41092998888963,104.59967221637412,1396800.0
2024-10-18,105.31291198730467,106.08559512793802,103.82698054521344,104.49070233330453,1081600.0
2024-10-21,104.2133331298828,105.04545875547744,103.53971050262578,104.96620725630864,936400.0
2024-10-22,103.28215026855467,104.17371070336358,102.74721400766936,104.07464255451032,1430900.0
2024-10-23,103.718017578125,103.77745997854478,102.71749579142806,102.84627380296686,744300.0
2024-10-24,103.02458190917967,104.5303224731727,102.895803902615,104.11426347549758,760200.0
2024-10-25,101.39006042480467,102.69767987584738,101.28109150739792,101.9943398548464,1398200.0
2024-10-28,102.62833404541016,103.34158237436532,101.84574254879762,102.1726492925418,1536500.0
2024-10-29,102.90570068359376,104.08454202250287,101.97452213790096,102.31132963025328,2153000.0
2024-10-30,108.78009033203124,108.92868499461052,106.13513405790648,106.51156731964728,3246500.0
2024-10-31,105.9171905517578,108.67111559368664,105.59028382316792,108.67111559368664,2124000.0
2024-11-01,106.263916015625,108.47300426817944,106.1351380007861,106.39270158830269,1905700.0
2024-11-04,107.39321899414062,107.50218034357988,106.07569133912602,106.68987148068328,1427600.0
2024-11-05,107.8984375,107.98759732007092,106.46204007321684,106.77903849088533,1388100.0
2024-11-06,109.13671112060548,111.77176654473467,107.68049707651704,111.54392039478796,1930000.0
2024-11-07,107.67060089111328,109.2952187564013,107.34369414121252,109.2952187564013,1445900.0
2024-11-08,107.1653823852539,108.41356698827164,106.50166811487216,107.2446338808382,1175700.0
2024-11-11,108.4333724975586,108.6017762517275,106.83847210139815,107.17528716757433,1404500.0
2024-11-12,108.90887451171876,109.34474260980008,107.84891035032722,108.34422084738569,1275200.0
2024-11-13,108.93859100341795,109.45371059051766,108.06683969901157,108.31449494542912,1245800.0
2024-11-14,107.82908630371094,110.157043968679,107.749834815735,108.92867613640374,2087000.0
2024-11-15,111.48448944091795,111.68261061990442,107.2347243984632,107.43284557744964,2600000.0
2024-11-18,111.9599838256836,113.64404408642572,111.583550560685,111.64298540309568,1888000.0
2024-11-19,109.90939331054688,111.66279665524466,109.74098955996904,110.82077034451731,1465700.0
2024-11-20,108.24514770507812,109.9093912006861,108.05693486421396,109.22586788562718,1476400.0
2024-11-21,107.38331604003906,108.56214987016364,107.26443880128907,108.39374611697988,1508200.0
2024-11-22,109.18624877929688,109.3348434421575,107.65078319280124,107.65078319280124,2015000.0
2024-11-25,109.91930389404295,110.81086429458762,109.1069949863997,109.67164864710492,2028400.0
2024-11-26,109.60231018066406,110.94955538641187,108.76028381653134,110.63255695904996,1043800.0
2024-11-27,110.9693603515625,111.60336474052892,109.47352809322145,109.80042727707549,1246000.0
2024-11-29,111.0486068725586,111.36560527392857,110.36508355707092,110.79104330962107,504100.0
2024-12-02,109.46361541748048,110.56320528105236,109.19615108534803,110.36508411338671,1508700.0
2024-12-03,109.7013702392578,110.05799441303752,108.0668440357405,109.3645627183762,1212800.0
2024-12-04,109.58250427246094,110.92974951739023,109.23578085552384,109.48343612028526,1438200.0
2024-12-05,108.1361846923828,110.88020135180952,107.91824687783178,109.32492678904926,937800.0
2024-12-06,107.01679229736328,108.82963065773274,106.69979385930732,108.51263221967676,1141100.0
2024-12-09,108.44329071044922,109.8400625015448,106.76913866869216,107.0465113615146,1243000.0
2024-12-10,107.38331604003906,109.1862459263032,106.30353523878202,108.9881171950532,1179900.0
2024-12-11,105.90728759765624,107.91824688282632,105.74878462057984,107.5616227422423,1575000.0
2024-12-12,105.83794403076172,106.788946841826,105.30301534156592,105.78841751545612,1208400.0
2024-12-13,105.7388916015625,105.91720369766657,104.35202058273538,105.44170981328178,1195300.0
2024-12-16,105.8478546142578,108.22534657694374,105.4119865042164,105.7785114450804,1715400.0
2024-12-17,107.04650115966795,109.41408470784344,106.08559759551072,107.91825246298836,1896500.0
2024-12-18,104.8671417236328,108.43337588208608,104.81760764952486,107.08613069100662,1985600.0
2024-12-19,104.8176040649414,105.38225772440433,103.49017557203636,104.1340807242263,2672500.0
2024-12-20,106.11531829833984,106.76912419165058,104.3520066685014,104.3520066685014,3969100.0
2024-12-23,105.81813049316406,105.99644256802192,104.5600452012167,105.31291168809378,1948300.0
2024-12-24,106.29364013671876,106.43232647706743,105.27329412152667,105.79832961894807,458600.0
2024-12-26,106.2440948486328,107.1059377794154,105.61009805742653,105.99643961588542,1277300.0
2024-12-27,105.86766815185548,106.62053466424555,105.2633887420171,105.45160159119544,743400.0
2024-12-30,104.6464614868164,105.58966658755268,103.90182348891427,105.29181593330148,1532000.0
2024-12-31,104.87480926513672,105.73859203973092,104.20960116134822,105.15281380426472,683300.0
2025-01-02,103.7131805419922,105.86766468754176,103.56425142585776,105.70881251855468,833900.0
2025-01-03,103.72311401367188,103.85218187794088,102.24376858916672,103.7727520038447,1253700.0
2025-01-06,102.81961059570312,104.54717617564908,102.7798956608349,103.147253127229,1788500.0
2025-01-07,102.39268493652344,104.5372459791523,102.0451887235556,103.46496545783786,1649100.0
2025-01-08,100.81404876708984,102.60117526555852,99.95026603584496,102.18417984006736,2385600.0
2025-01-10,103.79261016845705,104.93438995632148,100.79419689685302,101.27076855238626,2709300.0
