Date,Close_VRSK,High_VRSK,Low_VRSK,Open_VRSK,Volume_VRSK
2023-10-16,239.61724853515625,245.21938170564596,239.24179198375705,245.05141826848168,1217600.0
2023-10-17,237.0384979248047,240.1211495225782,235.95165789935623,238.8070666104106,1152500.0
2023-10-18,235.27980041503903,238.5402902877195,234.71661557177123,237.96724563913264,1038700.0
2023-10-19,231.6438446044922,236.66304345311983,231.12018942654345,235.35885048718407,901400.0
2023-10-20,231.6438446044922,233.25433981751684,229.62826817489864,231.49564599796156,1155600.0
2023-10-23,228.106689453125,233.1555279639028,227.83004200673895,232.29594590378588,1242500.0
2023-10-24,227.3854217529297,230.6459266095385,225.18211715417027,228.6006954906655,1224000.0
2023-10-25,225.3994903564453,229.3120842138337,224.81654067709772,226.82225724137007,1111400.0
2023-10-26,223.97671508789065,228.95638392257965,223.13688283759413,225.16234908889712,909000.0
2023-10-27,221.1707305908203,223.6605576894933,219.6392796279968,223.6605576894933,1106600.0
2023-10-30,221.8030548095703,222.3958642842094,219.2341685243372,221.17071565759588,920100.0
2023-10-31,224.63870239257807,225.18212239401703,221.2794034173908,223.07761178669665,1240800.0
2023-11-01,219.58987426757807,225.60697901505804,212.74282715689176,218.8982556315728,1948400.0
2023-11-02,227.11865234375,227.6027928997705,220.23207594097343,220.23207594097343,1371200.0
2023-11-03,227.85968017578125,230.91270709914545,225.4192426590897,227.6027975705024,967200.0
2023-11-06,228.04739379882807,228.9168657548888,226.3776192814634,227.790511210062,701300.0
2023-11-07,230.3989105224609,231.57466961654117,227.55337692173936,228.9069743277877,717300.0
2023-11-08,233.1851806640625,233.58040209243728,230.7249932306118,232.03907621216555,793700.0
2023-11-09,232.6812896728516,234.05465209589988,231.22888296434255,233.1851800319881,599100.0
2023-11-10,235.08218383789065,235.11183863483188,233.3136151676404,234.00523377957748,777900.0
2023-11-13,235.6552276611328,236.5148247343801,234.74624110734536,234.815410501948,586700.0
2023-11-14,235.2106170654297,238.93549751724345,234.94384451990692,238.2735186700348,1157000.0
2023-11-15,234.94384765625,237.9178301440996,234.8154138983723,237.1669170542565,920300.0
2023-11-16,234.70672607421875,237.59177428121265,234.22258554135644,236.3567357469094,721100.0
2023-11-17,234.2818756103516,236.40615103144356,233.738470691522,236.40615103144356,729200.0
2023-11-20,236.416015625,237.5917747240327,233.3926436995754,233.9162988330036,1065600.0
2023-11-21,236.9199066162109,238.81693908102235,235.9121260222128,237.0285906107975,1091900.0
2023-11-22,237.1570587158203,240.0421071711152,237.0187349911197,237.7992727784684,706900.0
2023-11-24,236.6728973388672,238.79717265967275,236.6432576201905,237.4238104150876,300600.0
2023-11-27,238.11544799804688,239.7061783574286,237.2163362566235,237.46334398276252,721000.0
2023-11-28,237.19656372070312,239.93339820873533,237.13726920815216,237.63128461300104,740800.0
2023-11-29,235.40823364257807,238.2142528187417,234.55852647695244,237.4435899331922,721500.0
2023-11-30,238.5402984619141,239.1528878858534,235.0229107888297,235.34896280250172,1265800.0
2023-12-01,239.82473754882807,240.62504017035903,236.90017451024215,237.73011685285533,702400.0
2023-12-04,236.435791015625,240.5855176685999,235.1612227463152,238.20435964547133,939200.0
2023-12-05,235.74417114257807,237.54237948279356,233.34324829366324,235.84296518368845,796300.0
2023-12-06,232.0489501953125,235.95166944393836,230.2902563052872,235.74419138648184,1218200.0
2023-12-07,230.95220947265625,232.56270457056755,230.23095117883489,232.5034251321924,773700.0
2023-12-08,230.13214111328125,230.39891366102145,227.42493118815227,229.57884625586024,936000.0
2023-12-11,237.2360992431641,237.91784297416808,230.13215468270369,232.13785619719533,944300.0
2023-12-12,240.3681640625,240.57565719184208,237.3349169391998,239.20229479865623,696500.0
2023-12-13,244.2708740234375,245.1107063149036,240.17055183840884,241.22773705677807,1037200.0
2023-12-14,232.9324188232422,245.9132447457528,232.8631692730312,245.1810896473046,1755200.0
2023-12-15,232.50701904296875,234.76283061571732,230.5875969808945,233.01160330898028,2638000.0
2023-12-18,234.8123016357422,236.30627746211024,233.09075487993195,233.09075487993195,829000.0
2023-12-19,231.97276306152344,235.5741479108785,231.63635844113543,234.86178474534296,1107400.0
2023-12-20,230.9932403564453,234.71334705244615,230.8250456089659,231.29006083308056,1059000.0
2023-12-21,232.51690673828125,232.91267242325287,230.3600403686256,230.7360139951193,646300.0
2023-12-22,233.6942596435547,234.5352484226405,232.4773123758756,233.35787017068657,918800.0
2023-12-26,234.51547241210935,235.5840170727857,232.53668935831988,233.4370392710541,516500.0
2023-12-27,234.70347595214844,235.1585876326963,233.81302955322076,234.10983495491817,534400.0
2023-12-28,235.08932495117188,236.15786962840133,234.1988786019391,235.7522154728304,374300.0
2023-12-29,236.3260803222656,236.66246984605488,234.7034786874328,234.93103453035877,520700.0
2024-01-02,235.4553985595703,236.7317221226549,234.1691865158037,235.29710738407243,743700.0
2024-01-03,234.18899536132807,236.66247443167785,234.0405926558744,235.63351378105637,679500.0
2024-01-04,235.42572021484372,236.59321011363903,234.7529411961853,235.00028908779512,707800.0
2024-01-05,231.2208251953125,236.33597820554783,230.36994777387207,235.42573970071456,832800.0
2024-01-08,230.2412872314453,231.73526286178333,227.09501462116637,230.4787315135617,1139900.0
2024-01-09,232.22998046875,232.7048841746624,228.84626325740533,229.43000063518485,648700.0
2024-01-10,231.47805786132807,233.66460477204544,230.3798326171166,232.80383893901276,730600.0
2024-01-11,231.72540283203125,232.6653217902744,228.9748804188656,231.6957071962057,997900.0
2024-01-12,234.25823974609372,234.367073419646,231.17132786757404,233.14022247204943,619100.0
2024-01-16,234.51547241210935,234.59462554589092,231.53740935104616,232.1112582482751,1368200.0
2024-01-17,234.1593170166016,235.36637602200764,230.2512230681756,233.54589903241487,681700.0
2024-01-18,235.02996826171875,235.3465657107432,232.15083519684552,233.78332523322013,667300.0
2024-01-19,237.57269287109372,238.47304279998812,234.88154666188396,235.3069928764816,803200.0
2024-01-22,240.8772735595703,241.5896215868619,237.51333322927047,238.67091953188017,639400.0
2024-01-23,241.2532501220703,241.32251478231385,239.2843704511205,240.4320532620124,673100.0
2024-01-24,242.05462646484372,242.65815588877845,240.61012331701076,242.40091953151244,546200.0
2024-01-25,240.8970642089844,242.7076526611521,238.6016835314869,241.98540101528775,508100.0
2024-01-26,241.5599365234375,242.28220321165048,240.12532182127592,241.7973959260315,713700.0
2024-01-29,241.9754943847656,242.3415644208298,240.2539476830786,240.63980977693228,644700.0
2024-01-30,243.47935485839844,244.32034368683307,241.5500444191315,241.5500444191315,751900.0
2024-01-31,238.9677276611328,245.0821749783024,238.58186558021308,244.4291729653871,1187300.0
2024-02-01,244.0037384033203,244.0828915386822,237.81015275619384,239.90765800407425,935200.0
2024-02-02,245.1514434814453,246.01220932150932,242.15358821406645,243.95428812881804,549500.0
2024-02-05,243.98394775390625,244.8743940571659,239.95711713844648,244.6666152013834,557700.0
2024-02-06,245.83413696289065,246.1111654086625,244.1521742287276,244.87442588399583,518300.0
