Date,Close_INTC,High_INTC,Low_INTC,Open_INTC,Volume_INTC
1980-03-17,0.1814997196197509,0.1844035364699677,0.1814997196197509,0.1814997196197509,10924800.0
1980-03-18,0.1800478100776672,0.1829516100250874,0.1800478100776672,0.1814997017429844,17068800.0
1980-03-19,0.1844035536050796,0.1873079190791629,0.1844035536050796,0.1844035536050796,18508800.0
1980-03-20,0.183677539229393,0.1865813387825826,0.183677539229393,0.1844034932718863,11174400.0
1980-03-21,0.1771435588598251,0.1800479425313839,0.1771435588598251,0.1800479425313839,12172800.0
1980-03-24,0.173513725399971,0.1764175428167725,0.1735137253999709,0.1764175428167725,8966400.0
1980-03-25,0.1742396056652069,0.177143405230484,0.1742396056652069,0.1742396056652069,11347200.0
1980-03-26,0.1727876961231231,0.175691512280798,0.1727876961231231,0.1742396042019606,16262400.0
1980-03-27,0.1669796258211136,0.1698839919632966,0.1669796258211136,0.1698839919632966,26918400.0
1980-03-28,0.173513725399971,0.1764175428167725,0.1735137253999709,0.1735137253999709,20102400.0
1980-03-31,0.1793217957019806,0.1822255946740075,0.1793217957019806,0.1793217957019806,9004800.0
1980-04-01,0.1800478100776672,0.1829516100250874,0.1800478100776672,0.1800478100776672,8179200.0
1980-04-02,0.1814997196197509,0.1844035364699677,0.1814997196197509,0.1814997196197509,12556800.0
1980-04-03,0.177869439125061,0.1807738049648098,0.177869439125061,0.1807738049648098,6988800.0
1980-04-07,0.173513725399971,0.1764175428167725,0.1735137253999709,0.1764175428167725,13478400.0
1980-04-08,0.1742396056652069,0.177143405230484,0.1742396056652069,0.1742396056652069,29184000.0
1980-04-09,0.1706099212169647,0.1735137219593965,0.1706099212169647,0.1735137219593965,11558400.0
1980-04-10,0.169883981347084,0.172787782336848,0.169883981347084,0.170609935748723,14784000.0
1980-04-11,0.169883981347084,0.172787782336848,0.169883981347084,0.169883981347084,9523200.0
1980-04-14,0.1713358610868454,0.1742396615840409,0.1713358610868454,0.1713358610868454,8025600.0
1980-04-15,0.1691573858261108,0.1720617504793594,0.1691573858261108,0.1713358130213025,10598400.0
1980-04-16,0.1626238673925399,0.1655276677001929,0.1626238673925399,0.1655276677001929,10752000.0
