Date,Close_IEX,High_IEX,Low_IEX,Open_IEX,Volume_IEX
1989-06-02,1.804172158241272,1.819592125122152,1.7887520424629613,1.7887520424629613,1590131.0
1989-06-05,1.7887523174285889,1.8041724355772684,1.7887523174285889,1.8041724355772684,438413.0
1989-06-06,1.7887523174285889,1.8041724355772684,1.7887523174285889,1.7887523174285889,547256.0
1989-06-07,1.804172158241272,1.804172158241272,1.7887520424629613,1.7887520424629613,177188.0
1989-06-08,1.804172158241272,1.819592125122152,1.804172158241272,1.804172158241272,743681.0
1989-06-09,1.819590926170349,1.835011627377487,1.8041709694498769,1.8041709694498769,414113.0
1989-06-12,1.804172158241272,1.8350128364901876,1.804172158241272,1.819592125122152,939600.0
1989-06-13,1.773330807685852,1.804171625729349,1.773330807685852,1.804171625729349,492075.0
1989-06-14,1.7579121589660645,1.7733321328183136,1.7579121589660645,1.7733321328183136,136181.0
1989-06-15,1.7424904108047483,1.773331084769729,1.7424904108047483,1.757911120030765,118463.0
1989-06-16,1.7579121589660645,1.7579121589660645,1.7424914406263223,1.7424914406263223,99731.0
1989-06-19,1.7887523174285889,1.8041724355772684,1.7579116344388674,1.7579116344388674,309319.0
1989-06-20,1.7887523174285889,1.8041724355772684,1.7733316036900928,1.7887523174285889,205538.0
1989-06-21,1.804172158241272,1.804172158241272,1.7887520424629613,1.7887520424629613,198450.0
1989-06-22,1.804172158241272,1.804172158241272,1.7733313310949252,1.804172158241272,218700.0
1989-06-23,1.7887523174285889,1.8041724355772684,1.7887523174285889,1.8041724355772684,118463.0
1989-06-26,1.7887523174285889,1.8041724355772684,1.7887523174285889,1.7887523174285889,213131.0
1989-06-27,1.804172158241272,1.804172158241272,1.7887520424629613,1.7887520424629613,322988.0
1989-06-28,1.773330807685852,1.804171625729349,1.773330807685852,1.804171625729349,146813.0
1989-06-29,1.773330807685852,1.773330807685852,1.773330807685852,1.773330807685852,139219.0
1989-06-30,1.7579121589660645,1.7733321328183136,1.7116513440243255,1.7579121589660645,215156.0
1989-07-03,1.773330807685852,1.773330807685852,1.773330807685852,1.773330807685852,17213.0
1989-07-05,1.7887523174285889,1.7887523174285889,1.7579116344388674,1.7887523174285889,157950.0
1989-07-06,1.7424904108047483,1.7887517939957456,1.7424904108047483,1.7887517939957456,17719.0
1989-07-07,1.773330807685852,1.773330807685852,1.7270700273127688,1.7424901385397429,31894.0
1989-07-10,1.819590926170349,1.819590926170349,1.7733301626249334,1.7887508638320715,401963.0
1989-07-11,1.804172158241272,1.8350128364901876,1.804172158241272,1.8350128364901876,125550.0
1989-07-12,1.804172158241272,1.819592125122152,1.804172158241272,1.819592125122152,59738.0
1989-07-13,1.804172158241272,1.819592125122152,1.804172158241272,1.819592125122152,60244.0
1989-07-14,1.804172158241272,1.804172158241272,1.7887520424629613,1.804172158241272,132638.0
1989-07-17,1.819590926170349,1.819590926170349,1.8041709694498769,1.8041709694498769,128081.0
1989-07-18,1.819590926170349,1.819590926170349,1.8041709694498769,1.8041709694498769,63281.0
1989-07-19,1.850432515144348,1.850432515144348,1.8195916952834696,1.850432515144348,117450.0
1989-07-20,1.850432515144348,1.850432515144348,1.8350124030087007,1.850432515144348,127069.0
1989-07-21,1.850432515144348,1.881273186107831,1.850432515144348,1.8658524783825992,54675.0
1989-07-24,1.9429552555084229,1.9429552555084229,1.881274467169261,1.881274467169261,165544.0
1989-07-25,1.91211462020874,1.92753533889176,1.896694497115728,1.92753533889176,97200.0
1989-07-26,1.9429552555084229,1.9583753781444644,1.9121145635438468,1.9121145635438468,62775.0
1989-07-27,1.958374619483948,1.9737953317361043,1.958374619483948,1.958374619483948,207563.0
1989-07-28,1.958374619483948,1.9737953317361043,1.9429545028215505,1.9737953317361043,131119.0
1989-07-31,1.9892157316207888,2.0354765383495903,1.9892157316207884,2.004636447222805,432338.0
1989-08-01,2.004635572433472,2.004635572433472,1.9892148635607927,2.004635572433472,321975.0
1989-08-02,2.004635572433472,2.004635572433472,1.9737948991751504,2.004635572433472,156431.0
1989-08-03,2.004635572433472,2.004635572433472,1.9737948991751504,1.9892148635607927,107831.0
1989-08-04,1.9737948179244995,2.004635489913274,1.9737948179244995,1.989214781675384,70369.0
1989-08-07,2.004635572433472,2.004635572433472,1.9737948991751504,1.9737948991751504,248569.0
1989-08-08,1.9892157316207888,2.020056567234934,1.973795760506132,2.020056567234934,147825.0
1989-08-09,1.9737948179244995,2.004635489913274,1.9737948179244995,2.004635489913274,45056.0
1989-08-10,1.9737948179244995,1.989214781675384,1.9737948179244995,1.9737948179244995,37463.0
1989-08-11,1.958374619483948,1.9892152995010617,1.9429545028215505,1.9892152995010617,42019.0
1989-08-14,1.9429552555084229,1.973796096370496,1.9429552555084229,1.973796096370496,57206.0
1989-08-15,1.958374619483948,1.9737953317361043,1.9429545028215505,1.9429545028215505,100238.0
1989-08-16,1.9737948179244995,1.9737948179244995,1.942953997038324,1.942953997038324,34931.0
1989-08-17,1.9737948179244995,1.9737948179244995,1.942953997038324,1.942953997038324,75431.0
1989-08-18,1.9429552555084229,1.973796096370496,1.9429552555084229,1.9583753781444644,64800.0
1989-08-21,1.927534103393555,1.9583741809144055,1.927534103393555,1.9583741809144055,87075.0
1989-08-22,1.927534103393555,1.942954067705277,1.927534103393555,1.927534103393555,35438.0
1989-08-23,1.9429552555084229,1.9429552555084229,1.9275352817698783,1.9429552555084229,83025.0
1989-08-24,1.9429552555084229,1.9583753781444644,1.9275352817698783,1.9275352817698783,134663.0
1989-08-25,1.9429552555084229,1.9583753781444644,1.9429552555084229,1.9429552555084229,23288.0
1989-08-28,1.927534103393555,1.9583741809144055,1.927534103393555,1.9583741809144055,127575.0
1989-08-29,1.8966939449310305,1.9121140635347815,1.8966939449310305,1.9121140635347815,66825.0
1989-08-30,1.8966939449310305,1.9275347777283676,1.8966939449310305,1.8966939449310305,103781.0
1989-08-31,1.8966939449310305,1.9121140635347815,1.8966939449310305,1.9121140635347815,24300.0
1989-09-01,1.91211462020874,1.9121146202087405,1.881274522920218,1.896694497115728,92644.0
1989-09-05,1.927534103393555,1.927534103393555,1.927534103393555,1.927534103393555,47081.0
1989-09-06,1.927534103393555,1.942954067705277,1.9121133945948,1.927534103393555,46575.0
1989-09-07,1.958374619483948,1.958374619483948,1.9429545028215505,1.9429545028215505,287550.0
1989-09-08,1.958374619483948,1.958374619483948,1.958374619483948,1.958374619483948,125550.0
1989-09-11,1.9737948179244995,1.9737948179244995,1.9583741096866096,1.9583741096866096,5569.0
1989-09-12,1.9737948179244995,1.9737948179244995,1.9583741096866096,1.9737948179244995,15694.0
1989-09-13,1.958374619483948,1.9892152995010617,1.958374619483948,1.9892152995010617,55181.0
1989-09-14,1.958374619483948,1.9737953317361043,1.958374619483948,1.9737953317361043,73406.0
1989-09-15,1.9737948179244995,1.9737948179244995,1.9583741096866096,1.9737948179244995,247556.0
1989-09-18,1.9737948179244995,1.9737948179244995,1.9583741096866096,1.9737948179244995,40500.0
1989-09-19,1.958374619483948,1.9737953317361043,1.958374619483948,1.9737953317361043,314888.0
1989-09-20,1.958374619483948,1.9892152995010617,1.958374619483948,1.9737953317361043,153900.0
1989-09-21,1.958374619483948,1.9737953317361043,1.958374619483948,1.9737953317361043,52650.0
1989-09-22,1.958374619483948,1.958374619483948,1.9429545028215505,1.958374619483948,103781.0
1989-09-25,1.927534103393555,1.9583741809144055,1.927534103393555,1.9583741809144055,110869.0
1989-09-26,1.91211462020874,1.94295531308727,1.9121146202087405,1.94295531308727,28856.0
1989-09-27,1.958374619483948,1.958374619483948,1.9121138228044363,1.9121138228044363,26325.0
1989-09-28,1.927534103393555,1.9737948897131603,1.927534103393555,1.942954067705277,170606.0
1989-09-29,1.927534103393555,1.9583741809144055,1.927534103393555,1.9583741809144055,37969.0
1989-10-02,1.9429552555084229,1.9429552555084229,1.9275352817698783,1.9429552555084229,11138.0
1989-10-03,1.958374619483948,1.9737953317361043,1.9429545028215505,1.9429545028215505,124031.0
1989-10-04,2.004635572433472,2.004635572433472,1.958374190302472,1.9737948991751504,581681.0
