Date,Close_EG,High_EG,Low_EG,Open_EG,Volume_EG
1995-10-03,12.330218315124512,12.487291159903169,11.62339051362056,11.780463358399215,10364800.0
1995-10-04,11.780467987060549,12.33022315979004,11.780467987060549,12.25168670654297,1810800.0
1995-10-05,12.173145294189451,12.251681715442288,11.937536030430946,12.016072451683783,1216500.0
1995-10-06,12.48728847503662,12.48728847503662,12.17314285302312,12.33021566402987,1538100.0
1995-10-09,12.173145294189451,12.487290979200791,12.173145294189451,12.487290979200791,869200.0
1995-10-10,12.094609260559082,12.25168210809881,11.937536413019354,12.173145684328944,840800.0
1995-10-11,12.173145294189451,12.251681715442288,12.094608872936618,12.173145294189451,630400.0
1995-10-12,12.173145294189451,12.251681715442288,12.016072451683783,12.173145294189451,519700.0
1995-10-13,12.56582736968994,12.56582736968994,12.251681685447693,12.251681685447693,557300.0
1995-10-16,12.408757209777832,12.644366523887538,12.330220771741264,12.644366523887538,188700.0
1995-10-17,12.408757209777832,12.4872936478144,12.330220771741264,12.408757209777832,244600.0
1995-10-18,12.330218315124512,12.40875473751384,12.251681892735183,12.330218315124512,152500.0
1995-10-19,12.330218315124512,12.330218315124512,12.251681892735183,12.251681892735183,180400.0
1995-10-20,12.25168800354004,12.408760926662348,12.173151541978886,12.330224465101193,298900.0
1995-10-23,12.094609260559082,12.173145684328944,12.016072836789215,12.094609260559082,731100.0
1995-10-24,11.937538146972656,12.17314745250501,11.937538146972656,12.17314745250501,670500.0
1995-10-25,11.937538146972656,12.094611017327558,11.937538146972656,12.016074582150107,749900.0
1995-10-26,11.937538146972656,12.016074582150107,11.937538146972656,12.016074582150107,810900.0
1995-10-27,12.094609260559082,12.094609260559082,11.937536413019354,11.937536413019354,460500.0
1995-10-30,12.094609260559082,12.173145684328944,12.094609260559082,12.173145684328944,76200.0
1995-10-31,12.801437377929688,13.0370466548241,12.487291675403808,13.0370466548241,2034100.0
1995-11-01,12.801437377929688,12.87997380356116,12.565828101035276,12.722900952298218,398600.0
1995-11-02,12.879969596862791,12.879969596862791,12.801433196881922,12.801433196881922,221200.0
1995-11-03,13.037050247192385,13.115586694464625,12.801440905375651,12.879977352647895,306800.0
1995-11-06,12.958516120910645,13.351198427604906,12.958516120910645,12.958516120910645,137200.0
1995-11-07,12.958516120910645,12.958516120910645,12.80144319823294,12.958516120910645,566300.0
1995-11-08,13.037050247192385,13.115586694464625,12.879977352647895,12.879977352647895,264700.0
1995-11-09,13.037050247192385,13.037050247192385,12.95851379992014,12.95851379992014,70700.0
1995-11-10,12.801437377929688,12.95851022919263,12.801437377929688,12.95851022919263,190500.0
1995-11-13,12.879969596862791,12.958505996843662,12.801433196881922,12.801433196881922,135900.0
1995-11-14,12.958516120910645,13.037052582249498,12.879979659571791,12.958516120910645,206900.0
1995-11-15,12.879969596862791,12.958505996843662,12.72289679690105,12.879969596862791,615500.0
1995-11-16,12.820197105407717,13.213454685328196,12.820197105407717,13.056151653360004,381400.0
1995-11-17,12.977508544921877,13.134811678799718,12.820205411044036,12.898856977982955,178000.0
1995-11-20,12.898848533630373,13.449409141773131,12.898848533630373,13.0561515645283,377000.0
1995-11-21,13.056158065795898,13.056158065795898,12.89885495656944,12.97750651118267,391400.0
1995-11-22,13.134799003601074,13.134799003601074,12.89884453048249,12.89884453048249,92600.0
1995-11-24,13.134799003601074,13.134799003601074,13.056147512561546,13.134799003601074,7900.0
1995-11-27,13.056158065795898,13.292112729635583,12.97750651118267,13.056158065795898,455000.0
1995-11-28,13.056158065795898,13.213461175022356,13.056158065795898,13.213461175022356,130200.0
1995-11-29,13.056158065795898,13.134809620409126,13.056158065795898,13.056158065795898,59500.0
1995-11-30,13.134799003601074,13.2134504946406,12.977496021522018,12.977496021522018,180100.0
1995-12-01,13.370769500732422,13.370769500732422,13.134814744837144,13.21346633013557,94400.0
1995-12-04,13.21345043182373,13.370753413154963,13.21345043182373,13.370753413154963,228600.0
1995-12-05,13.292108535766602,13.292108535766603,13.134805476171731,13.213457005969168,251400.0
1995-12-06,13.21345043182373,13.370753413154963,13.21345043182373,13.370753413154963,109900.0
1995-12-07,13.449403762817385,13.60670673080355,13.370752278824298,13.370752278824298,171800.0
1995-12-08,13.370769500732422,13.44942108603085,13.21346633013557,13.292117915433996,224000.0
1995-12-11,13.528061866760254,13.685364911722582,13.370758821797924,13.370758821797924,123800.0
1995-12-12,13.528061866760254,13.606713389241415,13.370758821797924,13.528061866760254,192100.0
1995-12-13,13.606717109680176,13.764020197653355,13.449414021706993,13.528065565693584,81800.0
1995-12-14,13.764022827148438,14.078629063197544,13.764022827148438,13.764022827148438,251200.0
1995-12-15,13.999975204467772,14.157278296652803,13.842672112282742,13.842672112282742,220800.0
1995-12-18,13.921314239501951,13.921314239501951,13.764011253744869,13.921314239501951,320900.0
1995-12-19,14.471874237060549,14.471874237060549,13.764010823291285,13.84266231371009,361400.0
1995-12-20,14.078617095947266,14.707829033196305,14.078617095947266,14.629177541040177,168300.0
1995-12-21,14.393230438232422,14.471881970681778,14.078624308434993,14.078624308434993,90300.0
1995-12-22,14.393230438232422,14.471881970681778,14.235927373333706,14.471881970681778,104500.0
1995-12-26,14.471874237060549,14.471874237060549,14.235919765804129,14.235919765804129,109100.0
1995-12-27,14.393230438232422,14.471881970681778,14.314578905783064,14.471881970681778,108400.0
1995-12-28,14.235923767089844,14.471878304665918,14.235923767089844,14.471878304665918,74100.0
1995-12-29,14.707842826843262,14.78649439276221,14.235933431329574,14.235933431329574,230800.0
1996-01-02,14.393230438232422,14.629185035580493,13.999972775985633,14.629185035580493,237100.0
1996-01-03,14.314582824707031,14.393234378688938,14.157279716743217,14.314582824707031,249500.0
1996-01-04,13.999975204467772,14.157278296652803,13.842672112282742,14.157278296652803,276800.0
1996-01-05,14.157280921936035,14.157280921936035,13.99997780058119,13.99997780058119,171100.0
1996-01-08,14.078617095947266,14.157268588103396,13.999965603791136,14.157268588103396,62200.0
1996-01-09,14.078617095947266,14.157268588103396,13.842662619478876,14.157268588103396,65300.0
1996-01-10,14.078617095947266,14.235920080259524,13.921314111635006,13.999965603791136,535400.0
1996-01-11,13.999975204467772,14.07862675056029,13.842672112282742,14.07862675056029,83400.0
1996-01-12,14.078617095947266,14.157268588103396,13.999965603791136,13.999965603791136,60200.0
1996-01-15,13.999975204467772,14.23592984274532,13.999975204467772,14.157278296652803,76800.0
1996-01-16,13.999975204467772,14.23592984274532,13.921323658375258,14.07862675056029,81000.0
1996-01-17,14.078617095947266,14.235920080259524,13.999965603791136,14.157268588103396,50800.0
1996-01-18,13.842676162719728,14.078630870038811,13.842676162719725,13.921327731826088,972000.0
1996-01-19,13.842676162719728,13.842676162719725,13.449418317187916,13.764024593613364,102800.0
1996-01-22,13.056158065795898,13.685370502701725,12.820203401956212,13.685370502701725,449000.0
