Date,Close_MDLZ,High_MDLZ,Low_MDLZ,Open_MDLZ,Volume_MDLZ
2001-06-13,11.440529823303224,11.7151025390625,11.381954366469872,11.532054061889648,69567200.0
2001-06-14,11.03782558441162,11.34900820716628,10.799862648755008,11.34900820716628,31979800.0
2001-06-15,11.202567100524902,11.257481504795829,10.964604216501195,10.98290878516666,14369300.0
2001-06-18,11.10006046295166,11.20256787003332,11.00487516314896,11.00487516314896,4019800.0
2001-06-19,11.129348754882812,11.242838630329954,11.059790128775058,11.202568434814618,5690300.0
2001-06-20,11.092744827270508,11.198913349931228,11.048813554516064,11.129354686749204,3791600.0
2001-06-21,10.982908248901367,11.111042318126785,10.982908248901367,11.111042318126785,6027200.0
2001-06-22,10.982908248901367,10.990230355319849,10.895045066703096,10.982908248901367,4847700.0
2001-06-25,11.03782558441162,11.03782558441162,10.927996752039242,10.982911168225431,2420300.0
2001-06-26,10.997554779052734,11.012198296700756,10.913351934046672,10.982910563130062,3333300.0
2001-06-27,10.960947036743164,10.982912666559344,10.913354024154197,10.96460809142499,3182300.0
2001-06-28,11.133012771606444,11.14399593600162,10.97192985185122,10.975590906649613,2778100.0
2001-06-29,11.349006652832031,11.349006652832031,11.103721642404356,11.165958158431517,5777800.0
2001-07-02,11.154976844787598,11.239179696845534,11.136672271625924,11.239179696845534,3167600.0
2001-07-03,11.187925338745115,11.217213073992824,11.136671976630298,11.151315495116808,608700.0
2001-07-05,11.323384284973145,11.359994137441726,11.213554727567406,11.257486690184672,2085500.0
2001-07-06,11.220871925354004,11.341683896817898,11.165957519829425,11.341683896817898,945300.0
2001-07-09,11.122026443481444,11.25382158563439,11.074434141189888,11.202568229585848,2295300.0
2001-07-10,11.111047744750977,11.294096304966727,11.085421058044746,11.147657596449095,3301300.0
2001-07-11,11.092744827270508,11.11471116192272,10.98291594710941,11.11471116192272,2023000.0
2001-07-12,11.312396049499512,11.312396049499512,11.056128593629026,11.220871808486937,1912500.0
2001-07-13,11.25015926361084,11.341683502393762,11.151312918139398,11.312395773914208,995400.0
2001-07-16,11.242840766906738,11.35267030767633,11.220875138062722,11.250162875946328,1198100.0
2001-07-17,11.513751983642578,11.513751983642578,11.294093623873188,11.30873714211132,3792700.0
2001-07-18,11.528393745422363,11.53205479899277,11.27578663526088,11.513750229415306,5645100.0
2001-07-19,11.466156005859377,11.61991674801082,11.052466772459375,11.61991674801082,3326000.0
2001-07-20,11.422225952148438,11.473479305437673,11.352667331059784,11.440530521673288,1390900.0
2001-07-23,11.349006652832031,11.418565276221113,11.319718921658932,11.385616491367053,1756000.0
2001-07-24,11.374631881713867,11.418563822015882,11.312395373612809,11.414902768801172,1146500.0
2001-07-25,11.239176750183104,11.349005556907889,11.169618133510998,11.349005556907889,860600.0
2001-07-26,11.392938613891602,11.418565291417844,11.20989011924747,11.330702097781613,1901900.0
2001-07-27,11.316060066223145,11.422228548771418,11.279450220576337,11.422228548771418,1541800.0
2001-07-30,11.202567100524902,11.38561558027768,11.165957264919438,11.38195452688968,1233900.0
2001-07-31,11.33070468902588,11.40758473918648,11.165960726860655,11.165960726860655,2020200.0
2001-08-01,11.26846694946289,11.352669099633932,11.195247263407834,11.312398202476183,2302200.0
2001-08-02,11.33070468902588,11.41124579370957,11.22087514815748,11.239180420772923,2700000.0
2001-08-03,11.239176750183104,11.341683450253033,11.165957080183569,11.297752206872929,456800.0
2001-08-06,11.111047744750977,11.29043524996943,11.074437893052858,11.242842233279424,847600.0
2001-08-07,11.165961265563965,11.18060548436283,11.085420156994555,11.147656690340169,991400.0
2001-08-08,10.986571311950684,11.23917844340323,10.982910258071705,11.23917844340323,1517200.0
2001-08-09,11.118367195129396,11.118367195129396,10.982910985731188,11.0012155580642,752900.0
2001-08-10,11.27579116821289,11.392942834738028,11.037828176670136,11.074438028817063,1119700.0
2001-08-13,11.385615348815918,11.418564130363556,11.319717785720645,11.334361300700415,1749200.0
2001-08-14,11.385615348815918,11.440529751970471,11.349005513954708,11.422225183677128,1365300.0
2001-08-15,11.341686248779297,11.422228045307136,11.338025194548514,11.385618201274,2106500.0
2001-08-16,11.403924942016602,11.447856902862682,11.33070593830624,11.341688404811638,1351200.0
2001-08-17,11.477145195007324,11.477145195007324,11.316062261871382,11.403925489506934,1164200.0
2001-08-20,11.612604141235352,11.627248365931488,11.447860803054224,11.491792080592498,2020900.0
2001-08-21,11.744391441345217,11.751712151765418,11.623578771175254,11.696798444319253,2699600.0
