Date,Close_OKE,High_OKE,Low_OKE,Open_OKE,Volume_OKE
1980-10-01,0.5271530747413635,0.5345777677574659,0.5123036887091589,0.5123036887091589,203768.0
1980-10-02,0.5717010498046875,0.5902629058041647,0.5345775966094569,0.5345775966094569,356366.0
1980-10-03,0.5809820294380188,0.5865505158717923,0.5754135430042452,0.5754135430042452,257680.0
1980-10-06,0.5642759799957275,0.582837758821533,0.5642759799957275,0.5809815550585974,137978.0
1980-10-07,0.5531393885612488,0.5679887698568779,0.5475709029258535,0.5642763598320395,262249.0
1980-10-08,0.5698447227478027,0.5735571319731505,0.5531392694392409,0.5531392694392409,85893.0
1980-10-09,0.5735571980476379,0.5791256831253215,0.556851613412738,0.569844788394616,185493.0
1980-10-10,0.5846943259239197,0.5958314931863044,0.5698449421099191,0.5735573527643613,147115.0
1980-10-13,0.5958317518234253,0.5995440346874016,0.5828385029956274,0.5846945797266455,63049.0
1980-10-14,0.6162493228912354,0.6199616038986842,0.595831453845578,0.595831453845578,111479.0
1980-10-15,0.5976872444152832,0.6143926914625076,0.5976872444152832,0.6143926914625076,62136.0
1980-10-16,0.5921186804771423,0.5976873579870486,0.580981713662761,0.5976873579870486,98686.0
1980-10-17,0.6236738562583923,0.6236738562583924,0.5884066133165109,0.592118828682283,148943.0
1980-10-20,0.6440916061401367,0.6478040149516605,0.6255299502879774,0.6255299502879774,174528.0
1980-10-21,0.6162493228912354,0.6496603695657768,0.6051123504670134,0.6440918833536659,338091.0
1980-10-22,0.6162493228912354,0.6273862953154573,0.5939752486409159,0.6162493228912354,305196.0
1980-10-23,0.6310981512069702,0.6310981512069703,0.6125363742735055,0.6162487814209032,148029.0
1980-10-24,0.6199616193771362,0.6236740298791477,0.6162493382770037,0.6236740298791477,129754.0
1980-10-27,0.6013999581336975,0.6181055466740184,0.6013999581336974,0.6181055466740184,182752.0
1980-10-28,0.6088244318962097,0.6162491208791014,0.579125611263726,0.6013997429133179,195545.0
1980-10-29,0.5976872444152832,0.6199611738115824,0.5976872444152832,0.6088242091134328,55739.0
1980-10-30,0.5791256427764893,0.5921188168531071,0.5791256427764893,0.5921188168531071,49343.0
1980-10-31,0.5939750075340271,0.5939750075340271,0.5772693615760521,0.5791255660272421,52998.0
1980-11-03,0.5791256427764893,0.590262806258682,0.5717009533895876,0.590262806258682,58481.0
1980-11-05,0.5846943259239197,0.6032561850933047,0.5846943259239197,0.5846943259239197,180924.0
1980-11-06,0.5661324858665466,0.5791256603371528,0.5661324858665466,0.5791256603371528,103255.0
1980-11-07,0.5549951791763306,0.5605636606539169,0.5457142904458429,0.5605636606539169,66704.0
1980-11-10,0.5605640411376953,0.5605640411376953,0.5531393509941374,0.5549955558804902,47516.0
1980-11-11,0.5661324858665466,0.5791256603371528,0.5605640010079789,0.5605640010079789,163563.0
1980-11-12,0.5902630686759949,0.5902630686759949,0.567988925911801,0.567988925911801,123358.0
