Date,Close_ETN,High_ETN,Low_ETN,Open_ETN,Volume_ETN
1972-06-01,0.348384290933609,0.3502324032510776,0.345611994484449,0.345611994484449,82978.0
1972-06-02,0.3446880877017975,0.3474603492297716,0.3437639395862666,0.3474603492297716,120318.0
1972-06-05,0.3382191359996795,0.3428396904257803,0.3372949885507622,0.3428396904257803,107871.0
1972-06-06,0.3363712430000305,0.3400676893502241,0.3345229832612086,0.3382193930476771,327763.0
1972-06-07,0.3335988223552704,0.3354469349582908,0.3335988223552704,0.3354469349582908,43563.0
1972-06-08,0.3335988223552704,0.3354469349582908,0.3335988223552704,0.3335988223552704,87127.0
1972-06-09,0.3308264911174774,0.3335987877070487,0.3308264911174774,0.3335987877070487,497868.0
1972-06-12,0.3271302580833435,0.3317506695501419,0.3271302580833435,0.3308266676969736,109946.0
1972-06-13,0.3326749205589294,0.3326749205589294,0.323433948512085,0.3271303592690636,103722.0
1972-06-14,0.3345228731632232,0.3345228731632233,0.3308265742844539,0.3326747237238386,35266.0
1972-06-15,0.3382191359996795,0.3382191359996796,0.3363709873566338,0.3363709873566338,62233.0
1972-06-16,0.3446880877017975,0.3456121992536046,0.3400676761976563,0.3400676761976563,51861.0
1972-06-19,0.3419157862663269,0.34283993437282,0.3419157862663269,0.34283993437282,47712.0
1972-06-20,0.3456120789051056,0.3474602282377129,0.3400675577798618,0.3419156705487581,190849.0
1972-06-21,0.3502325713634491,0.3548531651664823,0.3493086061704645,0.3493086061704645,136914.0
1972-06-22,0.3502325713634491,0.3502325713634491,0.3502325713634491,0.3502325713634491,53936.0
1972-06-23,0.3502325713634491,0.3530048691433177,0.3502325713634491,0.3502325713634491,95425.0
1972-06-26,0.3409918248653412,0.3502327990979176,0.3409918248653412,0.3502327990979176,701164.0
1972-06-27,0.3428396880626678,0.3465359487595846,0.3419155406201203,0.3419155406201203,350582.0
1972-06-28,0.3372953832149505,0.3409917945172484,0.3372953832149505,0.3409917945172484,85052.0
1972-06-29,0.3326749205589294,0.3382194818487953,0.3308267700260421,0.3372953334548823,105797.0
1972-06-30,0.3354469835758209,0.3372951330104079,0.3308265734256405,0.3326747228602275,109946.0
1972-07-03,0.3363712430000305,0.3372952448964036,0.3345229832612086,0.335447094848757,47712.0
1972-07-05,0.3372953832149505,0.3400678288056992,0.3363713809396613,0.3363713809396613,43563.0
1972-07-06,0.3446880877017975,0.3456121992536046,0.3400676761976563,0.3400676761976563,141063.0
1972-07-07,0.3391433656215668,0.3428397734943737,0.3363710688578881,0.3428397734943737,134839.0
1972-07-10,0.3391433656215668,0.3400675132944011,0.3363710688578881,0.3391433656215668,85052.0
1972-07-11,0.3335988223552704,0.3363710826690702,0.3335988223552704,0.3363710826690702,20744.0
1972-07-12,0.3382191359996795,0.3382191359996796,0.3317504329305331,0.3335987278283679,47712.0
1972-07-13,0.3326749205589294,0.336371331315908,0.3326749205589294,0.336371331315908,514464.0
