Date,Close_FAST,High_FAST,Low_FAST,Open_FAST,Volume_FAST
1987-08-20,0.0148326931521296,0.0152911650347775,0.0148326931521296,0.0148326931521296,133939200.0
1987-08-21,0.0146795520558953,0.0149853556411051,0.0146795520558953,0.0148326892152919,35865600.0
1987-08-24,0.0148326931521296,0.0151384968185047,0.0148326931521296,0.0148326931521296,17779200.0
1987-08-25,0.0155969625338912,0.016055904968775,0.0155969625338912,0.0155969625338912,41548800.0
1987-08-26,0.0157500989735126,0.0162085706545017,0.0157500989735126,0.0157500989735126,51187200.0
1987-08-27,0.0159027650952339,0.0162085685881152,0.0159027650952339,0.0159027650952339,5260800.0
1987-08-28,0.0159027650952339,0.016514373830935,0.0159027650952339,0.0159027650952339,14361600.0
1987-08-31,0.0159027650952339,0.0163617057012765,0.0159027650952339,0.0159027650952339,8870400.0
1987-09-01,0.0159027650952339,0.0163617057012765,0.0159027650952339,0.0159027650952339,6643200.0
1987-09-02,0.0151384975761175,0.016055912121034,0.0151384975761175,0.0159027749133285,14745600.0
1987-09-03,0.0151384975761175,0.0157501066894153,0.0151384975761175,0.0151384975761175,4492800.0
1987-09-04,0.0155969625338912,0.0155969625338912,0.0151384908325295,0.0151384908325295,2188800.0
1987-09-08,0.0151384975761175,0.0155969694817098,0.0151384975761175,0.0155969694817098,2726400.0
1987-09-09,0.0155969625338912,0.0155969625338912,0.0151384908325295,0.0151384908325295,1036800.0
1987-09-10,0.0155969625338912,0.0155969625338912,0.0151384908325295,0.0155969625338912,1228800.0
1987-09-11,0.0155969625338912,0.0155969625338912,0.0151384908325295,0.0155969625338912,11059200.0
1987-09-14,0.0154442964121699,0.0159027681219695,0.0152911592698624,0.0155969628209466,1766400.0
1987-09-15,0.0174317937344312,0.0177375991118917,0.0154443002725493,0.0154443002725493,20851200.0
1987-09-16,0.0174317937344312,0.0183496771005828,0.0174317937344312,0.0174317937344312,42739200.0
1987-09-17,0.0175849348306655,0.0181965439718348,0.0172791311350507,0.0174317976159815,13785600.0
