Date,Close_ACN,High_ACN,Low_ACN,Open_ACN,Volume_ACN
2001-07-19,10.603367805480955,10.687244068948283,10.484542932254923,10.55444015177234,34994300.0
2001-07-20,10.491532325744627,10.519491079003146,10.3447487044901,10.519491079003146,9238500.0
2001-07-23,10.484543800354004,10.491533656202348,10.170007619661252,10.484543800354004,7501000.0
2001-07-24,10.386686325073242,10.4635733951732,10.274851313934304,10.449593685486208,3537300.0
2001-07-25,10.449594497680664,10.449594497680664,10.2399035022023,10.27485211254691,4208100.0
2001-07-26,10.135056495666504,10.47755134829728,10.135056495666504,10.449592598421075,6335300.0
2001-07-27,10.142046928405762,10.197964431348366,10.135057073890632,10.142046928405762,3524000.0
2001-07-30,10.27485179901123,10.330769307220574,10.135058028487874,10.135058028487874,3654300.0
2001-07-31,10.456585884094238,10.491534499555938,10.204957052630924,10.281843473375144,1429000.0
2001-08-01,10.83403205871582,10.83403205871582,10.41464990593616,10.484547153595956,2087900.0
2001-08-02,10.76412868499756,10.8340258928776,10.554438394535785,10.76412868499756,1717400.0
2001-08-03,10.589385032653809,10.764127364325253,10.4705601937901,10.764127364325253,983600.0
2001-08-06,10.554443359375,10.638319648333182,10.498525833402878,10.589391313165455,777400.0
2001-08-07,10.83403205871582,10.868980682545718,10.55444440125575,10.55444440125575,788900.0
2001-08-08,10.484543800354004,10.9039258190039,10.484543800354004,10.764131368394374,2190300.0
2001-08-09,10.83403205871582,10.83403205871582,10.484547153595956,10.519495777425853,928000.0
2001-08-10,10.617348670959473,10.76413232385704,10.568421008856747,10.76413232385704,703300.0
2001-08-13,10.491532325744627,10.722192206774707,10.414645254341764,10.589387628854809,1770400.0
2001-08-14,10.27485179901123,10.52648125254255,10.239903189733072,10.519491397369064,1000800.0
2001-08-15,10.337759017944336,10.414645424010526,10.27485165544051,10.309800264230333,530900.0
2001-08-16,9.82052230834961,10.330769759758498,9.82052230834961,10.330769759758498,1522700.0
2001-08-17,10.149042129516602,10.344753492918011,9.71568025352913,9.827515984919502,2342400.0
2001-08-20,10.729182243347168,10.729182243347168,10.12806803823024,10.204955110934556,1434900.0
2001-08-21,10.806070327758787,10.90392631431268,10.491534132778291,10.65928668122264,1038200.0
2001-08-22,10.72219181060791,10.757140417537078,10.33076861286184,10.708212101200548,829000.0
2001-08-23,10.659286499023438,10.799080287004234,10.659286499023438,10.799080287004234,470000.0
2001-08-24,10.76412868499756,10.82004618466592,10.484541186655742,10.65928353976667,689000.0
2001-08-27,10.820049285888672,10.938874173388609,10.764131770193332,10.820049285888672,827700.0
2001-08-28,10.73617172241211,10.889945205393342,10.659285314216136,10.77811018743946,736900.0
2001-08-29,10.491532325744627,10.701223308478134,10.484542470782683,10.687243598554248,397400.0
2001-08-30,10.449594497680664,10.512501862983104,10.379697943580744,10.379697943580744,640100.0
2001-08-31,10.414642333984377,10.55443672766664,10.414642333984377,10.484539530825508,3337900.0
2001-09-04,10.750154495239258,10.938875975148305,10.4845459186429,10.4845459186429,1068600.0
2001-09-05,10.421637535095217,10.75015346229171,10.414647678506276,10.75015346229171,1053200.0
2001-09-06,10.135056495666504,10.49153105652997,10.065159287681409,10.309798849040066,1384500.0
2001-09-07,10.149042129516602,10.232918428117204,10.030217206518351,10.100113788724071,1408500.0
2001-09-10,10.589385032653809,10.59637488590205,10.170003836595802,10.19097272975143,622100.0
2001-09-17,10.2049560546875,10.582399598266935,10.114089930008648,10.582399598266935,1934300.0
2001-09-18,10.170003890991213,10.48453995636432,10.030210158224174,10.204952490830246,902800.0
2001-09-19,9.750628471374512,10.267865957806814,9.589865739073744,10.20495923642143,2415400.0
2001-09-20,9.05165958404541,9.715680819954914,8.974773139159755,9.715680819954914,3498900.0
2001-09-21,8.911860466003418,9.086602828081917,8.499468384843889,8.981757677470501,2051800.0
2001-09-24,9.226397514343262,9.282315022517096,9.051655134652709,9.086603743908675,1964200.0
2001-09-25,8.946809768676758,9.226397303146015,8.87691255176481,9.226397303146015,1827300.0
2001-09-26,8.52743148803711,9.05864869984072,8.52743148803711,8.94681363769039,3327200.0
2001-09-27,8.282790184020996,8.569367618812093,8.115036970225527,8.569367618812093,2347500.0
2001-09-28,8.911860466003418,9.401138946505371,8.457530591235006,8.457530591235006,2844000.0
2001-10-01,8.876914024353027,9.086605043285177,8.84196541009944,8.84196541009944,878800.0
2001-10-02,8.793038368225098,8.87691464837636,8.471512294350548,8.772069464834638,1900400.0
2001-10-03,9.05165958404541,9.12854669552067,8.807020532178543,8.82099958279884,2539400.0
2001-10-04,9.429099082946776,9.645779937054654,9.0656352630556,9.0656352630556,3108500.0
2001-10-05,9.471036911010742,9.603840823450334,9.310273578489909,9.436088302498453,2172300.0
2001-10-08,9.24736499786377,9.568890953945342,9.24736499786377,9.505984266820205,576100.0
2001-10-09,9.366192817687988,9.645781070905016,9.3522137716513,9.422110335013516,1601100.0
2001-10-10,9.554913520812988,9.610831029841286,9.296294874909792,9.3312434846998,1700400.0
2001-10-11,10.5963773727417,10.83402710624259,10.274851380344478,10.83402710624259,4214100.0
2001-10-12,11.56794548034668,11.56794548034668,10.66627545713023,10.66627545713023,5193300.0
2001-10-15,12.23196506500244,12.546501842802432,11.539985487020854,11.539985487020854,3277900.0
2001-10-16,12.197020530700684,12.616401240573577,11.812586435745514,12.336813656265392,1996000.0
2001-10-17,11.868504524230955,12.39972162659094,11.777639054896472,12.33681425044444,1877100.0
2001-10-18,11.672791481018066,11.868502092775952,11.60988411775916,11.868502092775952,942000.0
2001-10-19,11.777636528015137,11.777636528015137,11.56095635287619,11.672791367991682,2062500.0
2001-10-22,12.23196506500244,12.280892711953909,11.861510785946718,11.882480348859517,469600.0
2001-10-23,12.31584644317627,12.392732202007572,12.071206786653882,12.231969494330729,915400.0
2001-10-24,12.399718284606934,12.413697994022517,12.280893420931427,12.357780489538657,472600.0
2001-10-25,12.399718284606934,12.406708139314723,11.97334647968098,12.399718284606934,265100.0
2001-10-26,12.31584644317627,12.427681486184412,12.231969494330729,12.37176396468034,566500.0
2001-10-29,12.266913414001465,12.392728129333326,12.162068262284391,12.385738274795065,616200.0
2001-10-30,12.127121925354004,12.20400766907837,11.987327482471974,12.197019146795018,574700.0
2001-10-31,12.28089714050293,12.301866710977452,11.952381868808654,12.176051954488065,718600.0
2001-11-01,12.798136711120604,12.993848735774804,12.245951260371308,12.245951260371308,1089900.0
2001-11-02,12.75619125366211,13.35031549649573,12.651346112733425,12.930933599602684,2372800.0
2001-11-05,12.651352882385254,12.770177794534373,12.420692915646264,12.756198079415883,1552700.0
2001-11-06,12.560484886169434,12.567474743071386,12.127124423679462,12.567474743071386,562600.0
2001-11-07,13.21052074432373,13.21052074432373,12.553489167314144,12.567468874590112,1987000.0
2001-11-08,13.94444465637207,13.958423035760818,13.070732618583817,13.070732618583817,1747200.0
2001-11-09,13.94444465637207,13.94444465637207,13.734752967395629,13.804650197054444,1325400.0
2001-11-12,13.622917175292969,13.804649429023582,13.280422235516358,13.804649429023582,2398300.0
2001-11-13,14.538561820983888,14.846108705613805,13.741737195492702,13.769696609176432,1463000.0
2001-11-14,14.126172065734863,14.957946091658968,13.958419556277455,14.678358575896624,1391400.0
2001-11-15,14.154135704040527,14.293930170191471,14.014341237889582,14.014341237889582,628200.0
2001-11-16,14.70631980895996,14.853102772907672,14.119185286811913,14.154133230653194,639100.0
2001-11-19,15.37732982635498,15.552072210745376,14.748257509185269,14.748257509185269,1430000.0
2001-11-20,14.853106498718262,15.34937435827896,14.7832092603238,15.34937435827896,1017400.0
2001-11-21,14.22403049468994,14.825143396291962,13.839596445375909,14.818154874045373,1442600.0
2001-11-23,14.363821029663086,14.412750008871376,14.161120591370777,14.217038091573311,286500.0
2001-11-26,15.027846336364746,15.09774356270451,14.168114051968164,14.454691480100358,1064900.0
2001-11-27,15.726812362670898,15.901554722256131,15.02784292432997,15.097740134799745,1210000.0
2001-11-28,15.272489547729492,15.447231988016606,14.580509644174006,15.377334745265957,1415900.0
2001-11-29,14.978920936584473,15.545086022270274,14.68535360823278,15.258508550924445,1326400.0
