Date,Close_POOL,High_POOL,Low_POOL,Open_POOL,Volume_POOL
1995-10-13,0.6746340990066528,0.7228217690926606,0.6746340990066528,0.6746340990066528,6328631.0
1995-10-16,0.6826654672622681,0.7067589523961522,0.6746340728998121,0.7067589523961522,993263.0
1995-10-17,0.6746340990066528,0.7067589797461543,0.6746340990066528,0.6746340990066528,276792.0
1995-10-18,0.6425082087516785,0.6746337718665188,0.6264453835721849,0.6425082087516785,5322839.0
1995-10-19,0.6505396962165833,0.6585710881889557,0.6425083042442109,0.6505396962165833,1140202.0
1995-10-20,0.6746340990066528,0.7067589797461543,0.6425085203136403,0.6585713096601465,681159.0
1995-10-23,0.6666027903556824,0.6746341860653533,0.6585713946460114,0.6746341860653533,961369.0
1995-10-24,0.6585713624954224,0.6906969873878753,0.6585713624954224,0.6666027578130111,419175.0
1995-10-25,0.6585713624954224,0.6906969873878753,0.6585713624954224,0.6906969873878753,613955.0
1995-10-26,0.6505396962165833,0.6906966997005253,0.6505396962165833,0.6585710881889557,199336.0
1995-10-27,0.6505396962165833,0.6906966997005253,0.6505396962165833,0.6505396962165833,195919.0
1995-10-30,0.6505396962165833,0.6906966997005253,0.6505396962165833,0.6505396962165833,60370.0
1995-10-31,0.6505396962165833,0.6906966997005253,0.6505396962165833,0.6505396962165833,367917.0
1995-11-01,0.6505396962165833,0.6585710881889557,0.6505396962165833,0.6505396962165833,273375.0
1995-11-02,0.6425082087516785,0.6425082087516785,0.6425082087516785,0.6425082087516785,76317.0
1995-11-03,0.6425082087516785,0.6505395995303885,0.6425082087516785,0.6425082087516785,42145.0
1995-11-06,0.6425082087516785,0.6906965970460124,0.6425082087516785,0.6906965970460124,205031.0
1995-11-07,0.7067590355873108,0.7067590355873108,0.6585713616939863,0.6585713616939863,1636833.0
1995-11-08,0.6746340990066528,0.7067589797461543,0.6585713096601465,0.7067589797461543,267680.0
1995-11-09,0.6585713624954224,0.7067590364473879,0.6585713624954224,0.6826655484481886,92264.0
1995-11-10,0.6585713624954224,0.7067590364473879,0.6585713624954224,0.7067590364473879,117323.0
1995-11-13,0.6826654672622681,0.7067589523961522,0.6585712841749001,0.7067589523961522,332606.0
1995-11-14,0.6906969547271729,0.7228217929027889,0.658571331353831,0.7067590030271659,1973995.0
1995-11-15,0.6585713624954224,0.7067590364473879,0.6425085718602449,0.6906969873878753,374752.0
1995-11-16,0.6906969547271729,0.7228217929027889,0.674634121229454,0.7067590030271659,1128811.0
1995-11-17,0.6906969547271729,0.7067590030271659,0.6906969547271729,0.7067590030271659,686855.0
1995-11-20,0.6425082087516785,0.6906965970460124,0.6425082087516785,0.6906965970460124,424870.0
1995-11-21,0.6906969547271729,0.6906969547271729,0.642508541478208,0.6906969547271729,34172.0
1995-11-22,0.6906969547271729,0.6906969547271729,0.642508541478208,0.6906969547271729,31894.0
1995-11-24,0.6425082087516785,0.6425082087516785,0.6425082087516785,0.6425082087516785,31894.0
1995-11-27,0.6906969547271729,0.6906969547271729,0.642508541478208,0.6906969547271729,56953.0
1995-11-28,0.6906969547271729,0.6906969547271729,0.642508541478208,0.6906969547271729,34172.0
1995-11-29,0.6746340990066528,0.6746340990066528,0.6425085203136403,0.6746340990066528,324633.0
1995-11-30,0.6505396962165833,0.6746338721337006,0.6425083042442109,0.6746338721337006,118463.0
1995-12-01,0.6425082087516785,0.6746337718665188,0.6425082087516785,0.6425082087516785,101377.0
1995-12-04,0.6425082087516785,0.6746337718665188,0.6425082087516785,0.6746337718665188,74039.0
1995-12-05,0.6425082087516785,0.6746337718665188,0.6425082087516785,0.6425082087516785,115045.0
1995-12-06,0.6746340990066528,0.6906969319752535,0.6425085203136403,0.6906969319752535,537638.0
1995-12-07,0.6746340990066528,0.6746340990066528,0.6425085203136403,0.6425085203136403,105933.0
1995-12-08,0.6425082087516785,0.6746337718665188,0.6425082087516785,0.6425082087516785,71761.0
1995-12-11,0.6505396962165833,0.6746338721337006,0.6425083042442109,0.6585710881889557,168581.0
1995-12-12,0.6746340990066528,0.6746340990066528,0.6505399149868933,0.6505399149868933,185667.0
1995-12-13,0.6746340990066528,0.6746340990066528,0.6425085203136403,0.6746340990066528,242620.0
1995-12-14,0.6585713624954224,0.6746341531305999,0.6585713624954224,0.6585713624954224,75178.0
1995-12-15,0.6746340990066528,0.6746340990066528,0.6505399149868933,0.6746340990066528,117323.0
1995-12-18,0.6746340990066528,0.6746340990066528,0.6585713096601465,0.6706184234810735,192502.0
1995-12-19,0.6425082087516785,0.6746337718665188,0.6425082087516785,0.6425082087516785,249455.0
1995-12-20,0.6425082087516785,0.6746337718665188,0.6425082087516785,0.6746337718665188,148078.0
1995-12-21,0.6746340990066528,0.6746340990066528,0.6425085203136403,0.6746340990066528,1835030.0
1995-12-22,0.6585713624954224,0.6746341531305999,0.6505399671778337,0.6585713624954224,239203.0
1995-12-26,0.6425082087516785,0.6585709903090987,0.6425082087516785,0.6425082087516785,76317.0
1995-12-27,0.6746340990066528,0.6746340990066528,0.6425085203136403,0.6706184234810735,232369.0
1995-12-28,0.6585713624954224,0.6746341531305999,0.6505399671778337,0.6505399671778337,210727.0
1995-12-29,0.6716218590736389,0.6746341831808994,0.6425086004795713,0.6425086004795713,213005.0
1996-01-02,0.6625869870185852,0.6746340564576113,0.6425084797907528,0.6666026622908967,154913.0
1996-01-03,0.6666027903556824,0.6746341860653533,0.6425086032266696,0.6425086032266696,1160705.0
1996-01-04,0.6906969547271729,0.7388845827784118,0.674634121229454,0.6906969547271729,619650.0
1996-01-05,0.7067590355873108,0.7629788463641144,0.6906969865473447,0.722821826202941,378169.0
1996-01-08,0.6987283229827881,0.6987283229827881,0.6987283229827881,0.6987283229827881,3417.0
1996-01-09,0.6987283229827881,0.7549474310692028,0.6987283229827881,0.7549474310692028,44423.0
1996-01-10,0.7067590355873108,0.7388846168185712,0.7067590355873108,0.730853265132854,527386.0
1996-01-11,0.7067590355873108,0.7388846168185712,0.7067590355873108,0.7067590355873108,271097.0
1996-01-12,0.7067590355873108,0.7388846168185712,0.7067590355873108,0.7067590355873108,578644.0
1996-01-15,0.7228218913078308,0.7388846833702438,0.7067590992454178,0.7388846833702438,364500.0
1996-01-16,0.7067590355873108,0.7549474946783972,0.7067590355873108,0.7549474946783972,93403.0
1996-01-17,0.7228218913078308,0.7710103547392736,0.7067590992454178,0.7067590992454178,271097.0
1996-01-18,0.7589632272720337,0.7710103429456173,0.7228218802512829,0.7710103429456173,79734.0
1996-01-19,0.7228218913078308,0.7469161230235521,0.7228218913078308,0.7469161230235521,298434.0
1996-01-22,0.7228218913078308,0.7710103547392736,0.7228218913078308,0.7228218913078308,31894.0
